 slim_337550470 slim_337550426 slim_337550420 slim_337550225 slim_337550468 slim_337550446 slim_337550411 slim_337550449 slim_337550393 slim_337550424 slim_337550390 slim_337550445 slim_337550455 slim_337550264 slim_337550471 slim_337550352 slim_337550482 slim_337550436 slim_337550373 slim_337550401 slim_337550362 slim_337550338 slim_337550422 slim_337550483 slim_337550473 slim_337550376 slim_337550322 slim_337550245 slim_337550324 slim_337550400 slim_337550429 slim_337549356 slim_337550331 slim_337550479 slim_337550456 slim_337550412 slim_337550475 slim_337549957 slim_337549864 slim_337550185 slim_337550363 slim_337550417 slim_337550396 slim_337550330 slim_337550209 slim_337550291 slim_337550453 slim_337550433 slim_337550448 slim_337550017 slim_337550229 slim_337550485 slim_337550458 slim_337550374 slim_337550248 slim_337550478 slim_337550474 slim_337550052 slim_337550162 slim_337550469 slim_337550370 slim_337550467 slim_337550466 slim_337550450 slim_337550447 slim_337550221 slim_337550428 slim_337550284 slim_337550418 slim_337550377 slim_337550404 slim_337550181 slim_337550484 slim_337550389 slim_337550365 slim_337550166 slim_337550472 slim_337550398 slim_337550452 slim_337550462 slim_337550403 slim_337550307 slim_337550427
0 0.0001005 5.885e-05 5.62e-05 5.605e-05 6.805e-05 6.3e-05 7.47e-05 0.0001043 7.665e-05 5.835e-05 9.34e-05 6.405e-05 0.0001059 6.59e-05 5.955e-05 0.00013045 6.665e-05 0.0001043 6.425e-05 9.495e-05 0.0001043 0.0001062 6.36e-05 6.96e-05 0.00011295 5.965e-05 6.95e-05 6.505e-05 6.705e-05 0.0001024 0.0001245 8.175e-05 5.38e-05 5.8e-05 9.075e-05 6.175e-05 8.76e-05 7.8e-05 9.65e-05 6.035e-05 6.39e-05 6.665e-05 7.68e-05 6.04e-05 7.685e-05 0.00012225 9.94e-05 6.405e-05 6.77e-05 9.51e-05 6.78e-05 7.77e-05 6.69e-05 7.945e-05 9.51e-05 8.085e-05 0.00015165 8.745e-05 7.03e-05 6.755e-05 5.475e-05 5.66e-05 9.07e-05 6.56e-05 7.965e-05 6.555e-05 6.87e-05 7.04e-05 0.0001204 6.615e-05 9.055e-05 6.56e-05 0.0001219 8.575e-05 9.675e-05 7.27e-05 7.7e-05 9.04e-05 5.93e-05 6.265e-05 6.525e-05 7.435e-05 0.00012225
1 5.885e-05 1.59e-05 6.305e-05 6.29e-05 2.33e-05 1.465e-05 7.405e-05 0.0001011 3.945e-05 3.015e-05 6.965e-05 3.96e-05 6.735e-05 5.045e-05 2.495e-05 0.00011305 3.06e-05 0.00012655 3.555e-05 9.645e-05 0.00012655 9.98e-05 5.59e-05 2.245e-05 0.0001396 4.79e-05 3.86e-05 5.545e-05 2.26e-05 7.005e-05 8.35e-05 8.85e-05 4.285e-05 4.635e-05 8.645e-05 5.02e-05 7.65e-05 7.24e-05 5.365e-05 2.935e-05 1.465e-05 3.06e-05 7.93e-05 2.975e-05 7.955e-05 0.00011545 5.84e-05 3.96e-05 2.215e-05 6.935e-05 5.035e-05 4.15e-05 2.265e-05 4.885e-05 6.935e-05 8.54e-05 0.00013045 9.355e-05 4.02e-05 5.715e-05 4.205e-05 2.54e-05 0.00010215 2.34e-05 8.27e-05 1.635e-05 2.05e-05 2.155e-05 0.00011655 2.655e-05 7.26e-05 2.34e-05 9.99e-05 9.655e-05 0.0001116 0.0001129 7.97e-05 0.0001132 3.05e-05 5.915e-05 2.36e-05 3.04e-05 0.00011545
2 5.62e-05 6.305e-05 0.0001043 5.215e-05 7.035e-05 6.645e-05 7.925e-05 0.0001054 8.275e-05 5.675e-05 9.55e-05 7.18e-05 0.00010835 6.77e-05 6.11e-05 0.0001307 7.08e-05 0.0001049 6.215e-05 9.825e-05 0.0001049 0.00010535 6.815e-05 7.585e-05 0.0001122 6.025e-05 7.34e-05 6.74e-05 7.165e-05 0.0001069 0.0001218 8.355e-05 5.615e-05 5.68e-05 9.135e-05 6.065e-05 8.375e-05 8.24e-05 0.00010025 5.685e-05 6.44e-05 7.08e-05 7.99e-05 5.655e-05 7.745e-05 0.0001226 0.0001004 7.18e-05 7.205e-05 9.945e-05 7.51e-05 8.28e-05 7.15e-05 8.135e-05 9.945e-05 8.33e-05 0.00014895 9.01e-05 7.055e-05 7.095e-05 5.665e-05 6.275e-05 9.13e-05 7.085e-05 8.315e-05 6.8e-05 6.8e-05 7.53e-05 0.00012295 7.135e-05 9.355e-05 7.085e-05 0.0001235 8.81e-05 0.0001001 7.34e-05 7.76e-05 8.975e-05 5.6e-05 6.745e-05 7.16e-05 7.945e-05 0.0001226
3 5.605e-05 6.29e-05 5.215e-05 0.000104 7.02e-05 6.63e-05 7.91e-05 0.00010525 8.26e-05 5.66e-05 9.535e-05 7.165e-05 0.0001082 6.755e-05 6.095e-05 0.00013055 7.065e-05 0.00010475 6.2e-05 9.81e-05 0.00010475 0.0001052 6.8e-05 7.57e-05 0.00011205 6.01e-05 7.325e-05 6.725e-05 7.15e-05 0.00010675 0.00012165 8.34e-05 5.6e-05 5.665e-05 9.12e-05 6.05e-05 8.36e-05 8.225e-05 0.0001001 5.67e-05 6.425e-05 7.065e-05 7.975e-05 5.64e-05 7.73e-05 0.00012245 0.00010025 7.165e-05 7.19e-05 9.93e-05 7.495e-05 8.265e-05 7.135e-05 8.12e-05 9.93e-05 8.315e-05 0.0001488 8.995e-05 7.04e-05 7.08e-05 5.65e-05 6.26e-05 9.125e-05 7.07e-05 8.3e-05 6.785e-05 6.785e-05 7.515e-05 0.0001228 7.12e-05 9.34e-05 7.07e-05 0.00012335 8.795e-05 9.995e-05 7.325e-05 7.745e-05 8.96e-05 5.585e-05 6.73e-05 7.145e-05 7.93e-05 0.00012245
4 6.805e-05 2.33e-05 7.035e-05 7.02e-05 2.04e-05 1.64e-05 7.7e-05 9.685e-05 5.025e-05 3.88e-05 6.93e-05 4.83e-05 6.91e-05 5.595e-05 3.55e-05 0.0001027 4.18e-05 0.00012725 3.21e-05 9.56e-05 0.00012725 9.575e-05 6.69e-05 3.605e-05 0.0001316 4.845e-05 4.8e-05 6.635e-05 3.52e-05 7.19e-05 8.805e-05 9.645e-05 5.44e-05 5.21e-05 8.815e-05 4.79e-05 8.06e-05 7.04e-05 6.425e-05 3.835e-05 1.655e-05 4.18e-05 8.565e-05 3.84e-05 8.48e-05 0.0001115 5.11e-05 4.83e-05 3.475e-05 7.715e-05 6.125e-05 4.485e-05 3.505e-05 5.825e-05 7.715e-05 7.915e-05 0.0001302 9.74e-05 4.895e-05 6.22e-05 5.455e-05 3.65e-05 0.00010175 3.485e-05 9.03e-05 2.87e-05 1.035e-05 3.53e-05 0.00011285 3.79e-05 7.18e-05 3.485e-05 9.865e-05 0.00010025 0.0001073 0.0001168 8.495e-05 0.00010915 3.815e-05 7.02e-05 3.505e-05 4.1e-05 0.0001115
5 6.3e-05 1.465e-05 6.645e-05 6.63e-05 1.64e-05 2.59e-05 7.395e-05 0.0001003 4.325e-05 3.41e-05 6.935e-05 4.365e-05 6.69e-05 5.4e-05 2.935e-05 0.0001079 3.465e-05 0.0001278 3.32e-05 9.6e-05 0.0001278 9.91e-05 5.98e-05 2.845e-05 0.0001368 4.675e-05 4.285e-05 5.94e-05 2.72e-05 6.975e-05 8.38e-05 9.205e-05 4.71e-05 5e-05 8.585e-05 4.9e-05 7.955e-05 7.215e-05 5.725e-05 3.355e-05 1.385e-05 3.465e-05 8.285e-05 3.35e-05 8.14e-05 0.0001146 5.32e-05 4.365e-05 2.675e-05 7.29e-05 5.43e-05 4.165e-05 2.695e-05 5.295e-05 7.29e-05 8.155e-05 0.0001298 9.525e-05 4.4e-05 6.07e-05 4.63e-05 3.115e-05 0.00010185 2.76e-05 8.605e-05 2.09e-05 1.43e-05 2.765e-05 0.00011585 3.055e-05 7.205e-05 2.76e-05 9.92e-05 9.805e-05 0.0001092 0.0001145 8.165e-05 0.00011225 3.415e-05 6.31e-05 2.775e-05 3.425e-05 0.0001146
6 7.47e-05 7.405e-05 7.925e-05 7.91e-05 7.7e-05 7.395e-05 0.0001021 0.0001191 9.03e-05 8.895e-05 9.41e-05 9.36e-05 9.02e-05 0.0001123 9.085e-05 0.00010115 7.43e-05 0.0001222 8.99e-05 9.48e-05 0.0001222 0.0001209 7.08e-05 8.36e-05 0.0001015 6.315e-05 0.00010015 7.195e-05 8.175e-05 8.67e-05 0.00010965 0.00010465 6.12e-05 0.00010455 6.885e-05 6.82e-05 0.00013275 9.465e-05 0.00011025 9.095e-05 7.515e-05 7.43e-05 7.945e-05 9.1e-05 8.02e-05 0.0001379 8.06e-05 9.36e-05 8.235e-05 0.0001243 8.12e-05 6.14e-05 8.16e-05 0.00011015 0.0001243 7.91e-05 0.00015155 8.96e-05 0.00010005 0.0001122 6.32e-05 8.67e-05 8.415e-05 7.985e-05 0.0001027 8.08e-05 7.53e-05 8.44e-05 0.0001359 8.065e-05 8.85e-05 7.985e-05 0.00012195 8.81e-05 6.83e-05 6.83e-05 8.035e-05 0.0001054 8.95e-05 6.99e-05 7.955e-05 8.835e-05 0.0001379
7 0.0001043 0.0001011 0.0001054 0.00010525 9.685e-05 0.0001003 0.0001191 7.15e-05 7.685e-05 8.665e-05 6.935e-05 7.035e-05 7.19e-05 7.62e-05 8.75e-05 5.315e-05 8.635e-05 0.000116 8.405e-05 8.4e-05 0.000116 3.65e-05 0.00010725 8.75e-05 7.18e-05 0.00012055 7.35e-05 0.00010635 8.795e-05 7.43e-05 0.00014075 0.0001324 0.00012035 7.135e-05 0.00010405 0.00011815 9.785e-05 6.84e-05 0.00011555 8.665e-05 0.0001019 8.635e-05 0.000103 8.67e-05 0.0001046 8.11e-05 8.56e-05 7.035e-05 8.835e-05 9.97e-05 0.0001026 9.915e-05 8.78e-05 0.00010745 9.97e-05 0.00010245 0.00015185 9.085e-05 6.93e-05 5.185e-05 0.00012155 8.295e-05 8.855e-05 8.655e-05 0.00010485 0.00011015 0.0001009 8.67e-05 8.07e-05 9.055e-05 6.73e-05 8.655e-05 9.74e-05 9.305e-05 0.0001022 0.00012335 0.00010475 7.1e-05 8.545e-05 0.0001098 8.72e-05 9.58e-05 8.11e-05
8 7.665e-05 3.945e-05 8.275e-05 8.26e-05 5.025e-05 4.325e-05 9.03e-05 7.685e-05 1.31e-05 5.995e-05 7.315e-05 3.565e-05 4.49e-05 7.85e-05 5.72e-05 9.21e-05 2.97e-05 0.0001435 6.235e-05 8.395e-05 0.0001435 7.695e-05 4.615e-05 2.515e-05 0.0001345 6.765e-05 4.27e-05 4.78e-05 2.46e-05 4.18e-05 0.00011285 0.0001055 6.17e-05 7.56e-05 8.135e-05 7.105e-05 0.0001028 9.97e-05 5.33e-05 6.05e-05 4.55e-05 2.96e-05 9.925e-05 6.055e-05 0.000101 0.000117 6.33e-05 3.565e-05 2.39e-05 6.645e-05 3.34e-05 6.655e-05 2.445e-05 7.7e-05 6.645e-05 0.00010295 0.00015525 8.655e-05 4.395e-05 5.53e-05 6.355e-05 5.105e-05 9.715e-05 2.275e-05 7.67e-05 4.745e-05 4.96e-05 2.52e-05 0.00011665 2.25e-05 7.11e-05 2.275e-05 0.00010125 8.39e-05 0.0001278 0.00012325 0.00010115 0.0001058 5.91e-05 4.655e-05 2.285e-05 3.015e-05 0.000117
9 5.835e-05 3.015e-05 5.675e-05 5.66e-05 3.88e-05 3.41e-05 8.895e-05 8.665e-05 5.995e-05 4.93e-05 7.2e-05 4.41e-05 8.755e-05 3.45e-05 2.6e-05 0.0001164 4.87e-05 0.00011045 3.36e-05 9.985e-05 0.00011045 8.615e-05 7.32e-05 4.685e-05 0.00012295 6.155e-05 4.215e-05 7.215e-05 4.08e-05 8.99e-05 9.835e-05 8.935e-05 5.795e-05 2.59e-05 0.00010235 6.18e-05 5.775e-05 5.695e-05 7.425e-05 2.545e-05 3.01e-05 4.87e-05 8.245e-05 2.525e-05 7.77e-05 0.0001033 7.59e-05 4.41e-05 4.14e-05 7.42e-05 7.075e-05 5.81e-05 4.095e-05 5.155e-05 7.42e-05 8.635e-05 0.0001308 9.415e-05 4.085e-05 4.41e-05 5.715e-05 3.29e-05 0.00010255 4.15e-05 8.635e-05 3.335e-05 3.45e-05 4.625e-05 0.0001041 4.51e-05 7.305e-05 4.15e-05 0.0001041 9.61e-05 0.00010955 0.00010925 7.785e-05 9.53e-05 2.585e-05 7.565e-05 4.215e-05 4.945e-05 0.0001033
10 9.34e-05 6.965e-05 9.55e-05 9.535e-05 6.93e-05 6.935e-05 9.41e-05 6.935e-05 7.315e-05 7.2e-05 0.0001327 7.02e-05 6.91e-05 7.59e-05 7.035e-05 6.73e-05 6.905e-05 0.0001227 7.115e-05 8.975e-05 0.0001227 6.81e-05 9.395e-05 7.03e-05 9.18e-05 9.34e-05 7.04e-05 9.32e-05 7.01e-05 7.235e-05 0.00011225 0.0001224 9.235e-05 7.255e-05 9.21e-05 9.29e-05 0.00010085 6.985e-05 9.91e-05 7.17e-05 6.97e-05 6.905e-05 9.33e-05 7.175e-05 9.335e-05 9.73e-05 6.915e-05 7.02e-05 7e-05 9.93e-05 9.175e-05 6.89e-05 6.995e-05 9.23e-05 9.93e-05 9.305e-05 0.0001413 9.385e-05 6.955e-05 6.98e-05 9.36e-05 6.915e-05 9.245e-05 6.85e-05 0.00010555 7.71e-05 6.95e-05 6.905e-05 9.89e-05 7.115e-05 7.045e-05 6.85e-05 9.83e-05 9.645e-05 9.39e-05 0.00011715 9.35e-05 9.3e-05 7.015e-05 9.695e-05 6.825e-05 7.74e-05 9.73e-05
11 6.405e-05 3.96e-05 7.18e-05 7.165e-05 4.83e-05 4.365e-05 9.36e-05 7.035e-05 3.565e-05 4.41e-05 7.02e-05 6.16e-05 6.965e-05 4.77e-05 4.165e-05 0.0001013 4.225e-05 0.0001168 4.78e-05 8.855e-05 0.0001168 7.135e-05 6.225e-05 3.715e-05 0.0001201 7.2e-05 3.94e-05 6.455e-05 3.66e-05 6.895e-05 0.0001146 9.43e-05 6.595e-05 4.43e-05 9.785e-05 7.39e-05 7.3e-05 6.835e-05 6.595e-05 4.59e-05 4.62e-05 4.215e-05 8.755e-05 4.595e-05 8.95e-05 9.925e-05 7.545e-05 3.08e-05 3.62e-05 6.355e-05 5.285e-05 6.645e-05 3.65e-05 6.245e-05 6.355e-05 9.155e-05 0.0001418 8.69e-05 4.145e-05 3.605e-05 6.755e-05 3.525e-05 9.805e-05 3.49e-05 7.7e-05 4.73e-05 5.065e-05 3.81e-05 9.78e-05 3.895e-05 6.79e-05 3.49e-05 9.815e-05 8.89e-05 0.0001156 0.0001154 8.965e-05 9.145e-05 4.475e-05 6.56e-05 3.45e-05 4.195e-05 9.925e-05
