 slim_337498947 slim_337498869 slim_337498919 slim_337498871 slim_337498801 slim_337498576 slim_337498914 slim_337498916 slim_337498887 slim_337498903 slim_337498924 slim_337498912 slim_337498923 slim_337498805 slim_337498939 slim_337498898 slim_337498786 slim_337498850 slim_337498834 slim_337498933 slim_337498885 slim_337498732 slim_337498902 slim_337498894 slim_337498863 slim_337498876 slim_337498953 slim_337498905 slim_337498906 slim_337498945 slim_337498948 slim_337498934 slim_337498950 slim_337498740 slim_337498778 slim_337498787 slim_337498752 slim_337498918 slim_337498926 slim_337498856 slim_337498816 slim_337498745 slim_337498627 slim_337498817 slim_337498928 slim_337498722 slim_337498690 slim_337498932 slim_337498677 slim_337498881 slim_337498845 slim_337498774 slim_337498751 slim_337498941 slim_337498909 slim_337498725 slim_337498952 slim_337498808 slim_337498837 slim_337498938 slim_337498759 slim_337498828 slim_337498637 slim_337498663 slim_337498936 slim_337498915 slim_337498927 slim_337498917 slim_337498791 slim_337498944 slim_337498900 slim_337498904 slim_337498951 slim_337498806 slim_337498860 slim_337498942 slim_337498949 slim_337498835 slim_337498851 slim_337498748 slim_337498922 slim_337498766 slim_337498930 slim_337498913 slim_337498943 slim_337498925 slim_337498600 slim_337498875 slim_337498877 slim_337498793 slim_337498879
0 0.0008867 0.00071425 0.00053755 0.0006341 0.00049045 0.0006078 0.00064535 0.0006645 0.0005528 0.0006957 0.00063585 0.00055655 0.0006659 0.0006833 0.0006485 0.00066445 0.000744 0.0005216 0.00063515 0.000669 0.0005483 0.00053765 0.0006585 0.00063325 0.0006146 0.0005727 0.00060655 0.0006564 0.00067205 0.00060575 0.00059105 0.00074415 0.00060785 0.00065555 0.00064475 0.00057255 0.00066515 0.000623 0.00055255 0.00063315 0.00063325 0.00059095 0.0005686 0.00060395 0.0004903 0.0006933 0.00060395 0.000729 0.00072895 0.00052595 0.0006334 0.0005686 0.00059985 0.00066585 0.0005862 0.00065395 0.00057405 0.00071075 0.0006451 0.00064085 0.0006352 0.00060335 0.0005893 0.00064475 0.00062885 0.0006258 0.0007793 0.0005861 0.0006302 0.00053735 0.00067585 0.00068335 0.0006452 0.00070555 0.0006064 0.0006645 0.0006865 0.00062755 0.00052785 0.00053755 0.0005998 0.0004904 0.0006077 0.00062025 0.00064825 0.00074285 0.0006685 0.00059425 0.0006524 0.00058255 0.00071055
1 0.00071425 0.000826 0.00059285 0.0005934 0.00061315 0.00073945 0.000523 0.00064445 0.0006004 0.00063155 0.0005434 0.000564 0.000563 0.0005601 0.0004986 0.00064425 0.00055915 0.00068405 0.00071005 0.00057835 0.00064065 0.0005837 0.0005328 0.0006537 0.00060515 0.0006454 0.0005231 0.00058995 0.00056945 0.0006294 0.00055305 0.00055905 0.0006621 0.000708 0.0005666 0.00064525 0.0005805 0.00051455 0.0006779 0.0006536 0.0006443 0.0005528 0.0005833 0.00054335 0.0006934 0.00048335 0.00054335 0.00070505 0.000705 0.0006713 0.00064435 0.0005928 0.0005834 0.00056295 0.0006743 0.0006179 0.0005763 0.00056295 0.00056695 0.0005048 0.0005577 0.00049825 0.000557 0.0005666 0.0005996 0.0006614 0.00041325 0.00067435 0.00047815 0.0005927 0.0004441 0.00060805 0.00049205 0.00056575 0.00067805 0.0006443 0.00056315 0.00068375 0.0006469 0.0005834 0.00057065 0.00062295 0.00070705 0.0006419 0.0005144 0.00051095 0.0007062 0.00059165 0.00061545 0.00065855 0.0004855
2 0.00053755 0.00059285 8.78e-05 0.00063955 0.00010435 0.0006085 0.00045675 0.00080405 0.000441 0.0008253 0.00061695 0.0002372 0.0005679 0.0005912 0.00046055 0.00080385 0.0009045 0.0007922 0.00056645 0.00072385 0.00066935 4.48e-05 0.0008308 0.0004885 0.0005063 0.00017565 0.0003329 0.0006337 0.00057555 0.00065895 0.0005031 0.00090465 0.00055425 0.00058375 0.0003157 0.0001755 0.0006608 0.00042155 0.0004954 0.00048855 0.0004888 0.00050285 0.00035935 0.00022845 0.0004769 0.00041295 0.00022845 0.00093295 0.0009329 0.0008909 0.0004887 0.00035945 0.0006747 0.00056785 0.00054905 0.0005214 0.00030715 0.0008512 0.00031605 0.00049985 0.0007946 0.000177 0.0003922 0.0003157 0.0005702 0.000637 0.0008207 0.0005491 0.00021735 4.41e-05 0.0006217 0.00063885 0.00059855 0.0006291 0.00069125 0.0008039 0.0003882 0.00046675 0.0003052 4.42e-05 0.000381 0.00010475 0.00030645 0.00028015 0.000485 0.00061665 0.00061985 0.00073935 0.0006816 0.00063035 0.0007967
3 0.0006341 0.0005934 0.00063955 0.0005109 0.00062525 0.00056565 0.0007083 0.0004548 0.00068195 0.00069785 0.00056305 0.00059865 0.00050125 0.00064555 0.00071185 0.0004545 0.00072405 0.00045045 0.0005536 0.0004952 0.00060915 0.00062875 0.00068675 0.00065195 0.00045065 0.0005627 0.0005152 0.00065805 0.00049985 0.000581 0.00060535 0.0007242 0.0006316 0.000623 0.000443 0.00056255 0.00049865 0.00045375 0.00061615 0.00065185 0.00064105 0.0006051 0.00044195 0.0004946 0.0006478 0.0003404 0.0004946 0.0006535 0.00065345 0.0006982 0.0006412 0.00045285 0.00025545 0.0005012 0.000638 0.0005983 0.0005496 0.00070255 0.00044335 0.00032245 0.0007463 0.00051025 0.0003992 0.000443 0.00050325 0.00066875 0.000789 0.00063805 0.0004661 0.00063935 0.00038025 0.00046795 0.0005702 0.0005216 0.0004308 0.00045455 0.00070655 0.00046415 0.0005172 0.00062865 0.00068525 0.00063645 0.0004966 0.00050895 0.0006828 0.00057545 0.0005752 0.00053675 0.0006003 0.0006369 0.00076825
4 0.00049045 0.00061315 0.00010435 0.00062525 0.0001646 0.00056745 0.0004667 0.0007944 0.00042005 0.0008415 0.00062555 0.0002672 0.00059025 0.00058105 0.00047055 0.0007942 0.00089125 0.0007806 0.00055835 0.00070595 0.0006326 8.32e-05 0.00079915 0.00052545 0.00046165 0.0001939 0.000363 0.0005906 0.00059785 0.0006618 0.00045125 0.0008914 0.0005406 0.00059105 0.0003442 0.00019375 0.00067235 0.0004403 0.0004471 0.00052535 0.00050395 0.000451 0.0003729 0.0002774 0.00051175 0.00047195 0.0002774 0.00092485 0.0009248 0.0008757 0.00050385 0.0003947 0.0006635 0.0005902 0.0005039 0.0005473 0.00031555 0.00083485 0.00034455 0.0005237 0.00080565 0.0002257 0.00041655 0.0003442 0.0005714 0.0006005 0.00081665 0.00050395 0.00027645 0.0001041 0.0006002 0.00064095 0.0006188 0.0006545 0.0006698 0.00079425 0.0004276 0.00044185 0.00030855 8.255e-05 0.00042045 0.0001045 0.00030455 0.0003197 0.00049345 0.0006369 0.00061485 0.000754 0.0006667 0.00058725 0.00080775
5 0.0006078 0.00073945 0.0006085 0.00056565 0.00056745 0.0006121 0.0006889 0.000796 0.0005385 0.00068635 0.0006661 0.0006531 0.0005002 0.00056065 0.00069205 0.0007958 0.0008081 0.0007194 0.0003217 0.0005447 0.0006674 0.00059895 0.0007301 0.00072475 0.00054455 0.0004679 0.00070045 0.00054555 0.000505 0.00064205 0.00067965 0.00080825 0.00042355 0.00071225 0.00052025 0.00046765 0.000456 0.00069135 0.00042155 0.00072465 0.0007152 0.0006794 0.0006794 0.0006467 0.00064825 0.0006943 0.0006467 0.0008315 0.00083145 0.0006541 0.00071535 0.00068895 0.00076005 0.00050015 0.00068405 0.00073175 0.0006399 0.00054555 0.0005206 0.00073195 0.00058505 0.0006463 0.00069595 0.00052025 0.00079175 0.0004558 0.00074085 0.0006841 0.00066775 0.0006083 0.00078315 0.00044155 0.00066665 0.0007678 0.000776 0.00079585 0.00065635 0.0004907 0.00064515 0.00059895 0.0005699 0.0005773 0.0003367 0.00049255 0.0006963 0.0007785 0.00058425 0.00061045 0.00075995 0.00047195 0.0006628
6 0.00064535 0.000523 0.00045675 0.0007083 0.0004667 0.0006889 0.0008731 0.0007366 0.00054075 0.0006675 0.00060095 0.0004726 0.0006461 0.0005362 0.0004653 0.0007364 0.00062145 0.00075795 0.0006595 0.00066125 0.0006095 0.00043745 0.0005501 0.0006133 0.00061115 0.00050855 0.00052995 0.00056605 0.00065235 0.00064165 0.0005094 0.0006216 0.00061185 0.00065735 0.0005726 0.0005084 0.0006392 0.00055585 0.00061795 0.0006132 0.00059365 0.00050915 0.00057965 0.00053995 0.00063475 0.0006228 0.00053995 0.00075 0.00074995 0.000689 0.00059355 0.0005996 0.00072275 0.00064605 0.00062365 0.00061025 0.00049275 0.0006161 0.00057295 0.0006442 0.00058465 0.00049505 0.00059655 0.0005726 0.00063905 0.00064575 0.00049315 0.0006237 0.00051775 0.0004565 0.00058355 0.00069095 0.00057525 0.00065795 0.00071755 0.00073645 0.0005069 0.00065585 0.0005548 0.0004368 0.000511 0.00048695 0.0005796 0.0005684 0.00048855 0.00060305 0.00066495 0.00065085 0.0006094 0.00060895 0.0005388
7 0.0006645 0.00064445 0.00080405 0.0004548 0.0007944 0.000796 0.0007366 0.00042 0.00080615 0.00052005 0.0006262 0.00072595 0.00070305 0.0007464 0.00074795 0.0002103 0.0004497 0.00037805 0.0008052 0.0006213 0.00053365 0.0008064 0.0007042 0.00050595 0.00061105 0.0008051 0.00061895 0.00073765 0.00069535 0.0005649 0.0007177 0.0004498 0.0008078 0.0004751 0.00069405 0.00080495 0.0007643 0.00057155 0.0007945 0.0005059 0.0005082 0.00071745 0.0005083 0.0006496 0.00067355 0.00049585 0.0006496 0.00021015 0.0002101 0.00062725 0.00050835 0.00050605 0.0002105 0.000703 0.00049665 0.0004817 0.0006584 0.00074785 0.0006944 0.00039745 0.00076915 0.00070285 0.0004818 0.00069405 0.0003931 0.00074425 0.0007448 0.00049675 0.0006687 0.00080385 0.0004364 0.00069505 0.00064665 0.0003972 0.00026065 0.00021035 0.00072675 0.0007481 0.00053445 0.0008063 0.00081795 0.00079245 0.00080375 0.0006994 0.0007237 0.00049475 0.00050715 0.0006046 0.00043025 0.00074485 0.0007594
8 0.0005528 0.0006004 0.000441 0.00068195 0.00042005 0.0005385 0.00054075 0.00080615 0.000818 0.0006256 0.00056145 0.0004953 0.0005371 0.0005925 0.0005439 0.00080595 0.00074885 0.00073295 0.0005294 0.00058925 0.0006078 0.0004315 0.0006011 0.00064615 0.0005984 0.0004803 0.0005498 0.00060205 0.0005433 0.0005813 0.00055185 0.000749 0.00047855 0.0006923 0.0005431 0.00048015 0.0005014 0.0005773 0.0004689 0.00064605 0.0006365 0.0005516 0.00060065 0.00052295 0.00057305 0.00061435 0.00052295 0.00084165 0.0008416 0.0006005 0.0006366 0.00061035 0.0007702 0.00053705 0.00062565 0.0006531 0.000526 0.00059285 0.00054345 0.0006637 0.00045715 0.0004879 0.0006173 0.0005431 0.00072105 0.0005039 0.00061505 0.0006257 0.0005106 0.0004408 0.0006492 0.0005623 0.00053125 0.00069955 0.00078615 0.000806 0.0005071 0.00058415 0.0005854 0.0004313 0.0004203 0.00043015 0.00052905 0.00054875 0.00056715 0.00065385 0.0006855 0.00055325 0.0006909 0.00052805 0.00053265
9 0.0006957 0.00063155 0.0008253 0.00069785 0.0008415 0.00068635 0.0006675 0.00052005 0.0006256 0.0007705 0.0005894 0.00079295 0.00060935 0.0006811 0.0006784 0.00052 0.0004622 0.00058975 0.0006591 0.00058875 0.00059015 0.00081765 0.0005752 0.00060925 0.0007807 0.00082055 0.000758 0.0007088 0.00060795 0.0005344 0.00076425 0.0004623 0.00063195 0.0006011 0.0007724 0.0008204 0.0005632 0.0007317 0.00067975 0.0006092 0.00060145 0.000764 0.0007359 0.000764 0.0006789 0.0006903 0.000764 0.0003854 0.00038535 0.00046965 0.00060155 0.00074375 0.00065455 0.0006093 0.0006258 0.0005913 0.0007557 0.0005168 0.00077275 0.000688 0.00039975 0.0007707 0.0007258 0.0007724 0.00066345 0.0005615 0.00053325 0.0006259 0.0007591 0.0008251 0.00068315 0.00061535 0.0005679 0.00055355 0.00062455 0.00052005 0.00060125 0.000821 0.0007468 0.00081745 0.00060145 0.00084965 0.0008234 0.00077255 0.0006858 0.0005679 0.0006046 0.00048825 0.0005692 0.00064725 0.0004622
