 slim_337506436 slim_337506425 slim_337506362 slim_337506378 slim_337505577 slim_337506479 slim_337506461 slim_337506444 slim_337506490 slim_337506501 slim_337506523 slim_337506507 slim_337506569 slim_337506468 slim_337506526 slim_337506563 slim_337506498 slim_337506565 slim_337506471 slim_337506517 slim_337506503 slim_337506557 slim_337506448 slim_337506495 slim_337506478 slim_337506453 slim_337506525 slim_337506521 slim_337506520 slim_337506532 slim_337506553 slim_337506562 slim_337506446 slim_337506531 slim_337506692 slim_337506673 slim_337506579 slim_337506614 slim_337506677 slim_337506682 slim_337506687 slim_337506629 slim_337506671 slim_337506623 slim_337506639 slim_337506612 slim_337506594 slim_337506668 slim_337506620 slim_337506576 slim_337506608 slim_337506610 slim_337506588 slim_337506661 slim_337506676 slim_337506630 slim_337506627 slim_337506681 slim_337506690 slim_337506616 slim_337506592 slim_337506655 slim_337506662 slim_337506683 slim_337506577 slim_337506619 slim_337506615 slim_337506637 slim_337506674 slim_337506646 slim_337506658 slim_337506665 slim_337506686 slim_337506669 slim_337506643 slim_337506638 slim_337506649 slim_337506678 slim_337506587 slim_337506621 slim_337506654 slim_337506675 slim_337506688 slim_337506581 slim_337506689 slim_337506664 slim_337506684 slim_337506652 slim_337506640 slim_337506694 slim_337506666 slim_337506602 slim_337506693 slim_337506601 slim_337506691 slim_337506670 slim_337506641 slim_337506650 slim_337506634 slim_337506656 slim_337506624 slim_337506679
0 0.000827 0.00090705 0.0008177 0.00088305 0.00078075 0.00090185 0.0008228 0.00086925 0.00077425 0.0008644 0.0008373 0.00062495 0.00084455 0.00087665 0.0008832 0.0008831 0.00088125 0.0008301 0.0008321 0.0008365 0.000817 0.0008585 0.0008814 0.00066615 0.00088 0.000858 0.0008235 0.0008598 0.0008577 0.00089825 0.0008582 0.0008183 0.00093055 0.00086445 0.0008875 0.0008847 0.0008759 0.00083345 0.000849 0.0008802 0.00091275 0.0008676 0.0008087 0.00084845 0.0007998 0.0008199 0.00084195 0.00083225 0.0008395 0.000896 0.0008312 0.00091845 0.00080155 0.0007908 0.00084245 0.00085675 0.000876 0.000606 0.00080515 0.00091255 0.0008212 0.00065015 0.00077855 0.00086815 0.0008147 0.0008255 0.0008554 0.00075835 0.00063375 0.0008558 0.00084605 0.00087585 0.00086005 0.0008035 0.00080225 0.0008758 0.00080605 0.0008756 0.00085565 0.00088405 0.0008993 0.000858 0.0008986 0.0008616 0.000895 0.00087365 0.0008352 0.00093055 0.0008798 0.0008075 0.0008803 0.00085475 0.0007913 0.0007247 0.00087415 0.00086265 0.00086645 0.00086255 0.0008467 0.00081685 0.00085405 0.0008323
1 0.00090705 0.0009288 0.0008311 0.00084605 0.00087095 0.0009012 0.000896 0.00091335 0.00084735 0.0008723 0.0008641 0.00083705 0.00088505 0.00086685 0.0009022 0.0006827 0.00090445 0.00085715 0.0008189 0.0008691 0.0008399 0.00086925 0.0007837 0.0008896 0.00089605 0.0008102 0.0008676 0.00087445 0.0008444 0.00087885 0.0008995 0.0008768 0.00086945 0.00088155 0.00087 0.00064075 0.0008595 0.00086785 0.0008894 0.0008939 0.0008984 0.0009159 0.00088435 0.00090205 0.00088235 0.0009156 0.00087735 0.00086245 0.0008725 0.0006843 0.00081075 0.0008803 0.0008621 0.0008795 0.0008758 0.0008908 0.00090265 0.00088545 0.000894 0.0008982 0.0008756 0.00089565 0.0009005 0.0008606 0.00086355 0.00087045 0.00090135 0.0008725 0.0009224 0.00091575 0.0009016 0.0008797 0.000901 0.0008801 0.00088735 0.00088675 0.00090075 0.0009016 0.00089205 0.00089055 0.0008818 0.0008447 0.0008155 0.0008909 0.0008699 0.0009137 0.0009034 0.00086945 0.00091215 0.00085305 0.0008615 0.00086965 0.00086445 0.00090995 0.000914 0.00088315 0.00082505 0.00086055 0.0009138 0.00090305 0.0008096 0.0008191
2 0.0008177 0.0008311 0.0009513 0.0009 0.0008504 0.00091575 0.000866 0.0008912 0.00084215 0.0008931 0.00085715 0.0006417 0.0008881 0.0008942 0.0009113 0.00088525 0.0009171 0.0008386 0.0008192 0.00085005 0.0006626 0.0008557 0.00069845 0.00088335 0.0008883 0.000835 0.00086475 0.00087895 0.00069075 0.00089625 0.0008711 0.00082475 0.0008901 0.00089595 0.0008574 0.0008212 0.00072095 0.00083675 0.0008884 0.00087185 0.0009206 0.0008973 0.00087215 0.00087175 0.0008901 0.0008952 0.00088915 0.0008695 0.00069065 0.0008959 0.0008179 0.00088835 0.00086785 0.00083975 0.00089415 0.00089625 0.00088125 0.0008252 0.0008441 0.0009204 0.0008377 0.0008652 0.0008647 0.0008366 0.00082615 0.00086435 0.00089985 0.00084385 0.0008593 0.00087525 0.0008998 0.0008831 0.0008755 0.00088515 0.0009002 0.0009173 0.000888 0.00093055 0.0008962 0.000747 0.0009061 0.00069105 0.0008398 0.00083735 0.0009011 0.0009201 0.00088215 0.0008901 0.0008791 0.00085715 0.0008891 0.0008969 0.0008376 0.0008763 0.0009204 0.00091965 0.0008461 0.000866 0.00089715 0.0008721 0.00067395 0.0008194
3 0.00088305 0.00084605 0.0009 0.0008369 0.0008331 0.00087495 0.00062405 0.0009005 0.0007876 0.00082965 0.00059855 0.0009315 0.00089345 0.00070845 0.0008605 0.00087345 0.00089555 0.00079405 0.00078835 0.00077485 0.00085725 0.0008549 0.0008945 0.00087305 0.0008967 0.0008411 0.0008081 0.00090285 0.0008786 0.00090975 0.0008703 0.00089865 0.0009077 0.000841 0.000841 0.00083285 0.00087205 0.0008183 0.0008087 0.000831 0.00089495 0.00093585 0.00079355 0.00085645 0.0007952 0.00090855 0.0006761 0.00060625 0.00081995 0.00081725 0.00080405 0.0008838 0.0008745 0.00080615 0.00063905 0.00086735 0.00081065 0.00089465 0.00083285 0.00089475 0.0007671 0.0009165 0.00088235 0.0008367 0.0007862 0.0008529 0.0007895 0.0008212 0.00089805 0.00083835 0.00081855 0.0007946 0.00062365 0.0008891 0.00080235 0.00075505 0.0009063 0.0008925 0.0006782 0.0009076 0.00087575 0.0008789 0.00086455 0.00083025 0.0006761 0.0009079 0.00084295 0.0009077 0.0008847 0.0006062 0.0006631 0.0006085 0.00077465 0.00086935 0.0009077 0.00063475 0.00086675 0.00082775 0.0008838 0.00076525 0.00088415 0.00078855
4 0.00078075 0.00087095 0.0008504 0.0008331 0.0005893 0.00083055 0.0008788 0.0009638 0.0005582 0.0008917 0.0008213 0.0008427 0.0008364 0.0008051 0.0009008 0.0009297 0.00081925 0.00084415 0.0008644 0.00086435 0.00087115 0.0008829 0.00089145 0.0008259 0.00090815 0.00089775 0.000895 0.00091895 0.00086765 0.0008621 0.00059305 0.00060305 0.000855 0.00088905 0.0007914 0.00089225 0.0008857 0.0005809 0.00085055 0.00092315 0.00086995 0.00088255 0.0006042 0.0008479 0.0008631 0.00081705 0.0009291 0.0008262 0.0008379 0.0008803 0.00083615 0.0008614 0.0008392 0.00084955 0.0008461 0.00087725 0.0009245 0.0005498 0.00081435 0.00086975 0.0007975 0.0008794 0.00055635 0.00086165 0.0007772 0.00084535 0.00087075 0.0008276 0.0008528 0.0008854 0.00087305 0.00085745 0.00095915 0.00087985 0.0008401 0.00087925 0.0008831 0.00085065 0.0008629 0.00086175 0.00090355 0.00086795 0.0008611 0.0008239 0.00085275 0.0009158 0.00084845 0.000855 0.00086425 0.00086545 0.00088225 0.0008823 0.00084155 0.0009009 0.00091655 0.000917 0.00086835 0.00089785 0.00058985 0.00088045 0.0008793 0.0008646
5 0.00090185 0.0009012 0.00091575 0.00087495 0.00083055 0.000973 0.0008677 0.00090535 0.00085135 0.00089435 0.0008833 0.00092995 0.00088585 0.00089395 0.00094745 0.0008671 0.0007645 0.0009042 0.0008669 0.000906 0.0008981 0.0008811 0.00093485 0.00092745 0.00084945 0.00089175 0.00087695 0.00086765 0.0009153 0.00089725 0.00083045 0.0008417 0.00090205 0.00091305 0.00090535 0.00084845 0.00095515 0.00091055 0.00090705 0.0009568 0.00089375 0.0007227 0.0008238 0.0007316 0.0008588 0.0007288 0.00086 0.0008794 0.00088745 0.00090065 0.0008757 0.0008719 0.00087465 0.00089325 0.00067465 0.0008692 0.00095925 0.0008617 0.0009277 0.00089355 0.00087815 0.00088845 0.00083865 0.00087205 0.00087625 0.0008706 0.00090885 0.00086545 0.0008727 0.0009375 0.00086855 0.0009167 0.0009169 0.0008718 0.00088175 0.0008773 0.00086335 0.00089955 0.0007253 0.0009118 0.00069425 0.0009156 0.0008919 0.00088 0.00087235 0.00087265 0.0008725 0.00090205 0.00090065 0.00085565 0.00088235 0.0008748 0.0008504 0.00094715 0.00087115 0.00086835 0.00088725 0.000931 0.0008465 0.000856 0.00091275 0.0008671
6 0.0008228 0.000896 0.000866 0.00062405 0.0008788 0.0008677 0.0008004 0.0008311 0.0008169 0.0009035 0.0006023 0.0008611 0.0008908 0.0008576 0.00085005 0.0008653 0.0008889 0.00078795 0.0007643 0.0007637 0.0007969 0.0009024 0.0008631 0.0008507 0.0008626 0.0008708 0.0008173 0.000903 0.0008829 0.00093445 0.0008831 0.00090295 0.00092855 0.0009065 0.00086635 0.00085815 0.00084525 0.0008499 0.0008221 0.0008188 0.00092105 0.00087025 0.00076665 0.0008138 0.0007534 0.00087595 0.0006209 0.0006765 0.0008664 0.0008892 0.0007881 0.0009062 0.00084785 0.00078525 0.0006114 0.0009009 0.00082735 0.0008615 0.0008311 0.00092085 0.0007577 0.00083855 0.00086845 0.0008581 0.00078185 0.00084995 0.00079785 0.00080275 0.00082405 0.0008119 0.00081195 0.00087525 0.00059315 0.00082895 0.000853 0.0008411 0.00084715 0.0009188 0.00064955 0.00090855 0.0009185 0.0008832 0.0008732 0.0008157 0.00084475 0.00087645 0.00087255 0.00092855 0.0008772 0.00057985 0.0006644 0.00064175 0.00073515 0.00082745 0.0008773 0.0006705 0.00087925 0.00087035 0.00089865 0.00052475 0.000839 0.0007645
7 0.00086925 0.00091335 0.0008912 0.0009005 0.0009638 0.00090535 0.0008311 0.0008351 0.0008532 0.00091745 0.00081815 0.0008817 0.00089545 0.0008973 0.00064495 0.0006341 0.00089905 0.0007778 0.00084 0.00083685 0.0008803 0.0009062 0.00089585 0.0008772 0.0006693 0.0008491 0.00086125 0.0007539 0.0009363 0.0009077 0.00093955 0.00090215 0.0009102 0.00087215 0.000853 0.00087655 0.00086885 0.0008909 0.0007988 0.00061965 0.000868 0.00067195 0.00076465 0.0008927 0.00072705 0.0009034 0.00062305 0.00082305 0.00091955 0.0008623 0.0007757 0.00091565 0.000878 0.0008566 0.00088275 0.00089055 0.0006784 0.00090545 0.0008259 0.0008678 0.00083015 0.00064205 0.00091835 0.00088815 0.000771 0.00081975 0.00085785 0.0008368 0.0006507 0.0006044 0.00083875 0.0009579 0.0006874 0.0006833 0.00089485 0.0007042 0.00064905 0.00086205 0.00087725 0.0008835 0.00087215 0.0009366 0.00086905 0.00080705 0.0006952 0.0006215 0.0008981 0.0009102 0.0006416 0.0007813 0.0008693 0.0008965 0.0007932 0.00064835 0.0006215 0.0008491 0.0008667 0.0008461 0.00089085 0.0007032 0.0008569 0.0008402
8 0.00077425 0.00084735 0.00084215 0.0007876 0.0005582 0.00085135 0.0008169 0.0008532 0.0008163 0.00090345 0.00080715 0.00083615 0.0008692 0.0008024 0.0008625 0.00085365 0.00086965 0.00061905 0.00080515 0.00081655 0.00084185 0.00089035 0.0008641 0.00083115 0.00085825 0.00086505 0.00086305 0.00090275 0.00088205 0.00090865 0.0008022 0.00080285 0.0009211 0.0008579 0.000852 0.00085345 0.00086855 0.00072135 0.00061095 0.0008527 0.00088865 0.00086065 0.0007581 0.0008535 0.00082005 0.0008536 0.0008286 0.00060645 0.00084415 0.0008345 0.00059535 0.00090325 0.00083835 0.0008078 0.000843 0.0008878 0.00084105 0.0007501 0.00080525 0.00088845 0.0007959 0.0008124 0.0007629 0.00081175 0.0005983 0.0006523 0.00080845 0.00071175 0.0007941 0.0008369 0.00082945 0.0008441 0.0008529 0.0008239 0.00084895 0.0008156 0.00082415 0.0008703 0.0008579 0.0008814 0.00088295 0.00088235 0.00086415 0.0008328 0.00079035 0.0008456 0.00087445 0.0009211 0.00084775 0.0006171 0.0008735 0.00085495 0.00060575 0.00084715 0.0008435 0.00086065 0.00085185 0.0008766 0.0007823 0.00080745 0.00084345 0.00080535
9 0.0008644 0.0008723 0.0008931 0.00082965 0.0008917 0.00089435 0.0009035 0.00091745 0.00090345 0.0008842 0.00085995 0.00088105 0.0008994 0.00083535 0.00091985 0.00086255 0.00095465 0.000935 0.0008567 0.00088695 0.0008816 0.00060115 0.00091835 0.00089535 0.00089085 0.000659 0.00064005 0.00067355 0.0006836 0.00069915 0.00088305 0.00083585 0.00090635 0.0006599 0.0008693 0.00081925 0.00085745 0.00092305 0.0008665 0.00092455 0.00088525 0.00095255 0.0009157 0.00091785 0.00091995 0.0009376 0.00089945 0.0008724 0.0006518 0.0008402 0.00088695 0.000883 0.0008964 0.0008698 0.0008975 0.0005931 0.0008815 0.0008739 0.0008509 0.00088505 0.00084065 0.0008869 0.0009018 0.0008564 0.0008886 0.00071305 0.00081845 0.00086865 0.00090725 0.00085665 0.00085075 0.00065195 0.000893 0.0009055 0.00066725 0.00086035 0.0009072 0.00090325 0.0009297 0.0009062 0.0006565 0.0006838 0.000891 0.00088225 0.0008525 0.0008923 0.00066925 0.00090635 0.0008694 0.00090535 0.0008915 0.00065935 0.00088595 0.0008858 0.00089295 0.00085255 0.00068395 0.00068935 0.0008876 0.00092495 0.0008773 0.0008569
10 0.0008373 0.0008641 0.00085715 0.00059855 0.0008213 0.0008833 0.0006023 0.00081815 0.00080715 0.00085995 0.0008124 0.0008715 0.00087895 0.000777 0.000825 0.0008463 0.00087315 0.00077865 0.0007729 0.00076155 0.000823 0.00088 0.00084755 0.00083885 0.00085245 0.0008264 0.0008019 0.0008719 0.00088085 0.00090415 0.0008412 0.0008538 0.00088095 0.00085335 0.00065135 0.00084735 0.00083715 0.00079645 0.00081635 0.0007894 0.00086985 0.0008666 0.00075035 0.00083315 0.0007889 0.00088875 0.0006194 0.00063625 0.0008409 0.00085575 0.00078995 0.00087675 0.0008508 0.0007961 0.00063215 0.00084905 0.0008196 0.0008285 0.00069555 0.00086965 0.0005776 0.0008359 0.0008443 0.00084285 0.0005946 0.0008551 0.00079925 0.00082925 0.00083095 0.00067585 0.00080335 0.0008417 0.00059715 0.00084035 0.0008196 0.00079015 0.0008546 0.0008885 0.0006534 0.0008734 0.00088215 0.00088115 0.0008392 0.00056545 0.00081175 0.00084385 0.0008693 0.00088095 0.00084525 0.0005945 0.0006436 0.0006354 0.0007656 0.00081835 0.0008454 0.00063035 0.00086255 0.0008152 0.00083515 0.00074335 0.00082135 0.0007731
11 0.00062495 0.00083705 0.0006417 0.0009315 0.0008427 0.00092995 0.0008611 0.0008817 0.00083615 0.00088105 0.0008715 0.0008397 0.00082585 0.00088315 0.0009126 0.0008667 0.0009205 0.00085515 0.00083365 0.0008285 0.0006119 0.0008786 0.00067505 0.0006891 0.0009069 0.0008601 0.0008301 0.0008716 0.0006628 0.0008977 0.0009156 0.00086145 0.0009032 0.00088405 0.000865 0.0008565 0.000709 0.0008443 0.00091005 0.00088145 0.0009166 0.0008899 0.00086765 0.0008597 0.00081275 0.000837 0.0008834 0.0008968 0.00088455 0.00089545 0.00086805 0.0009315 0.0008175 0.0007869 0.0009085 0.0008897 0.00090745 0.00064525 0.00079055 0.0009164 0.00081715 0.00065355 0.00080965 0.00087255 0.0008437 0.0008747 0.0008834 0.00081135 0.0008422 0.0008604 0.0008666 0.0009007 0.0009021 0.00079405 0.0008124 0.00088355 0.0008012 0.0009204 0.00091905 0.00089475 0.0009062 0.00066295 0.00088345 0.0008301 0.00090235 0.00089155 0.00086005 0.0009032 0.0009037 0.00088485 0.0009079 0.0009091 0.0008304 0.00074115 0.00089185 0.00091095 0.0008781 0.0008551 0.00090035 0.0008367 0.00068425 0.00083385
12 0.00084455 0.00088505 0.0008881 0.00089345 0.0008364 0.00088585 0.0008908 0.00089545 0.0008692 0.0008994 0.00087895 0.00082585 0.0008891 0.0008509 0.0008904 0.0008868 0.0008653 0.00087585 0.0008428 0.000849 0.0008711 0.00088695 0.0009005 0.00082295 0.00088545 0.0008729 0.00087185 0.0008716 0.00089845 0.00067315 0.0008655 0.00085405 0.0004446 0.0008826 0.0006472 0.00087335 0.00090035 0.00084855 0.0008774 0.0008836 0.0006574 0.00087065 0.00084255 0.00085755 0.0006493 0.0006528 0.00088865 0.000895 0.0008866 0.00087835 0.00084545 0.00066765 0.0006475 0.00085105 0.00086795 0.00089945 0.0008965 0.0007909 0.00086455 0.0006572 0.00085145 0.00081445 0.00063765 0.0008582 0.0008782 0.00089875 0.00085055 0.0006738 0.00090915 0.00089 0.0008558 0.00088335 0.00090875 0.00065795 0.0006605 0.0008736 0.00066235 0.0008863 0.00087895 0.00065715 0.00091755 0.00089875 0.0006442 0.0008746 0.00088515 0.0008743 0.00071705 0.0004446 0.0008607 0.0008963 0.00067075 0.00089695 0.0008687 0.0008723 0.00087505 0.0008847 0.000873 0.00087925 0.0008504 0.0008692 0.00088175 0.000843
13 0.00087665 0.00086685 0.0008942 0.00070845 0.0008051 0.00089395 0.0008576 0.0008973 0.0008024 0.00083535 0.000777 0.00088315 0.0008509 0.0008104 0.00087465 0.0008621 0.0008857 0.000833 0.0008324 0.00080425 0.0008553 0.0008437 0.0009112 0.00085005 0.0008954 0.0008802 0.0008279 0.00087665 0.00086255 0.00088725 0.0008727 0.0008683 0.00089455 0.00082885 0.00081025 0.0008354 0.00088125 0.0008085 0.00081225 0.000869 0.0008115 0.00090865 0.0008337 0.0008623 0.0008167 0.00086955 0.00085415 0.00073975 0.00082675 0.0008105 0.0008529 0.0009001 0.00084405 0.00083395 0.0008632 0.00090395 0.0008686 0.00083975 0.0008077 0.0008113 0.0007557 0.0008635 0.0008255 0.00080685 0.00078435 0.0008589 0.0007835 0.00083855 0.0009015 0.00081875 0.00075405 0.0008062 0.00087315 0.00083805 0.00078455 0.000637 0.00084615 0.00085085 0.0008774 0.00089365 0.00088025 0.00086285 0.00088965 0.0008189 0.0007397 0.000806 0.00080675 0.00089455 0.0008622 0.00083035 0.00085875 0.000809 0.00080895 0.00088845 0.00080665 0.0007394 0.0008825 0.0008522 0.00078605 0.0008576 0.0009003 0.0008326
14 0.0008832 0.0009022 0.0009113 0.0008605 0.0009008 0.00094745 0.00085005 0.00064495 0.0008625 0.00091985 0.000825 0.0009126 0.0008904 0.00087465 0.0008635 0.00085615 0.0006857 0.0008152 0.000848 0.0008217 0.00088845 0.0009184 0.00090965 0.00068745 0.00087625 0.00087415 0.0008617 0.000875 0.0009464 0.0009172 0.0008971 0.00089265 0.0009217 0.0008751 0.00086965 0.00089065 0.0008749 0.0008589 0.00083295 0.0006199 0.00086695 0.00089915 0.00085655 0.0008932 0.00084995 0.0008995 0.0008333 0.0008512 0.00091685 0.00085825 0.00082135 0.00090805 0.0008523 0.00084495 0.000883 0.00088605 0.0006291 0.00089185 0.0008347 0.00086675 0.00083875 0.0008689 0.0008795 0.0008947 0.00083215 0.00086775 0.00083945 0.00083425 0.0008705 0.00062365 0.00082365 0.0009017 0.00067855 0.00086385 0.00088265 0.0008829 0.00085855 0.0006621 0.0008741 0.00089825 0.0009127 0.0009467 0.0008911 0.0008446 0.00088555 0.00083215 0.000891 0.0009217 0.00064695 0.0008155 0.000865 0.0008801 0.00082915 0.00062345 0.000835 0.00083055 0.00088675 0.000848 0.000856 0.00085215 0.0008739 0.0008482
15 0.0008831 0.0006827 0.00088525 0.00087345 0.0009297 0.0008671 0.0008653 0.0006341 0.00085365 0.00086255 0.0008463 0.0008667 0.0008868 0.0008621 0.00085615 0.0008419 0.0009048 0.00084545 0.00086575 0.00089075 0.00088695 0.00087915 0.00083695 0.00087315 0.00064565 0.0008282 0.0008514 0.00070755 0.0008979 0.0008682 0.0009134 0.00089935 0.0008647 0.0008586 0.00085425 0.00062805 0.00088985 0.00092195 0.00085395 0.00087 0.0008508 0.00068305 0.0007676 0.0009207 0.0007437 0.0009269 0.00063805 0.0008433 0.0008987 0.00066215 0.00082605 0.00086755 0.00088015 0.0008833 0.00088555 0.00086315 0.00088115 0.0008998 0.00086095 0.0008506 0.0008634 0.00064915 0.00093005 0.0008692 0.000818 0.00083515 0.00089925 0.00087795 0.0006695 0.000846 0.0008627 0.0009049 0.0008731 0.0006873 0.00088555 0.0006809 0.00066485 0.00086475 0.00089995 0.0008816 0.00081615 0.0008982 0.00085365 0.0008376 0.00065655 0.00063085 0.000898 0.0008647 0.0008525 0.00082675 0.00085985 0.00088315 0.00084375 0.0008735 0.00062875 0.0008647 0.0008573 0.00085335 0.000894 0.00072945 0.0008698 0.00086595
16 0.00088125 0.00090445 0.0009171 0.00089555 0.00081925 0.0007645 0.0008889 0.00089905 0.00086965 0.00095465 0.00087315 0.0009205 0.0008653 0.0008857 0.0006857 0.0009048 0.0009563 0.00090065 0.00088955 0.00089825 0.00091825 0.0009339 0.00093655 0.000707 0.000882 0.00092975 0.00092375 0.00090615 0.00094895 0.00090585 0.0008288 0.0008556 0.0008861 0.00093465 0.0008721 0.00089135 0.0009435 0.0008787 0.0008987 0.00090315 0.0008801 0.00069205 0.00082415 0.000688 0.0008656 0.0006617 0.0008928 0.00090205 0.0009136 0.000905 0.0008817 0.0008726 0.0008401 0.00088815 0.0007228 0.00091465 0.00088465 0.00083815 0.0008764 0.0008799 0.0008748 0.0008921 0.0008164 0.00089165 0.0008771 0.0009071 0.0008963 0.00085355 0.00088985 0.00087685 0.0008786 0.00090625 0.0009006 0.0008802 0.00090465 0.0009133 0.00087465 0.0007019 0.0006797 0.0008764 0.0009641 0.00094925 0.00089085 0.00087245 0.0009079 0.0008884 0.00088785 0.0008861 0.0008705 0.0008845 0.0008833 0.00091295 0.00088605 0.00086595 0.00088935 0.0008894 0.00091075 0.0009386 0.00083115 0.0008783 0.00092115 0.00088975
17 0.0008301 0.00085715 0.0008386 0.00079405 0.00084415 0.0009042 0.00078795 0.0007778 0.00061905 0.000935 0.00077865 0.00085515 0.00087585 0.000833 0.0008152 0.00084545 0.00090065 0.0008353 0.0007991 0.00062235 0.00083265 0.0008603 0.0008102 0.0008827 0.0008603 0.00086175 0.0008897 0.0008793 0.00087775 0.0009246 0.00089755 0.000836 0.0009059 0.00087745 0.0008672 0.00086135 0.00064525 0.00063735 0.0006083 0.00058515 0.0008848 0.00086355 0.00079805 0.0008772 0.00079045 0.00088475 0.0007627 0.00058945 0.0008786 0.00084515 0.00058695 0.0009117 0.00083035 0.00082195 0.0008088 0.0009281 0.0007849 0.0008703 0.00083505 0.0008846 0.00083125 0.00083625 0.0008572 0.0008187 0.00062645 0.0006806 0.000813 0.0007354 0.0007958 0.0008031 0.00084515 0.0008716 0.0007583 0.0008115 0.0008821 0.00081575 0.0008244 0.0008758 0.0008229 0.00088265 0.0009328 0.00087805 0.00083855 0.0008617 0.0008347 0.00083615 0.0008784 0.0009059 0.0008176 0.00056995 0.000814 0.0008199 0.00062245 0.0008219 0.00083325 0.00080165 0.0008574 0.00068515 0.0008661 0.0007903 0.0008102 0.0007993
18 0.0008321 0.0008189 0.0008192 0.00078835 0.0008644 0.0008669 0.0007643 0.00084 0.00080515 0.0008567 0.0007729 0.00083365 0.0008428 0.0008324 0.000848 0.00086575 0.00088955 0.0007991 0.0008476 0.0006401 0.0006402 0.00080995 0.0008564 0.00085855 0.00087605 0.0006781 0.0006783 0.00090805 0.0008184 0.00084105 0.0008682 0.0008502 0.00085425 0.0008833 0.00082085 0.0007782 0.0008526 0.00086105 0.0008025 0.00083125 0.0008881 0.00088185 0.0008262 0.00066495 0.0008089 0.00086035 0.0008121 0.000779 0.0007819 0.0008458 0.0005996 0.00086615 0.00082035 0.0006065 0.00076195 0.0008861 0.0008202 0.00083605 0.0007355 0.0008879 0.00061015 0.00084385 0.0008462 0.00076655 0.00076885 0.00078495 0.0006437 0.0007757 0.00086375 0.0007443 0.00067285 0.00079885 0.00078845 0.0008186 0.000848 0.0008222 0.00085265 0.0009138 0.00081965 0.00082765 0.0009463 0.0008187 0.00063905 0.00083685 0.00085055 0.0009001 0.00080795 0.00085425 0.00084345 0.00074595 0.0008021 0.0007655 0.0005831 0.00081925 0.00089785 0.0008198 0.000626 0.00089455 0.00089145 0.00078465 0.00061155 0.0004242
