 slim_337504903 slim_337504664 slim_337504926 slim_337504912 slim_337504931 slim_337504825 slim_337504890 slim_337504713 slim_337504895 slim_337504870 slim_337504897 slim_337504893 slim_337504786 slim_337504875 slim_337504876 slim_337504837 slim_337504928 slim_337504929 slim_337504802 slim_337504821 slim_337504871 slim_337504861 slim_337504869 slim_337504856 slim_337504905 slim_337504815 slim_337504831 slim_337504787 slim_337504904 slim_337504914 slim_337504927 slim_337504855 slim_337504888 slim_337504817 slim_337504920 slim_337504764 slim_337504917 slim_337504845 slim_337504840 slim_337504847 slim_337504879 slim_337504885 slim_337504810 slim_337504671 slim_337504533 slim_337504731 slim_337504892 slim_337504884 slim_337504718 slim_337504780 slim_337504867 slim_337504887 slim_337504833 slim_337504894 slim_337504749 slim_337504849 slim_337504873 slim_337504882 slim_337504918 slim_337504898 slim_337504874 slim_337504932 slim_337504886 slim_337504880 slim_337504878 slim_337504823 slim_337504921 slim_337504924 slim_337504864 slim_337504822 slim_337504859 slim_337504915 slim_337504925 slim_337504692 slim_337504690 slim_337504881 slim_337504858 slim_337504923 slim_337504582 slim_337504846 slim_337504866 slim_337504812 slim_337504832 slim_337504919 slim_337504902 slim_337504862 slim_337504913
0 0.0008876 0.00064855 0.0006976 0.00080955 0.00061305 0.00080855 0.0008321 0.00064855 0.00075305 0.00079185 0.0006304 0.0008139 0.0006455 0.00067235 0.0008495 0.000663 0.00073635 0.0007109 0.000752 0.00083125 0.00075795 0.0005864 0.00044395 0.0007149 0.0004439 0.00081695 0.0004746 0.0006463 0.00055585 0.00080955 0.0005513 0.00067405 0.0005251 0.0008558 0.0004795 0.0007605 0.00053885 0.0006087 0.0006314 0.0006501 0.00061515 0.0007123 0.0006486 0.00064555 0.00055375 0.0007645 0.00075385 0.0005049 0.00064345 0.0007347 0.00062705 0.00062175 0.00066885 0.00063045 0.0006751 0.00082995 0.0007205 0.0007336 0.00082805 0.0005343 0.0004805 0.00076605 0.0007683 0.00080645 0.000572 0.0005707 0.0007377 0.0008506 0.00084305 0.00078275 0.00065845 0.0007323 0.0007872 0.0007872 0.0006089 0.0006744 0.00072085 0.0008147 0.0005651 0.00079395 0.00080975 0.0006297 0.0007115 0.00078725 0.0008084 0.00063425 0.00065145
1 0.00064855 0.0009293 0.00064875 0.00085485 0.00065335 0.0008752 0.0005253 0.00063045 0.0006335 0.00051395 0.00047795 0.00084915 0.000465 0.000745 0.00076145 0.0006738 0.00083345 0.0005739 0.00078175 0.00067375 0.00069755 0.00068815 0.0004908 0.00065605 0.00049085 0.00046495 0.0004908 0.0007325 0.00057325 0.00073045 0.00058595 0.0006817 0.0005733 0.00059995 0.0004854 0.00074395 0.0004776 0.000659 0.0006404 0.00054555 0.00067425 0.0007478 0.0004648 0.00062875 0.00057435 0.0008658 0.0005352 0.00051925 0.00070685 0.00079695 0.0006463 0.0004647 0.00067395 0.00047795 0.00051655 0.00069405 0.0005882 0.0008172 0.0006736 0.0004653 0.00046545 0.000846 0.00064585 0.00083215 0.0005855 0.00058135 0.00057315 0.0007412 0.0009228 0.0008744 0.0006644 0.0007162 0.0008839 0.0008839 0.00065905 0.0007069 0.0005857 0.00071355 0.00064995 0.0008503 0.00085505 0.000654 0.0005605 0.00088395 0.00087505 0.00047765 0.00051665
2 0.0006976 0.00064875 0.0009196 0.0008575 0.0005573 0.0008521 0.000844 0.0006089 0.0007662 0.00078345 0.00065695 0.0007588 0.000645 0.0006853 0.0008417 0.0006701 0.0007459 0.0006672 0.00078045 0.00085845 0.00076625 0.0006635 0.00047645 0.00048 0.0004765 0.00083725 0.000552 0.0006653 0.0006343 0.0007206 0.00057895 0.00057865 0.0005588 0.0008149 0.00048835 0.00055045 0.0005761 0.00065595 0.0005493 0.00064585 0.0006394 0.0007438 0.0006488 0.0006517 0.00056465 0.0007787 0.0007069 0.0004979 0.00067245 0.00077125 0.00064765 0.0006211 0.00068495 0.00065695 0.00071545 0.00085275 0.00075015 0.00076575 0.00085485 0.0005364 0.00046 0.00078465 0.00080845 0.00085335 0.0005776 0.00058415 0.00075925 0.0008472 0.00086835 0.00086355 0.0006683 0.0007061 0.00086495 0.00086495 0.000656 0.00074805 0.00069605 0.00082515 0.0005829 0.0008483 0.0008577 0.00066865 0.0007391 0.000865 0.00085195 0.0007045 0.0006913
3 0.00080955 0.00085485 0.0008575 0.000751 0.00083565 0.00061255 0.00083385 0.00082465 0.00070105 0.0008179 0.0008533 0.0006175 0.00085205 0.00075385 0.00084845 0.0005955 0.0008447 0.00082885 0.00050215 0.0006352 0.0007412 0.00083325 0.00081175 0.00086085 0.0008118 0.00089465 0.00084255 0.0008599 0.00085695 0.00075505 0.0007203 0.0008347 0.0008262 0.0008475 0.0008169 0.00087015 0.00087275 0.0005937 0.0008374 0.0008298 0.000811 0.00053335 0.0008549 0.0008038 0.0008321 0.000864 0.0008516 0.0008109 0.00083055 0.00057055 0.0005955 0.00087255 0.00058845 0.0008533 0.00083255 0.0008719 0.00083015 0.0008075 0.0006322 0.00079535 0.0008154 0.0006275 0.0006536 0.0006082 0.00084565 0.0008351 0.00076165 0.0006115 0.00084925 0.0006236 0.00060395 0.0005922 0.00061505 0.00061505 0.00059375 0.0008614 0.00083775 0.00061155 0.0008454 0.0006536 0.0003758 0.00086025 0.00086755 0.0006151 0.0006124 0.00090245 0.0008541
4 0.00061305 0.00065335 0.0005573 0.00083565 0.0006658 0.00086065 0.00095005 0.00054835 0.0008177 0.00088965 0.00063755 0.00059945 0.0006484 0.0005366 0.0009279 0.00061535 0.0005919 0.00072695 0.00077145 0.000904 0.00081635 0.000576 0.00033305 0.0005859 0.000333 0.00094215 0.00045845 0.0004495 0.0005434 0.0006071 0.00050515 0.0004232 0.0004179 0.0009403 0.00037755 0.00062625 0.0005254 0.0005692 0.0003489 0.0006369 0.0005603 0.00071085 0.0006534 0.0005953 0.00044885 0.0006556 0.000768 0.00042325 0.00062415 0.00070715 0.0005852 0.0006357 0.00061975 0.0006376 0.0007454 0.0009287 0.0007454 0.00073205 0.0008989 0.0004305 0.0003649 0.00063115 0.0008567 0.00083845 0.0004968 0.0004771 0.0008096 0.000903 0.00091535 0.00083815 0.000611 0.0006998 0.0008424 0.0008424 0.0005694 0.00074985 0.0007034 0.0008729 0.0003646 0.0008509 0.00083585 0.00060055 0.00072235 0.00084245 0.0008605 0.000746 0.0007335
5 0.00080855 0.0008752 0.0008521 0.00061255 0.00086065 0.0008522 0.000842 0.00085055 0.0007599 0.00084665 0.00087815 0.0008348 0.0008748 0.0008076 0.00066875 0.0008222 0.0006785 0.00087125 0.00077 0.0008523 0.00075545 0.00084285 0.00085065 0.00086845 0.0008507 0.00090545 0.0008707 0.0008575 0.0008656 0.0008815 0.00079585 0.00085085 0.0008456 0.0009111 0.0008643 0.00084975 0.00088795 0.00063845 0.0008579 0.00088105 0.0006666 0.0007543 0.00087525 0.00084225 0.000847 0.00065015 0.00088295 0.00084095 0.0006385 0.0006917 0.00063575 0.00087435 0.00082225 0.00087815 0.0009056 0.0006658 0.00074495 0.0005054 0.00085175 0.0008319 0.0008453 0.0008369 0.0006662 0.00075675 0.0008202 0.000863 0.00082315 0.00085505 0.00042625 0.0008144 0.00081955 0.00064345 0.00081695 0.00081695 0.0006385 0.00065835 0.0008812 0.00066865 0.0008625 0.0005114 0.00061285 0.00089155 0.0008729 0.000817 0.0004262 0.00089845 0.00090665
6 0.0008321 0.0005253 0.000844 0.00083385 0.00095005 0.000842 0.0002363 0.00082385 0.00052525 0.00028535 0.0005284 0.0009237 0.00053025 0.0009568 0.00064555 0.00090925 0.000953 0.0006689 0.00090895 0.00050205 0.000722 0.000932 0.0009385 0.0008298 0.00093855 0.0001183 0.00081335 0.00096345 0.0008166 0.00075265 0.0009353 0.00095495 0.0009418 0.00038915 0.0009213 0.0008503 0.00072225 0.00086015 0.000947 0.000664 0.00093135 0.0008944 0.00052525 0.0008891 0.0009398 0.0009416 0.00041085 0.0009435 0.0009202 0.00091765 0.00085715 0.00056105 0.00089125 0.0005284 0.00049825 0.00051045 0.0005338 0.0009257 0.000507 0.00082105 0.00093255 0.000934 0.00048735 0.00083605 0.0009259 0.00092525 0.00052555 0.0006375 0.0009018 0.00089085 0.0008944 0.00074225 0.0009056 0.0009056 0.0008602 0.0007951 0.00065815 0.00058545 0.0009601 0.00085755 0.00083405 0.0008725 0.00053205 0.00090565 0.00084185 0.00044055 0.00053085
7 0.00064855 0.00063045 0.0006089 0.00082465 0.00054835 0.00085055 0.00082385 0.0005991 0.00075905 0.0007589 0.0006267 0.00075485 0.00062695 0.00064545 0.0008592 0.00064595 0.0006974 0.00069645 0.0007682 0.0008332 0.0008023 0.00061405 0.0004354 0.0006088 0.00043545 0.0008178 0.00053915 0.0004514 0.0004712 0.000726 0.0005617 0.00061775 0.0003675 0.00081835 0.00043935 0.00053695 0.00060255 0.0006181 0.00055225 0.00062705 0.0006135 0.00074835 0.0006305 0.00060915 0.00038535 0.00075135 0.0005586 0.0005049 0.0006677 0.00069195 0.00062215 0.0006211 0.0006452 0.0006267 0.0007149 0.0008588 0.00067665 0.00071775 0.0008295 0.00049195 0.00044355 0.000726 0.00079965 0.00077665 0.00042685 0.00038495 0.0007528 0.0008334 0.0008999 0.0008085 0.00063395 0.0005502 0.0008205 0.0008205 0.00061815 0.0007715 0.0006147 0.00080955 0.00051925 0.00084 0.00082485 0.0005445 0.0005586 0.00082055 0.0008504 0.0007207 0.0007091
8 0.00075305 0.0006335 0.0007662 0.00070105 0.0008177 0.0007599 0.00052525 0.00075905 0.0009346 0.00062455 0.0006476 0.00083115 0.00063595 0.00069025 0.00078575 0.00071155 0.0008804 0.00066635 0.00060305 0.00066105 0.000741 0.00081495 0.00071185 0.00076465 0.0007119 0.00058315 0.0006787 0.0008548 0.0007208 0.0008321 0.0005896 0.00077035 0.000754 0.0007152 0.00069645 0.0008222 0.00065915 0.00068755 0.0008038 0.0007137 0.0007796 0.00073905 0.00063355 0.00078715 0.0007416 0.0008846 0.00065265 0.0006646 0.00078405 0.0007687 0.0006737 0.000606 0.00073 0.0006476 0.00065195 0.00071975 0.0006909 0.00082745 0.00066335 0.00071365 0.0006842 0.0008263 0.000595 0.00078585 0.0007364 0.0007397 0.0005253 0.000727 0.00085615 0.00082275 0.00070585 0.00069265 0.00082835 0.00082835 0.0006876 0.00075095 0.00070145 0.0006892 0.0008126 0.00081455 0.00070125 0.00078365 0.0006897 0.0008284 0.00075975 0.00058615 0.0006216
9 0.00079185 0.00051395 0.00078345 0.0008179 0.00088965 0.00084665 0.00028535 0.0007589 0.00062455 0.0003345 0.00051605 0.00088765 0.00051585 0.000886 0.0006139 0.00086055 0.000919 0.00058595 0.00085305 0.00051405 0.0006494 0.0008931 0.0008643 0.00077935 0.00086435 0.0001676 0.0008125 0.00090005 0.0008171 0.00065595 0.00085505 0.0008882 0.00086895 0.00031015 0.00085835 0.00078995 0.00076705 0.00081985 0.00088775 0.0005874 0.0008879 0.0008219 0.000514 0.00082285 0.0008681 0.0009218 0.000406 0.00086295 0.00089095 0.00087485 0.000818 0.0005773 0.00082405 0.00051605 0.00051235 0.00054265 0.0005285 0.0009035 0.0005158 0.00069185 0.00086065 0.0008936 0.0005369 0.0008357 0.0008688 0.00086365 0.00050675 0.00058525 0.0009175 0.00088135 0.00085075 0.00070985 0.00089105 0.00089105 0.0008199 0.0008392 0.0005827 0.00054275 0.00089535 0.0007831 0.0008181 0.0008535 0.00052065 0.0008911 0.0008465 0.00052955 0.00057615
