 slim_762247273 slim_762247315 slim_762247308 slim_762247304 slim_762247274 slim_762247327 slim_762247301 slim_762247296 slim_762247284 slim_762247319 slim_762247299 slim_762247268 slim_762247331 slim_762247269 slim_762247306 slim_762247259 slim_762247282 slim_762247260 slim_762247297 slim_762247326 slim_762247281 slim_762247294 slim_762247330 slim_762247298 slim_762247272 slim_762247311 slim_762247317 slim_762247300 slim_762247302 slim_762247321 slim_762247292 slim_762247261 slim_762247318 slim_762247316 slim_762247286 slim_762247295 slim_762247314 slim_762247258 slim_762247276 slim_762247289 slim_762247279 slim_762247320 slim_762247291 slim_762247277 slim_762247285 slim_762247287 slim_762247263 slim_762247270 slim_762247275 slim_762247290 slim_762247303 slim_762247305 slim_762247309 slim_762247329 slim_762247307 slim_762247323 slim_762247278 slim_762247283 slim_762247288 slim_762247322 slim_762247293 slim_762247280 slim_762247265 slim_762247313 slim_762247267 slim_762247325 slim_762247324 slim_762247262 slim_762247310 slim_762247312 slim_762247328 slim_762247264 slim_762247266 slim_762247271
0 1.5e-06 1.45e-06 1.55e-06 2.25e-06 1.45e-06 1.5e-06 1.25e-06 1.5e-06 1.55e-06 1.65e-06 1.65e-06 1.1e-06 1.3e-06 1.8e-06 1.8e-06 1.45e-06 1.85e-06 1.85e-06 2.1e-06 1.4e-06 7.5e-07 2e-06 1.85e-06 1.35e-06 1.9e-06 1.25e-06 1.4e-06 1.95e-06 1.75e-06 9e-07 2.1e-06 1.25e-06 1.3e-06 1.55e-06 1.9e-06 2e-06 7.5e-07 1.9e-06 2.1e-06 1.45e-06 1.15e-06 1.8e-06 1.95e-06 1.4e-06 1.75e-06 9.5e-07 1.55e-06 1.3e-06 1.25e-06 1.55e-06 1.65e-06 2e-06 1.25e-06 8e-07 1.75e-06 1.35e-06 1.35e-06 1.85e-06 8.5e-07 1.25e-06 1.8e-06 9.5e-07 2.25e-06 1.45e-06 2.05e-06 1.75e-06 1.85e-06 1.5e-06 1.9e-06 2.1e-06 1.6e-06 1.45e-06 1.45e-06 8e-07
1 1.45e-06 2.1e-06 1.8e-06 1.6e-06 1.05e-06 1.65e-06 1.5e-06 1.2e-06 1.5e-06 1.6e-06 1.95e-06 1.45e-06 1.7e-06 1.55e-06 1.8e-06 1.4e-06 1.95e-06 1.8e-06 1.85e-06 1.55e-06 1.05e-06 1.7e-06 1.6e-06 1.45e-06 1.7e-06 1.85e-06 2.1e-06 2.3e-06 2.1e-06 1.5e-06 1.7e-06 1.55e-06 1.9e-06 1.9e-06 2.2e-06 1.65e-06 1.4e-06 1.65e-06 1.85e-06 1.15e-06 1.25e-06 1.95e-06 2.3e-06 2.15e-06 1.4e-06 1.25e-06 1.85e-06 1.7e-06 1.85e-06 1.9e-06 1.6e-06 1.55e-06 1.85e-06 1.1e-06 1.45e-06 1.5e-06 2e-06 1.6e-06 1.5e-06 2e-06 1.8e-06 1.2e-06 1.9e-06 1.05e-06 2.05e-06 2.1e-06 2.1e-06 1.5e-06 2.2e-06 1.5e-06 1.55e-06 1.4e-06 1.85e-06 1.1e-06
2 1.55e-06 1.8e-06 1.9e-06 2.5e-06 1.8e-06 1.9e-06 1e-06 1.85e-06 2.35e-06 1.75e-06 1.7e-06 1.4e-06 1.75e-06 2.15e-06 1.8e-06 2.25e-06 1.3e-06 2.1e-06 2.35e-06 1.6e-06 1.05e-06 2.15e-06 2.2e-06 1.45e-06 2.3e-06 1.45e-06 2.1e-06 2.05e-06 2.3e-06 1.8e-06 2e-06 1.4e-06 1.5e-06 1.85e-06 1.6e-06 1.75e-06 1.5e-06 2.1e-06 2.3e-06 1.75e-06 1.6e-06 2e-06 2.05e-06 2.25e-06 1.85e-06 1.35e-06 2.25e-06 1.8e-06 1.45e-06 2e-06 1.65e-06 2e-06 1.45e-06 1.15e-06 2e-06 1.35e-06 2.25e-06 2.15e-06 1.6e-06 2.1e-06 1.95e-06 1.45e-06 2.3e-06 1.8e-06 2.05e-06 1.6e-06 1.95e-06 2.3e-06 1.45e-06 2.1e-06 1.9e-06 1.7e-06 1.65e-06 1.2e-06
3 2.25e-06 1.6e-06 2.5e-06 1.7e-06 1.6e-06 2.15e-06 2.2e-06 1.3e-06 2.05e-06 2.05e-06 2.5e-06 2.05e-06 2.25e-06 1.4e-06 1.65e-06 1.95e-06 2.4e-06 1.9e-06 2.05e-06 2.1e-06 1.85e-06 1.85e-06 1.4e-06 2.15e-06 1.8e-06 2.55e-06 2.9e-06 3.05e-06 2.2e-06 2.3e-06 2.1e-06 2.3e-06 2.6e-06 2.6e-06 2.9e-06 1.75e-06 2.2e-06 1.8e-06 2.1e-06 1.4e-06 1.85e-06 2.55e-06 3.05e-06 2.8e-06 1.85e-06 1.85e-06 1.8e-06 2.5e-06 2.55e-06 2.7e-06 1.6e-06 1.5e-06 2.55e-06 1.8e-06 1.85e-06 2.05e-06 2.8e-06 1.45e-06 2.3e-06 2.65e-06 1.65e-06 1.9e-06 2.45e-06 1.6e-06 1.85e-06 2.65e-06 2.5e-06 2e-06 2.8e-06 1.25e-06 2e-06 1.35e-06 2.45e-06 2.05e-06
4 1.45e-06 1.05e-06 1.8e-06 1.6e-06 2.1e-06 1.65e-06 1.5e-06 1.2e-06 1.5e-06 1.6e-06 1.95e-06 1.45e-06 1.7e-06 1.55e-06 1.8e-06 1.4e-06 1.95e-06 1.8e-06 1.85e-06 1.55e-06 1.05e-06 1.7e-06 1.6e-06 1.45e-06 1.7e-06 1.85e-06 2.1e-06 2.3e-06 2.1e-06 1.5e-06 1.7e-06 1.55e-06 1.9e-06 1.9e-06 2.2e-06 1.65e-06 1.4e-06 1.65e-06 1.85e-06 1.15e-06 1.25e-06 1.95e-06 2.3e-06 2.15e-06 1.4e-06 1.25e-06 1.85e-06 1.7e-06 1.85e-06 1.9e-06 1.6e-06 1.55e-06 1.85e-06 1.1e-06 1.45e-06 1.5e-06 2e-06 1.6e-06 1.5e-06 2e-06 1.8e-06 1.2e-06 1.9e-06 1.05e-06 2.05e-06 2.1e-06 2.1e-06 1.5e-06 2.2e-06 1.5e-06 1.55e-06 1.4e-06 1.85e-06 1.1e-06
5 1.5e-06 1.65e-06 1.9e-06 2.15e-06 1.65e-06 1.9e-06 1.6e-06 1.5e-06 1.85e-06 1.35e-06 1.65e-06 1.15e-06 1.45e-06 1.55e-06 2.05e-06 1.75e-06 1.85e-06 2.1e-06 1.9e-06 1.4e-06 1.35e-06 1.95e-06 1.6e-06 1.4e-06 1.85e-06 1.7e-06 1.7e-06 1.9e-06 2.2e-06 1.3e-06 2.1e-06 1.6e-06 1.75e-06 1.55e-06 1.85e-06 1.95e-06 1.45e-06 1.65e-06 1.95e-06 1.65e-06 1e-06 1.6e-06 1.9e-06 1.8e-06 1.8e-06 1.1e-06 1.9e-06 1.6e-06 1.7e-06 1.5e-06 1.95e-06 1.85e-06 1.7e-06 1.2e-06 1.6e-06 1.6e-06 1.65e-06 1.7e-06 1.55e-06 1.7e-06 1.75e-06 1.05e-06 2.05e-06 1.65e-06 1.8e-06 1.85e-06 1.85e-06 1.8e-06 2e-06 2.05e-06 1.25e-06 1.75e-06 1.45e-06 1.35e-06
6 1.25e-06 1.5e-06 1e-06 2.2e-06 1.5e-06 1.6e-06 1.4e-06 1.5e-06 2.1e-06 1.5e-06 1.55e-06 1.05e-06 1.4e-06 1.9e-06 1.8e-06 2e-06 1.05e-06 1.95e-06 2.15e-06 1.3e-06 7e-07 2.05e-06 1.95e-06 1.45e-06 1.95e-06 1.2e-06 1.95e-06 2.1e-06 2e-06 1.5e-06 1.7e-06 1.3e-06 1.25e-06 1.65e-06 1.45e-06 1.45e-06 1.2e-06 1.8e-06 2.1e-06 1.4e-06 1.3e-06 1.75e-06 2.1e-06 1.95e-06 1.6e-06 1e-06 2e-06 1.5e-06 1.2e-06 1.8e-06 1.6e-06 1.7e-06 1.2e-06 8e-07 1.75e-06 1.05e-06 1.95e-06 1.9e-06 1.3e-06 1.8e-06 1.7e-06 1.1e-06 2.15e-06 1.5e-06 2e-06 1.3e-06 1.65e-06 2.05e-06 1.2e-06 1.8e-06 1.65e-06 1.4e-06 1.55e-06 9e-07
7 1.5e-06 1.2e-06 1.85e-06 1.3e-06 1.2e-06 1.5e-06 1.5e-06 1.7e-06 1.6e-06 1.6e-06 1.85e-06 1.3e-06 1.4e-06 1.5e-06 1.7e-06 1.5e-06 1.85e-06 1.9e-06 1.65e-06 1.45e-06 1.15e-06 1.55e-06 1.55e-06 1.6e-06 1.4e-06 1.8e-06 2.1e-06 2.35e-06 2e-06 1.5e-06 1.7e-06 1.65e-06 1.85e-06 1.75e-06 2.15e-06 1.4e-06 1.45e-06 1.4e-06 1.7e-06 1.05e-06 1.15e-06 1.9e-06 2.35e-06 2e-06 1.4e-06 9.5e-07 1.75e-06 1.75e-06 1.8e-06 1.85e-06 1.6e-06 1.3e-06 1.8e-06 1e-06 1.4e-06 1.5e-06 1.95e-06 1.55e-06 1.55e-06 1.85e-06 1.6e-06 1.05e-06 2e-06 1.2e-06 1.8e-06 1.9e-06 1.9e-06 1.55e-06 2.05e-06 1.25e-06 1.55e-06 1.35e-06 1.65e-06 1.35e-06
8 1.55e-06 1.5e-06 2.35e-06 2.05e-06 1.5e-06 1.85e-06 2.1e-06 1.6e-06 2.3e-06 1.85e-06 2.2e-06 2e-06 2.05e-06 1.85e-06 2.3e-06 1.15e-06 2.35e-06 2.25e-06 2.05e-06 1.8e-06 1.85e-06 1.95e-06 1.9e-06 1.85e-06 2.05e-06 1.75e-06 1.8e-06 2.35e-06 2.05e-06 1.3e-06 2e-06 2e-06 1.8e-06 2.1e-06 2.4e-06 2.05e-06 1.5e-06 2e-06 2.1e-06 1.75e-06 1.5e-06 2.15e-06 2.35e-06 1.95e-06 1.6e-06 1.65e-06 1.75e-06 2.05e-06 1.75e-06 1.95e-06 2.2e-06 1.95e-06 1.75e-06 1.7e-06 1.65e-06 2.1e-06 1.7e-06 1.9e-06 1.6e-06 1.85e-06 2.2e-06 1.5e-06 1.95e-06 1.5e-06 2.4e-06 2.45e-06 2.45e-06 1.25e-06 2.55e-06 1.9e-06 1.8e-06 2.05e-06 2.05e-06 1.7e-06
9 1.65e-06 1.6e-06 1.75e-06 2.05e-06 1.6e-06 1.35e-06 1.5e-06 1.6e-06 1.85e-06 1.3e-06 2.05e-06 1.7e-06 1.75e-06 1.3e-06 2e-06 1.75e-06 1.2e-06 2.05e-06 2.2e-06 1e-06 1.45e-06 2.05e-06 1.35e-06 1.25e-06 2.05e-06 1.65e-06 2.1e-06 2.3e-06 1.95e-06 1.45e-06 1.9e-06 1.75e-06 1.7e-06 1.95e-06 2e-06 1.8e-06 1.6e-06 2e-06 2.2e-06 1.7e-06 9.5e-07 1.4e-06 2.3e-06 2.15e-06 1.45e-06 1.35e-06 1.95e-06 1.85e-06 1.65e-06 1.95e-06 1.85e-06 1.3e-06 1.65e-06 1.35e-06 1.75e-06 1.15e-06 2e-06 1.35e-06 1.7e-06 2e-06 1.9e-06 1.2e-06 2.05e-06 1.6e-06 2.15e-06 1.9e-06 1.55e-06 1.8e-06 1.8e-06 1.65e-06 9e-07 1.7e-06 1.9e-06 1.45e-06
10 1.65e-06 1.95e-06 1.7e-06 2.5e-06 1.95e-06 1.65e-06 1.55e-06 1.85e-06 2.2e-06 2.05e-06 2.1e-06 1.4e-06 1.65e-06 2.1e-06 2.05e-06 2.1e-06 2e-06 1.9e-06 1.75e-06 1.8e-06 1.45e-06 2e-06 2.15e-06 1.75e-06 2.2e-06 1.7e-06 1.5e-06 1.3e-06 2.5e-06 1.6e-06 2.25e-06 1.45e-06 1.75e-06 1.25e-06 1.35e-06 2.1e-06 1.6e-06 1.95e-06 1.75e-06 1.95e-06 1.55e-06 2.1e-06 1.3e-06 2e-06 2.1e-06 1.3e-06 2.1e-06 1.8e-06 1.7e-06 1.25e-06 2e-06 2.35e-06 1.7e-06 1.35e-06 1.8e-06 1.9e-06 1.9e-06 2.15e-06 1.7e-06 1.9e-06 1.8e-06 1.35e-06 2e-06 1.95e-06 2e-06 1.85e-06 2.2e-06 2.15e-06 1.95e-06 2.45e-06 1.9e-06 1.9e-06 1.35e-06 1.5e-06
11 1.1e-06 1.45e-06 1.4e-06 2.05e-06 1.45e-06 1.15e-06 1.05e-06 1.3e-06 2e-06 1.7e-06 1.4e-06 1.2e-06 1.1e-06 1.8e-06 1.7e-06 1.9e-06 1.7e-06 1.85e-06 1.85e-06 1.4e-06 6e-07 1.9e-06 1.85e-06 1.4e-06 1.65e-06 1.5e-06 1.65e-06 1.85e-06 2.1e-06 1.3e-06 2.05e-06 1.2e-06 1.55e-06 1.35e-06 1.65e-06 1.75e-06 1.05e-06 1.45e-06 1.85e-06 1.25e-06 1.15e-06 1.75e-06 1.85e-06 1.6e-06 1.8e-06 7.5e-07 1.8e-06 1.25e-06 1.5e-06 1.45e-06 1.55e-06 1.85e-06 1.5e-06 6.5e-07 1.6e-06 1.25e-06 1.6e-06 1.85e-06 1.15e-06 1.5e-06 1.5e-06 9e-07 2.2e-06 1.45e-06 1.6e-06 1.5e-06 1.7e-06 1.95e-06 1.65e-06 1.95e-06 1.6e-06 1.3e-06 1.2e-06 8e-07
