 slim_761970614 slim_761970591 slim_761970610 slim_761970596 slim_761970626 slim_761970607 slim_761970593 slim_761970616 slim_761970620 slim_761970621 slim_761970613 slim_761970599 slim_761970603 slim_761970594 slim_761970605 slim_761970598 slim_761970608 slim_761970592 slim_761970615 slim_761970618 slim_761970600 slim_761970609 slim_761970623 slim_761970601 slim_761970588 slim_761970622 slim_761970611 slim_761970597 slim_761970619 slim_761970617 slim_761970612 slim_761970595 slim_761970602 slim_761970604 slim_761970590 slim_761970624 slim_761970589 slim_761970606 slim_761970625
0 3.1e-06 2.75e-06 2.3e-06 2.1e-06 2.85e-06 2.25e-06 2.2e-06 2.1e-06 2.75e-06 1.9e-06 2.25e-06 2.3e-06 2.15e-06 2.05e-06 2.35e-06 2.45e-06 2.2e-06 2.85e-06 2.15e-06 2e-06 2.5e-06 2.5e-06 2.2e-06 2.1e-06 2.2e-06 2.1e-06 2.2e-06 2.4e-06 2e-06 2.7e-06 2.25e-06 2.35e-06 2.4e-06 2.5e-06 2.2e-06 1.9e-06 2.35e-06 2.5e-06 2.45e-06
1 2.75e-06 1.5e-06 3.05e-06 2.3e-06 1.95e-06 3e-06 2.9e-06 2.85e-06 1.85e-06 1.45e-06 3.05e-06 2.95e-06 2.95e-06 2.8e-06 3.1e-06 2.15e-06 2.95e-06 1.05e-06 1.95e-06 2.8e-06 3e-06 3.2e-06 2.7e-06 2.65e-06 2.6e-06 1.75e-06 9e-07 2.95e-06 1.85e-06 2.95e-06 3.1e-06 2.95e-06 3.05e-06 3e-06 3.1e-06 2.9e-06 2.8e-06 3e-06 2.95e-06
2 2.3e-06 3.05e-06 1.2e-06 1.85e-06 2.2e-06 7.5e-07 1.7e-06 1.5e-06 2.1e-06 2.4e-06 1.85e-06 1.55e-06 1.9e-06 8e-07 9e-07 2.35e-06 9e-07 2.75e-06 1.85e-06 1.1e-06 1.35e-06 1.45e-06 1.1e-06 2.15e-06 1.65e-06 2.5e-06 2.55e-06 1.8e-06 1.75e-06 2.05e-06 1.25e-06 1.65e-06 1.9e-06 1.4e-06 1.15e-06 2.3e-06 1.7e-06 1.55e-06 1.4e-06
3 2.1e-06 2.3e-06 1.85e-06 2.5e-06 2.3e-06 1.8e-06 2.1e-06 2e-06 2.2e-06 1.6e-06 1.95e-06 1.7e-06 1.9e-06 1.8e-06 1.9e-06 2.15e-06 1.75e-06 2.15e-06 2.05e-06 2e-06 1.75e-06 1.9e-06 1.85e-06 1.8e-06 1.95e-06 2e-06 1.9e-06 2.1e-06 1.85e-06 2.05e-06 1.9e-06 2.1e-06 2.2e-06 2.15e-06 1.9e-06 2.05e-06 1.75e-06 2.15e-06 2.1e-06
4 2.85e-06 1.95e-06 2.2e-06 2.3e-06 3.6e-06 2.25e-06 2.3e-06 2.35e-06 2e-06 2.35e-06 2.6e-06 2.5e-06 2.6e-06 2.05e-06 2.25e-06 2.55e-06 2.2e-06 2.15e-06 2.15e-06 2.05e-06 2.4e-06 2.5e-06 2.1e-06 2.7e-06 2.25e-06 2.55e-06 2.15e-06 2.4e-06 2.05e-06 2.4e-06 2.5e-06 2.35e-06 2.55e-06 2.2e-06 2.55e-06 3e-06 2.5e-06 2.3e-06 2.15e-06
5 2.25e-06 3e-06 7.5e-07 1.8e-06 2.25e-06 5e-07 1.8e-06 1.5e-06 1.9e-06 2.35e-06 1.8e-06 1.3e-06 1.9e-06 7e-07 5e-07 2.3e-06 1.05e-06 2.65e-06 1.9e-06 1.3e-06 1.15e-06 1.7e-06 1e-06 2.1e-06 1.9e-06 2.4e-06 2.5e-06 1.8e-06 1.8e-06 2.05e-06 9.5e-07 1.45e-06 1.9e-06 1.7e-06 9.5e-07 2.2e-06 1.5e-06 1.25e-06 1.65e-06
6 2.2e-06 2.9e-06 1.7e-06 2.1e-06 2.3e-06 1.8e-06 1.5e-06 1.4e-06 2.25e-06 2.85e-06 1.25e-06 1.75e-06 1.3e-06 1.25e-06 1.85e-06 2.5e-06 1.5e-06 3.05e-06 2e-06 9e-07 1.7e-06 1.8e-06 1.85e-06 2.3e-06 2e-06 3.2e-06 3e-06 1.5e-06 1.85e-06 1.35e-06 1.95e-06 1.45e-06 1.5e-06 1.35e-06 1.85e-06 2.65e-06 1.9e-06 1.5e-06 1.3e-06
7 2.1e-06 2.85e-06 1.5e-06 2e-06 2.35e-06 1.5e-06 1.4e-06 1.9e-06 2.25e-06 2.45e-06 1.6e-06 1.65e-06 1.6e-06 1.25e-06 1.6e-06 2.05e-06 1.4e-06 3.05e-06 2e-06 1.2e-06 1.7e-06 1.85e-06 1.6e-06 1.85e-06 2.05e-06 2.85e-06 2.6e-06 1.5e-06 1.8e-06 1.7e-06 1.6e-06 1.5e-06 1.25e-06 1.5e-06 1.25e-06 2.1e-06 1.8e-06 1.55e-06 1.45e-06
8 2.75e-06 1.85e-06 2.1e-06 2.2e-06 2e-06 1.9e-06 2.25e-06 2.25e-06 3.4e-06 2.25e-06 2.5e-06 2.35e-06 2.5e-06 1.85e-06 2.1e-06 2.5e-06 2.2e-06 1.95e-06 2.1e-06 2.05e-06 2.1e-06 2.55e-06 2.15e-06 2.65e-06 2.35e-06 2.35e-06 2.05e-06 2.35e-06 2e-06 2.3e-06 2.35e-06 2.2e-06 2.45e-06 2.25e-06 2.3e-06 2.9e-06 2.35e-06 2.1e-06 2.2e-06
9 1.9e-06 1.45e-06 2.4e-06 1.6e-06 2.35e-06 2.35e-06 2.85e-06 2.45e-06 2.25e-06 1e-06 2.7e-06 2.35e-06 2.45e-06 2.35e-06 2.45e-06 1.8e-06 2.3e-06 1.4e-06 1.75e-06 2.55e-06 2.55e-06 2.75e-06 2.1e-06 1.7e-06 2e-06 1.15e-06 6e-07 2.75e-06 1.5e-06 3.1e-06 2.3e-06 2.8e-06 2.85e-06 2.95e-06 2.3e-06 1.85e-06 2.2e-06 2.95e-06 2.9e-06
