 slim_762417005 slim_762417007 slim_762417013 slim_762416993 slim_762417010 slim_762417009 slim_762416979 slim_762417004 slim_762416980 slim_762416984 slim_762416974 slim_762416992 slim_762416977 slim_762416990 slim_762417020 slim_762416986 slim_762416998 slim_762417015 slim_762416981 slim_762417006 slim_762416997 slim_762416983 slim_762417003 slim_762417012 slim_762417014 slim_762416975 slim_762416995 slim_762417002 slim_762417000 slim_762416987 slim_762417018 slim_762416991 slim_762416989 slim_762416985 slim_762416988 slim_762417001 slim_762417011 slim_762417021 slim_762416999 slim_762417016 slim_762416994 slim_762416982 slim_762416978 slim_762416976 slim_762417008 slim_762416973 slim_762417019 slim_762416996 slim_762417017
0 2e-06 1.5e-06 2e-06 1.5e-06 2.1e-06 1.65e-06 1.6e-06 1.5e-06 2.4e-06 1.8e-06 1.8e-06 2e-06 1.2e-06 1.35e-06 1.95e-06 1.7e-06 1.35e-06 2e-06 1.25e-06 1.4e-06 1.45e-06 1.95e-06 1.15e-06 1.55e-06 1.2e-06 1.65e-06 1.55e-06 1.5e-06 1.75e-06 1.9e-06 1.9e-06 1.9e-06 1.5e-06 1.85e-06 1.7e-06 1.45e-06 2.1e-06 2e-06 1.35e-06 1.75e-06 1.3e-06 1.45e-06 1.2e-06 1.7e-06 1.45e-06 1.65e-06 1.9e-06 1.3e-06 1.95e-06
1 1.5e-06 1.9e-06 2.35e-06 1.4e-06 1.95e-06 1.8e-06 2.15e-06 1.5e-06 2.6e-06 1.9e-06 1.85e-06 1.85e-06 1.6e-06 1.15e-06 2.55e-06 1.9e-06 1.55e-06 2.15e-06 1.55e-06 1.3e-06 1.65e-06 1.8e-06 1.9e-06 1.75e-06 1.5e-06 1.95e-06 1.35e-06 1.55e-06 1.75e-06 1.7e-06 2.05e-06 1.7e-06 1.5e-06 1.95e-06 1.85e-06 1.45e-06 2.2e-06 2.3e-06 1.45e-06 1.85e-06 1.25e-06 1.6e-06 1.95e-06 1.85e-06 1.55e-06 2.2e-06 1.7e-06 1.15e-06 2.05e-06
2 2e-06 2.35e-06 0.0 2.05e-06 1.6e-06 2.25e-06 9e-07 2.3e-06 7e-07 9e-07 1.1e-06 1.5e-06 1.65e-06 2.2e-06 1.5e-06 9.5e-07 2.1e-06 1.15e-06 2.1e-06 1.9e-06 1.75e-06 1.45e-06 1.65e-06 9.5e-07 1.95e-06 1.75e-06 1.8e-06 2.3e-06 1.1e-06 1.5e-06 1.25e-06 1.9e-06 2.45e-06 1.35e-06 8e-07 2.25e-06 5e-07 1.5e-06 1.9e-06 1.1e-06 1.4e-06 1.95e-06 1.8e-06 7.5e-07 1.7e-06 9.5e-07 1.6e-06 1.95e-06 1.5e-06
3 1.5e-06 1.4e-06 2.05e-06 1.7e-06 2.05e-06 2.05e-06 2.05e-06 1.9e-06 2.6e-06 1.6e-06 1.8e-06 1.95e-06 1.5e-06 1.25e-06 2.4e-06 1.65e-06 1.6e-06 1.75e-06 1.55e-06 1.25e-06 1.7e-06 1.95e-06 1.95e-06 1.55e-06 1.6e-06 1.75e-06 1.2e-06 1.9e-06 1.8e-06 1.95e-06 1.8e-06 1.6e-06 1.2e-06 1.5e-06 1.55e-06 1.85e-06 1.9e-06 2.15e-06 1.15e-06 1.5e-06 9.5e-07 1.8e-06 2.05e-06 1.55e-06 1.15e-06 2.1e-06 1.85e-06 9.5e-07 1.95e-06
4 2.1e-06 1.95e-06 1.6e-06 2.05e-06 3.2e-06 2.25e-06 1.9e-06 2e-06 1.65e-06 1.85e-06 1.7e-06 1.8e-06 2.05e-06 1.95e-06 2e-06 1.9e-06 2.1e-06 1.8e-06 2.15e-06 2e-06 1.95e-06 1.85e-06 2.1e-06 1.85e-06 1.9e-06 2.2e-06 1.9e-06 2e-06 1.75e-06 1.75e-06 1.85e-06 2e-06 2.3e-06 1.95e-06 1.8e-06 1.95e-06 1.65e-06 2e-06 2.05e-06 1.8e-06 1.8e-06 2e-06 2.2e-06 1.75e-06 1.95e-06 1.95e-06 1.65e-06 1.95e-06 1.7e-06
5 1.65e-06 1.8e-06 2.25e-06 2.05e-06 2.25e-06 2.1e-06 1.65e-06 1.45e-06 2.45e-06 2e-06 2.1e-06 1.95e-06 1.35e-06 1.65e-06 2.35e-06 2.05e-06 1.6e-06 2.4e-06 1.6e-06 1.45e-06 1.35e-06 2.2e-06 1.1e-06 2e-06 1.35e-06 1.5e-06 1.7e-06 1.45e-06 1.85e-06 2.05e-06 2.3e-06 2.25e-06 1.95e-06 2.25e-06 2.05e-06 1.4e-06 2.5e-06 2.25e-06 1.9e-06 2.3e-06 1.65e-06 1.3e-06 1.05e-06 2e-06 1.9e-06 1.7e-06 2.2e-06 1.95e-06 2.2e-06
6 1.6e-06 2.15e-06 9e-07 2.05e-06 1.9e-06 1.65e-06 1.8e-06 1.7e-06 1.4e-06 1.4e-06 1.5e-06 1.8e-06 1.2e-06 2e-06 1.6e-06 1.35e-06 1.65e-06 1.65e-06 1.6e-06 1.8e-06 1.4e-06 1.75e-06 9e-07 1.35e-06 1.45e-06 1.45e-06 1.8e-06 1.7e-06 1.4e-06 1.75e-06 1.65e-06 2.1e-06 2.15e-06 1.7e-06 1.3e-06 1.65e-06 1.4e-06 1.7e-06 1.8e-06 1.6e-06 1.5e-06 1.5e-06 9e-07 1.25e-06 1.7e-06 9.5e-07 1.9e-06 1.95e-06 1.75e-06
7 1.5e-06 1.5e-06 2.3e-06 1.9e-06 2e-06 1.45e-06 1.7e-06 2.2e-06 2.45e-06 2.15e-06 1.9e-06 1.9e-06 1.4e-06 1.55e-06 2.2e-06 2.1e-06 1.45e-06 2.45e-06 1.45e-06 1.7e-06 1.4e-06 1.9e-06 1.15e-06 2.05e-06 1.2e-06 1.7e-06 1.75e-06 1.2e-06 1.85e-06 1.7e-06 2.35e-06 2e-06 1.8e-06 2.1e-06 2.1e-06 1.1e-06 2.35e-06 2.3e-06 1.75e-06 2.15e-06 1.7e-06 1.35e-06 1.1e-06 2.05e-06 1.75e-06 1.75e-06 1.75e-06 1.75e-06 2.05e-06
8 2.4e-06 2.6e-06 7e-07 2.6e-06 1.65e-06 2.45e-06 1.4e-06 2.45e-06 1.4e-06 1.6e-06 1.55e-06 1.85e-06 2.15e-06 2.55e-06 1.7e-06 1.6e-06 2.5e-06 1.5e-06 2.5e-06 2.4e-06 2.15e-06 1.9e-06 2e-06 1.55e-06 2.3e-06 2.35e-06 2.3e-06 2.45e-06 1.45e-06 1.8e-06 1.55e-06 2.25e-06 2.85e-06 1.9e-06 1.5e-06 2.4e-06 1.2e-06 1.7e-06 2.4e-06 1.75e-06 2.1e-06 2.2e-06 2.1e-06 1.45e-06 2.3e-06 1.45e-06 1.95e-06 2.5e-06 1.7e-06
9 1.8e-06 1.9e-06 9e-07 1.6e-06 1.85e-06 2e-06 1.4e-06 2.15e-06 1.6e-06 1.8e-06 1.45e-06 1.6e-06 1.45e-06 1.75e-06 2e-06 1.15e-06 1.85e-06 1.35e-06 1.85e-06 1.35e-06 1.6e-06 1.7e-06 1.75e-06 1.15e-06 1.8e-06 1.45e-06 1.35e-06 2.15e-06 1.35e-06 1.75e-06 1.45e-06 1.95e-06 2e-06 1.6e-06 9.5e-07 2.1e-06 1.15e-06 1.8e-06 1.65e-06 1.25e-06 1e-06 1.8e-06 1.9e-06 1e-06 1.5e-06 1.45e-06 1.8e-06 1.4e-06 1.75e-06
10 1.8e-06 1.85e-06 1.1e-06 1.8e-06 1.7e-06 2.1e-06 1.5e-06 1.9e-06 1.55e-06 1.45e-06 2.2e-06 1.5e-06 1.75e-06 1.8e-06 1.9e-06 1.45e-06 1.85e-06 1.75e-06 1.85e-06 1.85e-06 1.8e-06 1.65e-06 1.8e-06 1.45e-06 1.75e-06 1.9e-06 1.8e-06 1.9e-06 1.45e-06 1.55e-06 1.75e-06 1.9e-06 2.1e-06 1.55e-06 1.4e-06 1.85e-06 1.25e-06 2e-06 1.6e-06 1.4e-06 1.5e-06 1.85e-06 1.9e-06 1.35e-06 1.5e-06 1.55e-06 1.4e-06 1.7e-06 1.75e-06
11 2e-06 1.85e-06 1.5e-06 1.95e-06 1.8e-06 1.95e-06 1.8e-06 1.9e-06 1.85e-06 1.6e-06 1.5e-06 2.8e-06 1.95e-06 1.8e-06 2.2e-06 1.8e-06 1.95e-06 2.05e-06 2e-06 1.7e-06 1.8e-06 1.75e-06 2e-06 1.75e-06 1.75e-06 1.9e-06 1.8e-06 1.9e-06 1.65e-06 1.65e-06 2.05e-06 1.9e-06 2.15e-06 1.8e-06 1.7e-06 1.85e-06 1.5e-06 2.2e-06 1.85e-06 1.65e-06 1.7e-06 1.85e-06 2.1e-06 1.65e-06 1.75e-06 1.85e-06 1.45e-06 1.85e-06 1.85e-06
12 1.2e-06 1.6e-06 1.65e-06 1.5e-06 2.05e-06 1.35e-06 1.2e-06 1.4e-06 2.15e-06 1.45e-06 1.75e-06 1.95e-06 1.5e-06 1.45e-06 1.9e-06 1.35e-06 1.25e-06 1.7e-06 1.2e-06 1.25e-06 1.1e-06 1.9e-06 7.5e-07 1.4e-06 1.15e-06 1.15e-06 1.25e-06 1.4e-06 1.55e-06 1.9e-06 1.7e-06 2.05e-06 1.6e-06 1.85e-06 1.35e-06 1.35e-06 1.95e-06 1.85e-06 1.45e-06 1.65e-06 1.05e-06 1.2e-06 7.5e-07 1.4e-06 1.45e-06 1.25e-06 2.05e-06 1.3e-06 1.9e-06
13 1.35e-06 1.15e-06 2.2e-06 1.25e-06 1.95e-06 1.65e-06 2e-06 1.55e-06 2.55e-06 1.75e-06 1.8e-06 1.8e-06 1.45e-06 1.6e-06 2.4e-06 1.75e-06 1.35e-06 2e-06 1.4e-06 1.15e-06 1.5e-06 1.85e-06 1.75e-06 1.6e-06 1.35e-06 1.8e-06 1.2e-06 1.55e-06 1.7e-06 1.75e-06 1.9e-06 1.65e-06 1.35e-06 1.8e-06 1.7e-06 1.5e-06 2.05e-06 2.15e-06 1.25e-06 1.7e-06 1.1e-06 1.5e-06 1.8e-06 1.7e-06 1.4e-06 2.05e-06 1.7e-06 1.05e-06 1.9e-06
14 1.95e-06 2.55e-06 1.5e-06 2.4e-06 2e-06 2.35e-06 1.6e-06 2.2e-06 1.7e-06 2e-06 1.9e-06 2.2e-06 1.9e-06 2.4e-06 3e-06 1.95e-06 2.15e-06 1.85e-06 2.1e-06 2.4e-06 2e-06 2.15e-06 1.6e-06 1.95e-06 1.85e-06 2.15e-06 2.35e-06 2.2e-06 2e-06 2.15e-06 1.9e-06 2.45e-06 2.55e-06 2.1e-06 1.9e-06 2.15e-06 1.8e-06 1.9e-06 2.2e-06 1.95e-06 2.1e-06 2.1e-06 1.7e-06 1.85e-06 2.1e-06 1.65e-06 2.1e-06 2.3e-06 1.85e-06
15 1.7e-06 1.9e-06 9.5e-07 1.65e-06 1.9e-06 2.05e-06 1.35e-06 2.1e-06 1.6e-06 1.15e-06 1.45e-06 1.8e-06 1.35e-06 1.75e-06 1.95e-06 1.9e-06 1.8e-06 1.4e-06 1.8e-06 1.5e-06 1.6e-06 1.75e-06 1.6e-06 1.15e-06 1.75e-06 1.65e-06 1.45e-06 2.1e-06 1.4e-06 1.7e-06 1.45e-06 1.95e-06 2e-06 1.55e-06 1.05e-06 2.05e-06 1.25e-06 1.8e-06 1.65e-06 1.35e-06 1.15e-06 1.75e-06 1.75e-06 1.1e-06 1.6e-06 1.4e-06 1.9e-06 1.45e-06 1.8e-06
16 1.35e-06 1.55e-06 2.1e-06 1.6e-06 2.1e-06 1.6e-06 1.65e-06 1.45e-06 2.5e-06 1.85e-06 1.85e-06 1.95e-06 1.25e-06 1.35e-06 2.15e-06 1.8e-06 2.2e-06 2.15e-06 1.3e-06 1.5e-06 1.5e-06 1.9e-06 1.25e-06 1.75e-06 1.2e-06 1.65e-06 1.6e-06 1.45e-06 1.9e-06 1.9e-06 2.05e-06 2e-06 1.65e-06 1.9e-06 1.8e-06 1.4e-06 2.15e-06 2.25e-06 1.4e-06 1.85e-06 1.5e-06 1.5e-06 1.2e-06 1.85e-06 1.55e-06 1.7e-06 1.85e-06 1.4e-06 1.9e-06
17 2e-06 2.15e-06 1.15e-06 1.75e-06 1.8e-06 2.4e-06 1.65e-06 2.45e-06 1.5e-06 1.35e-06 1.75e-06 2.05e-06 1.7e-06 2e-06 1.85e-06 1.4e-06 2.15e-06 2.1e-06 2.1e-06 1.7e-06 1.9e-06 2e-06 2e-06 1.35e-06 2.1e-06 1.9e-06 1.5e-06 2.45e-06 1.6e-06 2.05e-06 1.25e-06 2.2e-06 2.25e-06 1.9e-06 1.25e-06 2.4e-06 1.45e-06 1.6e-06 1.9e-06 1.4e-06 1.25e-06 2.1e-06 2.15e-06 1.25e-06 1.8e-06 1.7e-06 2.15e-06 1.55e-06 1.7e-06
18 1.25e-06 1.55e-06 2.1e-06 1.55e-06 2.15e-06 1.6e-06 1.6e-06 1.45e-06 2.5e-06 1.85e-06 1.85e-06 2e-06 1.2e-06 1.4e-06 2.1e-06 1.8e-06 1.3e-06 2.1e-06 2.2e-06 1.5e-06 1.5e-06 2e-06 1.15e-06 1.7e-06 1.25e-06 1.6e-06 1.6e-06 1.45e-06 1.85e-06 1.95e-06 2e-06 2e-06 1.55e-06 1.9e-06 1.8e-06 1.4e-06 2.15e-06 2.15e-06 1.4e-06 1.8e-06 1.4e-06 1.5e-06 1.1e-06 1.8e-06 1.5e-06 1.65e-06 1.9e-06 1.35e-06 2e-06
