 slim_762105246 slim_762105234 slim_762105263 slim_762105239 slim_762105257 slim_762105242 slim_762105265 slim_762105241 slim_762105254 slim_762105229 slim_762105245 slim_762105256 slim_762105247 slim_762105237 slim_762105252 slim_762105261 slim_762105259 slim_762105238 slim_762105231 slim_762105249 slim_762105262 slim_762105240 slim_762105232 slim_762105266 slim_762105248 slim_762105253 slim_762105251 slim_762105243 slim_762105233 slim_762105235 slim_762105264 slim_762105258 slim_762105250 slim_762105236 slim_762105244 slim_762105260 slim_762105255 slim_762105230
0 2.3e-06 1.95e-06 2.2e-06 1.4e-06 1.7e-06 1.75e-06 1.65e-06 1.8e-06 1.35e-06 1.7e-06 2.05e-06 1.15e-06 1.5e-06 2.15e-06 1.6e-06 1.6e-06 1.45e-06 1.75e-06 1.9e-06 2.2e-06 1.45e-06 1.55e-06 1.85e-06 2.1e-06 1.8e-06 1.55e-06 1.5e-06 1.9e-06 1.5e-06 1.85e-06 1.85e-06 1.6e-06 1.45e-06 1.55e-06 1.6e-06 1.75e-06 1.7e-06 1.5e-06
1 1.95e-06 1.6e-06 2.1e-06 1.75e-06 2e-06 1.2e-06 1.95e-06 1.95e-06 1.45e-06 2.1e-06 2.4e-06 1.95e-06 1.7e-06 1.45e-06 1.85e-06 2.2e-06 1.7e-06 2.2e-06 2e-06 1.5e-06 2.1e-06 2.2e-06 2e-06 1.9e-06 1.35e-06 2.2e-06 1.75e-06 1.25e-06 1.65e-06 2.2e-06 2.15e-06 1.85e-06 1.95e-06 2e-06 2.2e-06 1.4e-06 1.9e-06 1.75e-06
2 2.2e-06 2.1e-06 2.6e-06 1.85e-06 1.6e-06 1.8e-06 2.3e-06 2.05e-06 1.8e-06 2.15e-06 2.6e-06 2.2e-06 1.85e-06 1.7e-06 1.6e-06 2.5e-06 1.8e-06 2.25e-06 2.1e-06 1.75e-06 2.15e-06 2.25e-06 1.85e-06 1.6e-06 1.95e-06 2.25e-06 2.05e-06 1.95e-06 1.8e-06 1.85e-06 2.25e-06 1.9e-06 2e-06 1.85e-06 2.5e-06 1.6e-06 2.25e-06 2.05e-06
3 1.4e-06 1.75e-06 1.85e-06 6e-07 1e-06 1.2e-06 1.7e-06 1.55e-06 1.15e-06 1.75e-06 2e-06 1.4e-06 8.5e-07 1.95e-06 8.5e-07 2.1e-06 9e-07 1.35e-06 1.5e-06 2e-06 1.25e-06 2.3e-06 1.7e-06 1.55e-06 1.1e-06 2.3e-06 1.65e-06 1.35e-06 8e-07 1.65e-06 1.15e-06 9e-07 5e-07 1.75e-06 2.1e-06 1e-06 1.5e-06 1.65e-06
4 1.7e-06 2e-06 1.6e-06 1e-06 1.8e-06 1.55e-06 1.95e-06 1.8e-06 1.45e-06 1.95e-06 2.2e-06 1.7e-06 1.25e-06 1.95e-06 9.5e-07 2.25e-06 1.2e-06 1.55e-06 1.8e-06 2e-06 1.6e-06 2.3e-06 1.85e-06 1.65e-06 1.6e-06 2.3e-06 1.85e-06 1.65e-06 1.2e-06 1.55e-06 1.65e-06 1.35e-06 1.15e-06 1.6e-06 2.25e-06 1.3e-06 1.8e-06 1.85e-06
5 1.75e-06 1.2e-06 1.8e-06 1.2e-06 1.55e-06 1.3e-06 1.65e-06 1.5e-06 1.25e-06 1.8e-06 2.05e-06 1.75e-06 1.2e-06 1.85e-06 1.4e-06 2e-06 1.45e-06 1.85e-06 1.35e-06 1.9e-06 1.8e-06 2.05e-06 1.4e-06 1.45e-06 1.35e-06 2.05e-06 1.4e-06 8.5e-07 1.15e-06 1.8e-06 1.6e-06 1.2e-06 1.4e-06 1.7e-06 2e-06 7.5e-07 1.6e-06 1.4e-06
6 1.65e-06 1.95e-06 2.3e-06 1.7e-06 1.95e-06 1.65e-06 2.1e-06 2.05e-06 1.35e-06 2e-06 1.05e-06 1.65e-06 1.75e-06 2.2e-06 1.8e-06 1.35e-06 1.65e-06 1.5e-06 1.35e-06 2.25e-06 2e-06 1.95e-06 2e-06 2.05e-06 1.95e-06 1.95e-06 1.65e-06 1.8e-06 1.7e-06 2.15e-06 1.45e-06 1.8e-06 1.85e-06 1.75e-06 1.3e-06 1.65e-06 1.4e-06 1.65e-06
7 1.8e-06 1.95e-06 2.05e-06 1.55e-06 1.8e-06 1.5e-06 2.05e-06 2.3e-06 1.75e-06 1.9e-06 2.25e-06 1.8e-06 1.45e-06 2.25e-06 1.7e-06 2.05e-06 1.75e-06 2.05e-06 1.8e-06 2.3e-06 1.4e-06 1.85e-06 1.6e-06 1.95e-06 1.8e-06 1.85e-06 1.5e-06 1.5e-06 1.4e-06 1.45e-06 1.9e-06 1.65e-06 1.7e-06 1.8e-06 2.05e-06 1.25e-06 1.9e-06 1.5e-06
8 1.35e-06 1.45e-06 1.8e-06 1.15e-06 1.45e-06 1.25e-06 1.35e-06 1.75e-06 1.3e-06 1.65e-06 1.95e-06 1.35e-06 1.25e-06 1.65e-06 1.3e-06 1.75e-06 1.1e-06 1.65e-06 1.6e-06 1.7e-06 1.6e-06 1.85e-06 1.7e-06 1.6e-06 1.4e-06 1.85e-06 1.45e-06 1.4e-06 1.2e-06 1.85e-06 1.65e-06 1.3e-06 1.3e-06 1.55e-06 1.75e-06 1.25e-06 1.6e-06 1.45e-06
9 1.7e-06 2.1e-06 2.15e-06 1.75e-06 1.95e-06 1.8e-06 2e-06 1.9e-06 1.65e-06 2.6e-06 2.3e-06 1.7e-06 1.8e-06 2.2e-06 1.85e-06 1.95e-06 1.8e-06 2.1e-06 2e-06 2.25e-06 1.85e-06 1.5e-06 1.55e-06 2.05e-06 2e-06 1.5e-06 1.7e-06 1.95e-06 1.75e-06 2e-06 2.1e-06 1.85e-06 1.9e-06 1.8e-06 1.95e-06 1.8e-06 2e-06 1.7e-06
10 2.05e-06 2.4e-06 2.6e-06 2e-06 2.2e-06 2.05e-06 1.05e-06 2.25e-06 1.95e-06 2.3e-06 0.0 2.05e-06 2.1e-06 2.55e-06 2.05e-06 1.05e-06 1.95e-06 1.15e-06 1.05e-06 2.6e-06 2.3e-06 2.2e-06 2.3e-06 2.35e-06 2.35e-06 2.2e-06 1.95e-06 2.1e-06 2.05e-06 2.3e-06 1.05e-06 2.25e-06 2.2e-06 2e-06 9.5e-07 1.9e-06 1.2e-06 1.95e-06
11 1.15e-06 1.95e-06 2.2e-06 1.4e-06 1.7e-06 1.75e-06 1.65e-06 1.8e-06 1.35e-06 1.7e-06 2.05e-06 2.3e-06 1.5e-06 2.15e-06 1.6e-06 1.6e-06 1.45e-06 1.75e-06 1.9e-06 2.2e-06 1.45e-06 1.55e-06 1.85e-06 2.1e-06 1.8e-06 1.55e-06 1.5e-06 1.9e-06 1.5e-06 1.85e-06 1.85e-06 1.6e-06 1.45e-06 1.55e-06 1.6e-06 1.75e-06 1.7e-06 1.5e-06
12 1.5e-06 1.7e-06 1.85e-06 8.5e-07 1.25e-06 1.2e-06 1.75e-06 1.45e-06 1.25e-06 1.8e-06 2.1e-06 1.5e-06 1.6e-06 1.95e-06 1.15e-06 2.15e-06 1.1e-06 1.6e-06 1.6e-06 2e-06 1.45e-06 2.25e-06 1.7e-06 1.6e-06 1.4e-06 2.25e-06 1.5e-06 1.15e-06 8e-07 1.75e-06 1.5e-06 1.1e-06 9e-07 1.8e-06 2.15e-06 9e-07 1.65e-06 1.5e-06
