 slim_337510700 slim_337510664 slim_337510731 slim_337510720 slim_337510728 slim_337510794 slim_337510652 slim_337510727 slim_337510705 slim_337510783 slim_337510802 slim_337510712 slim_337510769 slim_337510751 slim_337510789 slim_337510790 slim_337510765 slim_337510737 slim_337510768 slim_337510775 slim_337510792 slim_337510733 slim_337510546 slim_337510793 slim_337510599 slim_337510698 slim_337510734 slim_337510786 slim_337510710 slim_337510795 slim_337510707 slim_337510474 slim_337510767 slim_337510538 slim_337510719 slim_337510797 slim_337510665 slim_337510724 slim_337510771 slim_337510367 slim_337510764 slim_337510799 slim_337510782 slim_337510787 slim_337510507 slim_337510740 slim_337510400 slim_337510701 slim_337510791 slim_337510762 slim_337510747 slim_337510750 slim_337510551 slim_337510754 slim_337510668 slim_337510752 slim_337510682 slim_337510691 slim_337510606 slim_337510671 slim_337510788 slim_337510738 slim_337510796 slim_337510749 slim_337510779 slim_337510718 slim_337510589 slim_337510798 slim_337510629 slim_337510603 slim_337510622 slim_337510756 slim_337510285 slim_337510643 slim_337510800 slim_337510426 slim_337510781 slim_337510735
0 5.03e-05 3.725e-05 0.00012775 9.5e-05 3.725e-05 5.905e-05 9.43e-05 0.00012835 5.42e-05 9.45e-05 3.725e-05 9.54e-05 5.915e-05 0.0001288 0.0001064 9.565e-05 5.425e-05 2.555e-05 6.585e-05 3.75e-05 9.18e-05 4.32e-05 4.75e-05 0.0001012 0.00010065 0.0001284 6.485e-05 0.00010065 5.855e-05 7.68e-05 5.945e-05 9.52e-05 2.6e-05 0.00016405 0.00016475 9.605e-05 9.565e-05 5.86e-05 0.0001289 6.205e-05 3.12e-05 0.0001066 5.43e-05 0.0001001 6.44e-05 5.955e-05 0.00012285 9.545e-05 5.45e-05 0.00012875 5.46e-05 5.495e-05 9.485e-05 9.445e-05 9.225e-05 3.265e-05 0.00010675 0.0001638 7.065e-05 3.08e-05 0.0001069 0.00010715 5.985e-05 2.625e-05 2.635e-05 9.56e-05 5.435e-05 2.58e-05 8.74e-05 2.58e-05 0.0001005 9.505e-05 3.72e-05 9.505e-05 0.0001001 2.57e-05 0.00016445 2.535e-05
1 3.725e-05 2.74e-05 9.41e-05 9.575e-05 2.67e-05 5.945e-05 7.19e-05 9.46e-05 3.15e-05 7.195e-05 1.55e-05 7.27e-05 5.97e-05 9.505e-05 7.195e-05 8.005e-05 3.155e-05 3.725e-05 3.185e-05 2.165e-05 5.795e-05 2.115e-05 5.13e-05 7.94e-05 7.835e-05 9.465e-05 4.285e-05 7.835e-05 5.925e-05 6.935e-05 4.365e-05 8.85e-05 3.75e-05 0.0001301 0.0001312 7.415e-05 9.6e-05 5.915e-05 9.515e-05 3.615e-05 4.39e-05 7.28e-05 5.485e-05 7.735e-05 4.19e-05 4.375e-05 8.925e-05 8.89e-05 3.105e-05 9.5e-05 4.77e-05 4.785e-05 7.635e-05 7.895e-05 5.83e-05 2.25e-05 7.295e-05 0.00013035 3.59e-05 4.295e-05 7.265e-05 7.26e-05 4.47e-05 1.54e-05 3.75e-05 9.595e-05 3.28e-05 2.14e-05 5.355e-05 2.125e-05 7.82e-05 0.0001036 1.395e-05 7.255e-05 7.825e-05 1.425e-05 0.00013125 4.42e-05
2 0.00012775 9.41e-05 0.0001615 0.00011655 0.0001061 0.0001157 9.285e-05 8.2e-05 9.315e-05 9.365e-05 9.36e-05 9.43e-05 0.00011595 8.245e-05 8.215e-05 0.0001012 9.32e-05 0.00012755 8.13e-05 0.0001002 8.11e-05 9.415e-05 0.0001203 9.51e-05 9.4e-05 8.21e-05 9.405e-05 9.4e-05 0.0001155 0.00010875 0.0001003 0.0001094 0.00012775 8.315e-05 8.315e-05 9.505e-05 0.0001168 0.00011555 8.255e-05 9.18e-05 0.00012825 8.215e-05 0.00011575 9.42e-05 9.37e-05 0.0001004 8.22e-05 0.00011025 9.42e-05 8.24e-05 0.0001088 0.00010905 9.73e-05 0.0001002 8.1e-05 0.00010715 8.22e-05 8.195e-05 8.205e-05 0.00012745 8.36e-05 8.315e-05 0.00010155 0.0001059 0.00012785 0.00011685 9.385e-05 0.0001123 8.13e-05 0.000112 9.395e-05 0.00012485 9.405e-05 9.4e-05 9.495e-05 0.00010505 8.345e-05 0.0001344
3 9.5e-05 9.575e-05 0.00011655 0.0001867 9.565e-05 0.0001158 9.57e-05 0.0001158 0.0001119 9.54e-05 9.465e-05 9.53e-05 0.0001159 0.00011625 9.56e-05 9.54e-05 0.00011195 9.49e-05 0.00011155 9.57e-05 0.0001371 9.545e-05 0.00011705 9.465e-05 9.485e-05 0.00011585 0.0001165 9.485e-05 0.00011545 0.00013335 0.00011705 9.43e-05 9.53e-05 9.445e-05 9.435e-05 9.515e-05 9.46e-05 0.00011535 0.00011635 0.00011685 9.42e-05 9.43e-05 0.00011085 9.51e-05 0.0001166 0.00011715 0.00011085 9.575e-05 0.00011215 0.0001162 0.00011135 0.00011175 9.365e-05 9.535e-05 0.00013755 9.595e-05 9.48e-05 9.44e-05 0.00011635 9.445e-05 9.59e-05 9.475e-05 0.00011715 9.58e-05 9.565e-05 9.42e-05 0.00011105 9.635e-05 0.0001325 9.6e-05 9.435e-05 9.53e-05 9.57e-05 9.485e-05 9.46e-05 9.595e-05 9.495e-05 9.475e-05
4 3.725e-05 2.67e-05 0.0001061 9.565e-05 5.4e-06 7.025e-05 7.29e-05 0.0001067 4.35e-05 7.305e-05 2.655e-05 7.395e-05 7.05e-05 0.00010715 8.47e-05 8.1e-05 4.355e-05 3.705e-05 5.495e-05 3.36e-05 8.085e-05 2.02e-05 5.155e-05 6.745e-05 6.76e-05 0.00010675 4.22e-05 6.76e-05 7.005e-05 8.04e-05 5.55e-05 8.81e-05 3.69e-05 0.00013165 0.0001324 7.38e-05 9.585e-05 6.985e-05 0.00010725 5.115e-05 3.14e-05 8.5e-05 6.565e-05 6.7e-05 4.205e-05 5.56e-05 0.0001013 8.795e-05 4.37e-05 0.0001071 5.82e-05 5.83e-05 7.64e-05 7.98e-05 8.13e-05 9e-06 8.515e-05 0.00013145 5.965e-05 3.09e-05 8.505e-05 8.545e-05 5.535e-05 1.495e-05 3.71e-05 9.58e-05 4.38e-05 2.245e-05 7.645e-05 2.21e-05 6.745e-05 0.0001027 2.665e-05 7.365e-05 6.74e-05 1.515e-05 0.00013195 4.39e-05
5 5.905e-05 5.945e-05 0.0001157 0.0001158 7.025e-05 0.0001146 0.00011665 0.0001156 5.88e-05 0.00011655 5.795e-05 0.0001169 5.775e-05 0.00011565 0.0001164 0.000117 5.885e-05 5.875e-05 5.805e-05 5.915e-05 5.755e-05 6.43e-05 5.975e-05 0.0001221 0.0001218 0.0001157 6.4e-05 0.0001218 5.77e-05 5.91e-05 5.91e-05 0.00011595 5.925e-05 0.0001735 0.0001738 0.00011675 0.00011625 5.755e-05 0.00011575 5.92e-05 6.35e-05 0.00011595 5.795e-05 0.00012175 6.445e-05 5.88e-05 0.00011525 0.00011675 5.94e-05 0.00011555 5.83e-05 5.87e-05 0.00011585 0.0001165 5.78e-05 6.52e-05 0.000116 0.00017355 5.83e-05 6.385e-05 0.0001167 0.00011645 5.93e-05 5.965e-05 5.965e-05 0.0001163 5.805e-05 6.02e-05 5.775e-05 5.985e-05 0.00012175 0.00011635 5.94e-05 0.0001167 0.00012135 5.98e-05 0.0001739 5.88e-05
6 9.43e-05 7.19e-05 9.285e-05 9.57e-05 7.29e-05 0.00011665 0.0001404 9.455e-05 8.83e-05 7.14e-05 7.265e-05 7.26e-05 0.0001169 9.5e-05 7.195e-05 7.965e-05 8.835e-05 9.405e-05 8.89e-05 7.835e-05 0.00011515 7.285e-05 0.00010805 7.4e-05 7.265e-05 9.46e-05 9.47e-05 7.265e-05 0.00011645 0.00012625 0.00010045 8.845e-05 9.43e-05 7.35e-05 7.39e-05 7.415e-05 9.6e-05 0.00011635 9.51e-05 9.445e-05 9.575e-05 7.26e-05 0.00011205 7.235e-05 9.345e-05 0.00010055 8.965e-05 8.875e-05 8.91e-05 9.495e-05 0.0001049 0.0001051 7.63e-05 7.795e-05 0.0001155 7.44e-05 7.275e-05 7.2e-05 9.42e-05 9.45e-05 7.36e-05 7.365e-05 0.0001019 7.22e-05 9.445e-05 9.595e-05 9.005e-05 7.805e-05 0.00011075 7.77e-05 7.25e-05 0.0001034 7.185e-05 7.21e-05 7.355e-05 7.075e-05 7.38e-05 0.000101
7 0.00012835 9.46e-05 8.2e-05 0.0001158 0.0001067 0.0001156 9.455e-05 0.0001601 9.295e-05 9.38e-05 9.415e-05 9.305e-05 0.00011585 8.055e-05 8.35e-05 0.0001 9.3e-05 0.00012815 8.105e-05 0.00010085 8.05e-05 9.48e-05 0.00012055 9.445e-05 9.27e-05 8.02e-05 9.405e-05 9.27e-05 0.0001154 0.0001081 0.00010035 0.0001083 0.00012835 8.175e-05 8.04e-05 9.385e-05 0.00011555 0.00011555 8.07e-05 9.175e-05 0.00012875 8.145e-05 0.00011545 9.455e-05 9.375e-05 0.00010045 8.17e-05 0.00011135 9.4e-05 8.05e-05 0.0001085 0.0001088 9.655e-05 0.0001013 8.055e-05 0.00010785 8.1e-05 8.215e-05 8.185e-05 0.00012795 8.455e-05 8.22e-05 0.00010155 0.0001066 0.0001285 0.00011615 9.355e-05 0.00011305 8.05e-05 0.0001127 9.32e-05 0.0001259 9.455e-05 9.325e-05 9.53e-05 0.00010575 8.315e-05 0.000135
8 5.42e-05 3.15e-05 9.315e-05 0.0001119 4.35e-05 5.88e-05 8.83e-05 9.295e-05 6.03e-05 8.835e-05 3.195e-05 8.865e-05 5.905e-05 9.34e-05 8.95e-05 9.58e-05 3.03e-05 5.39e-05 3.04e-05 3.785e-05 3.975e-05 3.775e-05 5.105e-05 9.565e-05 9.405e-05 9.305e-05 4.235e-05 9.405e-05 5.86e-05 5.125e-05 4.27e-05 0.00010455 5.425e-05 0.00014655 0.00014635 9.03e-05 0.00011215 5.86e-05 9.35e-05 3.68e-05 6.095e-05 8.84e-05 5.395e-05 9.445e-05 4.14e-05 4.28e-05 8.845e-05 0.00010625 3.145e-05 9.335e-05 4.68e-05 4.705e-05 9.25e-05 9.54e-05 3.995e-05 3.975e-05 8.845e-05 0.0001462 3.61e-05 5.965e-05 9.075e-05 8.945e-05 4.42e-05 3.22e-05 5.44e-05 0.0001122 3.185e-05 3.805e-05 3.505e-05 3.765e-05 9.4e-05 0.00012085 3.145e-05 8.825e-05 9.57e-05 3.07e-05 0.0001475 6.09e-05
9 9.45e-05 7.195e-05 9.365e-05 9.54e-05 7.305e-05 0.00011655 7.14e-05 9.38e-05 8.835e-05 0.0001402 7.245e-05 7.21e-05 0.0001168 9.425e-05 7.265e-05 7.9e-05 8.84e-05 9.43e-05 8.85e-05 7.805e-05 0.00011485 7.27e-05 0.0001082 7.375e-05 7.21e-05 9.385e-05 9.465e-05 7.21e-05 0.00011635 0.0001261 0.0001003 8.795e-05 9.44e-05 7.27e-05 7.27e-05 7.365e-05 9.545e-05 0.00011625 9.43e-05 9.425e-05 9.585e-05 7.2e-05 0.00011195 7.225e-05 9.34e-05 0.0001004 8.935e-05 8.935e-05 8.915e-05 9.42e-05 0.0001048 0.000105 7.605e-05 7.825e-05 0.0001152 7.46e-05 7.185e-05 7.245e-05 9.395e-05 9.46e-05 7.405e-05 7.32e-05 0.00010185 7.255e-05 9.445e-05 9.565e-05 8.995e-05 7.82e-05 0.00011045 7.785e-05 7.22e-05 0.000104 7.19e-05 7.195e-05 7.345e-05 7.045e-05 7.4e-05 0.0001012
