 slim_761943180 slim_761943197 slim_761943194 slim_761943174 slim_761943184 slim_761943195 slim_761943169 slim_761943181 slim_761943173 slim_761943175 slim_761943187 slim_761943179 slim_761943165 slim_761943196 slim_761943183 slim_761943178 slim_761943166 slim_761943168 slim_761943172 slim_761943189 slim_761943193 slim_761943176 slim_761943191 slim_761943190 slim_761943171 slim_761943192 slim_761943170 slim_761943164 slim_761943177 slim_761943167 slim_761943188 slim_761943186 slim_761943185 slim_761943182
10 3.26e-05 3.96e-05 5.505e-05 3.905e-05 4.8e-05 3.21e-05 4.31e-05 3.91e-05 5.25e-05 5.31e-05 5.09e-05 4.95e-05 3.91e-05 6.65e-05 3.25e-05 3.205e-05 5.995e-05 4.145e-05 5.235e-05 5.5e-05 5.21e-05 4.605e-05 3.905e-05 4.555e-05 4.595e-05 5.25e-05 2.605e-05 4.555e-05 4.245e-05 5.48e-05 4.555e-05 3.25e-05 3.215e-05 4.805e-05
11 5.37e-05 3.345e-05 5.1e-05 2.52e-05 5.455e-05 4.545e-05 2.045e-05 4.195e-05 1e-05 5.665e-05 4.95e-05 1.97e-05 3.465e-05 3.645e-05 5.36e-05 4.555e-05 4.22e-05 5.86e-05 1.005e-05 5.095e-05 5.115e-05 2.16e-05 2.51e-05 1.335e-05 2.17e-05 1e-05 7.39e-05 1.355e-05 1.34e-05 5.095e-05 1.345e-05 5.36e-05 4.55e-05 5.44e-05
12 3.845e-05 3.13e-05 4.87e-05 3.2e-05 4.96e-05 3.915e-05 3.785e-05 3.83e-05 3.105e-05 5.655e-05 3.91e-05 3.465e-05 6.18e-05 5.67e-05 3.835e-05 3.925e-05 5.955e-05 4.955e-05 3.11e-05 4.865e-05 5.255e-05 3.105e-05 3.19e-05 3.175e-05 3.115e-05 3.105e-05 4.56e-05 3.195e-05 3.545e-05 4.865e-05 3.185e-05 3.835e-05 3.92e-05 4.94e-05
13 6.605e-05 5.06e-05 5.81e-05 4.685e-05 6.145e-05 6.245e-05 4.675e-05 5.915e-05 3.65e-05 5.645e-05 6.65e-05 3.645e-05 5.67e-05 7.21e-05 6.595e-05 6.255e-05 4.645e-05 6.55e-05 3.635e-05 5.805e-05 5.805e-05 4.345e-05 4.675e-05 3.985e-05 4.335e-05 3.65e-05 8.16e-05 3.985e-05 3.965e-05 5.78e-05 3.995e-05 6.595e-05 6.25e-05 6.11e-05
14 2.425e-05 2.435e-05 4.955e-05 3.9e-05 5.02e-05 3.9e-05 5.425e-05 3.84e-05 5.24e-05 5.65e-05 3.25e-05 5.36e-05 3.835e-05 6.595e-05 4.83e-05 3.91e-05 7.105e-05 4.37e-05 5.225e-05 4.95e-05 5.08e-05 3.83e-05 3.89e-05 5.305e-05 3.82e-05 5.24e-05 2.445e-05 5.305e-05 5.41e-05 4.925e-05 5.315e-05 2.415e-05 3.905e-05 4.99e-05
15 3.92e-05 4.62e-05 5.51e-05 3.92e-05 4.805e-05 3.225e-05 3.915e-05 3.925e-05 4.62e-05 5.56e-05 3.205e-05 4.555e-05 3.925e-05 6.255e-05 3.91e-05 6.41e-05 5.6e-05 4.795e-05 4.605e-05 5.505e-05 5.45e-05 4.62e-05 3.92e-05 3.925e-05 4.61e-05 4.62e-05 3.255e-05 3.925e-05 3.85e-05 5.485e-05 3.925e-05 3.91e-05 3.23e-05 4.81e-05
16 7.115e-05 6.965e-05 6.295e-05 5.435e-05 5.925e-05 5.59e-05 3.795e-05 5.965e-05 4.645e-05 5.515e-05 5.995e-05 4.22e-05 5.955e-05 4.645e-05 7.105e-05 5.6e-05 7.54e-05 6.33e-05 4.63e-05 6.29e-05 5.87e-05 5.8e-05 5.425e-05 4.275e-05 5.79e-05 4.645e-05 7.295e-05 4.275e-05 3.84e-05 6.27e-05 4.285e-05 7.105e-05 5.595e-05 5.91e-05
17 4.38e-05 4.53e-05 4.95e-05 4.94e-05 4.715e-05 4.8e-05 5.65e-05 5.025e-05 5.805e-05 5.705e-05 4.145e-05 5.86e-05 4.955e-05 6.55e-05 4.37e-05 4.795e-05 6.33e-05 8.14e-05 5.79e-05 4.94e-05 5.015e-05 5.165e-05 4.94e-05 5.585e-05 5.155e-05 5.805e-05 4.215e-05 5.585e-05 5.63e-05 4.935e-05 5.585e-05 4.37e-05 4.805e-05 4.73e-05
18 5.235e-05 2.85e-05 4.395e-05 2.21e-05 5.15e-05 4.595e-05 2.46e-05 3.845e-05 3.5e-07 6.245e-05 5.235e-05 1.005e-05 3.11e-05 3.635e-05 5.225e-05 4.605e-05 4.63e-05 5.79e-05 0.0 4.39e-05 5.35e-05 1.45e-05 2.2e-05 8.1e-06 1.42e-05 3.5e-07 7.58e-05 7.8e-06 1.75e-05 4.37e-05 8.2e-06 5.225e-05 4.6e-05 5.13e-05
19 4.96e-05 4.425e-05 4.38e-05 4.955e-05 4.935e-05 5.495e-05 5.61e-05 4.94e-05 4.385e-05 6.29e-05 5.5e-05 5.095e-05 4.865e-05 5.805e-05 4.95e-05 5.505e-05 6.29e-05 4.94e-05 4.39e-05 8.74e-05 5.12e-05 4.39e-05 4.945e-05 4.925e-05 4.4e-05 4.385e-05 5.445e-05 4.945e-05 5.645e-05 4.385e-05 4.935e-05 4.95e-05 5.5e-05 4.93e-05
20 5.09e-05 4.915e-05 5.125e-05 5.26e-05 5.245e-05 5.44e-05 5.17e-05 5.325e-05 5.365e-05 5.7e-05 5.21e-05 5.115e-05 5.255e-05 5.805e-05 5.08e-05 5.45e-05 5.87e-05 5.015e-05 5.35e-05 5.12e-05 9.68e-05 5.135e-05 5.25e-05 5.485e-05 5.125e-05 5.365e-05 5.25e-05 5.485e-05 5.23e-05 5.1e-05 5.495e-05 5.08e-05 5.445e-05 5.22e-05
21 3.84e-05 1.45e-05 4.395e-05 2.21e-05 5.17e-05 4.61e-05 3.635e-05 3.84e-05 1.445e-05 6.02e-05 4.605e-05 2.16e-05 3.105e-05 4.345e-05 3.83e-05 4.62e-05 5.8e-05 5.165e-05 1.45e-05 4.39e-05 5.135e-05 2.86e-05 2.2e-05 2.2e-05 1.44e-05 1.445e-05 6.21e-05 2.22e-05 2.92e-05 4.385e-05 2.21e-05 3.83e-05 4.615e-05 5.135e-05
22 3.9e-05 2.195e-05 4.95e-05 2.2e-05 4.945e-05 3.905e-05 3.26e-05 3.92e-05 2.215e-05 5.665e-05 3.905e-05 2.51e-05 3.19e-05 4.675e-05 3.89e-05 3.92e-05 5.425e-05 4.94e-05 2.2e-05 4.945e-05 5.25e-05 2.2e-05 4.36e-05 2.205e-05 2.19e-05 2.215e-05 5.61e-05 2.205e-05 2.485e-05 4.92e-05 2.22e-05 3.89e-05 3.91e-05 4.92e-05
23 5.315e-05 3.62e-05 4.93e-05 2.22e-05 4.945e-05 3.91e-05 2.105e-05 3.905e-05 8.05e-06 5.91e-05 4.555e-05 1.335e-05 3.175e-05 3.985e-05 5.305e-05 3.925e-05 4.275e-05 5.585e-05 8.1e-06 4.925e-05 5.485e-05 2.2e-05 2.205e-05 1.58e-05 2.21e-05 8.05e-06 7e-05 8.15e-06 1.335e-05 4.925e-05 8.1e-06 5.305e-05 3.91e-05 4.935e-05
24 3.83e-05 1.44e-05 4.405e-05 2.2e-05 5.16e-05 4.6e-05 3.625e-05 3.85e-05 1.445e-05 6.01e-05 4.595e-05 2.17e-05 3.115e-05 4.335e-05 3.82e-05 4.61e-05 5.79e-05 5.155e-05 1.42e-05 4.4e-05 5.125e-05 1.44e-05 2.19e-05 2.21e-05 2.84e-05 1.445e-05 6.2e-05 2.195e-05 2.91e-05 4.375e-05 2.22e-05 3.82e-05 4.605e-05 5.125e-05
25 5.25e-05 2.865e-05 4.39e-05 2.225e-05 5.165e-05 4.61e-05 2.475e-05 3.84e-05 4e-07 6.26e-05 5.25e-05 1e-05 3.105e-05 3.65e-05 5.24e-05 4.62e-05 4.645e-05 5.805e-05 3.5e-07 4.385e-05 5.365e-05 1.445e-05 2.215e-05 8.05e-06 1.445e-05 7e-07 7.595e-05 8.1e-06 1.765e-05 4.385e-05 8.15e-06 5.24e-05 4.615e-05 5.145e-05
26 2.45e-05 4.83e-05 5.45e-05 5.62e-05 4.855e-05 3.24e-05 6.095e-05 3.84e-05 7.595e-05 5.57e-05 2.605e-05 7.39e-05 4.56e-05 8.16e-05 2.445e-05 3.255e-05 7.295e-05 4.215e-05 7.58e-05 5.445e-05 5.25e-05 6.21e-05 5.61e-05 7e-05 6.2e-05 7.595e-05 1.4e-06 7e-05 6.785e-05 5.425e-05 7.01e-05 2.445e-05 3.245e-05 4.845e-05
27 5.315e-05 3.62e-05 4.95e-05 2.22e-05 4.945e-05 3.91e-05 2.105e-05 3.925e-05 8.1e-06 5.91e-05 4.555e-05 1.355e-05 3.195e-05 3.985e-05 5.305e-05 3.925e-05 4.275e-05 5.585e-05 7.8e-06 4.945e-05 5.485e-05 2.22e-05 2.205e-05 8.15e-06 2.195e-05 8.1e-06 7e-05 1.56e-05 1.335e-05 4.925e-05 8.3e-06 5.305e-05 3.915e-05 4.935e-05
28 5.42e-05 4.085e-05 5.65e-05 2.5e-05 5.225e-05 3.835e-05 1.67e-05 4.27e-05 1.765e-05 5.305e-05 4.245e-05 1.34e-05 3.545e-05 3.965e-05 5.41e-05 3.85e-05 3.84e-05 5.63e-05 1.75e-05 5.645e-05 5.23e-05 2.92e-05 2.485e-05 1.335e-05 2.91e-05 1.765e-05 6.785e-05 1.335e-05 1.78e-05 5.62e-05 1.35e-05 5.41e-05 3.84e-05 5.215e-05
29 4.935e-05 4.4e-05 4.39e-05 4.93e-05 4.93e-05 5.475e-05 5.59e-05 4.94e-05 4.385e-05 6.27e-05 5.48e-05 5.095e-05 4.865e-05 5.78e-05 4.925e-05 5.485e-05 6.27e-05 4.935e-05 4.37e-05 4.385e-05 5.1e-05 4.385e-05 4.92e-05 4.925e-05 4.375e-05 4.385e-05 5.425e-05 4.925e-05 5.62e-05 8.7e-05 4.935e-05 4.925e-05 5.48e-05 4.905e-05
30 5.325e-05 3.615e-05 4.94e-05 2.21e-05 4.935e-05 3.925e-05 2.115e-05 3.915e-05 8.15e-06 5.92e-05 4.555e-05 1.345e-05 3.185e-05 3.995e-05 5.315e-05 3.925e-05 4.285e-05 5.585e-05 8.2e-06 4.935e-05 5.495e-05 2.21e-05 2.22e-05 8.1e-06 2.22e-05 8.15e-06 7.01e-05 8.3e-06 1.35e-05 4.935e-05 1.6e-05 5.315e-05 3.93e-05 4.945e-05
31 2.425e-05 2.435e-05 4.955e-05 3.9e-05 5.02e-05 3.9e-05 5.425e-05 3.84e-05 5.24e-05 5.65e-05 3.25e-05 5.36e-05 3.835e-05 6.595e-05 2.415e-05 3.91e-05 7.105e-05 4.37e-05 5.225e-05 4.95e-05 5.08e-05 3.83e-05 3.89e-05 5.305e-05 3.82e-05 5.24e-05 2.445e-05 5.305e-05 5.41e-05 4.925e-05 5.315e-05 4.83e-05 3.905e-05 4.99e-05
32 3.905e-05 4.62e-05 5.505e-05 3.925e-05 4.81e-05 3.205e-05 3.91e-05 3.91e-05 4.615e-05 5.555e-05 3.215e-05 4.55e-05 3.92e-05 6.25e-05 3.905e-05 3.23e-05 5.595e-05 4.805e-05 4.6e-05 5.5e-05 5.445e-05 4.615e-05 3.91e-05 3.91e-05 4.605e-05 4.615e-05 3.245e-05 3.915e-05 3.84e-05 5.48e-05 3.93e-05 3.905e-05 6.4e-05 4.805e-05
33 5e-05 5.145e-05 4.935e-05 4.93e-05 4.725e-05 4.8e-05 5.235e-05 5.015e-05 5.145e-05 5.925e-05 4.805e-05 5.44e-05 4.94e-05 6.11e-05 4.99e-05 4.81e-05 5.91e-05 4.73e-05 5.13e-05 4.93e-05 5.22e-05 5.135e-05 4.92e-05 4.935e-05 5.125e-05 5.145e-05 4.845e-05 4.935e-05 5.215e-05 4.905e-05 4.945e-05 4.99e-05 4.805e-05 9.36e-05
