 slim_762411940 slim_762411927 slim_762411899 slim_762411942 slim_762411906 slim_762411931 slim_762411932 slim_762411945 slim_762411941 slim_762411915 slim_762411922 slim_762411902 slim_762411905 slim_762411946 slim_762411947 slim_762411939 slim_762411917 slim_762411898 slim_762411918 slim_762411929 slim_762411901 slim_762411924 slim_762411937 slim_762411914 slim_762411909 slim_762411938 slim_762411921 slim_762411912 slim_762411896 slim_762411919 slim_762411903 slim_762411894 slim_762411933 slim_762411913 slim_762411935 slim_762411893 slim_762411892 slim_762411943 slim_762411944 slim_762411923 slim_762411900 slim_762411936 slim_762411920 slim_762411897 slim_762411911 slim_762411910 slim_762411928 slim_762411926 slim_762411907 slim_762411895 slim_762411934 slim_762411908 slim_762411930 slim_762411916 slim_762411925 slim_762411904
0 2e-06 1.95e-06 2.3e-06 1.95e-06 1.5e-06 2.15e-06 2.2e-06 2.15e-06 1.35e-06 2.35e-06 2.45e-06 2.55e-06 1.55e-06 1.75e-06 1.95e-06 1.8e-06 1.45e-06 2.5e-06 1.8e-06 2.15e-06 2.05e-06 1.5e-06 2.15e-06 1.95e-06 1.15e-06 2.15e-06 2.05e-06 1.05e-06 1.3e-06 1.95e-06 1.85e-06 1.75e-06 1.95e-06 1.6e-06 1.65e-06 1.85e-06 2.15e-06 1.45e-06 2.2e-06 2.2e-06 1.8e-06 2.1e-06 1.5e-06 2.15e-06 2.3e-06 1.85e-06 1.35e-06 2.25e-06 2.05e-06 1.65e-06 2.05e-06 1.75e-06 1.9e-06 2.5e-06 1.8e-06 2.3e-06
1 1.95e-06 2.3e-06 1.8e-06 1.5e-06 1.55e-06 2.15e-06 1.8e-06 1.7e-06 2.5e-06 1.5e-06 1.3e-06 1.5e-06 1.9e-06 2.05e-06 1.25e-06 2.15e-06 2.4e-06 1.35e-06 2.2e-06 1.8e-06 1.25e-06 2.25e-06 1.6e-06 2e-06 1.9e-06 1.9e-06 1.95e-06 2.45e-06 1.3e-06 2.15e-06 1.85e-06 2e-06 1.55e-06 1.55e-06 1.8e-06 1.85e-06 1.45e-06 1.65e-06 1.6e-06 1.45e-06 2.05e-06 1.85e-06 2.25e-06 1.65e-06 1.7e-06 1.65e-06 2.05e-06 1.6e-06 1.35e-06 2.25e-06 1.6e-06 2.3e-06 1.7e-06 1.55e-06 2.05e-06 1.7e-06
2 2.3e-06 1.8e-06 3e-06 1.85e-06 1.85e-06 1.9e-06 2.05e-06 1.95e-06 2.55e-06 1.85e-06 1.5e-06 1.8e-06 2.2e-06 2.25e-06 1.8e-06 1.9e-06 2.1e-06 1.55e-06 1.6e-06 1.85e-06 1.9e-06 2.1e-06 1.9e-06 2.05e-06 2.35e-06 2.05e-06 2e-06 2.6e-06 1.9e-06 1.95e-06 2.2e-06 1.7e-06 1.65e-06 1.95e-06 1.75e-06 2.2e-06 1.75e-06 2e-06 2e-06 1.6e-06 2.3e-06 2.1e-06 2.25e-06 1.9e-06 1.95e-06 2.1e-06 2.15e-06 1.75e-06 1.75e-06 2.35e-06 1.8e-06 2e-06 2.05e-06 1.9e-06 1.7e-06 2.1e-06
3 1.95e-06 1.5e-06 1.85e-06 2.4e-06 1.85e-06 2.25e-06 1.8e-06 1.8e-06 2.45e-06 1.7e-06 1.35e-06 1.55e-06 2e-06 1.95e-06 1.4e-06 2.25e-06 2.3e-06 1.4e-06 2.25e-06 1.95e-06 1.6e-06 2.2e-06 1.75e-06 2.05e-06 2e-06 2e-06 2.05e-06 2.2e-06 1.7e-06 2.1e-06 1.85e-06 2.1e-06 1.65e-06 1.85e-06 2.05e-06 1.85e-06 1.65e-06 1.45e-06 1.8e-06 1.6e-06 2e-06 1.95e-06 2.2e-06 1.75e-06 1.9e-06 1.95e-06 2e-06 1.65e-06 1.6e-06 2.2e-06 1.75e-06 2.2e-06 2e-06 1.75e-06 2.15e-06 1.9e-06
4 1.5e-06 1.55e-06 1.85e-06 1.85e-06 8e-07 1.6e-06 2.1e-06 2.1e-06 2.1e-06 2e-06 2e-06 2.3e-06 1.05e-06 1.85e-06 1.55e-06 1.5e-06 1.7e-06 2.05e-06 1.15e-06 1.6e-06 1.65e-06 1.6e-06 1.8e-06 1.5e-06 1.45e-06 1.85e-06 1.85e-06 2.1e-06 5.5e-07 1.55e-06 2.35e-06 8.5e-07 1.05e-06 1.05e-06 8e-07 2.35e-06 1.5e-06 1.4e-06 2.15e-06 1.4e-06 2.2e-06 2.05e-06 1.75e-06 2.1e-06 1.85e-06 1.35e-06 1.25e-06 1.65e-06 1.4e-06 1.85e-06 1.3e-06 1.45e-06 1.2e-06 2.2e-06 9e-07 2.25e-06
5 2.15e-06 2.15e-06 1.9e-06 2.25e-06 1.6e-06 2.2e-06 2e-06 2.15e-06 2.5e-06 2.05e-06 2.2e-06 2.25e-06 1.7e-06 2e-06 2.15e-06 1.55e-06 1.9e-06 2.25e-06 1.15e-06 1.9e-06 2.25e-06 1.9e-06 2.2e-06 1.7e-06 2.2e-06 2e-06 2.2e-06 2.5e-06 1.7e-06 1.35e-06 2.6e-06 1.3e-06 1.7e-06 1.55e-06 1.4e-06 2.6e-06 2.05e-06 1.9e-06 2.25e-06 1.75e-06 2.45e-06 2e-06 1.9e-06 2.2e-06 1.85e-06 1.5e-06 1.95e-06 2.05e-06 2.15e-06 2e-06 1.85e-06 1.35e-06 1.45e-06 1.85e-06 1.4e-06 2.35e-06
6 2.2e-06 1.8e-06 2.05e-06 1.8e-06 2.1e-06 2e-06 3.1e-06 1.85e-06 2.65e-06 1.8e-06 1.7e-06 1.75e-06 2.05e-06 1.95e-06 1.85e-06 2.2e-06 2.4e-06 1.75e-06 2.3e-06 2.2e-06 1.9e-06 2.4e-06 2e-06 2.1e-06 2.25e-06 2.05e-06 2.35e-06 2.35e-06 2.05e-06 2e-06 2.05e-06 2.2e-06 1.9e-06 1.95e-06 2.25e-06 2.05e-06 1.85e-06 1.85e-06 1.85e-06 1.9e-06 2.2e-06 1.9e-06 2.2e-06 1.85e-06 1.95e-06 1.85e-06 2.15e-06 1.95e-06 1.95e-06 2.2e-06 1.95e-06 2.1e-06 1.9e-06 1.6e-06 2.25e-06 1.95e-06
7 2.15e-06 1.7e-06 1.95e-06 1.8e-06 2.1e-06 2.15e-06 1.85e-06 2.2e-06 2.35e-06 1.65e-06 1.35e-06 1.5e-06 2.3e-06 1.65e-06 1.7e-06 1.8e-06 2.35e-06 1.4e-06 2.45e-06 2.25e-06 1.8e-06 2.4e-06 1.5e-06 2.25e-06 2.15e-06 1.35e-06 2e-06 2.1e-06 2.1e-06 2.15e-06 1.8e-06 2.25e-06 1.7e-06 1.9e-06 2.35e-06 1.8e-06 1.7e-06 1.7e-06 1.25e-06 1.7e-06 2e-06 1.3e-06 2e-06 1.2e-06 1.8e-06 1.95e-06 2e-06 1.55e-06 1.8e-06 2e-06 1.85e-06 2.4e-06 2e-06 1.55e-06 2.3e-06 1.35e-06
8 1.35e-06 2.5e-06 2.55e-06 2.45e-06 2.1e-06 2.5e-06 2.65e-06 2.35e-06 1.6e-06 2.8e-06 2.75e-06 2.95e-06 2.2e-06 2.05e-06 2.5e-06 1.95e-06 1.45e-06 2.8e-06 2e-06 2.45e-06 2.6e-06 1.5e-06 2.5e-06 2.5e-06 1.45e-06 2.35e-06 1.75e-06 8.5e-07 2.05e-06 2.4e-06 1.9e-06 2.05e-06 2.35e-06 2.3e-06 2.05e-06 1.9e-06 2.55e-06 1.9e-06 2.4e-06 2.6e-06 1.95e-06 2.35e-06 1.7e-06 2.35e-06 2.85e-06 2.55e-06 1.5e-06 2.6e-06 2.55e-06 1.85e-06 2.55e-06 2.1e-06 2.55e-06 2.95e-06 2.15e-06 2.5e-06
9 2.35e-06 1.5e-06 1.85e-06 1.7e-06 2e-06 2.05e-06 1.8e-06 1.65e-06 2.8e-06 2.4e-06 1.35e-06 1.55e-06 2.2e-06 1.95e-06 1.6e-06 2.1e-06 2.55e-06 1.4e-06 2.25e-06 2.05e-06 1.6e-06 2.45e-06 1.75e-06 1.7e-06 2.35e-06 1.85e-06 2.15e-06 2.7e-06 1.9e-06 2.05e-06 2e-06 2.15e-06 1.7e-06 1.7e-06 2.15e-06 2e-06 1.6e-06 1.75e-06 1.55e-06 1.6e-06 2.2e-06 1.8e-06 2.2e-06 1.6e-06 1.55e-06 1.85e-06 2.3e-06 1.65e-06 1.7e-06 2.2e-06 1.75e-06 2.3e-06 1.9e-06 1.45e-06 2.2e-06 1.65e-06
