 slim_762355477 slim_762355491 slim_762355501 slim_762355512 slim_762355464 slim_762355481 slim_762355471 slim_762355488 slim_762355514 slim_762355495 slim_762355519 slim_762355496 slim_762355500 slim_762355518 slim_762355466 slim_762355463 slim_762355490 slim_762355498 slim_762355510 slim_762355485 slim_762355503 slim_762355468 slim_762355494 slim_762355467 slim_762355478 slim_762355507 slim_762355509 slim_762355482 slim_762355484 slim_762355473 slim_762355486 slim_762355483 slim_762355475 slim_762355472 slim_762355504 slim_762355492 slim_762355506 slim_762355513 slim_762355474 slim_762355469 slim_762355479 slim_762355476 slim_762355499 slim_762355489 slim_762355470 slim_762355505 slim_762355493 slim_762355480 slim_762355516 slim_762355517 slim_762355497 slim_762355511 slim_762355515 slim_762355465 slim_762355508 slim_762355502 slim_762355487
0 2.2e-06 1.75e-06 2.25e-06 1.75e-06 1.3e-06 1.8e-06 2.1e-06 1.45e-06 1.75e-06 2.05e-06 1.55e-06 1.55e-06 2.1e-06 1.55e-06 1.6e-06 1.5e-06 2.2e-06 1.4e-06 1.2e-06 1.25e-06 1.65e-06 1.75e-06 1.65e-06 1.4e-06 1.75e-06 1.9e-06 1.75e-06 1.45e-06 2.05e-06 1.7e-06 1.3e-06 1.5e-06 1.85e-06 2.05e-06 1.75e-06 1.75e-06 1.75e-06 2e-06 1.95e-06 1.7e-06 1.7e-06 1.6e-06 1.75e-06 1.85e-06 2.2e-06 1.85e-06 1.65e-06 1.75e-06 1.2e-06 1.3e-06 1.25e-06 1.7e-06 1.65e-06 1.8e-06 1.35e-06 1.2e-06 1.7e-06
1 1.75e-06 1.2e-06 1.65e-06 1.45e-06 1.25e-06 1.95e-06 1.5e-06 1.55e-06 1.95e-06 2.05e-06 1.65e-06 2.1e-06 1.5e-06 1.2e-06 1.35e-06 1.95e-06 2.15e-06 2.15e-06 1.75e-06 2.05e-06 1.8e-06 1.5e-06 1.15e-06 2e-06 1.3e-06 8.5e-07 1.25e-06 1.85e-06 2e-06 1.85e-06 1.45e-06 1.95e-06 1.7e-06 2.35e-06 2.1e-06 8.5e-07 1.95e-06 2.3e-06 2.1e-06 1.25e-06 2.25e-06 1.8e-06 1.55e-06 6e-07 2.2e-06 1.9e-06 1.35e-06 1.55e-06 1.85e-06 1.75e-06 1.8e-06 1.4e-06 1.95e-06 1.3e-06 1.8e-06 1.75e-06 2.05e-06
2 2.25e-06 1.65e-06 2e-06 1.9e-06 2.1e-06 1.95e-06 1.8e-06 1.9e-06 2.15e-06 1.75e-06 1.8e-06 2.2e-06 1.7e-06 1.8e-06 1.9e-06 2.25e-06 1.8e-06 2.5e-06 2.3e-06 2.55e-06 2.05e-06 1.6e-06 1.85e-06 2.4e-06 2e-06 1.15e-06 1.85e-06 2.2e-06 2e-06 2.1e-06 1.95e-06 2.35e-06 1.7e-06 2.05e-06 2e-06 1.4e-06 2.05e-06 2.3e-06 2.05e-06 1.7e-06 2.35e-06 2.1e-06 1.75e-06 1.4e-06 2.1e-06 1.85e-06 1.5e-06 1.75e-06 2.35e-06 2.15e-06 2.25e-06 1.55e-06 2e-06 1.9e-06 2.35e-06 2.2e-06 2.05e-06
3 1.75e-06 1.45e-06 1.9e-06 2e-06 1.35e-06 1.2e-06 1.65e-06 1.5e-06 1.7e-06 2e-06 1.5e-06 1.35e-06 1.5e-06 1.65e-06 1.75e-06 1.7e-06 1.5e-06 1.9e-06 1.75e-06 1.85e-06 1.6e-06 1.85e-06 1.3e-06 1.85e-06 1.95e-06 1.7e-06 1.85e-06 1.7e-06 1.9e-06 1.65e-06 1.45e-06 1.9e-06 1.25e-06 1.05e-06 1.2e-06 1.45e-06 1.5e-06 1.6e-06 1.3e-06 1.7e-06 1.5e-06 1.65e-06 1.95e-06 1.4e-06 1.6e-06 1.4e-06 1.75e-06 1.95e-06 1.85e-06 1.8e-06 1.7e-06 1.8e-06 1.3e-06 1.9e-06 1.9e-06 1.65e-06 1.75e-06
4 1.3e-06 1.25e-06 2.1e-06 1.35e-06 1.5e-06 1.8e-06 1.95e-06 1.3e-06 1.8e-06 2.25e-06 1.85e-06 1.35e-06 1.8e-06 1.15e-06 1.2e-06 1.25e-06 2.1e-06 1.2e-06 1.25e-06 9e-07 1.7e-06 1.75e-06 1.3e-06 1.35e-06 1.45e-06 1.55e-06 1.75e-06 1.8e-06 1.95e-06 1.75e-06 1.25e-06 1.45e-06 1.7e-06 2e-06 1.65e-06 1.25e-06 1.6e-06 2.05e-06 1.85e-06 1.6e-06 1.5e-06 1.75e-06 1.45e-06 1.25e-06 2.1e-06 1.7e-06 1.65e-06 1.45e-06 1.4e-06 1.8e-06 1.2e-06 1.7e-06 1.75e-06 1.8e-06 1.4e-06 1.15e-06 2.05e-06
5 1.8e-06 1.95e-06 1.95e-06 1.2e-06 1.8e-06 1.3e-06 1.6e-06 1.5e-06 1.65e-06 1.95e-06 1.4e-06 1.25e-06 1.6e-06 2.05e-06 2.05e-06 1.7e-06 1.25e-06 2e-06 1.85e-06 2e-06 1.55e-06 2.1e-06 1.3e-06 2.05e-06 2.25e-06 2.05e-06 2.1e-06 1.7e-06 1.95e-06 1.6e-06 1.65e-06 2.2e-06 1e-06 7e-07 8.5e-07 1.95e-06 1.15e-06 1.55e-06 9.5e-07 2.05e-06 1.4e-06 1.4e-06 2.25e-06 2e-06 1.35e-06 1.15e-06 2e-06 2.25e-06 1.9e-06 1.9e-06 1.9e-06 2.05e-06 1.25e-06 2.15e-06 2.1e-06 1.85e-06 1.55e-06
6 2.1e-06 1.5e-06 1.8e-06 1.65e-06 1.95e-06 1.6e-06 2.7e-06 1.9e-06 2.15e-06 2.15e-06 1.75e-06 1.95e-06 1.4e-06 1.85e-06 1.9e-06 2.2e-06 1.9e-06 2.4e-06 2.15e-06 2.4e-06 2e-06 2e-06 1.65e-06 2.4e-06 1.95e-06 1.5e-06 1.85e-06 2e-06 2.1e-06 2.05e-06 1.9e-06 2.45e-06 1.65e-06 1.7e-06 1.75e-06 1.65e-06 1.9e-06 1.85e-06 1.8e-06 1.85e-06 2.1e-06 2e-06 2.1e-06 1.5e-06 1.75e-06 1.8e-06 1.85e-06 2.1e-06 2.2e-06 2.15e-06 2.2e-06 1.9e-06 1.85e-06 1.9e-06 2.3e-06 2.15e-06 2.05e-06
7 1.45e-06 1.55e-06 1.9e-06 1.5e-06 1.3e-06 1.5e-06 1.9e-06 1.4e-06 1.6e-06 1.95e-06 1.5e-06 1.6e-06 1.8e-06 1.5e-06 1.6e-06 1.3e-06 1.8e-06 1.7e-06 1.4e-06 1.55e-06 1.45e-06 1.6e-06 1.3e-06 1.55e-06 1.8e-06 1.6e-06 1.7e-06 1.7e-06 2.1e-06 1.5e-06 1.2e-06 1.55e-06 1.2e-06 1.85e-06 1.4e-06 1.45e-06 1.35e-06 1.85e-06 1.45e-06 1.55e-06 1.75e-06 1.4e-06 1.7e-06 1.55e-06 1.85e-06 1.35e-06 1.45e-06 1.7e-06 1.55e-06 1.5e-06 1.35e-06 1.5e-06 1.5e-06 1.75e-06 1.55e-06 1.3e-06 1.75e-06
8 1.75e-06 1.95e-06 2.15e-06 1.7e-06 1.8e-06 1.65e-06 2.15e-06 1.6e-06 2.2e-06 1.9e-06 1.6e-06 1.9e-06 2.05e-06 2e-06 2.1e-06 2e-06 1.8e-06 2e-06 1.65e-06 2.15e-06 1.1e-06 1.6e-06 1.65e-06 1.65e-06 2.2e-06 2e-06 1.8e-06 1.6e-06 1.9e-06 1.15e-06 1.3e-06 1.7e-06 1.65e-06 1.85e-06 1.75e-06 1.85e-06 1.4e-06 1.75e-06 1.8e-06 1.55e-06 2.05e-06 1.35e-06 2.1e-06 1.95e-06 1.55e-06 1.8e-06 1.6e-06 2.2e-06 1.85e-06 1.3e-06 1.6e-06 1.65e-06 1.45e-06 1.75e-06 1.8e-06 1.55e-06 1.65e-06
9 2.05e-06 2.05e-06 1.75e-06 2e-06 2.25e-06 1.95e-06 2.15e-06 1.95e-06 1.9e-06 2.7e-06 1.6e-06 2.3e-06 2.15e-06 2.25e-06 2.4e-06 2.4e-06 1.8e-06 2.65e-06 2.05e-06 2.7e-06 1.9e-06 1.85e-06 1.95e-06 2.15e-06 2.3e-06 2.1e-06 1.7e-06 2e-06 2.3e-06 1.95e-06 1.8e-06 2.1e-06 1.85e-06 2.1e-06 2.1e-06 2.05e-06 2.2e-06 2.05e-06 2.15e-06 1.8e-06 2.45e-06 1.75e-06 2.3e-06 2.05e-06 2.1e-06 2e-06 1.85e-06 2.4e-06 2.15e-06 1.55e-06 2.1e-06 1.9e-06 1.8e-06 1.9e-06 1.85e-06 2.05e-06 1.7e-06
