 slim_762518443 slim_762518428 slim_762518441 slim_762518436 slim_762518442 slim_762518450 slim_762518449 slim_762518452 slim_762518433 slim_762518432 slim_762518418 slim_762518427 slim_762518415 slim_762518420 slim_762518429 slim_762518448 slim_762518430 slim_762518445 slim_762518416 slim_762518453 slim_762518438 slim_762518451 slim_762518446 slim_762518424 slim_762518423 slim_762518426 slim_762518421 slim_762518440 slim_762518434 slim_762518422 slim_762518425 slim_762518435 slim_762518431 slim_762518437 slim_762518419 slim_762518447 slim_762518439 slim_762518444 slim_762518417
0 6e-07 1.95e-06 2.45e-06 1.75e-06 2.05e-06 1.6e-06 1.9e-06 2.5e-06 2.05e-06 2.5e-06 1.25e-06 1.55e-06 2.1e-06 2.55e-06 2e-06 1.8e-06 2.9e-06 1.45e-06 1.05e-06 1.9e-06 2.7e-06 2.15e-06 1.7e-06 1.6e-06 3.5e-07 2.6e-06 2e-06 2.45e-06 1.25e-06 2.2e-06 1.7e-06 1.65e-06 2.3e-06 1.5e-06 2.6e-06 2.4e-06 2.75e-06 1.45e-06 1.2e-06
1 1.95e-06 2.5e-06 1.85e-06 1.55e-06 2.1e-06 1.7e-06 2e-06 1.95e-06 2.25e-06 2e-06 2.1e-06 2e-06 1.45e-06 2.15e-06 1.45e-06 2.1e-06 2.25e-06 1.85e-06 1.65e-06 2.45e-06 2.15e-06 2.25e-06 2.3e-06 2.15e-06 2e-06 2.25e-06 1.45e-06 1.85e-06 2.45e-06 1.7e-06 1.95e-06 1.8e-06 1.75e-06 2.1e-06 2.05e-06 1.9e-06 2.25e-06 1.9e-06 1.6e-06
2 2.45e-06 1.85e-06 2.4e-06 2.1e-06 2.3e-06 1.75e-06 1.85e-06 1.9e-06 1.9e-06 2.25e-06 2.55e-06 2.6e-06 1.85e-06 2.4e-06 1.95e-06 1.85e-06 2.1e-06 1.85e-06 2.15e-06 2.5e-06 2.1e-06 2.15e-06 2.5e-06 2.65e-06 2.5e-06 2.6e-06 1.95e-06 2.3e-06 2.85e-06 2.2e-06 2.35e-06 1.9e-06 1.75e-06 2.35e-06 1.75e-06 2.05e-06 2.05e-06 2.05e-06 2.05e-06
3 1.75e-06 1.55e-06 2.1e-06 2.6e-06 2.1e-06 1.95e-06 2.05e-06 2.1e-06 2.25e-06 1.9e-06 1.9e-06 1.8e-06 1.75e-06 2.35e-06 1.75e-06 2.25e-06 2.45e-06 1.95e-06 1.6e-06 2.3e-06 2.15e-06 2.4e-06 2.15e-06 1.95e-06 1.75e-06 2.2e-06 1.75e-06 1.7e-06 2.3e-06 1.75e-06 1.7e-06 2.1e-06 2e-06 2.05e-06 2.35e-06 2.05e-06 2.4e-06 2e-06 1.6e-06
4 2.05e-06 2.1e-06 2.3e-06 2.1e-06 3.1e-06 2.45e-06 2.4e-06 2.3e-06 2.45e-06 1.75e-06 2.25e-06 2.35e-06 2.25e-06 2e-06 2.25e-06 2.25e-06 2.1e-06 2.1e-06 2.25e-06 2.05e-06 1.9e-06 2.05e-06 1.8e-06 2.3e-06 2.05e-06 1.7e-06 2.25e-06 2.15e-06 2.6e-06 2.25e-06 2.3e-06 2.35e-06 2.35e-06 1.95e-06 2.45e-06 2.2e-06 2.05e-06 2e-06 2.25e-06
5 1.6e-06 1.7e-06 1.75e-06 1.95e-06 2.45e-06 1.9e-06 1.85e-06 2.35e-06 2.15e-06 2.8e-06 1.9e-06 2.3e-06 1.8e-06 2.7e-06 1.5e-06 1.6e-06 2.85e-06 1.9e-06 1.35e-06 2.65e-06 2.85e-06 2.15e-06 2.55e-06 2.4e-06 1.7e-06 3.05e-06 1.5e-06 2.7e-06 2.1e-06 2.3e-06 2.15e-06 1.45e-06 2.05e-06 2.2e-06 2.35e-06 2.15e-06 2.55e-06 2e-06 1.25e-06
6 1.9e-06 2e-06 1.85e-06 2.05e-06 2.4e-06 1.85e-06 2.5e-06 1.95e-06 1.65e-06 2.1e-06 2.3e-06 2.1e-06 2e-06 2.4e-06 2.4e-06 1.75e-06 2.2e-06 1.6e-06 2.15e-06 2.25e-06 2e-06 2e-06 2.25e-06 2.25e-06 1.9e-06 2.5e-06 2.4e-06 2e-06 2e-06 1.9e-06 1.65e-06 1.6e-06 1.65e-06 2.25e-06 1.95e-06 2.5e-06 2.7e-06 1.9e-06 2.3e-06
7 2.5e-06 1.95e-06 1.9e-06 2.1e-06 2.3e-06 2.35e-06 1.95e-06 2.4e-06 1.95e-06 1.65e-06 2.9e-06 2.3e-06 2e-06 2.25e-06 2.65e-06 2.25e-06 1.75e-06 1.95e-06 2.45e-06 2.3e-06 1.6e-06 2.05e-06 2.25e-06 2.4e-06 2.55e-06 1.85e-06 2.65e-06 1.85e-06 2.85e-06 2.15e-06 2.1e-06 2.35e-06 1.95e-06 2.1e-06 2.05e-06 2.15e-06 2.25e-06 2.15e-06 2.55e-06
8 2.05e-06 2.25e-06 1.9e-06 2.25e-06 2.45e-06 2.15e-06 1.65e-06 1.95e-06 2.7e-06 2.3e-06 2.35e-06 2.3e-06 2.3e-06 2.55e-06 2.65e-06 1.95e-06 2.25e-06 1.75e-06 2.2e-06 2.25e-06 2.1e-06 2.25e-06 2.35e-06 2.4e-06 2e-06 2.55e-06 2.65e-06 2.35e-06 2.1e-06 2.25e-06 1.7e-06 2e-06 1.85e-06 2.25e-06 1.95e-06 2.5e-06 2.55e-06 2.1e-06 2.35e-06
9 2.5e-06 2e-06 2.25e-06 1.9e-06 1.75e-06 2.8e-06 2.1e-06 1.65e-06 2.3e-06 1.6e-06 2.85e-06 2e-06 2.15e-06 1.75e-06 2.8e-06 2.4e-06 1.45e-06 2.05e-06 2.7e-06 1.9e-06 1.1e-06 1.75e-06 1.6e-06 2.1e-06 2.45e-06 9.5e-07 2.8e-06 1.2e-06 2.9e-06 1.8e-06 1.9e-06 2.55e-06 2.1e-06 1.85e-06 2.25e-06 2.15e-06 2e-06 2e-06 2.95e-06
10 1.25e-06 2.1e-06 2.55e-06 1.9e-06 2.25e-06 1.9e-06 2.3e-06 2.9e-06 2.35e-06 2.85e-06 2e-06 1.8e-06 2.25e-06 2.8e-06 1.85e-06 2.2e-06 3.25e-06 2.05e-06 1.4e-06 2.45e-06 3e-06 2.7e-06 2.3e-06 2.15e-06 1.2e-06 2.95e-06 1.85e-06 2.75e-06 1.5e-06 2.4e-06 2e-06 2.05e-06 2.45e-06 2.2e-06 2.8e-06 2.5e-06 2.8e-06 2.05e-06 1.45e-06
11 1.55e-06 2e-06 2.6e-06 1.8e-06 2.35e-06 2.3e-06 2.1e-06 2.3e-06 2.3e-06 2e-06 1.8e-06 2.8e-06 2.2e-06 2.6e-06 2.5e-06 2.4e-06 2.6e-06 1.9e-06 1.9e-06 2.3e-06 2.3e-06 2.4e-06 2.1e-06 1.95e-06 1.5e-06 2.3e-06 2.5e-06 1.85e-06 1.8e-06 2e-06 1.7e-06 2.25e-06 2.3e-06 2.05e-06 2.65e-06 2.55e-06 2.85e-06 1.95e-06 2.15e-06
12 2.1e-06 1.45e-06 1.85e-06 1.75e-06 2.25e-06 1.8e-06 2e-06 2e-06 2.3e-06 2.15e-06 2.25e-06 2.2e-06 2.8e-06 2.25e-06 1.5e-06 2.15e-06 2.3e-06 1.9e-06 1.8e-06 2.6e-06 2.2e-06 2.35e-06 2.45e-06 2.3e-06 2.15e-06 2.4e-06 1.55e-06 2.05e-06 2.55e-06 1.85e-06 2.15e-06 1.85e-06 1.75e-06 2.25e-06 2.05e-06 2.05e-06 2.4e-06 2e-06 1.75e-06
13 2.55e-06 2.15e-06 2.4e-06 2.35e-06 2e-06 2.7e-06 2.4e-06 2.25e-06 2.55e-06 1.75e-06 2.8e-06 2.6e-06 2.25e-06 3.1e-06 2.25e-06 2.1e-06 2.05e-06 2.3e-06 2.65e-06 2.15e-06 1.8e-06 2.15e-06 2.05e-06 2.55e-06 2.55e-06 1.75e-06 2.25e-06 2.15e-06 2.85e-06 1.9e-06 2.45e-06 2.1e-06 1.95e-06 2.25e-06 2.05e-06 2.35e-06 2.2e-06 2.3e-06 2.8e-06
14 2e-06 1.45e-06 1.95e-06 1.75e-06 2.25e-06 1.5e-06 2.4e-06 2.65e-06 2.65e-06 2.8e-06 1.85e-06 2.5e-06 1.5e-06 2.25e-06 1.4e-06 2e-06 3e-06 2.25e-06 1.4e-06 2.8e-06 2.9e-06 2.7e-06 2.7e-06 2.5e-06 2.05e-06 3e-06 7.5e-07 2.65e-06 2.45e-06 2e-06 2.45e-06 1.7e-06 1.95e-06 2.5e-06 2.25e-06 1.95e-06 2.3e-06 2.25e-06 1.15e-06
15 1.8e-06 2.1e-06 1.85e-06 2.25e-06 2.25e-06 1.6e-06 1.75e-06 2.25e-06 1.95e-06 2.4e-06 2.2e-06 2.4e-06 2.15e-06 2.1e-06 2e-06 2.3e-06 2.5e-06 1.9e-06 1.95e-06 2.15e-06 2.35e-06 1.9e-06 2.2e-06 2.5e-06 1.85e-06 2.75e-06 2e-06 2.6e-06 2.05e-06 2e-06 2.1e-06 1.3e-06 1.8e-06 2.25e-06 1.9e-06 2.35e-06 2.25e-06 2.1e-06 2.05e-06
16 2.9e-06 2.25e-06 2.1e-06 2.45e-06 2.1e-06 2.85e-06 2.2e-06 1.75e-06 2.25e-06 1.45e-06 3.25e-06 2.6e-06 2.3e-06 2.05e-06 3e-06 2.5e-06 2.6e-06 2e-06 3e-06 2.2e-06 1.4e-06 2e-06 2.1e-06 2.6e-06 2.9e-06 1.5e-06 3e-06 1.85e-06 3.25e-06 2.25e-06 2.4e-06 2.6e-06 2.05e-06 2.2e-06 2.15e-06 2.4e-06 2.25e-06 2.1e-06 3.15e-06
17 1.45e-06 1.85e-06 1.85e-06 1.95e-06 2.1e-06 1.9e-06 1.6e-06 1.95e-06 1.75e-06 2.05e-06 2.05e-06 1.9e-06 1.9e-06 2.3e-06 2.25e-06 1.9e-06 2e-06 2.4e-06 1.9e-06 2.05e-06 2e-06 2.05e-06 2e-06 2e-06 1.45e-06 2.35e-06 2.25e-06 1.95e-06 2e-06 1.9e-06 1.75e-06 1.7e-06 1.65e-06 1.95e-06 1.95e-06 2.35e-06 2.5e-06 1.4e-06 2.05e-06
18 1.05e-06 1.65e-06 2.15e-06 1.6e-06 2.25e-06 1.35e-06 2.15e-06 2.45e-06 2.2e-06 2.7e-06 1.4e-06 1.9e-06 1.8e-06 2.65e-06 1.4e-06 1.95e-06 3e-06 1.9e-06 1.7e-06 2.35e-06 2.85e-06 2.45e-06 2.2e-06 1.9e-06 1.05e-06 2.75e-06 1.4e-06 2.6e-06 1.75e-06 2.25e-06 1.95e-06 1.8e-06 2.2e-06 1.85e-06 2.55e-06 2.05e-06 2.55e-06 1.9e-06 8.5e-07
19 1.9e-06 2.45e-06 2.5e-06 2.3e-06 2.05e-06 2.65e-06 2.25e-06 2.3e-06 2.25e-06 1.9e-06 2.45e-06 2.3e-06 2.6e-06 2.15e-06 2.8e-06 2.15e-06 2.2e-06 2.05e-06 2.35e-06 3.3e-06 1.95e-06 2.15e-06 1.75e-06 2.2e-06 1.85e-06 1.95e-06 2.8e-06 2.2e-06 2.4e-06 2.25e-06 2.15e-06 2.3e-06 2.2e-06 2e-06 2.4e-06 2.5e-06 2.3e-06 2.05e-06 2.55e-06
20 2.7e-06 2.15e-06 2.1e-06 2.15e-06 1.9e-06 2.85e-06 2e-06 1.6e-06 2.1e-06 1.1e-06 3e-06 2.3e-06 2.2e-06 1.8e-06 2.9e-06 2.35e-06 1.4e-06 2e-06 2.85e-06 1.95e-06 2e-06 1.85e-06 1.8e-06 2.3e-06 2.65e-06 1.15e-06 2.9e-06 1.5e-06 2.95e-06 1.95e-06 2.05e-06 2.5e-06 1.9e-06 2.05e-06 2.05e-06 2.25e-06 2.1e-06 2.1e-06 3.05e-06
21 2.15e-06 2.25e-06 2.15e-06 2.4e-06 2.05e-06 2.15e-06 2e-06 2.05e-06 2.25e-06 1.75e-06 2.7e-06 2.4e-06 2.35e-06 2.15e-06 2.7e-06 1.9e-06 2e-06 2.05e-06 2.45e-06 2.15e-06 1.85e-06 3.2e-06 1.9e-06 2.45e-06 2.2e-06 1.8e-06 2.7e-06 2.2e-06 2.6e-06 2.35e-06 2.25e-06 2.05e-06 2.3e-06 1.95e-06 2.4e-06 2.4e-06 2.3e-06 2.05e-06 2.6e-06
22 1.7e-06 2.3e-06 2.5e-06 2.15e-06 1.8e-06 2.55e-06 2.25e-06 2.25e-06 2.35e-06 1.6e-06 2.3e-06 2.1e-06 2.45e-06 2.05e-06 2.7e-06 2.2e-06 2.1e-06 2e-06 2.2e-06 1.75e-06 1.8e-06 1.9e-06 2.9e-06 2.05e-06 1.65e-06 1.55e-06 2.7e-06 2.05e-06 2.35e-06 2.25e-06 2.1e-06 2.35e-06 2.4e-06 1.7e-06 2.55e-06 2.4e-06 2.25e-06 1.9e-06 2.45e-06
23 1.6e-06 2.15e-06 2.65e-06 1.95e-06 2.3e-06 2.4e-06 2.25e-06 2.4e-06 2.4e-06 2.1e-06 2.15e-06 1.95e-06 2.3e-06 2.55e-06 2.5e-06 2.5e-06 2.6e-06 2e-06 1.9e-06 2.2e-06 2.3e-06 2.45e-06 2.05e-06 3e-06 1.55e-06 2.2e-06 2.5e-06 1.65e-06 2.2e-06 2.2e-06 1.95e-06 2.35e-06 2.35e-06 2e-06 2.7e-06 2.35e-06 2.65e-06 1.8e-06 2.1e-06
24 3.5e-07 2e-06 2.5e-06 1.75e-06 2.05e-06 1.7e-06 1.9e-06 2.55e-06 2e-06 2.45e-06 1.2e-06 1.5e-06 2.15e-06 2.55e-06 2.05e-06 1.85e-06 2.9e-06 1.45e-06 1.05e-06 1.85e-06 2.65e-06 2.2e-06 1.65e-06 1.55e-06 6e-07 2.55e-06 2.05e-06 2.4e-06 1.2e-06 2.15e-06 1.6e-06 1.7e-06 2.25e-06 1.55e-06 2.6e-06 2.45e-06 2.75e-06 1.45e-06 1.3e-06
25 2.6e-06 2.25e-06 2.6e-06 2.2e-06 1.7e-06 3.05e-06 2.5e-06 1.85e-06 2.55e-06 9.5e-07 2.95e-06 2.3e-06 2.4e-06 1.75e-06 3e-06 2.75e-06 1.5e-06 2.35e-06 2.75e-06 1.95e-06 1.15e-06 1.8e-06 1.55e-06 2.2e-06 2.55e-06 1e-06 3e-06 1.6e-06 3.1e-06 2.25e-06 2.25e-06 2.9e-06 2.45e-06 1.7e-06 2.6e-06 2.2e-06 2.15e-06 2.15e-06 3e-06
26 2e-06 1.45e-06 1.95e-06 1.75e-06 2.25e-06 1.5e-06 2.4e-06 2.65e-06 2.65e-06 2.8e-06 1.85e-06 2.5e-06 1.55e-06 2.25e-06 7.5e-07 2e-06 3e-06 2.25e-06 1.4e-06 2.8e-06 2.9e-06 2.7e-06 2.7e-06 2.5e-06 2.05e-06 3e-06 1.4e-06 2.65e-06 2.45e-06 2e-06 2.45e-06 1.7e-06 1.95e-06 2.5e-06 2.25e-06 1.95e-06 2.3e-06 2.25e-06 1.15e-06
27 2.45e-06 1.85e-06 2.3e-06 1.7e-06 2.15e-06 2.7e-06 2e-06 1.85e-06 2.35e-06 1.2e-06 2.75e-06 1.85e-06 2.05e-06 2.15e-06 2.65e-06 2.6e-06 1.85e-06 1.95e-06 2.6e-06 2.2e-06 1.5e-06 2.2e-06 2.05e-06 1.65e-06 2.4e-06 1.6e-06 2.65e-06 1.3e-06 2.8e-06 1.6e-06 1.7e-06 2.45e-06 1.95e-06 2.2e-06 2.3e-06 2.15e-06 2.3e-06 1.8e-06 2.8e-06
28 1.25e-06 2.45e-06 2.85e-06 2.3e-06 2.6e-06 2.1e-06 2e-06 2.85e-06 2.1e-06 2.9e-06 1.5e-06 1.8e-06 2.55e-06 2.85e-06 2.45e-06 2.05e-06 3.25e-06 2e-06 1.75e-06 2.4e-06 2.95e-06 2.6e-06 2.35e-06 2.2e-06 1.2e-06 3.1e-06 2.45e-06 2.8e-06 2.2e-06 2.4e-06 1.8e-06 1.9e-06 2.4e-06 2.3e-06 2.75e-06 2.9e-06 3.2e-06 2.15e-06 1.95e-06
29 2.2e-06 1.7e-06 2.2e-06 1.75e-06 2.25e-06 2.3e-06 1.9e-06 2.15e-06 2.25e-06 1.8e-06 2.4e-06 2e-06 1.85e-06 1.9e-06 2e-06 2e-06 2.25e-06 1.9e-06 2.25e-06 2.25e-06 1.95e-06 2.35e-06 2.25e-06 2.2e-06 2.15e-06 2.25e-06 2e-06 1.6e-06 2.4e-06 2.4e-06 1.75e-06 1.7e-06 1.5e-06 2.4e-06 1.8e-06 2.35e-06 2.5e-06 2.05e-06 2.45e-06
30 1.7e-06 1.95e-06 2.35e-06 1.7e-06 2.3e-06 2.15e-06 1.65e-06 2.1e-06 1.7e-06 1.9e-06 2e-06 1.7e-06 2.15e-06 2.45e-06 2.45e-06 2.1e-06 2.4e-06 1.75e-06 1.95e-06 2.15e-06 2.05e-06 2.25e-06 2.1e-06 1.95e-06 1.6e-06 2.25e-06 2.45e-06 1.7e-06 1.8e-06 1.75e-06 2.4e-06 1.95e-06 1.9e-06 2.15e-06 2.3e-06 2.5e-06 2.75e-06 1.95e-06 2.2e-06
31 1.65e-06 1.8e-06 1.9e-06 2.1e-06 2.35e-06 1.45e-06 1.6e-06 2.35e-06 2e-06 2.55e-06 2.05e-06 2.25e-06 1.85e-06 2.1e-06 1.7e-06 1.3e-06 2.6e-06 1.7e-06 1.8e-06 2.3e-06 2.5e-06 2.05e-06 2.35e-06 2.35e-06 1.7e-06 2.9e-06 1.7e-06 2.45e-06 1.9e-06 1.7e-06 1.95e-06 2e-06 1.5e-06 2.3e-06 1.8e-06 2.4e-06 2.6e-06 1.9e-06 1.9e-06
32 2.3e-06 1.75e-06 1.75e-06 2e-06 2.35e-06 2.05e-06 1.65e-06 1.95e-06 1.85e-06 2.1e-06 2.45e-06 2.3e-06 1.75e-06 1.95e-06 1.95e-06 1.8e-06 2.05e-06 1.65e-06 2.2e-06 2.2e-06 1.9e-06 2.3e-06 2.4e-06 2.35e-06 2.25e-06 2.45e-06 1.95e-06 1.95e-06 2.4e-06 1.5e-06 1.9e-06 1.5e-06 2.2e-06 2.45e-06 1.5e-06 2.3e-06 2.4e-06 1.95e-06 2.35e-06
33 1.5e-06 2.1e-06 2.35e-06 2.05e-06 1.95e-06 2.2e-06 2.25e-06 2.1e-06 2.25e-06 1.85e-06 2.2e-06 2.05e-06 2.25e-06 2.25e-06 2.5e-06 2.25e-06 2.2e-06 1.95e-06 1.85e-06 2e-06 2.05e-06 1.95e-06 1.7e-06 2e-06 1.55e-06 1.7e-06 2.5e-06 2.2e-06 2.3e-06 2.4e-06 2.15e-06 2.3e-06 2.45e-06 2.9e-06 2.55e-06 2.2e-06 2.35e-06 1.85e-06 2e-06
34 2.6e-06 2.05e-06 1.75e-06 2.35e-06 2.45e-06 2.35e-06 1.95e-06 2.05e-06 1.95e-06 2.25e-06 2.8e-06 2.65e-06 2.05e-06 2.05e-06 2.25e-06 1.9e-06 2.15e-06 1.95e-06 2.55e-06 2.4e-06 2.05e-06 2.4e-06 2.55e-06 2.7e-06 2.6e-06 2.6e-06 2.25e-06 2.3e-06 2.75e-06 1.8e-06 2.3e-06 1.8e-06 1.5e-06 2.55e-06 2.8e-06 2.4e-06 2.35e-06 2.25e-06 2.65e-06
