 slim_761986385 slim_761986395 slim_761986379 slim_761986383 slim_761986378 slim_761986388 slim_761986394 slim_761986397 slim_761986411 slim_761986381 slim_761986414 slim_761986380 slim_761986407 slim_761986402 slim_761986375 slim_761986415 slim_761986396 slim_761986390 slim_761986400 slim_761986398 slim_761986413 slim_761986393 slim_761986405 slim_761986412 slim_761986401 slim_761986403 slim_761986386 slim_761986417 slim_761986382 slim_761986392 slim_761986377 slim_761986410 slim_761986421 slim_761986387 slim_761986399 slim_761986404 slim_761986409 slim_761986420 slim_761986384 slim_761986419 slim_761986391 slim_761986422 slim_761986376 slim_761986416 slim_761986408 slim_761986418 slim_761986406 slim_761986389
0 5.2e-06 9.605e-05 2.105e-05 7.555e-05 2.85e-06 4.35e-06 4.315e-05 5.235e-05 2.235e-05 5.11e-05 4.325e-05 4.575e-05 5.095e-05 3.055e-05 2.835e-05 2.185e-05 5.1e-05 4.475e-05 3.46e-05 2.07e-05 3.12e-05 4.315e-05 2.085e-05 2.08e-05 4.93e-05 4.355e-05 5.1e-05 2.335e-05 4.345e-05 3.19e-05 2.65e-06 2.83e-05 2.535e-05 4.05e-05 6.735e-05 4.69e-05 1.185e-05 4.475e-05 2.225e-05 4.315e-05 6.135e-05 4.93e-05 6.08e-05 3.865e-05 5.165e-05 5.85e-05 2.235e-05 2.68e-05
1 9.605e-05 1e-07 0.00011345 3.475e-05 9.53e-05 9.58e-05 9.67e-05 0.00010495 0.0001152 0.00012585 9.74e-05 8.285e-05 4.735e-05 8.21e-05 0.0001068 7.76e-05 4.89e-05 0.0001201 0.00010065 0.0001131 0.00012365 9.67e-05 0.00011485 0.00011485 8.33e-05 0.0001323 4.74e-05 7.645e-05 0.0001322 8.61e-05 9.515e-05 0.0001067 7.895e-05 0.00013335 6.635e-05 0.00010105 0.00010425 0.0001201 0.0001136 9.67e-05 0.0001097 8.425e-05 7.505e-05 0.0001326 6.54e-05 5.745e-05 0.0001137 0.0001006
2 2.105e-05 0.00011345 4e-05 8.935e-05 2.03e-05 2.19e-05 4.355e-05 4.255e-05 2.175e-05 3.255e-05 4.26e-05 5.405e-05 6.84e-05 4.44e-05 2.77e-05 3.925e-05 6.845e-05 3.52e-05 3.415e-05 2.01e-05 2.01e-05 4.355e-05 2.035e-05 2.025e-05 5.77e-05 2.495e-05 6.845e-05 4.075e-05 2.495e-05 4.28e-05 2.01e-05 2.77e-05 4.375e-05 2.185e-05 6.675e-05 4.265e-05 2.025e-05 3.51e-05 2.175e-05 4.355e-05 4.285e-05 5.86e-05 6.5e-05 2.005e-05 6.64e-05 6.69e-05 2.175e-05 3.51e-05
3 7.555e-05 3.475e-05 8.935e-05 6.94e-05 7.48e-05 7.525e-05 7.005e-05 7.835e-05 8.955e-05 9.385e-05 6.925e-05 6.24e-05 5.515e-05 5.53e-05 8.215e-05 5.655e-05 5.52e-05 9.505e-05 8.9e-05 8.9e-05 9.955e-05 7.005e-05 8.92e-05 8.92e-05 6.09e-05 0.00010085 5.52e-05 5.69e-05 0.00010075 5.78e-05 7.465e-05 8.205e-05 5.59e-05 0.0001041 6.905e-05 6.91e-05 8.38e-05 9.505e-05 8.945e-05 7.005e-05 0.00010325 6.18e-05 4.07e-05 0.00010335 3.61e-05 6.385e-05 8.955e-05 8.07e-05
4 2.85e-06 9.53e-05 2.03e-05 7.48e-05 3.7e-06 3.65e-06 4.33e-05 5.16e-05 2.16e-05 5.035e-05 4.25e-05 4.5e-05 5.02e-05 2.98e-05 2.765e-05 2.09e-05 5.025e-05 4.4e-05 3.39e-05 1.99e-05 3.04e-05 4.33e-05 1.99e-05 2.01e-05 4.855e-05 4.28e-05 5.025e-05 2.26e-05 4.27e-05 3.115e-05 1.95e-06 2.75e-05 2.53e-05 3.975e-05 6.66e-05 4.615e-05 1.105e-05 4.4e-05 2.15e-05 4.33e-05 6.06e-05 4.945e-05 6.005e-05 3.79e-05 5.18e-05 5.775e-05 2.16e-05 2.605e-05
5 4.35e-06 9.58e-05 2.19e-05 7.525e-05 3.65e-06 6.7e-06 4.43e-05 5.265e-05 2.15e-05 5.195e-05 4.35e-05 4.55e-05 4.955e-05 2.91e-05 2.925e-05 2.21e-05 4.96e-05 4.505e-05 3.54e-05 2.155e-05 3.205e-05 4.43e-05 2.165e-05 2.155e-05 4.905e-05 4.44e-05 4.96e-05 2.195e-05 4.43e-05 3.21e-05 3.45e-06 2.915e-05 2.645e-05 3.975e-05 6.765e-05 4.715e-05 1.27e-05 4.505e-05 2.14e-05 4.43e-05 6.22e-05 4.99e-05 6.055e-05 3.95e-05 5.22e-05 5.88e-05 2.15e-05 2.71e-05
6 4.315e-05 9.67e-05 4.355e-05 7.005e-05 4.33e-05 4.43e-05 8.61e-05 4.33e-05 4.43e-05 4.33e-05 4.335e-05 4.955e-05 7.095e-05 4.44e-05 4.335e-05 4.34e-05 7.1e-05 4.95e-05 5.715e-05 4.32e-05 4.33e-05 4.31e-05 4.33e-05 4.335e-05 4.96e-05 4.33e-05 7.1e-05 4.435e-05 4.32e-05 4.33e-05 4.315e-05 4.325e-05 4.325e-05 4.45e-05 6.995e-05 4.335e-05 4.33e-05 4.95e-05 4.42e-05 4.305e-05 6.59e-05 4.945e-05 4.325e-05 4.32e-05 4.35e-05 7.005e-05 4.43e-05 4.95e-05
7 5.235e-05 0.00010495 4.255e-05 7.835e-05 5.16e-05 5.265e-05 4.33e-05 6.6e-05 4.335e-05 3.315e-05 4.23e-05 4.87e-05 7.925e-05 5.275e-05 4.235e-05 5.165e-05 7.93e-05 3.96e-05 5.63e-05 4.22e-05 3.305e-05 4.33e-05 4.25e-05 4.24e-05 4.88e-05 3.305e-05 7.93e-05 5.26e-05 3.31e-05 4.875e-05 5.145e-05 4.23e-05 5.265e-05 3.435e-05 6.895e-05 4.235e-05 4.25e-05 3.95e-05 4.335e-05 4.33e-05 5.585e-05 4.975e-05 4.91e-05 3.3e-05 5.29e-05 6.925e-05 4.33e-05 4.87e-05
8 2.235e-05 0.0001152 2.175e-05 8.955e-05 2.16e-05 2.15e-05 4.43e-05 4.335e-05 3.97e-05 3.24e-05 4.185e-05 5.43e-05 6.9e-05 4.345e-05 2.91e-05 4e-05 6.755e-05 3.45e-05 3.395e-05 2.145e-05 2.145e-05 4.43e-05 2.015e-05 2.005e-05 5.795e-05 2.48e-05 6.905e-05 4.135e-05 2.48e-05 4.2e-05 2.145e-05 2.905e-05 4.445e-05 2.02e-05 6.755e-05 4.19e-05 2.16e-05 3.44e-05 2.14e-05 4.43e-05 4.27e-05 5.88e-05 6.375e-05 1.99e-05 6.655e-05 6.77e-05 2.14e-05 3.595e-05
9 5.11e-05 0.00012585 3.255e-05 9.385e-05 5.035e-05 5.195e-05 4.33e-05 3.315e-05 3.24e-05 2e-05 4.09e-05 6.245e-05 9.04e-05 5.85e-05 3.09e-05 6.04e-05 8.895e-05 3.3e-05 4.47e-05 3.22e-05 2.185e-05 4.33e-05 3.09e-05 3.085e-05 6.265e-05 1.14e-05 9.045e-05 6.345e-05 1.135e-05 5.24e-05 5.02e-05 3.085e-05 6.145e-05 1.45e-05 6.925e-05 3.73e-05 4.12e-05 3.295e-05 3.385e-05 4.33e-05 3.545e-05 6.355e-05 5.57e-05 1.27e-05 6.815e-05 7.825e-05 3.39e-05 5.245e-05
