 slim_762159825 slim_762159841 slim_762159847 slim_762159823 slim_762159830 slim_762159814 slim_762159824 slim_762159826 slim_762159836 slim_762159822 slim_762159844 slim_762159848 slim_762159849 slim_762159845 slim_762159815 slim_762159834 slim_762159835 slim_762159819 slim_762159843 slim_762159818 slim_762159846 slim_762159820 slim_762159831 slim_762159821 slim_762159816 slim_762159837 slim_762159832 slim_762159829 slim_762159842 slim_762159840 slim_762159827 slim_762159833 slim_762159817 slim_762159838 slim_762159828 slim_762159839
0 1.7e-06 2.15e-06 2e-06 2.25e-06 1.95e-06 2.05e-06 1.8e-06 1.6e-06 1.55e-06 1.95e-06 1.75e-06 1.7e-06 1.5e-06 1.85e-06 2.2e-06 1.35e-06 1.8e-06 2.05e-06 2.2e-06 2.05e-06 2.5e-06 2.2e-06 1.6e-06 1.8e-06 1.8e-06 1.85e-06 2.4e-06 1.5e-06 1.4e-06 1.55e-06 2.2e-06 1.85e-06 2.15e-06 1.65e-06 1.7e-06 2.35e-06
1 2.15e-06 2e-06 2.15e-06 2.35e-06 2.3e-06 2.05e-06 2.3e-06 2.05e-06 2.1e-06 2e-06 2.35e-06 1.6e-06 1.95e-06 2.2e-06 2.25e-06 2.05e-06 1.7e-06 2.3e-06 1.95e-06 2.2e-06 2.6e-06 2.15e-06 1.5e-06 1.9e-06 1.45e-06 1.85e-06 2.35e-06 2e-06 1.75e-06 1.95e-06 2.2e-06 2e-06 2.3e-06 2e-06 1.9e-06 2.6e-06
2 2e-06 2.15e-06 1.4e-06 1.65e-06 1.6e-06 8.5e-07 1.9e-06 1.85e-06 2.05e-06 1.35e-06 1.95e-06 2.05e-06 1.9e-06 1.3e-06 1.7e-06 1.95e-06 1.8e-06 1.05e-06 1.85e-06 9e-07 1.6e-06 1.6e-06 2.05e-06 1.4e-06 1.9e-06 1.6e-06 1.15e-06 1.75e-06 1.85e-06 1.65e-06 1.5e-06 1e-06 1.1e-06 1.15e-06 1.55e-06 1.55e-06
3 2.25e-06 2.35e-06 1.65e-06 2.2e-06 1.5e-06 1.7e-06 1.85e-06 2.2e-06 2.3e-06 2e-06 2.25e-06 2.25e-06 1.9e-06 1.6e-06 1.95e-06 2.05e-06 2.15e-06 1.45e-06 1.65e-06 1.75e-06 1.5e-06 1.9e-06 2.2e-06 2e-06 2.2e-06 1.8e-06 1.55e-06 2.15e-06 1.7e-06 1.35e-06 1.25e-06 1.55e-06 1.6e-06 1.55e-06 1.9e-06 1.8e-06
4 1.95e-06 2.3e-06 1.6e-06 1.5e-06 2.4e-06 1.6e-06 1.6e-06 2.2e-06 2.1e-06 1.8e-06 2e-06 2.05e-06 1.8e-06 1.45e-06 1.65e-06 1.9e-06 1.9e-06 1.5e-06 1.65e-06 1.7e-06 1.35e-06 1.75e-06 1.95e-06 1.75e-06 2e-06 1.8e-06 1.45e-06 1.95e-06 1.45e-06 1.3e-06 1.3e-06 1.55e-06 1.5e-06 1.5e-06 1.9e-06 1.55e-06
5 2.05e-06 2.05e-06 8.5e-07 1.7e-06 1.6e-06 9e-07 1.95e-06 1.95e-06 2.15e-06 1.2e-06 2.1e-06 2.2e-06 1.95e-06 1.25e-06 1.6e-06 2.15e-06 1.9e-06 1.25e-06 1.75e-06 1.05e-06 1.55e-06 1.7e-06 2e-06 1.65e-06 2.05e-06 1.8e-06 9.5e-07 1.8e-06 1.9e-06 1.85e-06 1.55e-06 9.5e-07 1.4e-06 1.3e-06 1.65e-06 1.5e-06
6 1.8e-06 2.3e-06 1.9e-06 1.85e-06 1.6e-06 1.95e-06 2.8e-06 2.05e-06 1.7e-06 2.05e-06 1.8e-06 2e-06 1.85e-06 1.8e-06 1.9e-06 1.75e-06 2e-06 1.8e-06 1.95e-06 2e-06 1.65e-06 1.95e-06 2e-06 1.95e-06 2.1e-06 2.05e-06 1.85e-06 1.85e-06 1.7e-06 1.6e-06 1.65e-06 1.85e-06 1.7e-06 1.7e-06 1.8e-06 1.85e-06
7 1.6e-06 2.05e-06 1.85e-06 2.2e-06 2.2e-06 1.95e-06 2.05e-06 1.7e-06 1.55e-06 2.2e-06 1.75e-06 1.9e-06 1.7e-06 2.1e-06 2.4e-06 1.6e-06 1.75e-06 1.95e-06 2.45e-06 1.95e-06 2.3e-06 1.75e-06 1.85e-06 2.2e-06 1.85e-06 1.6e-06 2.15e-06 1.55e-06 2.2e-06 2e-06 2.1e-06 1.85e-06 2e-06 1.65e-06 1.45e-06 2.35e-06
8 1.55e-06 2.1e-06 2.05e-06 2.3e-06 2.1e-06 2.15e-06 1.7e-06 1.55e-06 2.1e-06 2.15e-06 1.8e-06 1.7e-06 1.7e-06 2e-06 2.35e-06 1.45e-06 1.7e-06 2.15e-06 2.35e-06 2.15e-06 2.5e-06 2.2e-06 1.75e-06 1.9e-06 1.9e-06 1.95e-06 2.45e-06 1.5e-06 1.75e-06 1.7e-06 2.2e-06 1.95e-06 2.15e-06 1.75e-06 1.55e-06 2.35e-06
9 1.95e-06 2e-06 1.35e-06 2e-06 1.8e-06 1.2e-06 2.05e-06 2.2e-06 2.15e-06 2e-06 2.2e-06 2.05e-06 2e-06 1.6e-06 1.5e-06 2.1e-06 1.8e-06 1.6e-06 1.85e-06 1.35e-06 1.9e-06 1.9e-06 1.95e-06 1.45e-06 1.8e-06 1.85e-06 1.45e-06 1.85e-06 1.75e-06 1.8e-06 1.85e-06 1.2e-06 1.65e-06 1.5e-06 1.8e-06 1.85e-06
