 slim_337470762 slim_337442849 slim_337473718 slim_337463172 slim_337474898 slim_337471026 slim_337469862 slim_337467339 slim_337470135 slim_337452969 slim_337475196 slim_337472943 slim_337454159 slim_337456456 slim_337476206 slim_337467801 slim_337464649 slim_337469809 slim_337474478 slim_337476235 slim_337466460 slim_337476247 slim_337463309 slim_337470062 slim_337467152 slim_337461041 slim_337469284 slim_337476244 slim_337476262 slim_337476261 slim_337476273 slim_337476259 slim_337476387 slim_337476363 slim_337476330 slim_337476320 slim_337476389 slim_337476318 slim_337476395 slim_337476268 slim_337476399 slim_337476275 slim_337476388 slim_337476326 slim_337476296 slim_337476287 slim_337476391 slim_337476380 slim_337476375 slim_337476394 slim_337476373 slim_337476400 slim_337476346 slim_337476306 slim_337476377 slim_337476369 slim_337476336 slim_337476302 slim_337476351 slim_337476383 slim_337476255 slim_337476385 slim_337476253 slim_337476279 slim_337476328 slim_337476353 slim_337476376 slim_337476284 slim_337476338 slim_337476378 slim_337476335 slim_337476301 slim_337476304 slim_337476359 slim_337476311 slim_337476345 slim_337476390 slim_337476382 slim_337476339 slim_337476317 slim_337476356 slim_337476393 slim_337476401 slim_337476280 slim_337476278 slim_337476402 slim_337476384 slim_337476366 slim_337476357 slim_337476286 slim_337476364 slim_337476291 slim_337476331 slim_337476350 slim_337476372 slim_337476324 slim_337476379 slim_337476316 slim_337476315 slim_337476374 slim_337476355 slim_337476354 slim_337476362 slim_337476329
0 0.0008075 0.0008172 0.00086535 0.00083355 0.00082815 0.00085345 0.00085575 0.0008435 0.00081665 0.0008929 0.0008115 0.00092615 0.00090275 0.0008499 0.00089155 0.00083605 0.00085485 0.0008643 0.0008638 0.0008402 0.00084635 0.00091845 0.0007959 0.00082945 0.00086975 0.00085295 0.0008679 0.00082785 0.00084125 0.00085445 0.00086445 0.0008713 0.0008607 0.00082045 0.0007495 0.00084505 0.0008848 0.00088305 0.00088835 0.00083665 0.0008787 0.000839 0.0008208 0.0009065 0.0009012 0.0007135 0.0008188 0.000868 0.0008442 0.000831 0.0008797 0.0008646 0.0007845 0.00089895 0.00090035 0.0008358 0.0008403 0.0006812 0.00060875 0.0008195 0.0008864 0.00088 0.00087055 0.00086945 0.00085055 0.00081005 0.00090935 0.00085605 0.00078245 0.00086645 0.0008506 0.0008376 0.0008427 0.0008982 0.00083105 0.0008661 0.00088935 0.0008742 0.0006441 0.00084115 0.00084775 0.0009114 0.0008272 0.0009297 0.0008789 0.0009151 0.0008757 0.0007701 0.0008506 0.00084365 0.00078665 0.00084595 0.00080985 0.00085625 0.0008396 0.0009003 0.0008666 0.0007747 0.000864 0.0009044 0.0008241 0.00073075 0.0008018 0.0008341
1 0.0008172 0.0008925 0.00087775 0.0008436 0.0008801 0.0008878 0.00088945 0.00084865 0.0008316 0.0008191 0.0008691 0.0008722 0.00085725 0.00079965 0.0008685 0.00088815 0.0008406 0.0008468 0.00093315 0.00086335 0.00084635 0.00084925 0.00085925 0.0008513 0.00081005 0.0008142 0.0008789 0.00088645 0.0008128 0.00086145 0.00084535 0.0008752 0.00084265 0.00089925 0.0008217 0.0008361 0.0008116 0.00088105 0.0008432 0.00086145 0.00081845 0.0006283 0.0008078 0.00082595 0.00089175 0.0008607 0.0008619 0.0008251 0.00086185 0.000817 0.00085305 0.0008524 0.0008793 0.0008451 0.0008208 0.00083155 0.0008607 0.000862 0.00085305 0.0008662 0.00084985 0.0008834 0.00089935 0.0008788 0.00083825 0.0008132 0.0008796 0.0008655 0.00064645 0.00089655 0.00082045 0.000852 0.0008244 0.00082335 0.00079395 0.00087545 0.0007578 0.00086415 0.00083295 0.0008774 0.00092045 0.0008512 0.00091735 0.0008757 0.00081955 0.0008643 0.0008445 0.00086465 0.0008509 0.0009015 0.0006794 0.0008841 0.00087425 0.00086005 0.00091725 0.00084305 0.0008967 0.00088655 0.000862 0.0008714 0.00084875 0.00084895 0.00082815 0.00060305
2 0.00086535 0.00087775 0.000895 0.00081465 0.00088845 0.00086095 0.0008831 0.00078385 0.00079925 0.00085235 0.00083545 0.00084345 0.00085885 0.0008883 0.0008819 0.0009307 0.00087825 0.00087305 0.0009091 0.0008346 0.00081385 0.00085015 0.0008472 0.00082195 0.00077165 0.00083445 0.0008838 0.00082715 0.00080885 0.0008561 0.00084895 0.0008511 0.00087075 0.00091575 0.0008776 0.00081075 0.00083695 0.00086625 0.00080965 0.000843 0.0008432 0.0008532 0.00080585 0.0008451 0.00090045 0.00089185 0.0007895 0.00085135 0.00083675 0.0008697 0.0008639 0.00085025 0.000888 0.0008651 0.0008206 0.00087985 0.0008422 0.00087 0.00089925 0.0008861 0.00080725 0.00088425 0.0008813 0.00086425 0.00082605 0.0008832 0.0008163 0.0006865 0.00087275 0.0008627 0.0008682 0.0008679 0.0008835 0.00082855 0.0008467 0.000832 0.00083065 0.0008349 0.0008788 0.00086695 0.00087065 0.0008522 0.00086065 0.00086795 0.0008418 0.00088245 0.00083455 0.00090395 0.00082485 0.00090605 0.00091405 0.0008535 0.0008073 0.00065375 0.000867 0.0008524 0.00086285 0.0008465 0.0008772 0.0008474 0.0008558 0.00091725 0.0008077 0.0008461
3 0.00083355 0.0008436 0.00081465 0.0008724 0.0008719 0.0008222 0.000856 0.00070345 0.00073785 0.00080165 0.0008515 0.00084315 0.00080405 0.0008104 0.00081765 0.0008478 0.00081675 0.0008322 0.00091765 0.0008206 0.00082625 0.0008267 0.0008261 0.00085025 0.0007729 0.00085325 0.00085775 0.0008428 0.00076155 0.00081905 0.0007472 0.00086395 0.00081585 0.0008735 0.000804 0.0008031 0.00078365 0.00086375 0.0008173 0.00075865 0.00079625 0.00083505 0.00079625 0.000848 0.00083195 0.00080715 0.0008241 0.0008216 0.0007725 0.00090875 0.00076565 0.0008297 0.0008239 0.0008998 0.00081665 0.00083205 0.00080055 0.00079365 0.0008184 0.0008543 0.00082835 0.00086425 0.00082555 0.0008527 0.00079125 0.0008621 0.0008764 0.00079795 0.00087405 0.0007945 0.00085345 0.0008242 0.00085245 0.00081755 0.00082455 0.0009014 0.00077835 0.0008417 0.0008648 0.000812 0.00081825 0.0008492 0.00082975 0.0008621 0.00078165 0.0008486 0.0007967 0.0008895 0.0008015 0.0008656 0.0008839 0.0008421 0.00062055 0.00079195 0.0008593 0.00079535 0.00079465 0.00085215 0.0008096 0.00089415 0.0008194 0.0008827 0.0006195 0.00083385
4 0.00082815 0.0008801 0.00088845 0.0008719 0.0009111 0.000891 0.0008544 0.00087435 0.0008275 0.0009389 0.000816 0.0008727 0.00086455 0.00091475 0.00090265 0.0008624 0.0008839 0.00091095 0.00094965 0.0008708 0.0008928 0.00086105 0.00090655 0.0008819 0.0008431 0.00086275 0.00087445 0.00086865 0.0008436 0.00089695 0.00079315 0.0008975 0.00088385 0.00086135 0.00087435 0.0008526 0.00091745 0.00088755 0.0008964 0.00085405 0.00088475 0.0009132 0.0008199 0.0008809 0.0008945 0.0008294 0.0008906 0.0008986 0.0008991 0.0009045 0.00090085 0.00091675 0.00086825 0.0008932 0.00085795 0.0009178 0.0008742 0.0008306 0.0008288 0.0008889 0.00084405 0.00087805 0.00091915 0.0008717 0.00083425 0.0008825 0.00089655 0.0009134 0.00087745 0.00090425 0.00087555 0.0008755 0.000892 0.0008979 0.00090275 0.00097805 0.00085855 0.0009123 0.00093505 0.0008709 0.00087565 0.0009169 0.0006595 0.00086755 0.00091775 0.0008917 0.0009175 0.00090675 0.00088115 0.0008987 0.00088985 0.0008831 0.0008574 0.00091375 0.000911 0.00093995 0.0009044 0.0008087 0.0008824 0.00091005 0.00084405 0.0007031 0.0008701 0.0008772
5 0.00085345 0.0008878 0.00086095 0.0008222 0.000891 0.0008806 0.0008838 0.0008073 0.00083455 0.0009169 0.00085125 0.0009126 0.0008474 0.00090285 0.0008946 0.00083305 0.00083525 0.00085585 0.00090975 0.0008735 0.0008188 0.0009279 0.0009165 0.0008566 0.0008399 0.00087615 0.00088145 0.0006431 0.0008778 0.00082535 0.00086595 0.00087535 0.0008614 0.0008795 0.00083505 0.0008559 0.00084275 0.0009645 0.0008665 0.00087835 0.0008648 0.0008527 0.00087155 0.0009153 0.00069025 0.0008365 0.00066285 0.0008785 0.0008583 0.00092725 0.0009282 0.00083735 0.00088515 0.0009461 0.00089965 0.00091495 0.0008664 0.00084005 0.0008659 0.00091915 0.00087705 0.0008655 0.0008245 0.0008911 0.0008711 0.0008892 0.0007024 0.0009046 0.00084905 0.0009035 0.00090975 0.00086745 0.000874 0.00091505 0.00086245 0.00091005 0.000893 0.0008762 0.0008679 0.0008877 0.00092225 0.0008914 0.0008944 0.00091335 0.00084535 0.00097795 0.0008632 0.000836 0.0009343 0.000889 0.00087725 0.00086445 0.0008507 0.00087235 0.0008972 0.00090465 0.00090365 0.00085205 0.0008746 0.0009378 0.00087095 0.00089495 0.0008589 0.0008766
6 0.00085575 0.00088945 0.0008831 0.000856 0.0008544 0.0008838 0.0007947 0.00086025 0.00088115 0.0008535 0.00084405 0.0008804 0.0008541 0.0008273 0.0008553 0.0009382 0.0008958 0.0008619 0.000876 0.0008145 0.00083625 0.00088825 0.0008521 0.0008472 0.00081805 0.00084155 0.0008615 0.0008723 0.0008626 0.000628 0.0008265 0.00088025 0.00084535 0.0008957 0.0008644 0.0008714 0.00084435 0.00085405 0.00087695 0.0008527 0.0008249 0.00086115 0.00085485 0.0008478 0.0008781 0.00086135 0.0008433 0.000824 0.0008149 0.00087275 0.0008531 0.00083975 0.0008622 0.000897 0.00083175 0.0008762 0.00087005 0.0008786 0.00085235 0.00062815 0.0008358 0.000844 0.0008669 0.0008763 0.00083405 0.00084915 0.000904 0.0009079 0.0008559 0.0009019 0.00087005 0.0008666 0.00087235 0.000811 0.0008675 0.0009103 0.0008392 0.00087675 0.00087885 0.0008536 0.00087675 0.00086945 0.0008823 0.00090495 0.00085325 0.0007718 0.0008735 0.0008358 0.000843 0.000932 0.00089665 0.00085755 0.0008686 0.00085985 0.00088875 0.00085715 0.00090205 0.0008676 0.000874 0.00090725 0.00084465 0.000823 0.0008375 0.0008395
7 0.0008435 0.00084865 0.00078385 0.00070345 0.00087435 0.0008073 0.00086025 0.000863 0.00079 0.00084885 0.00081905 0.0008556 0.0008422 0.0007789 0.00088495 0.0008533 0.00083455 0.0008764 0.0008882 0.00084065 0.00080305 0.00083145 0.00082365 0.00084285 0.00082355 0.0008419 0.0008693 0.00080085 0.0007455 0.00082945 0.00082795 0.00084965 0.00078975 0.0008487 0.0008335 0.00083205 0.0007346 0.0008469 0.0008163 0.00082075 0.00083315 0.0008442 0.00080865 0.00085765 0.0008401 0.0008152 0.0008074 0.00082705 0.00082635 0.0008868 0.000786 0.0008262 0.00083485 0.0008874 0.00077845 0.0008555 0.00064595 0.0008217 0.0008344 0.0008703 0.0008134 0.00087095 0.00083055 0.0008592 0.0008303 0.0008451 0.0008472 0.00080125 0.0008507 0.00085735 0.0008363 0.0008547 0.0008387 0.0007483 0.00081565 0.00083625 0.00076135 0.00085945 0.00087715 0.00087455 0.00088755 0.00085175 0.00089745 0.0008656 0.0007373 0.00084715 0.0008234 0.0008877 0.00083225 0.0008216 0.00085305 0.000829 0.0008107 0.0008064 0.0008338 0.0007481 0.0008575 0.00082795 0.00084925 0.0008699 0.0008037 0.0008947 0.00075255 0.0008501
8 0.00081665 0.0008316 0.00079925 0.00073785 0.0008275 0.00083455 0.00088115 0.00079 0.0007936 0.00079045 0.000808 0.00083595 0.00078895 0.0008426 0.0008375 0.0008127 0.00081005 0.00080565 0.00088565 0.00080945 0.0007764 0.00084485 0.00084495 0.0008097 0.0007433 0.0008115 0.00086725 0.0006938 0.0006092 0.000716 0.00074295 0.00082345 0.0008534 0.00085555 0.00068545 0.0006222 0.0008008 0.0008593 0.00081315 0.0008025 0.00081785 0.00071195 0.00062595 0.000827 0.00086325 0.0006747 0.00080325 0.0008596 0.00083485 0.0008847 0.0008356 0.00082335 0.00084175 0.0008901 0.0007892 0.0008718 0.0008412 0.0007999 0.0008233 0.00088755 0.00076575 0.0008304 0.0008525 0.0008642 0.00074705 0.00086865 0.00085685 0.00081225 0.0008361 0.0008415 0.0008477 0.0007877 0.0008672 0.00082895 0.00075225 0.0009053 0.00078475 0.0008258 0.0008481 0.00083845 0.000853 0.00073305 0.0008077 0.0008772 0.00078865 0.00087835 0.0007043 0.0008835 0.00082395 0.000884 0.00085965 0.0008275 0.0007518 0.0008231 0.00063795 0.000868 0.00084165 0.00085685 0.0008276 0.0009005 0.00062105 0.0008421 0.0007411 0.0008059
9 0.0008929 0.0008191 0.00085235 0.00080165 0.0009389 0.0009169 0.0008535 0.00084885 0.00079045 0.0007971 0.00086645 0.00082095 0.00087525 0.0007267 0.00084695 0.00085935 0.00086825 0.0008814 0.00092135 0.0008444 0.00085785 0.00080665 0.00085915 0.0008507 0.00079195 0.00085615 0.0009151 0.00087685 0.00078975 0.0008049 0.00083625 0.0008833 0.00082865 0.0008419 0.00074225 0.0008668 0.00078015 0.00085835 0.000855 0.00085915 0.0008373 0.00076095 0.00086495 0.0008429 0.00091785 0.00079615 0.00087045 0.00087775 0.0008596 0.0008959 0.0007578 0.00086085 0.0008351 0.00087965 0.0007772 0.000827 0.0008603 0.00086635 0.00086875 0.0008489 0.0008437 0.00085045 0.00090775 0.000877 0.0008416 0.0008652 0.0008864 0.00086145 0.0008504 0.00085365 0.0008231 0.0008577 0.00085145 0.0007733 0.00076525 0.0009144 0.00075215 0.00081095 0.00091925 0.0008491 0.00085355 0.0008237 0.0009073 0.00085045 0.00076905 0.00080335 0.0008066 0.0008818 0.0008112 0.00087915 0.0008178 0.00084955 0.0008202 0.00088725 0.0008795 0.00067285 0.0008538 0.00086765 0.0008093 0.00091845 0.0008088 0.0008753 0.00079975 0.00078015
