 slim_762066381 slim_762066368 slim_762066362 slim_762066389 slim_762066365 slim_762066383 slim_762066361 slim_762066370 slim_762066356 slim_762066360 slim_762066358 slim_762066385 slim_762066341 slim_762066378 slim_762066386 slim_762066373 slim_762066343 slim_762066369 slim_762066374 slim_762066347 slim_762066387 slim_762066363 slim_762066375 slim_762066380 slim_762066342 slim_762066354 slim_762066349 slim_762066359 slim_762066366 slim_762066372 slim_762066345 slim_762066340 slim_762066367 slim_762066353 slim_762066371 slim_762066382 slim_762066388 slim_762066346 slim_762066355 slim_762066344 slim_762066364 slim_762066390 slim_762066352 slim_762066376 slim_762066348 slim_762066377 slim_762066384 slim_762066379 slim_762066350 slim_762066339 slim_762066357 slim_762066351
0 2e-07 2.4e-06 1.45e-06 2.5e-06 1.3e-06 2.5e-06 1.15e-06 1.25e-06 1.25e-06 2.4e-06 2.35e-06 2.7e-06 2.5e-06 2.3e-06 9.5e-07 2.5e-06 2.5e-06 1.45e-06 2.55e-06 2.2e-06 1e-07 1.3e-06 1.35e-06 2.15e-06 1.25e-06 1.25e-06 2.6e-06 1.3e-06 2.35e-06 2.6e-06 2.35e-06 1.25e-06 1.15e-06 1.35e-06 1.35e-06 1.85e-06 2.25e-06 2.25e-06 5e-07 2.2e-06 1.45e-06 1.15e-06 2.35e-06 1.05e-06 2.5e-06 2.2e-06 1.5e-06 1.1e-06 1.3e-06 2.35e-06 2.4e-06 1.55e-06
1 2.4e-06 1.6e-06 2.05e-06 1.5e-06 1.95e-06 1.5e-06 1.65e-06 2.3e-06 2.15e-06 1e-06 1.45e-06 1.35e-06 1.85e-06 1.45e-06 2.05e-06 8.5e-07 2.05e-06 2.4e-06 2.15e-06 1.8e-06 2.3e-06 1.6e-06 2.35e-06 2.1e-06 1.55e-06 2.15e-06 1.3e-06 2.3e-06 1.35e-06 1.75e-06 1.95e-06 2.25e-06 1.55e-06 1.6e-06 2.35e-06 1.7e-06 1.45e-06 1.4e-06 2.3e-06 1.35e-06 2e-06 1.7e-06 9e-07 2.3e-06 1.4e-06 1.55e-06 2.05e-06 2.35e-06 2e-06 1.55e-06 2e-06 1.6e-06
2 1.45e-06 2.05e-06 2.7e-06 2.5e-06 1.8e-06 2.5e-06 1.65e-06 2.05e-06 1.95e-06 1.95e-06 2.25e-06 2.15e-06 2.45e-06 2.2e-06 1.65e-06 2.25e-06 2.75e-06 2.25e-06 2.8e-06 2.25e-06 1.35e-06 1.8e-06 2.15e-06 2.6e-06 1.75e-06 2e-06 2.25e-06 2.15e-06 2.35e-06 2.65e-06 2.6e-06 1.95e-06 1.55e-06 1.85e-06 2.15e-06 1.75e-06 2.2e-06 2.15e-06 1.7e-06 2.1e-06 1.85e-06 1.65e-06 2e-06 2e-06 2.45e-06 2.4e-06 1.9e-06 2.05e-06 2.05e-06 2.35e-06 2.65e-06 1.9e-06
3 2.5e-06 1.5e-06 2.5e-06 1.8e-06 2.45e-06 1.15e-06 2.25e-06 2.25e-06 1.8e-06 1.85e-06 1.65e-06 1.9e-06 1.95e-06 1.6e-06 2.25e-06 1e-06 1.1e-06 1.85e-06 1.15e-06 1.4e-06 2.4e-06 1.65e-06 1.85e-06 1.45e-06 1.65e-06 1.85e-06 1.8e-06 1.95e-06 1.05e-06 1.15e-06 1.15e-06 2.05e-06 2.15e-06 1.75e-06 1.85e-06 2.45e-06 1.45e-06 1.5e-06 2.25e-06 1.45e-06 2.5e-06 2.25e-06 1.45e-06 2.05e-06 1e-06 1.3e-06 2.55e-06 2.05e-06 1.7e-06 1.45e-06 1.25e-06 2e-06
4 1.3e-06 1.95e-06 1.8e-06 2.45e-06 2.6e-06 2.55e-06 1.4e-06 2e-06 2e-06 1.7e-06 2.15e-06 1.75e-06 2.05e-06 2.1e-06 1.65e-06 2.3e-06 2.7e-06 2.1e-06 2.75e-06 2.15e-06 1.3e-06 1.8e-06 2.05e-06 2.55e-06 1.75e-06 2e-06 1.9e-06 2.05e-06 2.4e-06 2.55e-06 2.65e-06 2e-06 1.4e-06 1.85e-06 2.05e-06 1.4e-06 2e-06 2.05e-06 1.65e-06 2e-06 1.45e-06 1.4e-06 1.9e-06 1.9e-06 2.5e-06 2.35e-06 1.5e-06 1.95e-06 1.95e-06 2.4e-06 2.7e-06 1.75e-06
5 2.5e-06 1.5e-06 2.5e-06 1.15e-06 2.55e-06 1.6e-06 2.3e-06 2.25e-06 1.75e-06 2e-06 1.45e-06 2.2e-06 2.05e-06 1.4e-06 2.2e-06 9e-07 1.25e-06 2.15e-06 1.35e-06 1.8e-06 2.4e-06 1.6e-06 2.05e-06 1.25e-06 1.6e-06 1.65e-06 1.85e-06 1.85e-06 8e-07 1.5e-06 1e-06 1.9e-06 2.2e-06 1.7e-06 2.05e-06 2.55e-06 1.75e-06 1.5e-06 2.2e-06 1.45e-06 2.6e-06 2.3e-06 1.45e-06 2.05e-06 1e-06 1.25e-06 2.65e-06 2.05e-06 1.8e-06 1.25e-06 9.5e-07 2e-06
6 1.15e-06 1.65e-06 1.65e-06 2.25e-06 1.4e-06 2.3e-06 2.3e-06 1.8e-06 1.8e-06 1.45e-06 1.85e-06 1.85e-06 2.1e-06 1.85e-06 1.45e-06 2.05e-06 2.5e-06 1.95e-06 2.55e-06 2.05e-06 1.15e-06 1.6e-06 1.9e-06 2.3e-06 1.55e-06 1.8e-06 1.95e-06 1.85e-06 2.15e-06 2.4e-06 2.4e-06 1.8e-06 1.15e-06 1.65e-06 1.9e-06 1.5e-06 1.75e-06 1.8e-06 1.45e-06 1.75e-06 1.55e-06 1.2e-06 1.65e-06 1.7e-06 2.25e-06 2.1e-06 1.6e-06 1.75e-06 1.7e-06 2.15e-06 2.45e-06 1.5e-06
7 1.25e-06 2.3e-06 2.05e-06 2.25e-06 2e-06 2.25e-06 1.8e-06 2.3e-06 1.6e-06 2.35e-06 2.25e-06 2.65e-06 2.35e-06 2.2e-06 1.5e-06 2.25e-06 2.25e-06 1.9e-06 2.3e-06 2.2e-06 1.15e-06 1.7e-06 1.75e-06 1.9e-06 1.65e-06 1.65e-06 2.55e-06 1.8e-06 2.1e-06 2.35e-06 2.1e-06 1.7e-06 1.7e-06 1.75e-06 1.75e-06 2.25e-06 2.15e-06 2.15e-06 1.25e-06 2.1e-06 2.05e-06 1.8e-06 2.25e-06 1.45e-06 2.25e-06 1.95e-06 2.1e-06 1.5e-06 1.55e-06 2.3e-06 2.15e-06 1.8e-06
8 1.25e-06 2.15e-06 1.95e-06 1.8e-06 2e-06 1.75e-06 1.8e-06 1.6e-06 2.3e-06 2.35e-06 1.9e-06 2.6e-06 2.15e-06 1.85e-06 1.45e-06 1.95e-06 1.6e-06 1.6e-06 1.6e-06 1.9e-06 1.15e-06 1.5e-06 1.45e-06 1.45e-06 1.5e-06 1.3e-06 2.4e-06 1.4e-06 1.6e-06 1.95e-06 1.3e-06 1.35e-06 1.7e-06 1.6e-06 1.45e-06 2.25e-06 1.9e-06 1.75e-06 1.2e-06 1.7e-06 2.05e-06 1.8e-06 2.1e-06 1.35e-06 1.7e-06 1.7e-06 2.1e-06 1.35e-06 1.3e-06 1.8e-06 1.4e-06 1.75e-06
9 2.4e-06 1e-06 1.95e-06 1.85e-06 1.7e-06 2e-06 1.45e-06 2.35e-06 2.35e-06 4e-07 1.45e-06 9.5e-07 1.7e-06 1.3e-06 1.95e-06 1.5e-06 2.35e-06 2.45e-06 2.4e-06 1.85e-06 2.3e-06 1.9e-06 2.4e-06 2.35e-06 1.85e-06 2.35e-06 1.3e-06 2.5e-06 1.85e-06 2e-06 2.35e-06 2.45e-06 1.35e-06 1.95e-06 2.4e-06 1.25e-06 1.3e-06 1.25e-06 2.4e-06 1.2e-06 1.75e-06 1.35e-06 9.5e-07 2.35e-06 1.9e-06 1.9e-06 1.8e-06 2.4e-06 2e-06 2.05e-06 2.4e-06 1.35e-06
