 slim_762431881 slim_762431890 slim_762431877 slim_762431902 slim_762431914 slim_762431915 slim_762431884 slim_762431879 slim_762431905 slim_762431868 slim_762431897 slim_762431888 slim_762431870 slim_762431912 slim_762431880 slim_762431865 slim_762431889 slim_762431906 slim_762431904 slim_762431893 slim_762431898 slim_762431909 slim_762431886 slim_762431892 slim_762431907 slim_762431885 slim_762431899 slim_762431861 slim_762431910 slim_762431874 slim_762431864 slim_762431895 slim_762431903 slim_762431875 slim_762431876 slim_762431878 slim_762431908 slim_762431913 slim_762431863 slim_762431867 slim_762431862 slim_762431896 slim_762431901 slim_762431869 slim_762431887 slim_762431860 slim_762431911 slim_762431891 slim_762431900 slim_762431883 slim_762431882 slim_762431871 slim_762431894 slim_762431873 slim_762431859 slim_762431866 slim_762431872
0 1.1e-06 1.35e-06 1.75e-06 1.4e-06 1.45e-06 1.3e-06 1.15e-06 9e-07 1.35e-06 1.55e-06 1.2e-06 1.15e-06 1.4e-06 1.35e-06 1.65e-06 1.35e-06 1.2e-06 1.25e-06 1e-06 1.3e-06 1.1e-06 1.7e-06 1.2e-06 1.3e-06 1.75e-06 1.35e-06 1.55e-06 1.3e-06 1.4e-06 1.25e-06 1.1e-06 1.65e-06 1.25e-06 1.5e-06 1.3e-06 1e-06 1e-06 1.6e-06 1.5e-06 1.6e-06 1.6e-06 1.6e-06 1.3e-06 1.65e-06 1.7e-06 1.25e-06 1.1e-06 1.3e-06 1.3e-06 1.45e-06 1.15e-06 1.45e-06 1.65e-06 1.4e-06 1.45e-06 1.65e-06 1.9e-06
1 1.35e-06 2e-06 1.4e-06 1.5e-06 1.8e-06 1.4e-06 1.4e-06 1.6e-06 1.75e-06 1.35e-06 1.25e-06 1.45e-06 1.75e-06 1.45e-06 1.45e-06 1.05e-06 1.3e-06 1.65e-06 1.85e-06 1.75e-06 1.55e-06 1.45e-06 1.45e-06 1.7e-06 1.55e-06 1.45e-06 1.35e-06 1.55e-06 1.65e-06 1.5e-06 1.45e-06 1.25e-06 1.55e-06 1.8e-06 1.4e-06 1.9e-06 1.9e-06 1.7e-06 1.4e-06 1.55e-06 1.3e-06 1.35e-06 1.95e-06 1.45e-06 1.5e-06 1.55e-06 1.55e-06 1.65e-06 1.4e-06 1.7e-06 1.4e-06 1.5e-06 1.6e-06 1.7e-06 1.95e-06 1.6e-06 1.7e-06
2 1.75e-06 1.4e-06 0.0 9e-07 2.15e-06 8.5e-07 1.4e-06 1.8e-06 2.15e-06 1.3e-06 1.2e-06 1e-06 2.1e-06 1.15e-06 1.05e-06 1.25e-06 7.5e-07 2.05e-06 1.85e-06 2.05e-06 2.1e-06 1.3e-06 1.05e-06 2.1e-06 1.15e-06 8.5e-07 1.3e-06 1.9e-06 1.35e-06 1.35e-06 1.9e-06 6e-07 8e-07 1.45e-06 8e-07 2e-06 2e-06 1.3e-06 2.05e-06 2.15e-06 1.55e-06 1.5e-06 1.95e-06 1.05e-06 1.3e-06 1.95e-06 2.1e-06 2e-06 1.05e-06 1.95e-06 1.85e-06 1.3e-06 2.2e-06 2e-06 2.05e-06 2.2e-06 1.4e-06
3 1.4e-06 1.5e-06 9e-07 1.8e-06 2e-06 1.1e-06 1.4e-06 1.3e-06 1.95e-06 1.5e-06 1.05e-06 1.3e-06 1.95e-06 1.1e-06 1.45e-06 1.25e-06 1e-06 1.85e-06 1.65e-06 1.9e-06 1.9e-06 1.6e-06 1.35e-06 1.9e-06 1.55e-06 9.5e-07 1.5e-06 1.8e-06 1.5e-06 1.45e-06 1.55e-06 1.15e-06 1.15e-06 1.7e-06 9e-07 1.75e-06 1.75e-06 1.45e-06 1.8e-06 2.05e-06 1.8e-06 1.65e-06 1.85e-06 1.45e-06 1.6e-06 1.8e-06 1.9e-06 1.85e-06 1.25e-06 1.9e-06 1.6e-06 1.5e-06 2.1e-06 1.85e-06 1.95e-06 2.1e-06 1.75e-06
4 1.45e-06 1.8e-06 2.15e-06 2e-06 2.5e-06 1.9e-06 1.65e-06 1.55e-06 1.45e-06 1.7e-06 1.9e-06 1.8e-06 1.3e-06 1.8e-06 1.8e-06 1.8e-06 1.8e-06 1.35e-06 1.35e-06 1.45e-06 1.5e-06 1.7e-06 1.8e-06 1.4e-06 1.8e-06 1.95e-06 1.7e-06 1.45e-06 1.7e-06 1.85e-06 1.5e-06 2.2e-06 1.8e-06 1.85e-06 1.9e-06 1.55e-06 1.55e-06 2.1e-06 1.5e-06 1.3e-06 1.85e-06 1.75e-06 1.5e-06 1.7e-06 1.8e-06 1.4e-06 1.4e-06 1.3e-06 1.8e-06 1.5e-06 1.4e-06 1.9e-06 1.35e-06 1.55e-06 1.6e-06 1.35e-06 1.9e-06
5 1.3e-06 1.4e-06 8.5e-07 1.1e-06 1.9e-06 1.7e-06 1.3e-06 1.45e-06 1.95e-06 1.45e-06 1.1e-06 1.25e-06 1.85e-06 1.2e-06 1.4e-06 1.2e-06 9e-07 1.85e-06 1.55e-06 1.85e-06 1.85e-06 1.55e-06 1.25e-06 1.9e-06 1.5e-06 1.05e-06 1.45e-06 1.75e-06 1.5e-06 1.35e-06 1.6e-06 1.05e-06 1.1e-06 1.65e-06 1e-06 1.75e-06 1.75e-06 1.45e-06 1.8e-06 2e-06 1.7e-06 1.55e-06 1.75e-06 1.4e-06 1.55e-06 1.75e-06 1.85e-06 1.75e-06 1.1e-06 1.85e-06 1.5e-06 1.4e-06 2.05e-06 1.8e-06 1.9e-06 2.05e-06 1.7e-06
6 1.15e-06 1.4e-06 1.4e-06 1.4e-06 1.65e-06 1.3e-06 1.6e-06 1.25e-06 1.55e-06 1.5e-06 1.25e-06 1.35e-06 1.6e-06 1.45e-06 1.5e-06 1.3e-06 1.2e-06 1.45e-06 1.4e-06 1.5e-06 1.5e-06 1.6e-06 1.35e-06 1.5e-06 1.6e-06 1.35e-06 1.5e-06 1.25e-06 1.5e-06 1.3e-06 1.35e-06 1.4e-06 1.3e-06 1.55e-06 1.3e-06 1.35e-06 1.35e-06 1.5e-06 1.6e-06 1.65e-06 1.55e-06 1.5e-06 1.3e-06 1.5e-06 1.6e-06 1.45e-06 1.5e-06 1.5e-06 1.2e-06 1.25e-06 1.35e-06 1.15e-06 1.7e-06 1.55e-06 1.4e-06 1.7e-06 1.7e-06
7 9e-07 1.6e-06 1.8e-06 1.3e-06 1.55e-06 1.45e-06 1.25e-06 1.2e-06 1.15e-06 1.6e-06 1.2e-06 1.35e-06 1.5e-06 1.3e-06 1.65e-06 1.5e-06 1.35e-06 1.05e-06 1.2e-06 1.3e-06 1.25e-06 1.75e-06 1.4e-06 1.1e-06 1.75e-06 1.25e-06 1.6e-06 1.35e-06 1.3e-06 1.4e-06 9.5e-07 1.85e-06 1.35e-06 1.5e-06 1.2e-06 8.5e-07 8.5e-07 1.55e-06 1.5e-06 1.55e-06 1.75e-06 1.7e-06 1.4e-06 1.65e-06 1.75e-06 1.25e-06 1.25e-06 1.4e-06 1.4e-06 1.4e-06 1.25e-06 1.55e-06 1.6e-06 1.4e-06 1.4e-06 1.6e-06 1.8e-06
8 1.35e-06 1.75e-06 2.15e-06 1.95e-06 1.45e-06 1.95e-06 1.55e-06 1.15e-06 1.5e-06 1.5e-06 1.95e-06 1.65e-06 1.4e-06 2e-06 1.55e-06 1.9e-06 1.85e-06 7.5e-07 1.7e-06 1.05e-06 1.1e-06 1.7e-06 1.7e-06 7.5e-07 1.55e-06 1.9e-06 1.5e-06 1.1e-06 1.6e-06 1.8e-06 1.15e-06 2.35e-06 1.75e-06 1.5e-06 1.85e-06 1.05e-06 1.05e-06 1.9e-06 1.2e-06 8e-07 1.55e-06 1.6e-06 1.65e-06 1.45e-06 1.6e-06 9e-07 9.5e-07 1.3e-06 1.7e-06 1.05e-06 1.2e-06 1.8e-06 8e-07 1.15e-06 1.3e-06 8e-07 1.55e-06
9 1.55e-06 1.35e-06 1.3e-06 1.5e-06 1.7e-06 1.45e-06 1.5e-06 1.6e-06 1.5e-06 2.2e-06 1.45e-06 1.5e-06 1.65e-06 1.5e-06 1.3e-06 1.3e-06 1.35e-06 1.4e-06 1.95e-06 1.5e-06 1.55e-06 1.4e-06 1.55e-06 1.45e-06 1.3e-06 1.45e-06 1.1e-06 1.4e-06 1.6e-06 1.6e-06 1.5e-06 1.4e-06 1.5e-06 1.55e-06 1.4e-06 1.8e-06 1.8e-06 1.55e-06 1.3e-06 1.15e-06 1.45e-06 1.3e-06 1.95e-06 1.2e-06 1.3e-06 1.3e-06 1.45e-06 1.55e-06 1.35e-06 1.45e-06 1.3e-06 1.55e-06 1.2e-06 1.45e-06 1.75e-06 1.2e-06 1.4e-06
