 slim_337481618 slim_337481667 slim_337481364 slim_337481693 slim_337481580 slim_337481464 slim_337481716 slim_337481718 slim_337481730 slim_337481534 slim_337481744 slim_337481528 slim_337481553 slim_337481639 slim_337481556 slim_337481368 slim_337481738 slim_337481652 slim_337481622 slim_337481644 slim_337481665 slim_337481727 slim_337481710 slim_337481676 slim_337481677 slim_337481704 slim_337481714 slim_337481733 slim_337481634 slim_337481616 slim_337481702 slim_337481724 slim_337481110 slim_337481712 slim_337481731 slim_337481650 slim_337481557 slim_337481423 slim_337481541 slim_337481681 slim_337481573 slim_337481662 slim_337481661 slim_337481612 slim_337481736 slim_337481642 slim_337481646 slim_337481606 slim_337481397 slim_337481745 slim_337481670 slim_337481683 slim_337481685 slim_337481707 slim_337481739 slim_337481675 slim_337481561 slim_337481740 slim_337481679 slim_337481743 slim_337481607 slim_337481602 slim_337481643 slim_337481723 slim_337481694 slim_337481477 slim_337481684 slim_337481722 slim_337481735 slim_337481721 slim_337481715 slim_337481732 slim_337481728 slim_337481701 slim_337481655 slim_337481514 slim_337481729 slim_337481659 slim_337481741 slim_337481281 slim_337481666 slim_337481726 slim_337481621 slim_337481674
0 0.0002999 0.00032005 0.00022075 0.0004407 0.000334 0.0002978 0.0004322 0.00043285 0.00026525 0.0003466 0.0005034 0.000404 0.00036115 0.00015795 0.00022015 0.000252 0.0001506 0.0001502 0.0001505 0.0003076 0.0002207 0.0003741 0.0002208 0.0005024 0.00034565 0.0002205 0.00022045 0.00043235 0.0002478 0.00022055 0.00027605 0.000273 0.000302 0.00022065 0.0002216 0.00043205 0.0005457 0.0004321 0.00050215 0.00015075 0.0001501 0.00029185 0.0003525 0.0001587 0.00029815 0.0001504 0.0002644 0.0004324 0.00018875 0.0005144 0.00050285 0.00015065 0.0002214 0.00022045 0.0002203 0.0001562 0.00015075 0.0003024 0.0001958 0.0002209 0.00018755 0.0004324 0.0002025 0.00050275 0.00025825 0.00035215 0.00049295 0.0003742 0.0004323 0.00057385 0.00034545 0.00018885 0.0002203 0.00022055 0.0002214 0.00015035 0.00036545 0.00035205 0.0004326 0.0001504 0.0002203 0.00023225 0.00046595 0.00015045
1 0.00032005 0.0003836 0.0002665 0.0004769 0.00032905 0.0003422 0.00046645 0.0004866 0.00027535 0.00043625 0.00046435 0.00045785 0.0003984 0.0003103 0.00024635 0.00025965 0.0003204 0.00032025 0.0003401 0.00045205 0.0002667 0.00051435 0.000266 0.000412 0.00039195 0.00026645 0.00024615 0.0004861 0.00026635 0.00026625 0.0004586 0.0003696 0.00044115 0.0002462 0.00031815 0.000486 0.0005493 0.0004663 0.00041225 0.00034005 0.00030045 0.000302 0.0004063 0.00031095 0.00034195 0.00032025 0.00040365 0.00048615 0.000378 0.00047525 0.0004123 0.00034025 0.00031785 0.00026615 0.00026615 0.0003152 0.0003401 0.0002547 0.00036755 0.0002661 0.0003769 0.00048615 0.0003918 0.00041235 0.0002659 0.0004062 0.00040165 0.00041515 0.00048605 0.0004483 0.00035535 0.00037805 0.0002662 0.00026635 0.00031785 0.00033995 0.00036015 0.00038635 0.00048635 0.0003202 0.0002465 0.00032895 0.0004696 0.00034005
2 0.00022075 0.0002665 0.0003355 0.00041285 0.0002611 0.00024575 0.000451 0.00039855 0.00027295 0.00038955 0.0004949 0.0003702 0.0003102 0.0002341 0.00022085 0.00018525 0.00022085 0.00022095 0.00016855 0.00031065 0.00016835 0.00037135 0.0001688 0.00039865 0.0003679 0.00016815 0.0002211 0.00039805 0.00026375 0.0001686 0.00029355 0.00031625 0.00029895 0.0002211 0.0002644 0.0003984 0.00049095 0.00045085 0.00039845 0.0001684 0.0002733 0.0002996 0.0003185 0.0002352 0.0002461 0.0002205 0.0002614 0.00039835 0.0002066 0.0005058 0.0003991 0.0001687 0.00026455 0.00016835 0.0001682 0.00019025 0.0001685 0.00027565 0.00021955 0.00016845 0.0002052 0.00039835 0.00022005 0.000399 0.00026625 0.0003186 0.0003893 0.0003402 0.00039825 0.00052995 0.00035635 0.0002065 0.00016855 0.00016855 0.00026455 0.00016825 0.0003029 0.0003709 0.0003983 0.00022075 0.000221 0.00027565 0.00041115 0.00016815
3 0.0004407 0.0004769 0.00041285 0.0006238 0.0005233 0.00041245 0.00041315 0.0003403 0.0004951 0.00046455 0.00038755 0.000387 0.0005055 0.00041385 0.00048575 0.0004304 0.00044095 0.0004409 0.00036915 0.0004354 0.00041295 0.0004627 0.0004129 0.0003851 0.00052525 0.00041285 0.00048625 0.00033975 0.00043075 0.00041245 0.00041735 0.0004568 0.00047825 0.0004862 0.00041505 0.0003397 0.00045015 0.0004131 0.00038455 0.00036745 0.00051425 0.00050965 0.00034515 0.00041315 0.0004128 0.00044085 0.0004782 0.00033965 0.0003678 0.0003875 0.00038565 0.0003676 0.0004148 0.0004123 0.00041215 0.00041 0.00036745 0.00046015 0.00035425 0.000413 0.0003819 0.00033965 0.0004096 0.00038555 0.00048745 0.0003451 0.00039015 0.0003541 0.00033965 0.00048215 0.00053485 0.00036785 0.0004124 0.00041265 0.0004148 0.0003674 0.00039455 0.0004184 0.00033985 0.00044075 0.0004859 0.00041495 0.0004558 0.0003675
4 0.000334 0.00032905 0.0002611 0.0005233 0.0003504 0.0003016 0.0004975 0.00050955 0.00035715 0.00056665 0.0006051 0.000468 0.00036295 0.00034735 0.00024915 0.00023755 0.0003343 0.0003342 0.0003439 0.0004478 0.00026125 0.0003862 0.0002606 0.00042375 0.0003671 0.0002611 0.00024885 0.00050905 0.0004144 0.000261 0.0004712 0.0004804 0.00029855 0.00024905 0.00044175 0.000509 0.0004238 0.00049735 0.0004241 0.00034595 0.00032245 0.0003569 0.00042925 0.0003483 0.00030135 0.00033415 0.00026085 0.0005091 0.00038395 0.000616 0.0004242 0.0003461 0.0004415 0.0002608 0.0002608 0.0003036 0.00034585 0.0003671 0.0003968 0.0002607 0.00038265 0.0005091 0.0003847 0.0004241 0.0003563 0.0004292 0.00038235 0.00045095 0.000509 0.00052035 0.00040435 0.00038385 0.0002609 0.00026095 0.00044145 0.0003458 0.0003948 0.0004174 0.0005093 0.00033405 0.0002493 0.0004526 0.00034415 0.0003459
5 0.0002978 0.0003422 0.00024575 0.00041245 0.0003016 0.0004884 0.00045025 0.00039865 0.0003503 0.0004671 0.00049445 0.00036995 0.00038775 0.0003113 0.0002976 0.00026245 0.0002981 0.000298 0.0002456 0.00038825 0.000246 0.0003809 0.0002459 0.0003979 0.00040865 0.00024575 0.00029775 0.0003981 0.0003416 0.00024585 0.0003714 0.00039365 0.00033995 0.00029795 0.0003421 0.00039805 0.00045405 0.0004501 0.0003978 0.00024615 0.00034995 0.0003645 0.0003183 0.0003122 0.00024495 0.00029795 0.00030225 0.00039815 0.00028425 0.00050535 0.0003984 0.0002464 0.00034195 0.00024555 0.0002454 0.00026745 0.00024605 0.00035255 0.0002971 0.0002459 0.00028285 0.00039815 0.00029775 0.0003983 0.00034185 0.00031825 0.00031795 0.0003401 0.00039805 0.00051695 0.0004137 0.00028415 0.00024565 0.00024525 0.0003419 0.0002459 0.0003801 0.00037015 0.00039835 0.00029785 0.00029775 0.00035295 0.00037435 0.000246
6 0.0004322 0.00046645 0.000451 0.00041315 0.0004975 0.00045025 0.0007789 0.0004329 0.00050195 0.00054745 0.00045535 0.00046695 0.0005277 0.00041305 0.00040805 0.00046035 0.00043255 0.0004324 0.0004746 0.00053455 0.0004509 0.0005064 0.00045105 0.0004082 0.0005442 0.000451 0.00040825 0.00043235 0.0004898 0.0004509 0.000525 0.000527 0.00052195 0.0004086 0.0004979 0.0004323 0.0004788 0.0003896 0.00040795 0.00047515 0.0003896 0.00051625 0.00043775 0.00041325 0.0004506 0.00043235 0.00052195 0.00043225 0.00047545 0.00045535 0.00040875 0.00047505 0.0004977 0.00045075 0.0004506 0.00043795 0.0004751 0.00047355 0.00047045 0.00045115 0.00048955 0.00043225 0.0005045 0.00040865 0.00049365 0.0004377 0.00041345 0.0004467 0.00043225 0.0004737 0.00054125 0.0004755 0.00045085 0.0004508 0.0004977 0.00047505 0.0004347 0.00039485 0.00043245 0.0004323 0.0004082 0.00049785 0.00048445 0.00047515
7 0.00043285 0.0004866 0.00039855 0.0003403 0.00050955 0.00039865 0.0004329 0.0006507 0.0004772 0.0004468 0.00039695 0.00037315 0.0004665 0.0004462 0.0005053 0.0004165 0.000433 0.00043305 0.00032795 0.0003941 0.00039915 0.00042155 0.00039905 0.0003987 0.0005078 0.00039895 0.00050585 0.00032545 0.00041265 0.00039855 0.0003757 0.00043925 0.00043705 0.00050565 0.0003971 0.0003258 0.00043655 0.00043275 0.0003982 0.00032605 0.0005399 0.00049205 0.00033115 0.00044735 0.00039905 0.0004326 0.00043735 0.00032575 0.0003265 0.00039685 0.0003987 0.0003263 0.00039725 0.0003983 0.00039805 0.0004078 0.0003261 0.00047 0.00035485 0.0003986 0.00034045 0.00032575 0.00036815 0.0003986 0.0004699 0.00033125 0.0004036 0.0003401 0.00032565 0.0004915 0.00051745 0.00032645 0.0003985 0.00039875 0.00039725 0.00032585 0.00039895 0.00043805 0.0003256 0.00043285 0.00050545 0.00039735 0.000442 0.00032575
8 0.00026525 0.00027535 0.00027295 0.0004951 0.00035715 0.0003503 0.00050195 0.0004772 0.0004795 0.00035975 0.0004782 0.0004486 0.00039445 0.00028215 0.0002974 0.00028935 0.0002655 0.0002655 0.0002414 0.00037595 0.00027335 0.00043495 0.00027325 0.00050945 0.00033645 0.0002731 0.00029805 0.0004767 0.0002404 0.0002726 0.0003587 0.00029315 0.0003626 0.0002977 0.00024155 0.0004768 0.000561 0.0005018 0.00050885 0.0002405 0.0002904 0.0002674 0.00039675 0.0002836 0.0003507 0.0002653 0.00032535 0.00047655 0.0002786 0.0004891 0.0005099 0.00024065 0.00024145 0.0002724 0.00027215 0.00026575 0.0002406 0.00028495 0.00029535 0.0002731 0.0002771 0.0004766 0.00029245 0.0005098 0.0002437 0.00039695 0.0004998 0.00040585 0.0004765 0.00050405 0.00031845 0.0002786 0.0002726 0.00027295 0.0002415 0.0002401 0.00039395 0.00042185 0.00047695 0.00026535 0.00029755 0.0002525 0.0004813 0.00024035
9 0.0003466 0.00043625 0.00038955 0.00046455 0.00056665 0.0004671 0.00054745 0.0004468 0.00035975 0.0004631 0.00043975 0.00045755 0.000409 0.0003636 0.0004899 0.0004292 0.0003469 0.0003468 0.0002481 0.0002792 0.0003899 0.0004678 0.0003898 0.00059025 0.0004157 0.0003897 0.00049055 0.0004463 0.00029015 0.0003892 0.0002388 0.0002801 0.0004227 0.00049035 0.0002389 0.0004464 0.0006235 0.0005473 0.00058965 0.000246 0.0004476 0.0003867 0.00041635 0.00036475 0.00046745 0.0003466 0.0004235 0.00044645 0.0002458 0.00043965 0.0005907 0.0002461 0.0002388 0.00038905 0.0003889 0.0003473 0.000246 0.0003825 0.0002776 0.0003897 0.00025965 0.00044645 0.00028735 0.0005906 0.0003537 0.00041635 0.00063035 0.0004092 0.00044635 0.0005874 0.0004087 0.00024585 0.00038915 0.00038955 0.0002388 0.0002458 0.00043525 0.0005171 0.00044655 0.0003467 0.00049005 0.0002389 0.00059355 0.0002458
