 slim_337504872 slim_337504774 slim_337504930 slim_337504947 slim_337504886 slim_337505003 slim_337504912 slim_337505009 slim_337504929 slim_337504806 slim_337504987 slim_337504933 slim_337505016 slim_337504977 slim_337504943 slim_337505050 slim_337505032 slim_337504959 slim_337505060 slim_337505017 slim_337504972 slim_337505004 slim_337505051 slim_337505020 slim_337504890 slim_337505047 slim_337504916 slim_337505044 slim_337505059 slim_337504978 slim_337504723 slim_337505046 slim_337504983 slim_337504406 slim_337504911 slim_337505031 slim_337505061 slim_337505013 slim_337504910 slim_337505040 slim_337505056 slim_337505038 slim_337504981 slim_337505052 slim_337505058 slim_337505042 slim_337504814 slim_337505037 slim_337504885 slim_337505000 slim_337504827 slim_337504954 slim_337504624 slim_337504932 slim_337504798 slim_337504790 slim_337504897 slim_337505049 slim_337504993 slim_337505012 slim_337504996 slim_337505062 slim_337505022 slim_337504598 slim_337505045 slim_337504862 slim_337504973 slim_337505053 slim_337504823 slim_337504841 slim_337505024 slim_337504837 slim_337504967 slim_337504887 slim_337505021 slim_337504873 slim_337505030 slim_337504869 slim_337505025 slim_337505041 slim_337504785 slim_337505007 slim_337504938 slim_337504980 slim_337504793 slim_337504966 slim_337504944 slim_337504970 slim_337504946 slim_337504904 slim_337505034 slim_337504997 slim_337504815 slim_337504960 slim_337505026 slim_337505015 slim_337504846 slim_337504711
0 9.46e-05 0.0001362 0.00011425 0.00016035 0.0001597 7.905e-05 9.375e-05 0.0001144 0.0001047 0.00021415 0.0001262 0.0002038 0.0002205 0.000114 0.00011155 6.17e-05 0.00015975 0.00011025 6.695e-05 0.0001029 0.0001043 0.0001697 0.0002039 0.00019325 0.00010435 0.00014955 6.255e-05 6.175e-05 0.0001315 9.34e-05 0.00015915 6.01e-05 9.285e-05 0.00022915 6.12e-05 0.0001215 6.005e-05 6.135e-05 0.00012535 0.000148 5.99e-05 7.075e-05 6.06e-05 5.93e-05 0.000148 8.18e-05 0.00021355 0.00015905 0.00015945 0.00024805 0.00015895 0.00014535 0.0001143 0.00014915 0.0001871 0.00015965 6.08e-05 4.83e-05 8.11e-05 0.00013645 0.0001428 8.18e-05 0.00014225 8.025e-05 4.775e-05 5.53e-05 6.755e-05 0.0002481 0.00014805 0.0001138 0.0001256 0.0001692 0.00023045 0.00020325 0.00013185 0.00012545 0.0001603 0.00014975 0.0002044 0.00012155 0.00012145 0.0001315 5.905e-05 0.0001275 5.995e-05 0.00013145 0.00020515 0.0001595 7.13e-05 7.15e-05 0.0001142 9.325e-05 6.04e-05 0.00010385 0.0002045 0.0002039 7.15e-05 5.98e-05
1 0.0001362 0.0001607 0.00010665 0.00022165 0.00022145 0.00015185 0.00010675 0.00011015 0.00017795 0.00019545 0.00010565 0.00019795 0.0002978 0.00011185 0.0001667 0.0001384 0.0002215 9.865e-05 0.00013845 0.00010645 0.00017965 0.0001499 0.00019805 0.000263 0.00017965 0.0002198 0.00013175 0.0001314 0.00011655 0.0001776 0.00017775 0.00013295 0.00017915 0.00020935 0.00013115 0.0001167 0.00013605 0.00013295 0.0001085 0.00014815 0.0001361 0.0001297 0.0001381 0.00013635 0.0002246 0.00011 0.00019535 0.0002213 0.00014845 0.0003101 0.00015135 8.5e-05 0.0001052 0.0002283 0.0001878 0.0002214 0.0001295 0.0001411 0.00010515 0.0001335 0.0002049 0.00015805 0.0002099 0.00011425 0.0001366 0.0001434 0.0001364 0.00031015 0.00022455 0.0001116 0.00011 8.485e-05 0.0002984 0.00019525 0.00020905 0.00010985 0.0002216 0.0002197 0.0002632 0.00021405 0.0002139 0.00011655 0.0001361 0.00011285 0.00013615 0.0001165 0.0002643 0.00022 0.0001315 0.00013295 0.00011435 0.0001067 0.00013615 0.0001134 0.0002631 0.00019995 0.00013275 0.000136
2 0.00011425 0.00010665 0.0001431 0.0001638 0.00016315 0.0001714 7.41e-05 0.000114 0.0001604 0.00016185 7.33e-05 0.0001965 0.00025995 0.00011415 0.000153 8.25e-05 0.00016315 0.00014085 9.97e-05 0.00010605 0.00016055 0.00011875 0.0001966 0.00023395 0.00016055 0.0001967 0.000109 0.0001082 7.98e-05 0.0001859 0.0001969 7.32e-05 0.0001859 0.00017695 0.00010765 8.075e-05 0.0001149 7.5e-05 7.385e-05 0.0001781 0.00011515 7.37e-05 0.00011595 0.0001152 0.00020395 0.00011465 0.0001624 0.00016335 0.0001438 0.0002522 0.0001446 7.4e-05 0.00010725 0.00017135 0.0001722 0.00016305 0.00010735 0.00015635 7.26e-05 0.00013605 0.00014625 0.00013715 0.0001517 7.535e-05 0.00011465 0.00014085 0.0001146 0.00025225 0.000204 0.0001139 7.4e-05 0.0001069 0.0002406 0.00019625 0.0001863 7.385e-05 0.00016375 0.0001969 0.0002083 0.0002135 0.00021345 7.98e-05 0.00011495 7.565e-05 0.0001152 7.975e-05 0.00020905 0.00016305 7.41e-05 7.425e-05 0.00011485 7.36e-05 0.00011565 0.00011545 0.0002081 0.000168 7.385e-05 0.000115
3 0.00016035 0.00022165 0.0001638 0.0001857 9.365e-05 0.00020155 0.00011915 0.000207 0.0001527 0.00015195 0.00015375 0.00019535 0.00015425 0.00020615 0.00015115 0.00011525 9.35e-05 0.0002497 0.000132 0.0002079 0.00015185 0.00015455 0.00019555 0.0001335 0.00015195 0.0001413 0.0001413 0.0001417 0.00015555 0.00018835 0.00026255 0.0001056 0.00018735 0.0001697 0.00014165 0.00016775 0.00014875 0.0001062 0.0001512 0.00023635 0.00014855 9.62e-05 0.00014775 0.0001489 0.000148 0.00017385 0.00015165 9.39e-05 0.00019235 9.3e-05 0.0001897 0.0001781 0.00019775 0.00011325 0.0002103 9.36e-05 0.00014265 0.00020225 0.000132 0.00020585 9.38e-05 0.00014865 0.00012205 0.0001248 0.00016085 0.00018565 0.0001407 9.32e-05 0.0001479 0.0002059 0.00015005 0.0002517 0.00012135 0.00019645 0.00016935 0.0001499 9.345e-05 0.0001409 9.775e-05 0.00020895 0.00020905 0.00015555 0.00014865 0.00015065 0.0001486 0.0001555 9.74e-05 9.475e-05 9.535e-05 9.415e-05 0.00020335 0.0001193 0.00014785 0.00021605 9.745e-05 0.00016455 9.42e-05 0.00014845
4 0.0001597 0.00022145 0.00016315 9.365e-05 0.0001813 0.0002023 0.00012045 0.0002068 0.0001525 0.00015105 0.00015395 0.0001949 0.0001532 0.00020565 0.0001518 0.0001153 9.1e-05 0.00024995 0.00013015 0.00020685 0.00015135 0.0001533 0.00019485 0.0001321 0.00015145 0.0001398 0.00014335 0.0001405 0.0001538 0.0001877 0.00026185 0.000103 0.00018645 0.0001699 0.00013965 0.000168 0.00014785 0.00010485 0.0001514 0.00023575 0.00014655 9.64e-05 0.0001482 0.0001484 0.0001466 0.00017365 0.00015025 9.235e-05 0.00019215 9.11e-05 0.0001895 0.00017865 0.00019755 0.00011195 0.0002106 9.09e-05 0.0001425 0.00020135 0.00013205 0.00020535 9.07e-05 0.00014815 0.0001193 0.00012625 0.0001602 0.00018495 0.0001392 9.095e-05 0.0001466 0.0002054 0.00014865 0.00025015 0.00011945 0.0001952 0.000167 0.0001483 9.365e-05 0.00014045 9.675e-05 0.00020885 0.0002089 0.00015385 0.00014815 0.0001478 0.00014655 0.0001538 9.7e-05 9.385e-05 9.385e-05 9.07e-05 0.0002017 0.0001177 0.0001492 0.0002157 9.655e-05 0.00016365 9.195e-05 0.00014655
5 7.905e-05 0.00015185 0.0001714 0.00020155 0.0002023 7.72e-05 0.0001488 0.0001365 0.0001327 0.00024885 0.0001825 0.00020215 0.00022115 0.00013725 0.00013 0.00012365 0.00020235 8.975e-05 0.00011145 0.00012715 0.00013345 0.0002252 0.00020225 0.00020945 0.00013355 0.00015495 8.755e-05 8.815e-05 0.00018985 9.7e-05 0.0001574 0.00012515 9.76e-05 0.00026415 8.89e-05 0.00017675 8.985e-05 0.00012315 0.00018395 0.0001457 8.99e-05 0.00013505 8.97e-05 9.015e-05 0.0001558 0.00010335 0.0002483 0.00020225 0.00019005 0.00026835 0.00019145 0.00019295 0.0001381 0.00018965 0.0002015 0.00020225 8.82e-05 4.43e-05 0.00013815 0.00013685 0.00020245 8.98e-05 0.00018485 0.00013465 7.955e-05 6.58e-05 9.745e-05 0.0002684 0.00015575 0.000137 0.0001845 0.0001874 0.00025075 0.00020495 0.00014045 0.00018435 0.0002015 0.00015385 0.000245 0.00010705 0.00010725 0.00018985 8.99e-05 0.0001866 8.995e-05 0.0001898 0.0002439 0.0002018 0.0001359 0.0001364 0.0001384 0.0001497 8.9e-05 0.00012585 0.000245 0.0002335 0.0001362 8.98e-05
6 9.375e-05 0.00010675 7.41e-05 0.00011915 0.00012045 0.0001488 5.57e-05 0.0001148 0.00012755 0.00015225 6.25e-05 0.00019735 0.00022755 0.0001151 0.0001199 4.9e-05 0.0001205 0.00015225 6.795e-05 0.0001194 0.00012785 0.0001095 0.00019745 0.00020165 0.00012795 0.0001648 7.445e-05 7.56e-05 7.02e-05 0.0001641 0.00020885 4.26e-05 0.00016425 0.00016675 7.585e-05 8.09e-05 8.245e-05 4.22e-05 6.285e-05 0.0001898 8.295e-05 2.93e-05 8.25e-05 8.21e-05 0.00017165 8.125e-05 0.0001529 0.0001202 0.0001446 0.0002094 0.00014505 6.555e-05 0.0001075 0.000139 0.0001722 0.0001204 7.465e-05 0.0001347 4.035e-05 0.00013675 0.0001038 0.00010395 0.000109 4.07e-05 9.425e-05 0.00011965 7.46e-05 0.00020945 0.0001717 0.00011485 6.405e-05 0.0001417 0.0001978 0.0001973 0.000154 6.39e-05 0.0001186 0.0001642 0.00016495 0.00019125 0.00019125 7.02e-05 8.2e-05 6.68e-05 8.3e-05 7.015e-05 0.0001652 0.0001193 3.05e-05 3.165e-05 0.0001163 2.98e-05 8.15e-05 0.0001271 0.00016465 0.00016875 3.1e-05 8.285e-05
7 0.0001144 0.00011015 0.000114 0.000207 0.0002068 0.0001365 0.0001148 0.0002188 0.00015495 0.0002023 0.00011315 0.00020475 0.00027665 0.00011125 0.00015755 0.0001167 0.00020685 0.00011225 0.0001243 0.00011405 0.00015675 0.00015615 0.00020485 0.00024735 0.00015675 0.0002053 0.00011765 0.0001173 0.00012365 0.0001546 0.0001706 0.0001188 0.00015625 0.00021595 0.00011705 0.0001238 0.00011405 0.0001187 0.00011555 0.00015465 0.0001141 0.00011545 0.0001162 0.00011445 0.0002022 0.0001103 0.0002022 0.00020665 0.0001545 0.00029505 0.0001574 0.0001144 0.0001127 0.000206 0.00018845 0.00020675 0.0001154 0.00011145 0.0001133 0.00013355 0.00019 0.0001366 0.00018925 0.0001186 0.0001148 0.0001216 0.0001145 0.0002951 0.00020215 0.0001112 0.00011705 0.0001139 0.00027735 0.00020245 0.0001884 0.0001169 0.00020695 0.0002052 0.00024755 0.00018565 0.0001855 0.00012365 0.0001142 0.00012005 0.00011415 0.0001236 0.00024865 0.00020535 0.00011725 0.0001187 0.0001138 0.00011475 0.00011415 0.00011325 0.00024775 0.0002066 0.0001185 0.000114
8 0.0001047 0.00017795 0.0001604 0.0001527 0.0001525 0.0001327 0.00012755 0.00015495 0.0001966 0.0002034 0.00015945 0.00020535 0.00021675 0.00015675 0.00010835 0.00010685 0.00015255 0.0001643 0.0001153 0.0001601 0.0001001 0.00015625 0.00020545 0.00014705 0.0001006 0.00015115 0.0001087 0.00010835 0.0001693 9.85e-05 0.00020945 0.0001098 0.00010015 0.0002171 0.0001081 0.00016945 0.00010395 0.0001096 0.0001612 0.0001546 0.000104 0.00010635 0.0001061 0.00010435 0.0001469 0.00012205 0.0002031 0.00015235 0.000155 0.00019555 0.00015705 0.00018195 0.00015865 0.0001507 0.0002282 0.00015245 0.00010645 0.00010035 0.00012645 0.00017905 0.0001357 0.0001267 0.00017425 0.0001281 0.0001052 0.0001116 0.0001044 0.0001956 0.00014685 0.0001565 0.0001627 0.00021495 0.00021715 0.0002034 0.0001734 0.00016255 0.00015265 0.00015105 0.0001467 0.00016965 0.00016945 0.0001693 0.0001041 0.00016585 0.00010405 0.00016925 0.00014825 0.00015105 0.00010815 0.0001096 0.0001586 0.0001275 0.00010405 0.0001582 0.00014755 0.00020705 0.0001094 0.0001039
9 0.00021415 0.00019545 0.00016185 0.00015195 0.00015105 0.00024885 0.00015225 0.0002023 0.0002034 0.0002999 0.0001512 0.0001958 0.0002098 0.0002023 0.00019725 0.0001706 0.000151 0.000241 0.000189 0.000207 0.0002034 0.00015125 0.000196 0.0001876 0.0002034 0.00019615 0.0001985 0.00019735 0.00015785 0.00023955 0.00026235 0.00016295 0.0002394 0.00016685 0.0001968 0.0001702 0.00020325 0.00016405 0.0001522 0.0002325 0.00020305 0.0001521 0.00020415 0.00020335 0.0002023 0.0002027 0.00015055 0.0001513 0.00018755 0.0001502 0.0001883 0.00015515 0.0001963 0.0001699 0.0002119 0.000151 0.0001969 0.0002544 0.0001625 0.000202 0.0001513 0.0002031 0.00017935 0.0001648 0.00021455 0.0002403 0.0001951 0.00015035 0.0002021 0.00020205 0.00015195 0.00019555 0.00017845 0.000195 0.0002252 0.0001518 0.00015195 0.00019625 0.00015135 0.00026315 0.0002631 0.00015785 0.0002031 0.0001531 0.0002031 0.0001578 0.00015195 0.00015125 0.00015215 0.00015185 0.00020275 0.00015135 0.0002039 0.00021475 0.0001512 0.0001672 0.0001519 0.00020295
