 slim_762194200 slim_762194226 slim_762194211 slim_762194231 slim_762194202 slim_762194227 slim_762194215 slim_762194228 slim_762194206 slim_762194210 slim_762194208 slim_762194212 slim_762194242 slim_762194207 slim_762194257 slim_762194244 slim_762194247 slim_762194248 slim_762194222 slim_762194221 slim_762194216 slim_762194245 slim_762194251 slim_762194225 slim_762194201 slim_762194256 slim_762194223 slim_762194196 slim_762194205 slim_762194243 slim_762194214 slim_762194197 slim_762194235 slim_762194217 slim_762194239 slim_762194250 slim_762194213 slim_762194241 slim_762194198 slim_762194236 slim_762194220 slim_762194203 slim_762194252 slim_762194204 slim_762194237 slim_762194254 slim_762194229 slim_762194246 slim_762194209 slim_762194249 slim_762194230 slim_762194224 slim_762194219 slim_762194233 slim_762194232 slim_762194253 slim_762194199 slim_762194234 slim_762194255 slim_762194240 slim_762194238 slim_762194218
0 2.5e-06 1.95e-06 1.9e-06 1.95e-06 1.8e-06 2e-06 1.85e-06 2.15e-06 1.95e-06 2e-06 2.1e-06 1.5e-06 2e-06 1.55e-06 2.2e-06 1.9e-06 1.55e-06 1.75e-06 2e-06 1.95e-06 2.1e-06 1.7e-06 2.05e-06 1.75e-06 2.25e-06 1.65e-06 1.7e-06 1.95e-06 2e-06 2e-06 1.8e-06 2.1e-06 1.9e-06 1.7e-06 2.25e-06 1.85e-06 1.7e-06 2.05e-06 1.95e-06 1.5e-06 1.95e-06 1.9e-06 2.05e-06 2.45e-06 2.05e-06 1.9e-06 1.95e-06 1.7e-06 1.65e-06 1.75e-06 2.1e-06 1.95e-06 1.7e-06 2.05e-06 1.85e-06 2.05e-06 2.05e-06 1.55e-06 2.2e-06 2.45e-06 1.7e-06 1.95e-06
1 1.95e-06 2.5e-06 1.7e-06 1.65e-06 1.8e-06 1.75e-06 1.8e-06 1.85e-06 1.65e-06 2.15e-06 1.65e-06 1.5e-06 1.8e-06 1.6e-06 1.7e-06 1.4e-06 1.75e-06 1.7e-06 2.05e-06 1.35e-06 1.85e-06 1.85e-06 1.5e-06 1.45e-06 1.9e-06 1.85e-06 1.75e-06 1.7e-06 1.85e-06 1.8e-06 1.7e-06 1.9e-06 1.65e-06 1.9e-06 1.65e-06 1.55e-06 1.4e-06 1.75e-06 1.75e-06 1.6e-06 1.3e-06 1.7e-06 1.85e-06 2e-06 1.8e-06 1.65e-06 1.65e-06 1.45e-06 1.5e-06 1.65e-06 1.9e-06 1.35e-06 1.45e-06 1.75e-06 2.1e-06 1.85e-06 1.85e-06 1.7e-06 1.7e-06 1.85e-06 1.9e-06 1.7e-06
2 1.9e-06 1.7e-06 1.6e-06 2.4e-06 1.5e-06 2.05e-06 1.9e-06 2.1e-06 1.35e-06 2.45e-06 1.85e-06 1.6e-06 2.25e-06 1e-06 1.15e-06 1.7e-06 2.3e-06 1.8e-06 2.25e-06 9.5e-07 1.9e-06 1.75e-06 1.8e-06 2.05e-06 2.15e-06 1.65e-06 2.3e-06 1.6e-06 2e-06 2.15e-06 1.8e-06 2.05e-06 1.95e-06 2.1e-06 1.65e-06 2.3e-06 2.2e-06 2.2e-06 2.25e-06 1.2e-06 1.7e-06 1.55e-06 2.3e-06 1.85e-06 1.5e-06 1.2e-06 2.1e-06 2.2e-06 1.3e-06 1.75e-06 2.2e-06 1.7e-06 2e-06 2.15e-06 2.25e-06 2.2e-06 2.4e-06 2.35e-06 1.15e-06 1.8e-06 1.75e-06 2.05e-06
3 1.95e-06 1.65e-06 2.4e-06 6e-07 1.95e-06 1.4e-06 2.1e-06 1.4e-06 1.75e-06 1.95e-06 1.6e-06 1.15e-06 1.2e-06 2.2e-06 2.45e-06 1.55e-06 9.5e-07 2e-06 1.55e-06 2.4e-06 1.65e-06 1.95e-06 1.55e-06 8.5e-07 1.7e-06 1.95e-06 1.3e-06 2.2e-06 1.85e-06 1.3e-06 2e-06 1.55e-06 1.05e-06 1.35e-06 2.45e-06 4e-07 5e-07 1.1e-06 1.3e-06 1.9e-06 1.65e-06 1.6e-06 1.15e-06 2.45e-06 2.25e-06 1.95e-06 1.25e-06 4e-07 1.55e-06 2.05e-06 1.4e-06 1.55e-06 6e-07 1.3e-06 1.85e-06 1.35e-06 1.4e-06 1.1e-06 2.45e-06 2.45e-06 2e-06 1.3e-06
4 1.8e-06 1.8e-06 1.5e-06 1.95e-06 2.1e-06 1.75e-06 2e-06 1.65e-06 1.75e-06 2.05e-06 1.65e-06 1.4e-06 1.75e-06 1.35e-06 1.7e-06 1.7e-06 1.9e-06 1.9e-06 1.95e-06 1.7e-06 1.7e-06 1.95e-06 1.85e-06 1.85e-06 1.45e-06 1.95e-06 2.15e-06 1.85e-06 1.9e-06 1.75e-06 1.95e-06 1.65e-06 1.65e-06 1.9e-06 1.8e-06 1.85e-06 1.75e-06 1.85e-06 1.75e-06 1.15e-06 1.8e-06 1.45e-06 1.8e-06 1.75e-06 1.75e-06 1.6e-06 1.85e-06 1.7e-06 1.25e-06 1.9e-06 1.7e-06 1.75e-06 1.6e-06 1.75e-06 1.85e-06 1.8e-06 1.8e-06 1.95e-06 1.7e-06 1.8e-06 2e-06 1.6e-06
5 2e-06 1.75e-06 2.05e-06 1.4e-06 1.75e-06 2e-06 2.1e-06 1.35e-06 1.75e-06 1.4e-06 1.5e-06 1.5e-06 1.5e-06 2e-06 1.95e-06 1.6e-06 1.55e-06 2e-06 1.8e-06 2.05e-06 1.2e-06 2.1e-06 1.75e-06 1.4e-06 1.55e-06 2e-06 1.75e-06 1.85e-06 1.8e-06 1.4e-06 2.1e-06 1.6e-06 1.55e-06 1.7e-06 1.65e-06 1.3e-06 1.2e-06 1.25e-06 1.5e-06 1.75e-06 1.75e-06 1.6e-06 1.55e-06 1.5e-06 1.5e-06 1.95e-06 1.55e-06 1.15e-06 1.65e-06 2.05e-06 1.5e-06 1.7e-06 1.05e-06 1.1e-06 1.6e-06 1.45e-06 1.6e-06 1.6e-06 1.95e-06 1.65e-06 2.05e-06 1.15e-06
6 1.85e-06 1.8e-06 1.9e-06 2.1e-06 2e-06 2.1e-06 2.8e-06 2.15e-06 2e-06 2.35e-06 2.05e-06 1.8e-06 2.1e-06 1.8e-06 2e-06 1.65e-06 1.65e-06 1.4e-06 1.95e-06 1.65e-06 2.2e-06 1.65e-06 1.75e-06 1.75e-06 2.2e-06 1.65e-06 1.7e-06 1.95e-06 1.9e-06 2.1e-06 1.55e-06 2.2e-06 1.85e-06 1.8e-06 2e-06 2e-06 1.9e-06 2.1e-06 2.1e-06 1.65e-06 1.8e-06 2e-06 2.15e-06 2.3e-06 2.05e-06 1.9e-06 1.95e-06 1.9e-06 1.8e-06 1.5e-06 2.2e-06 1.8e-06 1.9e-06 2.1e-06 1.8e-06 2.15e-06 2.2e-06 1.7e-06 2e-06 2.1e-06 1.7e-06 1.95e-06
7 2.15e-06 1.85e-06 2.1e-06 1.4e-06 1.65e-06 1.35e-06 2.15e-06 2e-06 1.85e-06 1.9e-06 1.5e-06 1.55e-06 1.35e-06 2.2e-06 2e-06 1.75e-06 1.5e-06 2.05e-06 1.7e-06 2.25e-06 1.55e-06 2.15e-06 1.85e-06 1.45e-06 1.45e-06 2.05e-06 1.8e-06 2.05e-06 1.75e-06 1.25e-06 2.15e-06 1.65e-06 1.5e-06 1.65e-06 2.1e-06 1.3e-06 1.2e-06 1.5e-06 1.35e-06 1.75e-06 1.85e-06 1.45e-06 1.4e-06 1.8e-06 1.95e-06 2e-06 1.65e-06 1.2e-06 1.65e-06 2.1e-06 1.55e-06 1.85e-06 1.1e-06 1.45e-06 1.7e-06 1.3e-06 1.65e-06 1.55e-06 2e-06 1.85e-06 2.1e-06 1.3e-06
8 1.95e-06 1.65e-06 1.35e-06 1.75e-06 1.75e-06 1.75e-06 2e-06 1.85e-06 1.5e-06 2.35e-06 1.85e-06 1.4e-06 1.9e-06 1.35e-06 1.45e-06 1.6e-06 1.9e-06 1.9e-06 2.2e-06 1.15e-06 1.55e-06 1.85e-06 1.65e-06 1.6e-06 2.05e-06 1.6e-06 1.95e-06 1.55e-06 2.05e-06 1.75e-06 1.9e-06 1.5e-06 1.7e-06 1.6e-06 1.95e-06 1.65e-06 1.6e-06 1.9e-06 1.95e-06 1.45e-06 1.65e-06 1.6e-06 1.95e-06 2.2e-06 1.5e-06 1.7e-06 1.7e-06 1.55e-06 1.3e-06 1.9e-06 1.7e-06 1.6e-06 1.3e-06 1.95e-06 2.3e-06 1.8e-06 2.05e-06 2e-06 1.45e-06 2.1e-06 1.65e-06 1.9e-06
9 2e-06 2.15e-06 2.45e-06 1.95e-06 2.05e-06 1.4e-06 2.35e-06 1.9e-06 2.35e-06 2.1e-06 1.85e-06 1.9e-06 1.9e-06 2.2e-06 2.3e-06 1.95e-06 1.95e-06 2.25e-06 2.2e-06 2.4e-06 1.55e-06 2.35e-06 2.15e-06 1.75e-06 1.9e-06 2.35e-06 2.05e-06 1.95e-06 2.15e-06 1.9e-06 2.35e-06 2.05e-06 2e-06 2.2e-06 1.8e-06 1.85e-06 1.75e-06 1.6e-06 1.9e-06 2.05e-06 2.15e-06 2.15e-06 1.95e-06 1.65e-06 1.75e-06 2.25e-06 1.85e-06 1.65e-06 2.1e-06 2.3e-06 1.95e-06 2.05e-06 1.65e-06 1.4e-06 1.8e-06 1.95e-06 1.95e-06 2e-06 2.3e-06 1.85e-06 2.4e-06 1.5e-06
