 slim_762324035 slim_762324058 slim_762324037 slim_762324036 slim_762324062 slim_762324064 slim_762324028 slim_762324050 slim_762324056 slim_762324052 slim_762324047 slim_762324038 slim_762324040 slim_762324027 slim_762324055 slim_762324060 slim_762324063 slim_762324048 slim_762324042 slim_762324054 slim_762324034 slim_762324039 slim_762324061 slim_762324046 slim_762324031 slim_762324033 slim_762324051 slim_762324029 slim_762324045 slim_762324043 slim_762324032 slim_762324049 slim_762324057 slim_762324030 slim_762324053 slim_762324041 slim_762324044 slim_762324059
0 1.1e-06 1.35e-06 2.25e-06 7e-07 1.2e-06 1.95e-06 1.9e-06 1.2e-06 1.3e-06 2.7e-06 8.5e-07 1.75e-06 2.1e-06 1.2e-06 1.45e-06 1.7e-06 2e-06 1.6e-06 2e-06 1.15e-06 2.55e-06 2.55e-06 2.15e-06 9e-07 7.5e-07 1.85e-06 1.9e-06 1.2e-06 2.05e-06 1.2e-06 1.9e-06 1.35e-06 9e-07 1.3e-06 6e-07 2.15e-06 1.15e-06 2.65e-06
1 1.35e-06 9e-07 1.7e-06 1.05e-06 1.05e-06 2.2e-06 1.65e-06 1.4e-06 1.15e-06 2.1e-06 7e-07 1.45e-06 1.9e-06 1.4e-06 1.65e-06 2.1e-06 1.6e-06 1.25e-06 2.25e-06 5.5e-07 2e-06 2e-06 2.2e-06 1.45e-06 1.05e-06 1.65e-06 1.3e-06 1.4e-06 1.75e-06 1.4e-06 1.6e-06 1.2e-06 7.5e-07 1.15e-06 9e-07 1.8e-06 1.3e-06 2.75e-06
2 2.25e-06 1.7e-06 2.7e-06 2e-06 2e-06 1.95e-06 2.3e-06 2.15e-06 2.05e-06 2.2e-06 1.6e-06 2.3e-06 1.6e-06 2.1e-06 2.2e-06 2.6e-06 2.3e-06 2.1e-06 2.3e-06 1.4e-06 1.8e-06 1.8e-06 2.5e-06 2.2e-06 2e-06 2.5e-06 2.2e-06 2.1e-06 2.15e-06 2.2e-06 2.25e-06 2.1e-06 1.7e-06 2.1e-06 1.85e-06 1.95e-06 2.2e-06 2.65e-06
3 7e-07 1.05e-06 2e-06 5e-07 9e-07 2.05e-06 1.9e-06 1.15e-06 9.5e-07 2.45e-06 5e-07 1.45e-06 1.85e-06 1.15e-06 1.15e-06 1.75e-06 2e-06 1.25e-06 2.15e-06 8.5e-07 2.3e-06 2.3e-06 2.2e-06 9.5e-07 3.5e-07 1.85e-06 1.6e-06 1.15e-06 1.8e-06 1.3e-06 1.9e-06 1e-06 6e-07 1e-06 2.5e-07 1.9e-06 8e-07 2.45e-06
4 1.2e-06 1.05e-06 2e-06 9e-07 1.4e-06 2.3e-06 1.5e-06 1.45e-06 8e-07 2.05e-06 7.5e-07 1.2e-06 2.05e-06 1.45e-06 1.6e-06 2.1e-06 2.05e-06 1.5e-06 2.4e-06 8e-07 1.9e-06 1.9e-06 2.35e-06 1.35e-06 9e-07 1.5e-06 7.5e-07 1.45e-06 2e-06 1.55e-06 1.45e-06 8.5e-07 8e-07 8e-07 7.5e-07 2.05e-06 1.25e-06 2.8e-06
5 1.95e-06 2.2e-06 1.95e-06 2.05e-06 2.3e-06 3.4e-06 2.5e-06 2.1e-06 2.35e-06 2.65e-06 1.9e-06 2.7e-06 1.85e-06 2.05e-06 2.25e-06 2.4e-06 2.45e-06 2.4e-06 2.15e-06 2e-06 2.25e-06 2.25e-06 2.5e-06 1.85e-06 2.05e-06 2.65e-06 2.75e-06 2.05e-06 2.4e-06 2.1e-06 2.5e-06 2.4e-06 2e-06 2.4e-06 1.9e-06 2.3e-06 2.3e-06 2.7e-06
6 1.9e-06 1.65e-06 2.3e-06 1.9e-06 1.5e-06 2.5e-06 2.5e-06 1.55e-06 1.55e-06 2.5e-06 1.5e-06 1.85e-06 2.4e-06 1.5e-06 2.35e-06 2.3e-06 1.85e-06 2.25e-06 2.75e-06 1.35e-06 2.2e-06 2.2e-06 2.3e-06 1.85e-06 1.9e-06 1.6e-06 1.3e-06 1.5e-06 2.7e-06 1.95e-06 1.35e-06 1.6e-06 1.6e-06 1.6e-06 1.75e-06 2.55e-06 2.1e-06 3.45e-06
7 1.2e-06 1.4e-06 2.15e-06 1.15e-06 1.45e-06 2.1e-06 1.55e-06 2e-06 1.5e-06 2.7e-06 1.05e-06 1.85e-06 2.05e-06 1e-06 1.7e-06 1.75e-06 1.6e-06 1.8e-06 2.3e-06 1.2e-06 2.45e-06 2.45e-06 1.95e-06 1.25e-06 1.15e-06 1.75e-06 1.95e-06 1e-06 2.3e-06 1.5e-06 1.6e-06 1.55e-06 1.15e-06 1.55e-06 1e-06 2.25e-06 1.4e-06 2.95e-06
8 1.3e-06 1.15e-06 2.05e-06 9.5e-07 8e-07 2.35e-06 1.55e-06 1.5e-06 1.5e-06 2.1e-06 7.5e-07 1.3e-06 2.1e-06 1.45e-06 1.6e-06 2.15e-06 2.1e-06 1.5e-06 2.45e-06 8.5e-07 1.95e-06 1.95e-06 2.4e-06 1.4e-06 9.5e-07 1.55e-06 8e-07 1.45e-06 2.1e-06 1.6e-06 1.5e-06 8.5e-07 9e-07 8.5e-07 8e-07 2.1e-06 1.3e-06 2.85e-06
9 2.7e-06 2.1e-06 2.2e-06 2.45e-06 2.05e-06 2.65e-06 2.5e-06 2.7e-06 2.1e-06 3.6e-06 2.05e-06 2.5e-06 2.4e-06 2.65e-06 2.75e-06 3.15e-06 2.65e-06 2.55e-06 2.4e-06 1.9e-06 2.1e-06 2.1e-06 3.15e-06 2.75e-06 2.45e-06 2.65e-06 1.8e-06 2.65e-06 2.65e-06 2.4e-06 2.4e-06 2.15e-06 2.15e-06 2.15e-06 2.3e-06 2.6e-06 2.75e-06 3.25e-06
