 slim_762427527 slim_762427555 slim_762427507 slim_762427556 slim_762427530 slim_762427515 slim_762427546 slim_762427540 slim_762427548 slim_762427505 slim_762427552 slim_762427508 slim_762427547 slim_762427543 slim_762427509 slim_762427535 slim_762427554 slim_762427516 slim_762427520 slim_762427497 slim_762427541 slim_762427529 slim_762427514 slim_762427526 slim_762427506 slim_762427511 slim_762427539 slim_762427502 slim_762427559 slim_762427525 slim_762427538 slim_762427512 slim_762427523 slim_762427504 slim_762427499 slim_762427544 slim_762427517 slim_762427536 slim_762427528 slim_762427518 slim_762427534 slim_762427524 slim_762427545 slim_762427550 slim_762427549 slim_762427522 slim_762427542 slim_762427557 slim_762427521 slim_762427531 slim_762427495 slim_762427498 slim_762427503 slim_762427496 slim_762427533 slim_762427558 slim_762427537 slim_762427513 slim_762427500 slim_762427519 slim_762427510 slim_762427501 slim_762427532 slim_762427494 slim_762427551 slim_762427553
0 2.3e-06 2.95e-06 2.65e-06 2.1e-06 2.1e-06 1.6e-06 2.7e-06 2.3e-06 2.3e-06 1.9e-06 2e-06 2e-06 2.35e-06 2.3e-06 2.25e-06 2.75e-06 2.65e-06 2.5e-06 2.15e-06 1.75e-06 2.8e-06 2.55e-06 2.2e-06 1.75e-06 2.3e-06 2.15e-06 2.25e-06 2.1e-06 2.35e-06 2e-06 2.1e-06 1.8e-06 2.8e-06 2.7e-06 2.4e-06 2.4e-06 2.7e-06 2e-06 2.35e-06 2.75e-06 2.2e-06 2.2e-06 2.1e-06 1.45e-06 1.85e-06 2.7e-06 1.8e-06 2.25e-06 2.5e-06 2.15e-06 2.55e-06 2.45e-06 2.2e-06 1.5e-06 3.05e-06 2.45e-06 2.2e-06 2.15e-06 2.45e-06 2.6e-06 2.6e-06 2.45e-06 2e-06 2.7e-06 2.2e-06 2.45e-06
1 2.95e-06 1.8e-06 9e-07 2.4e-06 2.45e-06 2.05e-06 2.45e-06 2.25e-06 2e-06 2.05e-06 1.7e-06 2.45e-06 2.75e-06 1.8e-06 2.05e-06 1.95e-06 1.45e-06 1.95e-06 2.45e-06 2.3e-06 1.4e-06 2.35e-06 2.45e-06 2.25e-06 2.8e-06 2.4e-06 1.8e-06 2.2e-06 2.7e-06 2.15e-06 2.4e-06 1.85e-06 1.7e-06 1.35e-06 1.85e-06 2.15e-06 2.1e-06 2.65e-06 2.6e-06 2.2e-06 2.85e-06 1.35e-06 2e-06 2.25e-06 1.9e-06 1.7e-06 2.45e-06 1.5e-06 1.7e-06 2.45e-06 2.15e-06 2.5e-06 1.95e-06 2.55e-06 1.6e-06 2.15e-06 2.35e-06 2.2e-06 1.35e-06 2.15e-06 2.1e-06 1.35e-06 1.7e-06 1.65e-06 1.75e-06 1.6e-06
2 2.65e-06 9e-07 0.0 2.05e-06 2.15e-06 1.85e-06 2.35e-06 2e-06 1.5e-06 1.45e-06 1.6e-06 2.4e-06 2.4e-06 1.85e-06 2.15e-06 2.1e-06 1.15e-06 1.75e-06 2.2e-06 2.2e-06 1.7e-06 2.2e-06 2.1e-06 1.85e-06 2.35e-06 2.1e-06 2e-06 1.75e-06 2e-06 1.55e-06 2.15e-06 1.75e-06 1.65e-06 1.15e-06 1.65e-06 2.45e-06 2.05e-06 2.85e-06 2.1e-06 2.1e-06 2.35e-06 8.5e-07 2.1e-06 2.05e-06 1.8e-06 2.2e-06 2.45e-06 1e-06 2.05e-06 2.2e-06 1.8e-06 1.6e-06 1.5e-06 2.35e-06 1.8e-06 1.85e-06 2.6e-06 1.6e-06 1.7e-06 1.75e-06 1.85e-06 1.7e-06 1.6e-06 1.85e-06 1.65e-06 1.65e-06
3 2.1e-06 2.4e-06 2.05e-06 1.7e-06 1.9e-06 1.4e-06 1.4e-06 1.3e-06 2.35e-06 2.45e-06 1.35e-06 2.25e-06 1.6e-06 1.3e-06 2.15e-06 2.75e-06 2.25e-06 1.7e-06 1e-06 1.8e-06 2.1e-06 2.25e-06 1.7e-06 2.35e-06 9e-07 1.1e-06 1.4e-06 2e-06 2.9e-06 2.55e-06 1.35e-06 1e-06 2.85e-06 1.95e-06 1.65e-06 2.3e-06 1.7e-06 3e-06 2e-06 1.65e-06 2e-06 1.5e-06 1.75e-06 1.15e-06 1.05e-06 2.4e-06 2.25e-06 1.95e-06 1.75e-06 1.2e-06 2.7e-06 3.05e-06 2.25e-06 1.95e-06 2.55e-06 2.4e-06 2.65e-06 1.95e-06 1.8e-06 1.65e-06 1.6e-06 1.8e-06 1.35e-06 1.95e-06 1.6e-06 1.65e-06
4 2.1e-06 2.45e-06 2.15e-06 1.9e-06 2.7e-06 1.55e-06 2.4e-06 2.1e-06 1.85e-06 2.05e-06 1.6e-06 2.05e-06 2.05e-06 1.75e-06 1.9e-06 2e-06 2.15e-06 1.9e-06 1.95e-06 1.4e-06 2.4e-06 1.75e-06 2.45e-06 2.05e-06 2.25e-06 1.9e-06 1.8e-06 1.7e-06 1.6e-06 2.15e-06 1.8e-06 1.4e-06 2.3e-06 2.2e-06 1.85e-06 1.85e-06 2.35e-06 2.1e-06 1.35e-06 2.25e-06 1.8e-06 1.75e-06 2.2e-06 1.8e-06 1.45e-06 2.6e-06 2.1e-06 1.8e-06 2.15e-06 2.1e-06 2e-06 1.95e-06 1.8e-06 1.7e-06 2.45e-06 2.05e-06 2.4e-06 1.7e-06 2e-06 2.2e-06 2.1e-06 2e-06 1.6e-06 2.1e-06 1.75e-06 1.95e-06
5 1.6e-06 2.05e-06 1.85e-06 1.4e-06 1.55e-06 1.3e-06 2e-06 1.55e-06 1.75e-06 1.85e-06 9e-07 1.8e-06 2.05e-06 1.2e-06 1.7e-06 2.3e-06 1.85e-06 1.45e-06 1.4e-06 1.2e-06 1.8e-06 2.1e-06 1.9e-06 1.65e-06 1.9e-06 1.4e-06 1.15e-06 1.55e-06 2.4e-06 1.95e-06 1.35e-06 7e-07 2.3e-06 1.75e-06 1.4e-06 1.7e-06 2.05e-06 2.05e-06 1.85e-06 1.85e-06 2.1e-06 1.25e-06 1.4e-06 1e-06 7.5e-07 1.9e-06 1.7e-06 1.4e-06 1.55e-06 1.6e-06 2.15e-06 2.45e-06 1.65e-06 1.3e-06 2.15e-06 2e-06 2.1e-06 1.65e-06 1.4e-06 1.75e-06 1.65e-06 1.4e-06 9e-07 1.7e-06 1.2e-06 1.4e-06
6 2.7e-06 2.45e-06 2.35e-06 1.4e-06 2.4e-06 2e-06 2.3e-06 1.65e-06 2.75e-06 2.9e-06 1.85e-06 2.3e-06 1.85e-06 1.35e-06 2.25e-06 2.85e-06 2.15e-06 2.1e-06 1.35e-06 2.3e-06 2.25e-06 2.2e-06 2.1e-06 2.9e-06 1.2e-06 1.5e-06 1.5e-06 2.4e-06 3.25e-06 3e-06 1.75e-06 1.5e-06 2.9e-06 1.95e-06 2e-06 2.5e-06 1.6e-06 3.2e-06 2.45e-06 1.55e-06 2.4e-06 1.9e-06 1.9e-06 1.7e-06 1.55e-06 2.2e-06 2.45e-06 2.35e-06 1.9e-06 1.6e-06 2.6e-06 3.35e-06 2.65e-06 2.5e-06 2.55e-06 2.45e-06 2.85e-06 2.5e-06 1.95e-06 2.05e-06 1.95e-06 1.95e-06 1.85e-06 2.05e-06 2.05e-06 1.65e-06
7 2.3e-06 2.25e-06 2e-06 1.3e-06 2.1e-06 1.55e-06 1.65e-06 2.2e-06 2.15e-06 2.45e-06 1.15e-06 2.45e-06 1.65e-06 1.6e-06 2.35e-06 2.7e-06 2.25e-06 1.7e-06 1.15e-06 1.8e-06 1.8e-06 2.5e-06 1.8e-06 2.35e-06 1.15e-06 1.3e-06 1.55e-06 2.15e-06 3.05e-06 2.55e-06 1.4e-06 1.1e-06 2.8e-06 2e-06 1.6e-06 2.4e-06 1.7e-06 2.95e-06 2.3e-06 1.8e-06 2.25e-06 1.55e-06 1.85e-06 1.4e-06 1.2e-06 2.45e-06 2.5e-06 1.85e-06 1.85e-06 1.2e-06 2.8e-06 3.2e-06 2.1e-06 2.05e-06 2.25e-06 2.7e-06 2.7e-06 2.35e-06 1.75e-06 1.75e-06 1.6e-06 1.75e-06 1.15e-06 1.95e-06 1.55e-06 1.55e-06
8 2.3e-06 2e-06 1.5e-06 2.35e-06 1.85e-06 1.75e-06 2.75e-06 2.15e-06 2.8e-06 1.75e-06 1.6e-06 2.2e-06 2.35e-06 2.1e-06 1.95e-06 2.15e-06 1.8e-06 2e-06 2.35e-06 1.65e-06 2.15e-06 2.15e-06 2.5e-06 1.8e-06 2.7e-06 2.3e-06 2.05e-06 1.65e-06 1.65e-06 1.85e-06 2.05e-06 1.7e-06 1.95e-06 1.95e-06 1.9e-06 2.1e-06 2.45e-06 2.05e-06 2e-06 2.45e-06 2.25e-06 1.6e-06 2.3e-06 2.15e-06 1.8e-06 2.5e-06 2.2e-06 1.5e-06 2.35e-06 2.35e-06 1.75e-06 1.45e-06 1.45e-06 1.9e-06 2.15e-06 1.95e-06 2.45e-06 1.65e-06 2.05e-06 2.2e-06 2.15e-06 2.05e-06 1.6e-06 2.2e-06 1.8e-06 1.9e-06
9 1.9e-06 2.05e-06 1.45e-06 2.45e-06 2.05e-06 1.85e-06 2.9e-06 2.45e-06 1.75e-06 2.9e-06 2.05e-06 2.1e-06 2.45e-06 2.4e-06 2.15e-06 2.25e-06 1.9e-06 2.3e-06 2.55e-06 1.9e-06 2.4e-06 2.3e-06 2.45e-06 1.6e-06 2.75e-06 2.5e-06 2.45e-06 1.85e-06 1.7e-06 1.55e-06 2.25e-06 2.1e-06 2.05e-06 2.15e-06 2.2e-06 2.35e-06 2.6e-06 2e-06 2.15e-06 2.65e-06 2.25e-06 1.75e-06 2.35e-06 2.2e-06 2.15e-06 2.6e-06 2e-06 1.65e-06 2.6e-06 2.5e-06 1.9e-06 1.55e-06 1.7e-06 1.8e-06 2.45e-06 2.05e-06 2.3e-06 1.8e-06 2.3e-06 2.35e-06 2.4e-06 2.3e-06 2.05e-06 2.45e-06 2.1e-06 2.3e-06
