 slim_762087912 slim_762087918 slim_762087884 slim_762087917 slim_762087933 slim_762087930 slim_762087900 slim_762087916 slim_762087925 slim_762087919 slim_762087895 slim_762087896 slim_762087886 slim_762087932 slim_762087926 slim_762087928 slim_762087881 slim_762087887 slim_762087905 slim_762087899 slim_762087889 slim_762087921 slim_762087901 slim_762087902 slim_762087904 slim_762087929 slim_762087931 slim_762087898 slim_762087882 slim_762087938 slim_762087907 slim_762087879 slim_762087920 slim_762087877 slim_762087936 slim_762087913 slim_762087892 slim_762087890 slim_762087937 slim_762087935 slim_762087885 slim_762087906 slim_762087908 slim_762087891 slim_762087924 slim_762087922 slim_762087927 slim_762087880 slim_762087878 slim_762087909 slim_762087888 slim_762087915 slim_762087883 slim_762087903 slim_762087893 slim_762087894 slim_762087911 slim_762087914 slim_762087897 slim_762087910 slim_762087923 slim_762087934
0 7e-07 1.65e-06 6e-07 6e-07 1.9e-06 8.5e-07 1.95e-06 8.5e-07 1.15e-06 1.65e-06 1.1e-06 1.6e-06 1.2e-06 2.15e-06 2.25e-06 5e-07 4e-07 1.1e-06 1.05e-06 1.6e-06 1.65e-06 6e-07 1.75e-06 1.6e-06 2e-06 1e-06 1.3e-06 2.1e-06 1.7e-06 9.5e-07 1.2e-06 1.1e-06 1.2e-06 5e-07 1.1e-06 1.15e-06 5e-07 1.1e-06 7.5e-07 2.1e-06 7.5e-07 2e-06 1.2e-06 1.75e-06 1.6e-06 6e-07 4e-07 1.55e-06 9.5e-07 8e-07 2.65e-06 6.5e-07 2.75e-06 1.25e-06 5.5e-07 1.1e-06 1.55e-06 4e-07 1.75e-06 9e-07 6e-07 9e-07
1 1.65e-06 2.5e-06 1.85e-06 1.65e-06 2e-06 1.85e-06 1.6e-06 1.85e-06 1.55e-06 1.55e-06 1.5e-06 1.8e-06 1.45e-06 1.7e-06 1.45e-06 1.75e-06 1.7e-06 1.7e-06 1.65e-06 1.45e-06 1.6e-06 1.75e-06 1.65e-06 1.6e-06 1.7e-06 1.95e-06 1.65e-06 1.7e-06 1.7e-06 1.9e-06 1.6e-06 1.7e-06 1.8e-06 1.65e-06 1.5e-06 1.6e-06 1.65e-06 1.7e-06 1.85e-06 1.55e-06 2e-06 1.9e-06 1.7e-06 1.6e-06 1.9e-06 1.8e-06 1.55e-06 1.7e-06 1.9e-06 1.8e-06 1.35e-06 1.65e-06 1.45e-06 1.75e-06 1.85e-06 1.75e-06 2.1e-06 1.6e-06 1.55e-06 1.8e-06 1.8e-06 1.65e-06
2 6e-07 1.85e-06 8e-07 7.5e-07 2.1e-06 1e-06 2e-06 1e-06 1.3e-06 1.8e-06 1.2e-06 1.7e-06 1.3e-06 2.3e-06 2.3e-06 8e-07 6.5e-07 1.1e-06 1.25e-06 1.8e-06 1.75e-06 7.5e-07 1.8e-06 1.7e-06 2.05e-06 1.15e-06 1.2e-06 2.25e-06 1.8e-06 1.1e-06 1.35e-06 1.1e-06 1.2e-06 5.5e-07 1.15e-06 1.25e-06 8.5e-07 1.1e-06 1.05e-06 2.25e-06 7.5e-07 2.2e-06 1.4e-06 1.7e-06 1.5e-06 4.5e-07 7e-07 1.65e-06 1.1e-06 9.5e-07 2.8e-06 8e-07 2.9e-06 1.1e-06 6e-07 1.2e-06 1.65e-06 7e-07 1.7e-06 1.1e-06 6e-07 1e-06
3 6e-07 1.65e-06 7.5e-07 9e-07 1.85e-06 8.5e-07 1.95e-06 8.5e-07 1.2e-06 1.7e-06 1.1e-06 1.4e-06 1.2e-06 2.15e-06 2.25e-06 7e-07 6.5e-07 1.15e-06 1.25e-06 1.6e-06 1.7e-06 6.5e-07 1.75e-06 1.65e-06 2e-06 9e-07 1.35e-06 2.15e-06 1.75e-06 8.5e-07 1.2e-06 1.15e-06 1.25e-06 6e-07 1.1e-06 1.15e-06 7e-07 1.15e-06 9.5e-07 2.1e-06 1.05e-06 1.85e-06 1.2e-06 1.75e-06 1.65e-06 7e-07 6e-07 1.6e-06 8.5e-07 8e-07 2.65e-06 7e-07 2.75e-06 1.3e-06 6.5e-07 1.15e-06 1.5e-06 6e-07 1.75e-06 8.5e-07 8.5e-07 9.5e-07
4 1.9e-06 2e-06 2.1e-06 1.85e-06 2.8e-06 1.7e-06 1.6e-06 1.7e-06 2.05e-06 2.05e-06 1.7e-06 1.8e-06 1.85e-06 1.8e-06 2.1e-06 1.95e-06 1.95e-06 2e-06 1.95e-06 1.95e-06 2.25e-06 1.9e-06 1.95e-06 2.15e-06 1.75e-06 1.95e-06 2.15e-06 1.95e-06 2.25e-06 1.9e-06 2.05e-06 2e-06 2.1e-06 1.9e-06 1.75e-06 1.75e-06 1.85e-06 2e-06 1.8e-06 2e-06 2.25e-06 2.3e-06 1.95e-06 1.9e-06 1.75e-06 2.05e-06 1.8e-06 2.2e-06 1.9e-06 1.65e-06 2.35e-06 1.95e-06 2.3e-06 2.05e-06 2.1e-06 2.05e-06 1.75e-06 1.8e-06 1.8e-06 1.6e-06 2.05e-06 1.8e-06
5 8.5e-07 1.85e-06 1e-06 8.5e-07 1.7e-06 1.4e-06 2.1e-06 7.5e-07 1.4e-06 1.9e-06 1.3e-06 1.55e-06 1.45e-06 2.3e-06 2.4e-06 9.5e-07 9e-07 1.4e-06 1.5e-06 1.8e-06 1.9e-06 8.5e-07 1.95e-06 1.85e-06 2.2e-06 1.05e-06 1.55e-06 2.35e-06 1.95e-06 1e-06 1.4e-06 1.4e-06 1.5e-06 8.5e-07 1.3e-06 1.35e-06 9.5e-07 1.4e-06 9e-07 2.3e-06 1.3e-06 1.85e-06 1.45e-06 1.95e-06 1.85e-06 9.5e-07 8.5e-07 1.8e-06 1e-06 7e-07 2.8e-06 9.5e-07 2.9e-06 1.55e-06 9e-07 1.4e-06 1.2e-06 8.5e-07 1.9e-06 7.5e-07 1.1e-06 1.2e-06
6 1.95e-06 1.6e-06 2e-06 1.95e-06 1.6e-06 2.1e-06 1.2e-06 2.1e-06 1.7e-06 1.6e-06 1.2e-06 1.45e-06 1.3e-06 1.2e-06 1.05e-06 2.05e-06 2e-06 1.4e-06 1.4e-06 1.6e-06 1.8e-06 2.05e-06 9e-07 1.7e-06 7.5e-07 2.2e-06 1.7e-06 1.55e-06 1.8e-06 2.15e-06 1.75e-06 1.4e-06 1.5e-06 1.9e-06 1.15e-06 1.35e-06 2e-06 1.4e-06 2.1e-06 1.45e-06 2.2e-06 2.25e-06 1.6e-06 7e-07 1.4e-06 1.95e-06 1.85e-06 1.8e-06 2.15e-06 2.05e-06 1.5e-06 2e-06 1.4e-06 1.35e-06 2.1e-06 1.6e-06 2.1e-06 1.95e-06 6e-07 2.1e-06 2e-06 1.7e-06
7 8.5e-07 1.85e-06 1e-06 8.5e-07 1.7e-06 7.5e-07 2.1e-06 1.4e-06 1.4e-06 1.9e-06 1.3e-06 1.55e-06 1.45e-06 2.3e-06 2.4e-06 9.5e-07 9e-07 1.4e-06 1.5e-06 1.8e-06 1.9e-06 8.5e-07 1.95e-06 1.85e-06 2.2e-06 1e-06 1.55e-06 2.35e-06 1.95e-06 9.5e-07 1.4e-06 1.4e-06 1.5e-06 8.5e-07 1.3e-06 1.35e-06 9.5e-07 1.35e-06 9e-07 2.3e-06 1.3e-06 1.85e-06 1.45e-06 1.95e-06 1.85e-06 9e-07 8.5e-07 1.8e-06 1e-06 7e-07 2.8e-06 9.5e-07 2.9e-06 1.55e-06 9e-07 1.4e-06 1.2e-06 8.5e-07 1.9e-06 7.5e-07 1.1e-06 1.2e-06
8 1.15e-06 1.55e-06 1.3e-06 1.2e-06 2.05e-06 1.4e-06 1.7e-06 1.4e-06 1.6e-06 1.55e-06 1.35e-06 1.7e-06 1.45e-06 1.5e-06 1.7e-06 1.25e-06 1.2e-06 1.3e-06 1.5e-06 1.55e-06 1.5e-06 1.25e-06 1.55e-06 1.45e-06 1.8e-06 1.5e-06 1.15e-06 2e-06 1.55e-06 1.45e-06 9e-07 1.3e-06 1.4e-06 1.1e-06 1.15e-06 1.45e-06 1.4e-06 1.3e-06 1.4e-06 1.95e-06 1.7e-06 1.5e-06 1.5e-06 1.55e-06 1.85e-06 1.25e-06 1.1e-06 1.4e-06 1.45e-06 1.35e-06 1.8e-06 1.25e-06 1.9e-06 1.55e-06 1.1e-06 1.3e-06 2e-06 1.35e-06 1.5e-06 1.6e-06 1.5e-06 1.45e-06
9 1.65e-06 1.55e-06 1.8e-06 1.7e-06 2.05e-06 1.9e-06 1.6e-06 1.9e-06 1.55e-06 2e-06 1.55e-06 1.9e-06 1.65e-06 1.7e-06 1.6e-06 1.75e-06 1.7e-06 1.7e-06 1.7e-06 1.55e-06 1.7e-06 1.75e-06 1.75e-06 1.65e-06 1.7e-06 2e-06 1.65e-06 1.7e-06 1.75e-06 1.95e-06 1.6e-06 1.7e-06 1.8e-06 1.6e-06 1.55e-06 1.65e-06 1.7e-06 1.7e-06 1.9e-06 1.65e-06 2e-06 2e-06 1.8e-06 1.65e-06 1.85e-06 1.75e-06 1.6e-06 1.45e-06 1.95e-06 1.85e-06 1.5e-06 1.75e-06 1.6e-06 1.75e-06 1.8e-06 1.8e-06 2.2e-06 1.65e-06 1.6e-06 1.9e-06 1.8e-06 1.65e-06
