 slim_762290883 slim_762290892 slim_762290881 slim_762290885 slim_762290858 slim_762290860 slim_762290877 slim_762290871 slim_762290859 slim_762290851 slim_762290863 slim_762290867 slim_762290893 slim_762290850 slim_762290861 slim_762290879 slim_762290875 slim_762290855 slim_762290864 slim_762290848 slim_762290865 slim_762290856 slim_762290894 slim_762290874 slim_762290854 slim_762290888 slim_762290890 slim_762290882 slim_762290852 slim_762290889 slim_762290878 slim_762290866 slim_762290880 slim_762290884 slim_762290868 slim_762290886 slim_762290857 slim_762290853 slim_762290887 slim_762290849 slim_762290869 slim_762290870 slim_762290873 slim_762290876 slim_762290872 slim_762290891 slim_762290862 slim_762290895
0 2e-06 2.95e-06 2.6e-06 2.35e-06 2.45e-06 2.9e-06 2e-06 2.9e-06 2.4e-06 2.45e-06 2.9e-06 2.55e-06 3.05e-06 2.1e-06 2.35e-06 2.75e-06 2.6e-06 2.6e-06 2.9e-06 2.05e-06 2.6e-06 2.7e-06 2.75e-06 2.45e-06 3.05e-06 2.7e-06 2.85e-06 1.8e-06 2.65e-06 2.75e-06 2.8e-06 2.65e-06 2.8e-06 2.65e-06 2.5e-06 1.8e-06 2.65e-06 2.9e-06 2.4e-06 2.6e-06 2.55e-06 2.5e-06 2.75e-06 2.3e-06 2.7e-06 2.6e-06 2.55e-06 1.9e-06
1 2.95e-06 1.5e-06 2.75e-06 2.05e-06 2.3e-06 1.2e-06 2.6e-06 1e-06 2.35e-06 2.15e-06 2.5e-06 1.6e-06 1.45e-06 1.8e-06 1.65e-06 2.2e-06 1.05e-06 1.7e-06 1.75e-06 1.75e-06 2.3e-06 1.7e-06 2.85e-06 1.95e-06 1.55e-06 2.15e-06 2.95e-06 2.5e-06 1.75e-06 1.55e-06 2.4e-06 2.3e-06 2.65e-06 2.8e-06 2.35e-06 2.15e-06 1.9e-06 1.9e-06 1.75e-06 2.3e-06 2.25e-06 2.85e-06 1.4e-06 1.85e-06 1.8e-06 1.3e-06 1.1e-06 2.2e-06
2 2.6e-06 2.75e-06 3.5e-06 2.05e-06 2.35e-06 2.85e-06 2.75e-06 2.75e-06 2.6e-06 2.2e-06 2.85e-06 2.45e-06 2.7e-06 2.7e-06 2.85e-06 3e-06 2.45e-06 2.4e-06 2.2e-06 2.6e-06 2.65e-06 2.35e-06 3.3e-06 2.8e-06 2.65e-06 2.4e-06 3.4e-06 2.3e-06 2.35e-06 2.6e-06 3.2e-06 2.8e-06 3e-06 2.2e-06 2.5e-06 2.65e-06 2.4e-06 2.45e-06 2.3e-06 2.65e-06 2.15e-06 2.5e-06 2.6e-06 3.25e-06 2.4e-06 3.05e-06 2.55e-06 2.35e-06
3 2.35e-06 2.05e-06 2.05e-06 1.8e-06 1.75e-06 2.05e-06 2.4e-06 2e-06 1.75e-06 1.1e-06 2.65e-06 1.85e-06 2.15e-06 2.2e-06 2.05e-06 2.1e-06 2e-06 1.3e-06 2.85e-06 1.85e-06 1.8e-06 1.8e-06 2.65e-06 1.9e-06 2.1e-06 1.4e-06 2.75e-06 2.2e-06 1.25e-06 1.85e-06 2.45e-06 2.3e-06 2.55e-06 2.4e-06 2.05e-06 2.15e-06 1.7e-06 2.4e-06 1.55e-06 2.2e-06 1.55e-06 1.75e-06 1.4e-06 2.5e-06 1.3e-06 2e-06 1.55e-06 1.9e-06
4 2.45e-06 2.3e-06 2.35e-06 1.75e-06 2.7e-06 2.3e-06 2.45e-06 2.25e-06 2.25e-06 1.9e-06 2.5e-06 2.05e-06 2.4e-06 2.45e-06 2.3e-06 2.3e-06 2.05e-06 1.95e-06 2.65e-06 2.35e-06 2.1e-06 2.1e-06 2.65e-06 2.2e-06 2.4e-06 1.95e-06 2.65e-06 2.25e-06 2e-06 2.05e-06 2.5e-06 2.3e-06 2e-06 2.55e-06 2.2e-06 2.3e-06 1.95e-06 2.3e-06 1.9e-06 2.25e-06 1.95e-06 2.15e-06 2e-06 2.65e-06 2.05e-06 2.45e-06 2e-06 2.4e-06
5 2.9e-06 1.2e-06 2.85e-06 2.05e-06 2.3e-06 1.9e-06 2.6e-06 1.2e-06 2.3e-06 2.1e-06 2.6e-06 1.5e-06 1.7e-06 1.9e-06 1.6e-06 2.25e-06 1.3e-06 1.85e-06 2.15e-06 1.85e-06 2.3e-06 1.8e-06 2.85e-06 1.9e-06 1.7e-06 2.2e-06 2.95e-06 2.45e-06 1.9e-06 1.55e-06 2.4e-06 2.25e-06 2.65e-06 2.9e-06 2.25e-06 2.05e-06 1.8e-06 1.95e-06 1.65e-06 2.2e-06 2.2e-06 2.85e-06 1.55e-06 1.75e-06 1.95e-06 1.4e-06 1.25e-06 2.3e-06
6 2e-06 2.6e-06 2.75e-06 2.4e-06 2.45e-06 2.6e-06 3.2e-06 2.45e-06 2.45e-06 2.55e-06 2.75e-06 2.45e-06 2.8e-06 2.2e-06 2.3e-06 2.4e-06 2.4e-06 2.45e-06 2.85e-06 2.2e-06 2.2e-06 2.65e-06 2.5e-06 2.3e-06 2.8e-06 2.45e-06 2.6e-06 2.05e-06 2.5e-06 2.4e-06 2.1e-06 2.5e-06 2.65e-06 2.85e-06 2.4e-06 2.5e-06 2.45e-06 2.8e-06 2.5e-06 2.45e-06 2.55e-06 2.5e-06 2.4e-06 2.3e-06 2.55e-06 2.4e-06 2.4e-06 2.3e-06
7 2.9e-06 1e-06 2.75e-06 2e-06 2.25e-06 1.2e-06 2.45e-06 1.8e-06 2.2e-06 2.1e-06 2.45e-06 1.55e-06 1.5e-06 1.7e-06 1.5e-06 2.2e-06 1.15e-06 1.75e-06 1.95e-06 1.65e-06 2.15e-06 1.65e-06 2.8e-06 1.8e-06 1.55e-06 2.15e-06 2.9e-06 2.45e-06 1.8e-06 1.55e-06 2.25e-06 2.25e-06 2.6e-06 2.8e-06 2.3e-06 2.1e-06 1.85e-06 1.85e-06 1.7e-06 2.25e-06 2.2e-06 2.8e-06 1.45e-06 1.6e-06 1.85e-06 1.25e-06 1.15e-06 2.2e-06
8 2.4e-06 2.35e-06 2.6e-06 1.75e-06 2.25e-06 2.3e-06 2.45e-06 2.2e-06 3.2e-06 1.9e-06 2.9e-06 2.4e-06 2.55e-06 2.35e-06 2e-06 2.5e-06 2.35e-06 1.95e-06 3.05e-06 2.15e-06 2.1e-06 2.4e-06 2.9e-06 1.8e-06 2.5e-06 1.95e-06 3e-06 2.45e-06 1.9e-06 2.25e-06 2.65e-06 2.65e-06 2.9e-06 2.9e-06 2.4e-06 2.4e-06 2.25e-06 2.7e-06 2.15e-06 2.55e-06 2.1e-06 2.3e-06 2.05e-06 1.65e-06 1.95e-06 1.85e-06 2.1e-06 2.45e-06
9 2.45e-06 2.15e-06 2.2e-06 1.1e-06 1.9e-06 2.1e-06 2.55e-06 2.1e-06 1.9e-06 2e-06 2.75e-06 1.9e-06 2.25e-06 2.3e-06 2.1e-06 2.2e-06 2.1e-06 1.45e-06 2.95e-06 1.95e-06 1.9e-06 1.9e-06 2.75e-06 1.95e-06 2.2e-06 1.5e-06 2.85e-06 2.3e-06 1.35e-06 1.9e-06 2.55e-06 2.35e-06 2.65e-06 2.55e-06 2.15e-06 2.15e-06 1.75e-06 2.45e-06 1.55e-06 2.25e-06 1.6e-06 1.85e-06 1.5e-06 2.5e-06 1.4e-06 2.05e-06 1.65e-06 1.9e-06
