 slim_762315165 slim_762315215 slim_762315194 slim_762315195 slim_762315198 slim_762315213 slim_762315207 slim_762315211 slim_762315182 slim_762315175 slim_762315176 slim_762315191 slim_762315188 slim_762315179 slim_762315164 slim_762315197 slim_762315178 slim_762315199 slim_762315172 slim_762315185 slim_762315186 slim_762315201 slim_762315209 slim_762315205 slim_762315192 slim_762315173 slim_762315170 slim_762315169 slim_762315184 slim_762315203 slim_762315163 slim_762315161 slim_762315166 slim_762315162 slim_762315200 slim_762315208 slim_762315167 slim_762315196 slim_762315212 slim_762315214 slim_762315202 slim_762315210 slim_762315180 slim_762315216 slim_762315177 slim_762315183 slim_762315181 slim_762315193 slim_762315189 slim_762315174 slim_762315160 slim_762315187 slim_762315206 slim_762315171 slim_762315168 slim_762315190 slim_762315204
0 1.8e-06 1.7e-06 2.4e-06 2.6e-06 1.8e-06 2.15e-06 1.85e-06 2.55e-06 2.3e-06 2.25e-06 2.65e-06 3e-06 2.1e-06 2.1e-06 2.75e-06 2.35e-06 2.55e-06 2.85e-06 2.25e-06 2.75e-06 2.5e-06 1.85e-06 1.95e-06 2.05e-06 3.3e-06 2.85e-06 2.9e-06 3.25e-06 1.85e-06 2.4e-06 2.9e-06 2.45e-06 1.35e-06 2.95e-06 2.45e-06 2.5e-06 2.5e-06 2.95e-06 3.1e-06 2.9e-06 2.45e-06 2.35e-06 2.95e-06 2.15e-06 3.15e-06 1.85e-06 1.9e-06 3e-06 1.85e-06 2.8e-06 2.45e-06 2.3e-06 2.7e-06 1.9e-06 2.4e-06 2.3e-06 2.15e-06
1 1.7e-06 2.7e-06 2.1e-06 2.65e-06 2.25e-06 2.15e-06 1.8e-06 2.4e-06 2.1e-06 2.1e-06 2.2e-06 2.45e-06 2.05e-06 2.3e-06 2.2e-06 2.55e-06 2.35e-06 2.35e-06 2.1e-06 2.45e-06 2.05e-06 1.85e-06 2.4e-06 1.65e-06 2.85e-06 2.35e-06 2.5e-06 2.8e-06 2e-06 2.45e-06 2.5e-06 2.35e-06 2e-06 2.55e-06 2.25e-06 2.15e-06 2.4e-06 2.5e-06 2.55e-06 2.7e-06 2.35e-06 2.05e-06 2.45e-06 2.2e-06 2.65e-06 2e-06 2e-06 2.3e-06 2.2e-06 2.25e-06 2e-06 2.25e-06 2.15e-06 2.05e-06 1.95e-06 2.1e-06 1.7e-06
2 2.4e-06 2.1e-06 2.2e-06 2e-06 1.65e-06 2.1e-06 2.45e-06 2.3e-06 2.2e-06 1.8e-06 2.05e-06 2.4e-06 1.65e-06 2.55e-06 2.35e-06 2.15e-06 2.1e-06 2.35e-06 1.9e-06 2.15e-06 2.1e-06 1.5e-06 1.2e-06 1.4e-06 2.85e-06 2.3e-06 2.4e-06 2.8e-06 2.85e-06 2e-06 2.4e-06 2.2e-06 1.95e-06 2.55e-06 2.05e-06 1.8e-06 2.35e-06 2.5e-06 2.5e-06 2.05e-06 1.8e-06 1.2e-06 2.15e-06 2.9e-06 2.6e-06 1.85e-06 1.4e-06 2e-06 2.2e-06 2.2e-06 1.75e-06 1.7e-06 2.3e-06 1.5e-06 1.6e-06 1.85e-06 1.65e-06
3 2.6e-06 2.65e-06 2e-06 3.6e-06 2.15e-06 2.45e-06 2.5e-06 1.9e-06 2.25e-06 2.05e-06 2.3e-06 2.15e-06 2.25e-06 2.25e-06 2.2e-06 2.2e-06 2e-06 2.45e-06 2.15e-06 2.3e-06 2.3e-06 2.05e-06 1.85e-06 2.15e-06 2.1e-06 2.15e-06 2.2e-06 2.05e-06 2.95e-06 1.9e-06 1.95e-06 2.15e-06 2.35e-06 1.95e-06 2.1e-06 2.35e-06 2.1e-06 1.9e-06 2.25e-06 2.55e-06 1.85e-06 2.05e-06 1.8e-06 2.45e-06 2.15e-06 2.3e-06 1.95e-06 2e-06 2.2e-06 2.1e-06 2.35e-06 1.95e-06 2.15e-06 2.2e-06 2.35e-06 2.1e-06 2.4e-06
4 1.8e-06 2.25e-06 1.65e-06 2.15e-06 1.7e-06 2.05e-06 2.35e-06 2.15e-06 2.25e-06 1.8e-06 2.4e-06 2.6e-06 1.65e-06 2.3e-06 2.7e-06 1.7e-06 2.25e-06 2.6e-06 1.9e-06 2.05e-06 2.45e-06 1.45e-06 1.3e-06 1.65e-06 2.95e-06 2.6e-06 2.7e-06 2.9e-06 2.65e-06 2e-06 2.6e-06 2.05e-06 1.4e-06 2.75e-06 2.1e-06 1.8e-06 2.2e-06 2.75e-06 2.7e-06 2.35e-06 1.95e-06 1.7e-06 2.45e-06 2.7e-06 2.9e-06 1.5e-06 1.25e-06 2.55e-06 2e-06 2.55e-06 1.95e-06 1.9e-06 2.65e-06 1.35e-06 1.85e-06 1.75e-06 1.85e-06
5 2.15e-06 2.15e-06 2.1e-06 2.45e-06 2.05e-06 2.9e-06 2.15e-06 2.3e-06 2.3e-06 1.85e-06 1.95e-06 2.35e-06 1.6e-06 2.6e-06 2.2e-06 2.2e-06 2.35e-06 2.45e-06 2.05e-06 2.3e-06 1.85e-06 1.7e-06 2.1e-06 1.8e-06 2.75e-06 2.1e-06 2.3e-06 2.7e-06 1.9e-06 2.15e-06 2.25e-06 2.45e-06 2.2e-06 2.3e-06 2.35e-06 2.1e-06 2.5e-06 2.4e-06 2.45e-06 2.4e-06 2.15e-06 2.05e-06 2.4e-06 2.55e-06 2.4e-06 2.3e-06 1.8e-06 2.4e-06 2.05e-06 2.15e-06 2.3e-06 2.05e-06 2.15e-06 2.05e-06 1.85e-06 1.85e-06 2.2e-06
6 1.85e-06 1.8e-06 2.45e-06 2.5e-06 2.35e-06 2.15e-06 2.5e-06 2.3e-06 1.75e-06 1.75e-06 1.85e-06 1.8e-06 2.25e-06 2.25e-06 1.35e-06 2.2e-06 2.05e-06 2.45e-06 1.7e-06 2.3e-06 1.75e-06 1.8e-06 2.55e-06 2.2e-06 2.45e-06 1.5e-06 2.4e-06 2.4e-06 1.75e-06 2.15e-06 1.85e-06 2.15e-06 2.25e-06 1.95e-06 2.05e-06 2.5e-06 2.25e-06 1.85e-06 1.9e-06 2.85e-06 2.25e-06 2.45e-06 2.15e-06 1.95e-06 2.05e-06 2.1e-06 2.25e-06 2.4e-06 2e-06 1.35e-06 2.4e-06 1.9e-06 1.25e-06 2.25e-06 2.25e-06 1.75e-06 2.2e-06
7 2.55e-06 2.4e-06 2.3e-06 1.9e-06 2.15e-06 2.3e-06 2.3e-06 2.6e-06 1.95e-06 1.95e-06 2.15e-06 2e-06 2.1e-06 2.1e-06 2.05e-06 2.3e-06 1.65e-06 2.3e-06 2.1e-06 2.1e-06 2.1e-06 2.1e-06 2.45e-06 2e-06 1.75e-06 2.05e-06 1.85e-06 1.7e-06 2.7e-06 2.05e-06 1.85e-06 2.05e-06 2.4e-06 1.7e-06 1.9e-06 1.95e-06 1.8e-06 1.6e-06 2.1e-06 2.45e-06 2e-06 2.25e-06 1.5e-06 2.05e-06 1.85e-06 2.05e-06 1.8e-06 1.7e-06 2.25e-06 2e-06 2.05e-06 2.15e-06 2e-06 2.35e-06 2.1e-06 1.9e-06 2.25e-06
8 2.3e-06 2.1e-06 2.2e-06 2.25e-06 2.25e-06 2.3e-06 1.75e-06 1.95e-06 2.7e-06 1.75e-06 1.9e-06 1.9e-06 2.1e-06 2.4e-06 1.5e-06 2.25e-06 1.6e-06 2.4e-06 1.6e-06 2.25e-06 1.75e-06 1.95e-06 2.2e-06 2e-06 2.35e-06 1.7e-06 2.25e-06 2.3e-06 2.35e-06 2.2e-06 2.05e-06 2e-06 2.05e-06 2e-06 1.75e-06 2.1e-06 1.9e-06 1.85e-06 2e-06 2.5e-06 2.25e-06 2.15e-06 1.9e-06 2.25e-06 2e-06 1.45e-06 1.9e-06 2.2e-06 2.15e-06 1.55e-06 1.85e-06 1.8e-06 1.4e-06 1.9e-06 2.15e-06 1.8e-06 1.85e-06
9 2.25e-06 2.1e-06 1.8e-06 2.05e-06 1.8e-06 1.85e-06 1.75e-06 1.95e-06 1.75e-06 2.5e-06 1.65e-06 1.7e-06 1.6e-06 2.4e-06 1.45e-06 1.95e-06 1.8e-06 2.25e-06 1.6e-06 1.85e-06 1.65e-06 1.5e-06 1.75e-06 1.6e-06 2.3e-06 1.45e-06 2.15e-06 2.25e-06 2.3e-06 1.85e-06 1.8e-06 2e-06 2.1e-06 1.9e-06 1.85e-06 1.95e-06 2.1e-06 1.8e-06 1.8e-06 2.35e-06 1.85e-06 1.8e-06 1.8e-06 2.35e-06 1.95e-06 1.9e-06 1.6e-06 2.1e-06 1.95e-06 1.35e-06 2.05e-06 1.5e-06 1.4e-06 1.8e-06 1.75e-06 1.45e-06 1.95e-06
