 slim_337521458 slim_337521637 slim_337521503 slim_337521590 slim_337521515 slim_337521559 slim_337521582 slim_337521558 slim_337521506 slim_337521628 slim_337521373 slim_337521595 slim_337521606 slim_337521620 slim_337521616 slim_337521591 slim_337521603 slim_337521333 slim_337521471 slim_337521588 slim_337521579 slim_337521526 slim_337521621 slim_337521587 slim_337521268 slim_337521574 slim_337521565 slim_337521539 slim_337521533 slim_337521583 slim_337521640 slim_337521478 slim_337521422 slim_337521618 slim_337521424 slim_337521617 slim_337521589 slim_337521629 slim_337521452 slim_337521636 slim_337521556 slim_337521599 slim_337521633 slim_337521291 slim_337521624 slim_337521548 slim_337521482 slim_337521623 slim_337521521 slim_337521491 slim_337521572 slim_337521615 slim_337521547 slim_337521625 slim_337521545 slim_337521488 slim_337521380 slim_337521371 slim_337521596 slim_337521627 slim_337521325 slim_337521532 slim_337521534 slim_337521608 slim_337521577 slim_337521601 slim_337521598 slim_337521622 slim_337521563 slim_337521342 slim_337521600 slim_337521630 slim_337521439 slim_337521484 slim_337521592 slim_337521605 slim_337521367 slim_337521594 slim_337521557 slim_337521514 slim_337521544 slim_337521508 slim_337521323 slim_337521427 slim_337521464 slim_337521546 slim_337521456 slim_337521567 slim_337521453 slim_337521639 slim_337521226 slim_337521522 slim_337521634 slim_337521525 slim_337521474 slim_337521632 slim_337521298 slim_337521564
0 7.02e-05 3.525e-05 6.725e-05 4.02e-05 3.75e-05 6.33e-05 6.315e-05 0.0001254 9.335e-05 8.31e-05 4.41e-05 6.725e-05 9.755e-05 4.02e-05 4.235e-05 3.525e-05 3.78e-05 3.87e-05 3.835e-05 3.88e-05 0.00012105 3.92e-05 4.195e-05 9.35e-05 4.315e-05 9.745e-05 3.65e-05 3.635e-05 4.18e-05 4.78e-05 6.35e-05 4.42e-05 3.655e-05 4.095e-05 3.635e-05 3.755e-05 9.475e-05 4.375e-05 0.00011825 3.945e-05 3.945e-05 3.66e-05 6.385e-05 3.78e-05 0.00012545 9.36e-05 0.00018075 0.00012525 9.925e-05 9.475e-05 3.775e-05 4.21e-05 3.92e-05 4.215e-05 3.695e-05 8.39e-05 3.765e-05 4.305e-05 3.94e-05 4.215e-05 0.00010305 0.0001186 4.27e-05 3.73e-05 3.95e-05 4.64e-05 3.665e-05 3.88e-05 6.265e-05 3.62e-05 3.635e-05 3.88e-05 4.755e-05 0.00011855 3.82e-05 4.345e-05 3.89e-05 0.00011985 4.31e-05 9.785e-05 3.91e-05 4.315e-05 9.535e-05 3.995e-05 3.72e-05 3.715e-05 3.54e-05 9.22e-05 3.68e-05 4.195e-05 4.885e-05 3.6e-05 3.665e-05 0.00012515 6.265e-05 4.13e-05 0.00012075 3.775e-05
1 3.525e-05 3e-07 3.73e-05 3.985e-05 3.67e-05 2.99e-05 2.925e-05 0.00015175 6.3e-05 5.115e-05 7.125e-05 5.36e-05 9.05e-05 3.995e-05 1.965e-05 2.5e-07 3.645e-05 3.895e-05 4.85e-06 3.965e-05 0.0001533 3.325e-05 1.105e-05 6.315e-05 1.435e-05 9.035e-05 1.7e-06 1.8e-06 1.91e-05 2.805e-05 3.02e-05 4.8e-05 4.45e-06 1.665e-05 1.85e-06 3.68e-05 6.6e-05 1.785e-05 8.63e-05 3.87e-05 3.35e-05 2.65e-06 3.345e-05 7.145e-05 0.00012865 0.00012705 0.0002073 0.0001518 7.955e-05 0.00012795 3.81e-05 1.175e-05 3.945e-05 1.945e-05 2.6e-06 5.115e-05 3.7e-06 1.975e-05 6.685e-05 1.8e-05 0.00010665 0.00011725 2.29e-05 3.045e-05 7.245e-05 3.275e-05 3.6e-05 6.25e-06 9.54e-05 1.7e-06 3.8e-05 3.85e-05 2.73e-05 0.0001172 3.87e-05 1.465e-05 3.915e-05 0.00012005 1.96e-05 0.0001081 3.9e-05 5.305e-05 6.6e-05 3.96e-05 3.045e-05 3.045e-05 4.5e-07 9.18e-05 3.57e-05 1.155e-05 4.615e-05 3.795e-05 3.555e-05 0.0001517 2.895e-05 1.7e-05 0.0001202 3.645e-05
2 6.725e-05 3.73e-05 7.11e-05 6.93e-05 6.67e-05 6.4e-05 6.49e-05 0.00017205 6.96e-05 8.39e-05 8.98e-05 5.03e-05 9.245e-05 6.87e-05 4.4e-05 3.73e-05 6.76e-05 6.765e-05 3.81e-05 6.695e-05 0.00017835 6.115e-05 3.785e-05 6.995e-05 3.655e-05 9.235e-05 3.74e-05 3.69e-05 4.375e-05 4.29e-05 6.445e-05 6.61e-05 3.825e-05 4.365e-05 3.69e-05 6.675e-05 6.995e-05 3.555e-05 0.0001181 6.835e-05 6.14e-05 3.8e-05 6.325e-05 9.76e-05 0.00014735 0.0001291 0.00020315 0.0001713 7.615e-05 0.00012925 6.79e-05 3.66e-05 6.795e-05 4.375e-05 3.78e-05 8.355e-05 3.85e-05 4.505e-05 9.07e-05 4.37e-05 9.86e-05 0.00014815 4.28e-05 6.145e-05 9.765e-05 5.005e-05 6.705e-05 3.76e-05 9.7e-05 3.67e-05 6.735e-05 6.65e-05 4.41e-05 0.0001481 6.79e-05 3.68e-05 6.765e-05 0.00014785 4.36e-05 0.00010525 6.87e-05 7.3e-05 7.09e-05 6.905e-05 6.135e-05 6.135e-05 3.745e-05 9.895e-05 6.76e-05 3.64e-05 6.04e-05 6.75e-05 6.745e-05 0.0001712 3.645e-05 4.385e-05 0.0001481 6.76e-05
3 4.02e-05 3.985e-05 6.93e-05 7.48e-05 4.1e-05 6.65e-05 6.62e-05 0.0001242 9.58e-05 8.56e-05 4.605e-05 6.965e-05 0.0001006 3.76e-05 4.475e-05 3.985e-05 3.86e-05 3.87e-05 3.83e-05 4.115e-05 0.000119 4.06e-05 4.435e-05 9.58e-05 4.515e-05 0.0001005 4.03e-05 3.965e-05 4.405e-05 4.99e-05 6.69e-05 4.63e-05 3.905e-05 4.45e-05 3.965e-05 4.105e-05 9.605e-05 4.56e-05 0.00012015 3.895e-05 4.085e-05 3.95e-05 6.71e-05 3.9e-05 0.00012575 9.615e-05 0.00018095 0.00012545 0.00010065 9.5e-05 3.99e-05 4.53e-05 3.86e-05 4.455e-05 3.975e-05 8.585e-05 3.93e-05 4.335e-05 4.14e-05 4.49e-05 0.00010505 0.00012035 4.495e-05 4.04e-05 3.94e-05 4.875e-05 4.03e-05 4.055e-05 6.35e-05 3.95e-05 4.02e-05 4.1e-05 4.89e-05 0.0001203 3.84e-05 4.545e-05 3.855e-05 0.0001198 4.495e-05 0.00010085 3.925e-05 4.56e-05 9.47e-05 3.765e-05 4.03e-05 4.03e-05 4e-05 9.625e-05 3.99e-05 4.51e-05 4.905e-05 4.015e-05 3.975e-05 0.00012535 6.445e-05 4.45e-05 0.0001208 3.86e-05
4 3.75e-05 3.67e-05 6.67e-05 4.1e-05 7.32e-05 6.435e-05 6.465e-05 0.0001254 9.395e-05 8.465e-05 4.195e-05 6.79e-05 9.785e-05 4.09e-05 4.325e-05 3.675e-05 3.885e-05 3.965e-05 3.925e-05 3.78e-05 0.00012105 3.83e-05 4.27e-05 9.435e-05 4.275e-05 9.775e-05 3.73e-05 3.745e-05 4.29e-05 4.72e-05 6.48e-05 4.215e-05 3.85e-05 4.205e-05 3.75e-05 3.7e-05 9.515e-05 4.215e-05 0.00011905 3.99e-05 3.855e-05 3.78e-05 6.395e-05 3.965e-05 0.0001242 9.465e-05 0.00018 0.0001241 9.945e-05 9.55e-05 3.83e-05 4.195e-05 4.005e-05 4.3e-05 3.775e-05 8.44e-05 3.845e-05 4.39e-05 3.77e-05 4.255e-05 0.00010295 0.00011905 4.24e-05 3.76e-05 3.96e-05 4.73e-05 3.72e-05 3.885e-05 6.345e-05 3.735e-05 3.845e-05 3.77e-05 4.79e-05 0.000119 3.97e-05 4.305e-05 3.975e-05 0.00011995 4.295e-05 9.865e-05 3.975e-05 4.21e-05 9.57e-05 4.075e-05 3.755e-05 3.755e-05 3.69e-05 9.34e-05 3.815e-05 4.175e-05 4.82e-05 3.845e-05 3.8e-05 0.000124 6.255e-05 4.23e-05 0.00011995 3.885e-05
5 6.33e-05 2.99e-05 6.4e-05 6.65e-05 6.435e-05 5.93e-05 3.055e-05 0.00015105 9.08e-05 5.4e-05 9.685e-05 8.005e-05 0.00011825 6.65e-05 4.56e-05 2.99e-05 6.45e-05 6.5e-05 3.225e-05 6.515e-05 0.0001528 6e-05 3.89e-05 9.095e-05 3.975e-05 0.00011815 3.04e-05 3.065e-05 4.505e-05 5.4e-05 3.065e-05 7.345e-05 3.115e-05 4.47e-05 3.065e-05 6.44e-05 9.17e-05 4.325e-05 8.54e-05 6.55e-05 6.025e-05 3.075e-05 3.39e-05 9.795e-05 0.0001276 0.00015335 0.0002065 0.00015085 0.0001058 0.0001542 6.465e-05 3.92e-05 6.54e-05 4.535e-05 3.095e-05 5.47e-05 3.17e-05 4.64e-05 9.3e-05 4.535e-05 0.00013285 0.0001181 4.885e-05 5.87e-05 9.87e-05 5.925e-05 6.38e-05 3.235e-05 0.00012175 3.05e-05 6.395e-05 6.53e-05 5.36e-05 0.00011825 6.51e-05 4.005e-05 6.51e-05 0.0001187 4.625e-05 0.00013435 6.55e-05 7.91e-05 9.24e-05 6.625e-05 5.86e-05 5.86e-05 2.985e-05 0.0001196 6.36e-05 3.905e-05 7.19e-05 6.395e-05 6.365e-05 0.00015075 5.635e-05 4.505e-05 0.00011985 6.45e-05
6 6.315e-05 2.925e-05 6.49e-05 6.62e-05 6.465e-05 3.055e-05 5.8e-05 0.00015075 9.045e-05 5.415e-05 9.81e-05 8.045e-05 0.0001184 6.63e-05 4.63e-05 2.925e-05 6.445e-05 6.565e-05 3.195e-05 6.63e-05 0.00015315 6.085e-05 3.825e-05 9.06e-05 4.09e-05 0.0001183 3.025e-05 3.06e-05 4.575e-05 5.48e-05 3.085e-05 7.475e-05 2.99e-05 4.455e-05 3.06e-05 6.47e-05 9.22e-05 4.45e-05 8.56e-05 6.54e-05 6.11e-05 2.955e-05 3.42e-05 9.84e-05 0.0001283 0.000154 0.00020705 0.00015155 0.00010595 0.0001549 6.395e-05 3.95e-05 6.62e-05 4.61e-05 3.025e-05 5.475e-05 3.1e-05 4.6e-05 9.405e-05 4.57e-05 0.0001335 0.00011785 4.965e-05 5.88e-05 9.94e-05 5.96e-05 6.39e-05 3.33e-05 0.00012245 3.045e-05 6.465e-05 6.62e-05 5.345e-05 0.000118 6.525e-05 4.12e-05 6.59e-05 0.0001196 4.685e-05 0.00013495 6.535e-05 7.99e-05 9.18e-05 6.595e-05 5.87e-05 5.87e-05 2.92e-05 0.0001197 6.35e-05 3.935e-05 7.215e-05 6.44e-05 6.355e-05 0.00015145 5.705e-05 4.49e-05 0.00012035 6.445e-05
7 0.0001254 0.00015175 0.00017205 0.0001242 0.0001254 0.00015105 0.00015075 0.000189 0.00020375 0.0001502 9.795e-05 0.00016525 0.0001803 0.00012345 0.00014795 0.00015175 0.00012415 0.00012355 0.0001509 0.000125 9.56e-05 0.0001249 0.0001479 0.0002036 0.00014765 0.0001802 0.00015195 0.00015125 0.0001471 0.0001448 0.0001515 0.000122 0.0001498 0.00014825 0.00015125 0.00012545 0.00020345 0.0001445 0.0001494 0.0001239 0.00012515 0.00015065 0.0001481 9.785e-05 0.00011985 0.00015415 0.00015165 9.585e-05 0.00020045 0.00015365 0.00012435 0.0001483 0.00012385 0.0001477 0.00015105 0.0001504 0.0001514 0.000148 9.88e-05 0.0001484 0.0001766 0.0001233 0.00014455 0.0001253 9.805e-05 0.0001442 0.00012535 0.0001513 0.00012125 0.0001511 0.00012485 0.0001251 0.0001443 0.00012325 0.0001234 0.00014795 0.00012355 0.0001221 0.0001481 0.0001777 0.00012435 0.00012185 0.0002034 0.00012395 0.0001252 0.0001252 0.0001519 0.00018125 0.0001248 0.00014815 0.00011955 0.0001246 0.00012465 9.58e-05 0.00017545 0.00014795 0.00012315 0.00012415
8 9.335e-05 6.3e-05 6.96e-05 9.58e-05 9.395e-05 9.08e-05 9.045e-05 0.00020375 0.0001257 0.00011045 0.0001232 8.615e-05 9.2e-05 9.565e-05 7.56e-05 6.295e-05 9.41e-05 9.48e-05 6.5e-05 9.495e-05 0.0002056 9.01e-05 6.855e-05 6.335e-05 6.965e-05 9.195e-05 6.39e-05 6.37e-05 7.525e-05 8.04e-05 9.095e-05 9.975e-05 6.395e-05 7.445e-05 6.365e-05 9.395e-05 6.4e-05 6.995e-05 0.00014515 9.505e-05 9.035e-05 6.38e-05 9.1e-05 0.0001245 0.0001805 0.00012405 0.0002035 0.0002039 7.46e-05 0.0001247 9.4e-05 6.895e-05 9.52e-05 7.54e-05 6.385e-05 0.000111 6.46e-05 7.59e-05 0.00011955 7.535e-05 0.00010335 0.0001746 7.565e-05 8.875e-05 0.00012475 8.595e-05 9.335e-05 6.57e-05 0.00012405 6.35e-05 9.42e-05 9.485e-05 8e-05 0.0001745 9.46e-05 6.995e-05 9.49e-05 0.0001755 7.61e-05 0.00010505 9.51e-05 0.0001054 6.42e-05 9.555e-05 8.86e-05 8.865e-05 6.31e-05 9.355e-05 9.36e-05 6.875e-05 9.8e-05 9.41e-05 9.34e-05 0.0002038 6.54e-05 7.46e-05 0.0001762 9.41e-05
9 8.31e-05 5.115e-05 8.39e-05 8.56e-05 8.465e-05 5.4e-05 5.415e-05 0.0001502 0.00011045 9.62e-05 0.0001162 9.91e-05 0.0001384 8.55e-05 6.38e-05 5.115e-05 8.475e-05 8.325e-05 5.205e-05 8.35e-05 0.0001524 8.03e-05 5.925e-05 0.0001106 5.8e-05 0.0001383 5.2e-05 5.16e-05 6.305e-05 7.31e-05 5.365e-05 9.275e-05 4.94e-05 6.485e-05 5.16e-05 8.47e-05 0.0001094 6.24e-05 8.415e-05 8.5e-05 8.055e-05 5.08e-05 5.78e-05 0.00011675 0.00012715 0.00017245 0.000206 0.0001505 0.00012435 0.0001733 8.28e-05 5.935e-05 8.355e-05 6.365e-05 5.17e-05 5.055e-05 5.2e-05 6.54e-05 0.0001128 6.565e-05 0.0001519 0.0001189 6.795e-05 7.945e-05 0.0001172 7.83e-05 8.33e-05 5.1e-05 0.00014095 5.145e-05 8.165e-05 8.525e-05 7.285e-05 0.00011885 8.37e-05 5.83e-05 8.325e-05 0.00011815 6.595e-05 0.00015335 8.48e-05 9.825e-05 0.0001109 8.535e-05 7.935e-05 7.935e-05 5.13e-05 0.0001397 8.405e-05 5.925e-05 9.065e-05 8.235e-05 8.39e-05 0.0001504 7.685e-05 6.52e-05 0.00012 8.475e-05
