 slim_762443610 slim_762443607 slim_762443613 slim_762443601 slim_762443592 slim_762443596 slim_762443608 slim_762443595 slim_762443611 slim_762443612 slim_762443600 slim_762443583 slim_762443597 slim_762443586 slim_762443579 slim_762443578 slim_762443588 slim_762443594 slim_762443609 slim_762443605 slim_762443576 slim_762443575 slim_762443581 slim_762443602 slim_762443589 slim_762443604 slim_762443582 slim_762443587 slim_762443580 slim_762443606 slim_762443599 slim_762443603 slim_762443577 slim_762443598 slim_762443593 slim_762443591 slim_762443590 slim_762443584 slim_762443585
0 1.5e-06 1.25e-06 1.15e-06 1.5e-06 2e-06 1.85e-06 1.35e-06 1.3e-06 2e-06 1.7e-06 1.75e-06 1.95e-06 1.6e-06 2.85e-06 9.5e-07 2.15e-06 1.4e-06 1.75e-06 1.55e-06 1.05e-06 2.15e-06 1.55e-06 1.9e-06 2.6e-06 1.7e-06 1.3e-06 1.55e-06 1.6e-06 1.8e-06 2.05e-06 2.4e-06 2e-06 1.7e-06 2.55e-06 1.5e-06 1.7e-06 1.15e-06 2.1e-06 2.15e-06
1 1.25e-06 1.6e-06 1.1e-06 1.45e-06 1.5e-06 1.8e-06 1.1e-06 1.25e-06 1.95e-06 1.55e-06 1.1e-06 1.95e-06 1.95e-06 2.2e-06 9.5e-07 1.65e-06 1.05e-06 1.85e-06 1.65e-06 1.2e-06 1.7e-06 1e-06 1.45e-06 2.5e-06 1.45e-06 8.5e-07 1.5e-06 1.55e-06 1.75e-06 1.5e-06 2.3e-06 1.85e-06 1.9e-06 2.2e-06 1.6e-06 1.4e-06 1.2e-06 2.15e-06 2.05e-06
2 1.15e-06 1.1e-06 1.1e-06 1.2e-06 1.75e-06 1.4e-06 1e-06 1.05e-06 1.55e-06 1.2e-06 1.4e-06 1.55e-06 1.7e-06 2.4e-06 8.5e-07 1.9e-06 1.15e-06 1.45e-06 1.45e-06 1.05e-06 1.55e-06 1.2e-06 1.6e-06 2.4e-06 1.5e-06 1.05e-06 1.35e-06 1.4e-06 1.7e-06 1.7e-06 2.2e-06 1.5e-06 1.7e-06 2.2e-06 1.3e-06 1.6e-06 9.5e-07 1.8e-06 1.75e-06
3 1.5e-06 1.45e-06 1.2e-06 2e-06 2.1e-06 1.8e-06 1.45e-06 1.5e-06 1.6e-06 1.15e-06 1.85e-06 2.15e-06 2.25e-06 2.45e-06 1.15e-06 2.25e-06 1.6e-06 1.8e-06 1.85e-06 1.45e-06 1.75e-06 1.65e-06 2.15e-06 2.55e-06 2.05e-06 1.55e-06 1.85e-06 1.9e-06 1.9e-06 2.15e-06 2.6e-06 1.95e-06 2.1e-06 2.45e-06 1.9e-06 2e-06 1.45e-06 2.15e-06 1.9e-06
4 2e-06 1.5e-06 1.75e-06 2.1e-06 2.1e-06 2.1e-06 1.55e-06 1.75e-06 2.15e-06 2e-06 1.4e-06 2.05e-06 2.15e-06 2.15e-06 1.8e-06 1.2e-06 1.65e-06 1.85e-06 1.85e-06 2e-06 2e-06 1.5e-06 1.7e-06 2.1e-06 1.8e-06 1.4e-06 1.95e-06 2e-06 1.55e-06 1.45e-06 1.7e-06 2e-06 1.95e-06 2e-06 2.05e-06 1.45e-06 1.8e-06 1.7e-06 1.65e-06
5 1.85e-06 1.8e-06 1.4e-06 1.8e-06 2.1e-06 2.3e-06 1.55e-06 1.25e-06 1.6e-06 1.65e-06 1.9e-06 1.55e-06 1.55e-06 2.8e-06 1.55e-06 2.25e-06 1.8e-06 1.85e-06 1.95e-06 1.55e-06 2e-06 1.75e-06 1.6e-06 2.7e-06 1.6e-06 1.8e-06 1.75e-06 1.85e-06 2.05e-06 1.9e-06 2.25e-06 1.6e-06 1.7e-06 2.3e-06 1.3e-06 2.05e-06 1.4e-06 1.9e-06 2e-06
6 1.35e-06 1.1e-06 1e-06 1.45e-06 1.55e-06 1.55e-06 1.2e-06 1e-06 1.7e-06 1.35e-06 9e-07 1.55e-06 1.7e-06 2.5e-06 9e-07 1.7e-06 1.15e-06 1.65e-06 1.5e-06 1.2e-06 1.75e-06 1.1e-06 1.5e-06 2.35e-06 1.5e-06 1.05e-06 1.15e-06 1.2e-06 1.55e-06 1.45e-06 1.8e-06 1.4e-06 1.7e-06 2e-06 1.45e-06 1.55e-06 1e-06 1.95e-06 1.8e-06
7 1.3e-06 1.25e-06 1.05e-06 1.5e-06 1.75e-06 1.25e-06 1e-06 1.3e-06 1.4e-06 1.4e-06 1.45e-06 1.4e-06 1.25e-06 2.75e-06 9.5e-07 1.9e-06 1.3e-06 1.65e-06 1.4e-06 9e-07 2e-06 1.25e-06 1.3e-06 2.45e-06 1.3e-06 1.25e-06 1.25e-06 1.3e-06 1.65e-06 1.6e-06 1.9e-06 1.55e-06 1.2e-06 2.15e-06 9e-07 1.6e-06 7.5e-07 1.75e-06 1.9e-06
8 2e-06 1.95e-06 1.55e-06 1.6e-06 2.15e-06 1.6e-06 1.7e-06 1.4e-06 2.6e-06 1.5e-06 2.05e-06 1.75e-06 1.8e-06 2.65e-06 1.7e-06 2.3e-06 2e-06 1.85e-06 2e-06 1.7e-06 2.1e-06 1.95e-06 1.9e-06 2.4e-06 1.9e-06 1.95e-06 1.95e-06 2e-06 2.1e-06 2e-06 2.3e-06 1.85e-06 1.75e-06 2.2e-06 1.6e-06 2.1e-06 1.55e-06 1.95e-06 2e-06
9 1.7e-06 1.55e-06 1.2e-06 1.15e-06 2e-06 1.65e-06 1.35e-06 1.4e-06 1.5e-06 1.8e-06 1.75e-06 2.05e-06 2.05e-06 2.35e-06 1.15e-06 2.15e-06 1.5e-06 1.7e-06 1.9e-06 1.65e-06 1.65e-06 1.45e-06 2e-06 2.4e-06 2e-06 1.55e-06 1.8e-06 1.9e-06 1.85e-06 2.05e-06 2.5e-06 1.85e-06 2.15e-06 2.3e-06 1.85e-06 2.05e-06 1.45e-06 2.1e-06 1.8e-06
10 1.75e-06 1.1e-06 1.4e-06 1.85e-06 1.4e-06 1.9e-06 9e-07 1.45e-06 2.05e-06 1.75e-06 1.4e-06 1.75e-06 2.05e-06 2.1e-06 1.3e-06 1.55e-06 1.25e-06 1.95e-06 1.95e-06 1.7e-06 1.7e-06 1.1e-06 1.45e-06 2.35e-06 1.55e-06 1.05e-06 1.45e-06 1.5e-06 1.8e-06 1.25e-06 1.95e-06 1.6e-06 2.1e-06 1.85e-06 1.9e-06 1.5e-06 1.5e-06 2.2e-06 2.05e-06
11 1.95e-06 1.95e-06 1.55e-06 2.15e-06 2.05e-06 1.55e-06 1.55e-06 1.4e-06 1.75e-06 2.05e-06 1.75e-06 1.6e-06 1.65e-06 2.7e-06 1.85e-06 2.2e-06 1.95e-06 1.9e-06 2.1e-06 1.55e-06 2.2e-06 1.95e-06 1.65e-06 2.5e-06 1.6e-06 1.85e-06 1.45e-06 1.55e-06 2.15e-06 1.6e-06 1.8e-06 1.45e-06 1.7e-06 1.75e-06 1.3e-06 2.05e-06 1.4e-06 1.6e-06 2.15e-06
12 1.6e-06 1.95e-06 1.7e-06 2.25e-06 2.15e-06 1.55e-06 1.7e-06 1.25e-06 1.8e-06 2.05e-06 2.05e-06 1.65e-06 1.9e-06 3.15e-06 1.65e-06 2.3e-06 1.9e-06 1.9e-06 1.9e-06 1.6e-06 2.6e-06 1.85e-06 1.55e-06 2.5e-06 1.55e-06 1.9e-06 1.8e-06 1.9e-06 2.1e-06 2e-06 2.2e-06 2e-06 1.5e-06 2.35e-06 1.2e-06 2e-06 1.45e-06 2.05e-06 2.35e-06
13 2.85e-06 2.2e-06 2.4e-06 2.45e-06 2.15e-06 2.8e-06 2.5e-06 2.75e-06 2.65e-06 2.35e-06 2.1e-06 2.7e-06 3.15e-06 1.4e-06 2.6e-06 2.3e-06 2.35e-06 2.6e-06 3.05e-06 3e-06 1.45e-06 2.2e-06 2.55e-06 2.1e-06 2.65e-06 2.15e-06 2.9e-06 2.95e-06 2.7e-06 2.3e-06 3.05e-06 2.65e-06 3.2e-06 1.8e-06 3.15e-06 2.4e-06 2.8e-06 2.65e-06 2.6e-06
14 9.5e-07 9.5e-07 8.5e-07 1.15e-06 1.8e-06 1.55e-06 9e-07 9.5e-07 1.7e-06 1.15e-06 1.3e-06 1.85e-06 1.65e-06 2.6e-06 8e-07 1.95e-06 1e-06 1.5e-06 1.5e-06 9.5e-07 1.7e-06 1.05e-06 1.65e-06 2.5e-06 1.55e-06 1e-06 1.3e-06 1.35e-06 1.45e-06 1.8e-06 2.3e-06 1.7e-06 1.75e-06 2.45e-06 1.4e-06 1.65e-06 9e-07 2.05e-06 1.9e-06
15 2.15e-06 1.65e-06 1.9e-06 2.25e-06 1.2e-06 2.25e-06 1.7e-06 1.9e-06 2.3e-06 2.15e-06 1.55e-06 2.2e-06 2.3e-06 2.3e-06 1.95e-06 2.4e-06 1.75e-06 1.9e-06 1.95e-06 2.15e-06 2.15e-06 1.65e-06 1.85e-06 2.15e-06 1.9e-06 1.55e-06 2.1e-06 2.15e-06 1.6e-06 1.55e-06 1.75e-06 2.15e-06 2.05e-06 2.15e-06 2.2e-06 1.55e-06 1.95e-06 1.75e-06 1.7e-06
16 1.4e-06 1.05e-06 1.15e-06 1.6e-06 1.65e-06 1.8e-06 1.15e-06 1.3e-06 2e-06 1.5e-06 1.25e-06 1.95e-06 1.9e-06 2.35e-06 1e-06 1.75e-06 1.7e-06 1.85e-06 1.75e-06 1.35e-06 1.8e-06 9.5e-07 1.55e-06 2.5e-06 1.4e-06 1e-06 1.5e-06 1.6e-06 1.85e-06 1.65e-06 2.35e-06 1.9e-06 2e-06 2.25e-06 1.6e-06 1.6e-06 1.25e-06 2.2e-06 2.1e-06
