 slim_762063810 slim_762063803 slim_762063805 slim_762063823 slim_762063802 slim_762063829 slim_762063824 slim_762063830 slim_762063827 slim_762063840 slim_762063835 slim_762063817 slim_762063813 slim_762063818 slim_762063812 slim_762063806 slim_762063836 slim_762063815 slim_762063833 slim_762063834 slim_762063825 slim_762063838 slim_762063808 slim_762063807 slim_762063816 slim_762063809 slim_762063820 slim_762063822 slim_762063819 slim_762063814 slim_762063831 slim_762063841 slim_762063837 slim_762063811 slim_762063804 slim_762063832 slim_762063826 slim_762063839 slim_762063821 slim_762063828
0 2.2e-06 1.95e-06 1.8e-06 2.45e-06 1.8e-06 1.5e-06 1.35e-06 1.6e-06 1.45e-06 1.7e-06 1.7e-06 2.25e-06 1.5e-06 1.8e-06 1.75e-06 1.3e-06 2.05e-06 2.45e-06 2.2e-06 1.9e-06 1.6e-06 2.5e-06 1.8e-06 2.1e-06 2.3e-06 1.45e-06 1.95e-06 2.4e-06 1.75e-06 2.4e-06 1.7e-06 1.75e-06 2.2e-06 1.45e-06 1.65e-06 2.05e-06 1.6e-06 1.85e-06 2.4e-06 1.75e-06
1 1.95e-06 1.2e-06 1.45e-06 9.5e-07 1.7e-06 1.25e-06 1.95e-06 1.4e-06 1.35e-06 1.7e-06 1.35e-06 9e-07 1e-06 9.5e-07 1.3e-06 2e-06 1.05e-06 9.5e-07 8.5e-07 9.5e-07 1.9e-06 1.3e-06 1.6e-06 1.2e-06 9e-07 1.3e-06 7.5e-07 9e-07 8.5e-07 8.5e-07 8.5e-07 1.6e-06 1.75e-06 1.35e-06 1.75e-06 1.15e-06 1.35e-06 1.1e-06 9e-07 1.15e-06
2 1.8e-06 1.45e-06 2.5e-06 1.8e-06 2.3e-06 1.9e-06 1.4e-06 1.95e-06 1.95e-06 1.85e-06 1.3e-06 1.6e-06 1.45e-06 1.45e-06 1.7e-06 2.15e-06 1.7e-06 1.8e-06 1.55e-06 1.4e-06 1.75e-06 2.15e-06 1.9e-06 2.05e-06 1.7e-06 1.5e-06 1.45e-06 1.75e-06 1.35e-06 1.65e-06 1.55e-06 1.75e-06 2.15e-06 1.5e-06 1.65e-06 2e-06 1.8e-06 2e-06 1.75e-06 1.8e-06
3 2.45e-06 9.5e-07 1.8e-06 3e-07 1.75e-06 1.65e-06 2.75e-06 1.35e-06 1.75e-06 2.35e-06 1.65e-06 5.5e-07 9.5e-07 9.5e-07 9.5e-07 2.3e-06 6e-07 2.5e-07 5e-07 7e-07 2.4e-06 8e-07 1.6e-06 1.4e-06 4e-07 1.95e-06 9e-07 1.5e-07 8.5e-07 6e-07 9e-07 1.95e-06 1.5e-06 1.95e-06 1.85e-06 1e-06 1.75e-06 1.55e-06 2e-07 9.5e-07
4 1.8e-06 1.7e-06 2.3e-06 1.75e-06 1.6e-06 1.3e-06 2.7e-06 9.5e-07 1.25e-06 1.95e-06 2.15e-06 1.65e-06 1.3e-06 1.45e-06 1.6e-06 1.55e-06 1.6e-06 1.75e-06 1.6e-06 1.6e-06 2.5e-06 1.35e-06 2e-06 1.45e-06 1.6e-06 2.05e-06 1.75e-06 1.7e-06 1.45e-06 1.8e-06 1.6e-06 1.7e-06 2.2e-06 2.25e-06 2.3e-06 8.5e-07 1.95e-06 1.3e-06 1.7e-06 1.2e-06
5 1.5e-06 1.25e-06 1.9e-06 1.65e-06 1.3e-06 1.6e-06 2e-06 1.1e-06 9e-07 1.65e-06 1.75e-06 1.6e-06 1.1e-06 1.35e-06 1.45e-06 1.3e-06 1.45e-06 1.65e-06 1.55e-06 1.45e-06 1.9e-06 1.7e-06 1.6e-06 1.25e-06 1.55e-06 1.4e-06 1.3e-06 1.6e-06 1.3e-06 1.7e-06 1.1e-06 1.7e-06 1.85e-06 1.5e-06 1.9e-06 1.25e-06 1.25e-06 1.05e-06 1.6e-06 1.15e-06
6 1.35e-06 1.95e-06 1.4e-06 2.75e-06 2.7e-06 2e-06 8e-07 2.4e-06 2e-06 1.45e-06 1.3e-06 2.5e-06 1.8e-06 2.05e-06 2.05e-06 1.85e-06 2.35e-06 2.75e-06 2.45e-06 2.1e-06 1.3e-06 3.05e-06 1.9e-06 2.45e-06 2.6e-06 1.15e-06 2e-06 2.7e-06 1.95e-06 2.55e-06 1.85e-06 1.75e-06 2.35e-06 1.15e-06 1.4e-06 2.85e-06 1.6e-06 2.2e-06 2.7e-06 2.3e-06
7 1.6e-06 1.4e-06 1.95e-06 1.35e-06 9.5e-07 1.1e-06 2.4e-06 1.4e-06 1.05e-06 1.9e-06 1.8e-06 1.35e-06 1e-06 1.2e-06 1.25e-06 1.35e-06 1.25e-06 1.35e-06 1.3e-06 1.2e-06 2.2e-06 1.3e-06 1.7e-06 1.25e-06 1.3e-06 1.85e-06 1.4e-06 1.3e-06 1.15e-06 1.45e-06 1.25e-06 1.65e-06 1.85e-06 1.95e-06 1.95e-06 7.5e-07 1.65e-06 1.35e-06 1.3e-06 9.5e-07
8 1.45e-06 1.35e-06 1.95e-06 1.75e-06 1.25e-06 9e-07 2e-06 1.05e-06 1.6e-06 1.65e-06 1.8e-06 1.7e-06 1.2e-06 1.45e-06 1.5e-06 1.3e-06 1.55e-06 1.75e-06 1.65e-06 1.55e-06 1.95e-06 1.75e-06 1.7e-06 1.25e-06 1.65e-06 1.45e-06 1.4e-06 1.7e-06 1.4e-06 1.8e-06 1.2e-06 1.7e-06 1.95e-06 1.55e-06 1.9e-06 1.25e-06 1.35e-06 1.1e-06 1.7e-06 1.2e-06
9 1.7e-06 1.7e-06 1.85e-06 2.35e-06 1.95e-06 1.65e-06 1.45e-06 1.9e-06 1.65e-06 2.6e-06 1.85e-06 2.2e-06 1.9e-06 2e-06 2.2e-06 2e-06 2.2e-06 2.35e-06 2.15e-06 2.1e-06 1.85e-06 2.25e-06 2.2e-06 1.8e-06 2.2e-06 1.35e-06 1.8e-06 2.3e-06 1.95e-06 2.25e-06 1.75e-06 1.6e-06 2.45e-06 1.5e-06 1.95e-06 1.95e-06 1.75e-06 1.35e-06 2.3e-06 1.9e-06
