 slim_762440989 slim_762440994 slim_762441028 slim_762441002 slim_762440997 slim_762441000 slim_762441021 slim_762441004 slim_762441027 slim_762440990 slim_762440996 slim_762441016 slim_762441026 slim_762440998 slim_762441019 slim_762440995 slim_762441018 slim_762440993 slim_762441012 slim_762441013 slim_762440987 slim_762441020 slim_762440988 slim_762441023 slim_762440999 slim_762441010 slim_762441017 slim_762441011 slim_762441003 slim_762441009 slim_762440992 slim_762441006 slim_762440991 slim_762441024 slim_762441025 slim_762441005 slim_762441007 slim_762441008 slim_762441015 slim_762441014 slim_762441001 slim_762441022
0 1.6e-06 9.5e-07 1e-06 1.35e-06 1.15e-06 1.45e-06 1.4e-06 1.4e-06 8.5e-07 8.5e-07 1.35e-06 1e-06 1.75e-06 8.5e-07 1.65e-06 9e-07 1.2e-06 1.45e-06 9e-07 1.15e-06 1.4e-06 1.5e-06 9e-07 9.5e-07 1.45e-06 1.1e-06 1.65e-06 1.35e-06 1e-06 1.5e-06 1.3e-06 1.45e-06 1e-06 1.45e-06 1.35e-06 1.6e-06 1.55e-06 1.7e-06 1.3e-06 1.15e-06 9e-07 1.7e-06
1 9.5e-07 1.4e-06 8.5e-07 1.25e-06 1.2e-06 1.35e-06 1.3e-06 1.3e-06 9.5e-07 9e-07 1.2e-06 8e-07 1.7e-06 9.5e-07 1.5e-06 7.5e-07 1.1e-06 1.35e-06 7e-07 1.05e-06 1.25e-06 1.3e-06 7.5e-07 7.5e-07 1.55e-06 9.5e-07 1.6e-06 1.2e-06 8.5e-07 1.4e-06 1.2e-06 1.4e-06 1e-06 1.3e-06 1.25e-06 1.5e-06 1.4e-06 1.65e-06 1.25e-06 1.05e-06 7e-07 1.55e-06
2 1e-06 8.5e-07 1e-06 1.2e-06 1.3e-06 1.4e-06 1.15e-06 1.25e-06 9.5e-07 8.5e-07 1.2e-06 6.5e-07 1.65e-06 1e-06 1.5e-06 8e-07 1e-06 1.3e-06 7e-07 9.5e-07 1.25e-06 1.25e-06 9e-07 5.5e-07 1.55e-06 1e-06 1.6e-06 1.2e-06 8.5e-07 1.2e-06 1.05e-06 1.2e-06 1.05e-06 1.2e-06 1.1e-06 1.45e-06 1.35e-06 1.65e-06 1.2e-06 1e-06 9e-07 1.55e-06
3 1.35e-06 1.25e-06 1.2e-06 1.7e-06 1.65e-06 1.2e-06 1.2e-06 1.25e-06 1.4e-06 1.35e-06 1.15e-06 1.2e-06 1.15e-06 1.35e-06 1.5e-06 1.15e-06 1.2e-06 1.3e-06 1.15e-06 1.4e-06 1.15e-06 1.2e-06 1.1e-06 1.1e-06 1.55e-06 1.4e-06 1.5e-06 1.2e-06 1.1e-06 1.3e-06 1.05e-06 1.3e-06 1.5e-06 1.2e-06 1.15e-06 1.45e-06 1.25e-06 1.55e-06 1.4e-06 1.3e-06 1.25e-06 1.55e-06
4 1.15e-06 1.2e-06 1.3e-06 1.65e-06 1.4e-06 1.3e-06 1.6e-06 2e-06 8e-07 1.1e-06 1.5e-06 1.6e-06 2.15e-06 1.1e-06 1.55e-06 1.6e-06 1.6e-06 2.05e-06 1.05e-06 8.5e-07 1.9e-06 1.75e-06 1e-06 1.45e-06 1.6e-06 1.8e-06 1.55e-06 1.7e-06 1.3e-06 2e-06 1.5e-06 1.75e-06 1.3e-06 1.75e-06 1.85e-06 2.2e-06 1.75e-06 1.6e-06 1.2e-06 1.05e-06 7e-07 1.6e-06
5 1.45e-06 1.35e-06 1.4e-06 1.2e-06 1.3e-06 2e-06 1.3e-06 1.6e-06 1.35e-06 1.45e-06 1.25e-06 1.55e-06 1.4e-06 1.45e-06 1.4e-06 1.5e-06 1.45e-06 1.65e-06 1.25e-06 1.15e-06 1.4e-06 1.4e-06 1.1e-06 1.45e-06 1.65e-06 1.75e-06 1.4e-06 1.4e-06 1.25e-06 1.65e-06 1.15e-06 1.5e-06 1.6e-06 1.5e-06 1.5e-06 1.8e-06 1.4e-06 1.45e-06 1.35e-06 1.2e-06 1.1e-06 1.45e-06
6 1.4e-06 1.3e-06 1.15e-06 1.2e-06 1.6e-06 1.3e-06 1.6e-06 1.4e-06 1.35e-06 1.35e-06 9.5e-07 1.4e-06 1.1e-06 1.4e-06 1.5e-06 1.45e-06 1.2e-06 1.4e-06 1.2e-06 1.3e-06 1.3e-06 1.1e-06 1e-06 1.35e-06 1.4e-06 1.55e-06 1.55e-06 1.25e-06 1.05e-06 1.4e-06 9e-07 1.1e-06 1.5e-06 1.3e-06 1.25e-06 1.55e-06 1e-06 1.6e-06 1.7e-06 1.5e-06 1.1e-06 1.55e-06
7 1.4e-06 1.3e-06 1.25e-06 1.25e-06 2e-06 1.6e-06 1.4e-06 1.5e-06 1.6e-06 1.45e-06 1.55e-06 9e-07 1.15e-06 1.4e-06 1.4e-06 8e-07 1.15e-06 9e-07 1.3e-06 1.7e-06 1.2e-06 1.25e-06 1.5e-06 9e-07 1.55e-06 1.15e-06 1.45e-06 1.5e-06 1.4e-06 1e-06 1.45e-06 1.25e-06 1.5e-06 1e-06 8.5e-07 1.05e-06 1.5e-06 1.5e-06 1.6e-06 1.45e-06 1.75e-06 1.45e-06
8 8.5e-07 9.5e-07 9.5e-07 1.4e-06 8e-07 1.35e-06 1.35e-06 1.6e-06 1e-06 8e-07 1.35e-06 1.2e-06 1.85e-06 8e-07 1.55e-06 1.2e-06 1.3e-06 1.65e-06 8e-07 9e-07 1.6e-06 1.5e-06 8.5e-07 1.05e-06 1.3e-06 1.4e-06 1.55e-06 1.5e-06 1.1e-06 1.6e-06 1.25e-06 1.4e-06 1e-06 1.45e-06 1.45e-06 1.8e-06 1.55e-06 1.6e-06 1.15e-06 1.05e-06 6e-07 1.6e-06
9 8.5e-07 9e-07 8.5e-07 1.35e-06 1.1e-06 1.45e-06 1.35e-06 1.45e-06 8e-07 1.4e-06 1.3e-06 9e-07 1.8e-06 9e-07 1.6e-06 1e-06 1.15e-06 1.5e-06 7.5e-07 1.1e-06 1.4e-06 1.4e-06 9e-07 7.5e-07 1.45e-06 1.15e-06 1.7e-06 1.35e-06 1e-06 1.45e-06 1.25e-06 1.45e-06 9.5e-07 1.4e-06 1.3e-06 1.65e-06 1.5e-06 1.75e-06 1.3e-06 1.1e-06 8e-07 1.65e-06
10 1.35e-06 1.2e-06 1.2e-06 1.15e-06 1.5e-06 1.25e-06 9.5e-07 1.55e-06 1.35e-06 1.3e-06 1.1e-06 1.4e-06 1.3e-06 1.35e-06 1.6e-06 1.4e-06 1.3e-06 1.55e-06 1.1e-06 1.3e-06 1.3e-06 1.05e-06 8e-07 1.3e-06 1.55e-06 1.5e-06 1.65e-06 1.15e-06 8e-07 1.55e-06 1e-06 1.35e-06 1.45e-06 1.4e-06 1.4e-06 1.7e-06 9.5e-07 1.7e-06 1.6e-06 1.35e-06 9.5e-07 1.65e-06
11 1e-06 8e-07 6.5e-07 1.2e-06 1.6e-06 1.55e-06 1.4e-06 9e-07 1.2e-06 9e-07 1.4e-06 4e-07 1.6e-06 1e-06 1.45e-06 3.5e-07 9e-07 9e-07 7.5e-07 1.25e-06 1.05e-06 1.25e-06 1.1e-06 2.5e-07 1.65e-06 5.5e-07 1.6e-06 1.2e-06 9.5e-07 1e-06 1.3e-06 1.3e-06 1e-06 1.05e-06 8.5e-07 1.05e-06 1.55e-06 1.65e-06 1.25e-06 1e-06 1.3e-06 1.5e-06
