 slim_337542522 slim_337542514 slim_337542598 slim_337542607 slim_337542471 slim_337542611 slim_337542377 slim_337542509 slim_337542512 slim_337542600 slim_337542569 slim_337542533 slim_337542595 slim_337542608 slim_337542610 slim_337542532 slim_337542564 slim_337542409 slim_337542452 slim_337542397 slim_337542589 slim_337542439 slim_337542506 slim_337542590 slim_337542614 slim_337542283 slim_337542527 slim_337542542 slim_337542460 slim_337542539 slim_337542584 slim_337542620 slim_337542573 slim_337542508 slim_337542554 slim_337542507 slim_337542474 slim_337542523 slim_337542426 slim_337542481 slim_337542616 slim_337542576 slim_337542597 slim_337542606 slim_337542618 slim_337542580 slim_337542562 slim_337542559 slim_337542605 slim_337542604 slim_337542612 slim_337542557 slim_337542602 slim_337542583 slim_337542538 slim_337542199 slim_337542603 slim_337542282 slim_337542415 slim_337542421 slim_337542387 slim_337542617 slim_337542515 slim_337542599 slim_337542552 slim_337542381 slim_337542419 slim_337542574 slim_337542615 slim_337542581 slim_337542609 slim_337542572 slim_337542525 slim_337542461 slim_337542458 slim_337542529 slim_337542339 slim_337542591 slim_337542601 slim_337542537 slim_337542517 slim_337542570 slim_337542323 slim_337542540 slim_337542503 slim_337542543 slim_337542429 slim_337542566 slim_337542404 slim_337542371 slim_337542534 slim_337542596 slim_337542541 slim_337542587
0 6.13e-05 8.06e-05 8.235e-05 3.615e-05 0.0001767 5.185e-05 4.975e-05 0.00014255 8.665e-05 5.075e-05 4.58e-05 8.535e-05 4.21e-05 0.00014305 8.57e-05 8.795e-05 5.13e-05 8.21e-05 0.00011885 4.29e-05 4.15e-05 5.575e-05 8.18e-05 8.565e-05 8.42e-05 8.13e-05 0.0001734 0.0001427 7.995e-05 3.41e-05 0.00017285 8.57e-05 7.78e-05 3.94e-05 4.695e-05 5.145e-05 8.54e-05 0.00011785 0.0001422 3.35e-05 8.525e-05 3.625e-05 8.265e-05 8.005e-05 0.00017295 4.8e-05 0.0001123 5.095e-05 4.645e-05 8.015e-05 0.00023425 5.07e-05 8.035e-05 5.1e-05 8.335e-05 8.51e-05 8.525e-05 8.235e-05 4.3e-05 5.02e-05 0.0001733 0.0001431 7.955e-05 8.475e-05 0.000143 3.655e-05 7.47e-05 7.47e-05 0.00014455 7.81e-05 8.185e-05 8.45e-05 7.855e-05 5.145e-05 7.455e-05 7.995e-05 0.00014185 0.00014265 0.00017495 5.135e-05 8.38e-05 8.235e-05 8.47e-05 0.0001479 4.38e-05 5.15e-05 0.00011535 0.0001418 4.09e-05 4.79e-05 8.81e-05 0.0001379 0.00017705 8.19e-05
1 8.06e-05 6.77e-05 4.06e-05 5.045e-05 0.0001144 3.63e-05 3.45e-05 0.0001015 4.035e-05 3.525e-05 4.325e-05 3.815e-05 6.475e-05 0.00011035 4.075e-05 4.17e-05 3.49e-05 3.565e-05 9.04e-05 5.49e-05 4.9e-05 4.24e-05 3.485e-05 8.785e-05 3.85e-05 3.43e-05 0.00011015 0.000111 4.55e-05 0.00010025 0.00010045 8.785e-05 4.515e-05 6.85e-05 4.175e-05 3.425e-05 3.965e-05 4.21e-05 0.0001107 9.77e-05 3.87e-05 7.94e-05 3.62e-05 4.56e-05 0.00010105 4.365e-05 3.45e-05 3.525e-05 4.24e-05 4.43e-05 0.0001769 3.535e-05 9.385e-05 3.535e-05 3.61e-05 3.83e-05 3.96e-05 6.705e-05 4.105e-05 3.4e-05 0.00011005 9.92e-05 4.62e-05 3.795e-05 9.925e-05 6.69e-05 7.59e-05 7.59e-05 0.00011235 6.665e-05 3.41e-05 3.865e-05 4.795e-05 3.625e-05 7.575e-05 4.41e-05 0.00011025 0.00011095 0.0001011 3.475e-05 3.815e-05 3.565e-05 3.865e-05 0.0001109 6.315e-05 3.43e-05 3.8e-05 0.0001101 7.17e-05 4.355e-05 4.255e-05 0.0001178 0.0001045 3.415e-05
2 8.235e-05 4.06e-05 7.05e-05 5.195e-05 0.00011435 3.76e-05 3.615e-05 0.00010155 4.145e-05 3.72e-05 4.42e-05 4.16e-05 6.395e-05 0.00010995 4.05e-05 4.155e-05 3.735e-05 4.2e-05 9.32e-05 5.49e-05 5.01e-05 4.605e-05 4.195e-05 8.91e-05 4.09e-05 4.135e-05 0.0001144 0.00011005 4.775e-05 0.0001005 0.0001054 8.92e-05 4.84e-05 6.885e-05 4.28e-05 3.695e-05 4.15e-05 4.51e-05 0.0001096 9.805e-05 4.235e-05 8.075e-05 4.02e-05 4.785e-05 0.0001055 4.36e-05 4.6e-05 3.735e-05 4.405e-05 4.69e-05 0.0001741 3.695e-05 9.55e-05 3.75e-05 4.15e-05 4.135e-05 4.205e-05 6.035e-05 4.33e-05 3.61e-05 0.0001143 9.895e-05 4.74e-05 4.1e-05 9.885e-05 6.8e-05 7.84e-05 7.84e-05 0.00011 6.78e-05 4.145e-05 4.125e-05 4.27e-05 3.73e-05 7.825e-05 4.67e-05 0.0001092 0.00011 0.000103 3.725e-05 3.96e-05 4.18e-05 4.14e-05 0.0001129 6.265e-05 3.7e-05 4.57e-05 0.0001091 7.385e-05 4.35e-05 4.1e-05 0.00011635 0.00010705 4.15e-05
3 3.615e-05 5.045e-05 5.195e-05 1.37e-05 0.0001571 2.08e-05 1.92e-05 0.0001126 5.605e-05 1.975e-05 1.63e-05 5.475e-05 2.405e-05 0.00012285 5.6e-05 5.725e-05 2.01e-05 5.07e-05 9.19e-05 2.485e-05 7.1e-06 2.3e-05 5.12e-05 5.825e-05 5.405e-05 5.07e-05 0.0001538 0.00012275 4.765e-05 5.61e-05 0.0001435 5.83e-05 4.89e-05 2.81e-05 1.56e-05 2.025e-05 5.495e-05 8.85e-05 0.00012245 5.48e-05 5.48e-05 3.63e-05 5.18e-05 4.775e-05 0.0001436 1.505e-05 8.23e-05 1.975e-05 1.35e-05 4.925e-05 0.0002153 1.92e-05 5.11e-05 1.98e-05 5.275e-05 5.45e-05 5.4e-05 6.6e-05 1.395e-05 1.945e-05 0.0001537 0.00011245 4.8e-05 5.415e-05 0.00011235 2.655e-05 7.71e-05 7.71e-05 0.00012435 6.77e-05 5.125e-05 5.41e-05 4.595e-05 2.06e-05 7.695e-05 4.905e-05 0.0001221 0.0001227 0.0001449 2.015e-05 5.355e-05 5.19e-05 5.41e-05 0.00012935 3.36e-05 2.03e-05 8.535e-05 0.00012205 4.27e-05 1.5e-05 5.795e-05 0.00011625 0.00014825 5.13e-05
4 0.0001767 0.0001144 0.00011435 0.0001571 0.0001501 0.0001439 0.0001445 0.0001116 0.0001078 0.0001436 0.00014715 0.00010985 0.0001705 0.0001095 0.00011165 0.0001073 0.0001436 0.00011455 0.00011675 0.0001505 0.0001559 0.0001402 0.00011375 0.000151 0.0001105 0.00011315 7.95e-05 0.00010945 0.00011565 0.0001831 8.14e-05 0.000151 0.0001153 0.00016225 0.00014895 0.00014355 0.00010965 7.625e-05 0.00010975 0.00018305 0.00010955 0.00017575 0.0001116 0.00011575 8.15e-05 0.00014775 8.37e-05 0.0001433 0.0001499 0.00011445 7.75e-05 0.0001456 0.00015705 0.0001434 0.0001116 0.00010975 0.00011005 0.00013725 0.00015 0.00014435 7.94e-05 0.0001082 0.0001167 0.0001093 0.000108 0.0001627 0.0001356 0.0001354 0.0001073 0.0001233 0.0001136 0.00010955 0.0001195 0.00014395 0.00013535 0.0001146 0.00011035 0.0001097 7.6e-05 0.0001436 0.00011035 0.0001139 0.00010905 0.0001048 0.0001558 0.0001436 7.955e-05 0.0001103 0.00016925 0.00014765 0.0001085 0.000116 7.665e-05 0.00011365
5 5.185e-05 3.63e-05 3.76e-05 2.08e-05 0.0001439 4.8e-06 4.3e-06 9.86e-05 4.085e-05 3.35e-06 1.28e-05 3.915e-05 3.305e-05 0.0001084 4.19e-05 4.13e-05 3.5e-06 3.665e-05 9.21e-05 2.45e-05 1.795e-05 2.1e-05 3.565e-05 5.61e-05 4.01e-05 3.51e-05 0.0001404 0.00010835 4.605e-05 6.965e-05 0.0001304 5.65e-05 4.635e-05 3.705e-05 8.95e-06 3.5e-06 3.835e-05 7.465e-05 0.0001082 6.765e-05 3.965e-05 4.925e-05 3.605e-05 4.615e-05 0.0001302 1.255e-05 6.735e-05 3.15e-06 1.085e-05 4.49e-05 0.00020345 5.9e-06 6.395e-05 3.3e-06 3.735e-05 3.9e-05 3.955e-05 6.235e-05 1.17e-05 4.25e-06 0.0001403 9.87e-05 4.71e-05 3.865e-05 9.87e-05 3.66e-05 7.735e-05 7.735e-05 0.0001102 6.675e-05 3.555e-05 3.89e-05 4.385e-05 3.1e-06 7.72e-05 4.47e-05 0.0001092 0.00010825 0.0001322 2.9e-06 3.805e-05 3.515e-05 3.87e-05 0.00011705 3.29e-05 3.55e-06 7.09e-05 0.00010915 4.17e-05 1.245e-05 4.26e-05 0.0001156 0.0001357 3.56e-05
6 4.975e-05 3.45e-05 3.615e-05 1.92e-05 0.0001445 4.3e-06 3.6e-06 9.92e-05 4.05e-05 2.7e-06 1.245e-05 3.89e-05 3.28e-05 0.00010895 4.055e-05 4.18e-05 3.35e-06 3.6e-05 9.09e-05 2.365e-05 1.735e-05 2.06e-05 3.555e-05 5.635e-05 3.845e-05 3.495e-05 0.000141 0.0001092 4.56e-05 6.96e-05 0.0001308 5.64e-05 4.605e-05 3.765e-05 1.005e-05 3.1e-06 3.95e-05 7.375e-05 0.00010835 6.61e-05 3.95e-05 4.815e-05 3.57e-05 4.57e-05 0.0001309 1.205e-05 6.735e-05 3.2e-06 1.06e-05 4.46e-05 0.00020475 3.6e-06 6.26e-05 3.35e-06 3.7e-05 3.865e-05 3.92e-05 6.275e-05 1.005e-05 2.4e-06 0.0001409 9.75e-05 4.605e-05 3.83e-05 9.74e-05 3.57e-05 7.64e-05 7.64e-05 0.00011075 6.735e-05 3.52e-05 3.79e-05 4.37e-05 3.5e-06 7.625e-05 4.44e-05 0.00010845 0.0001091 0.00013095 3.25e-06 3.695e-05 3.625e-05 3.855e-05 0.00011765 3.195e-05 3.15e-06 7.06e-05 0.00010825 4.07e-05 1.195e-05 4.255e-05 0.00011615 0.0001361 3.525e-05
7 0.00014255 0.0001015 0.00010155 0.0001126 0.0001116 9.86e-05 9.92e-05 0.0001943 0.0001007 9.805e-05 0.00010535 0.000101 0.0001262 0.00010955 0.00010345 0.000101 9.8e-05 0.00010175 0.0001077 0.0001169 0.0001106 0.0001047 0.00010035 0.00010565 0.0001016 0.00010025 0.00011175 0.00010965 0.0001065 0.00015985 0.0001001 0.0001057 0.0001073 0.000129 0.00010395 9.865e-05 0.00010055 0.00010315 0.0001096 0.00015865 0.00010105 0.0001408 9.965e-05 0.0001066 0.0001002 0.0001046 0.0001032 9.775e-05 0.0001041 0.000106 0.00010905 0.00010035 0.00011175 9.76e-05 0.00010085 0.0001007 0.000101 0.0001254 0.0001059 9.925e-05 0.00011165 9.935e-05 0.0001078 0.00010035 9.925e-05 0.0001292 0.0001367 0.0001367 0.0001095 0.0001257 0.0001009 0.0001005 0.0001067 9.86e-05 0.00013655 0.0001058 0.00011015 0.00010955 0.00010115 9.855e-05 0.0001001 0.00010095 0.0001002 0.0001124 0.00012405 9.87e-05 0.0001028 0.00011015 0.0001345 0.0001045 0.0001025 0.00011585 0.00010205 0.00010095
8 8.665e-05 4.035e-05 4.145e-05 5.605e-05 0.0001078 4.085e-05 4.05e-05 0.0001007 6.88e-05 3.965e-05 4.285e-05 3.75e-05 6.965e-05 0.00010985 4.16e-05 3.645e-05 3.945e-05 4.085e-05 8.98e-05 6.06e-05 5.365e-05 4.7e-05 3.975e-05 9.325e-05 3.85e-05 3.91e-05 0.00011 0.0001101 4.42e-05 0.0001051 0.0001005 9.31e-05 4.275e-05 7.205e-05 4.56e-05 3.92e-05 3.84e-05 3.52e-05 0.0001103 0.0001032 3.68e-05 8.45e-05 3.71e-05 4.43e-05 0.0001006 4.405e-05 3.965e-05 3.93e-05 4.68e-05 4.215e-05 0.00017115 4.19e-05 9.92e-05 3.94e-05 3.71e-05 3.685e-05 3.81e-05 6.68e-05 4.62e-05 4.015e-05 0.0001099 9.53e-05 4.595e-05 3.68e-05 9.52e-05 7.115e-05 7.475e-05 7.505e-05 0.0001075 6.51e-05 3.94e-05 3.735e-05 4.75e-05 4.095e-05 7.49e-05 4.195e-05 0.0001109 0.0001102 9.52e-05 3.94e-05 3.775e-05 4.085e-05 3.7e-05 0.00011075 6.405e-05 3.925e-05 3.72e-05 0.0001108 7.695e-05 4.405e-05 3.795e-05 0.0001174 9.81e-05 3.945e-05
9 5.075e-05 3.525e-05 3.72e-05 1.975e-05 0.0001436 3.35e-06 2.7e-06 9.805e-05 3.965e-05 2.2e-06 1.16e-05 3.815e-05 3.27e-05 0.0001082 4.14e-05 4.1e-05 2e-06 3.595e-05 9.095e-05 2.425e-05 1.695e-05 2.01e-05 3.415e-05 5.645e-05 3.885e-05 3.395e-05 0.0001402 0.0001084 4.495e-05 6.94e-05 0.0001302 5.65e-05 4.515e-05 3.675e-05 9.2e-06 2.5e-06 3.865e-05 7.35e-05 0.0001078 6.655e-05 3.84e-05 4.82e-05 3.495e-05 4.505e-05 0.0001303 1.145e-05 6.665e-05 1.35e-06 9.35e-06 4.37e-05 0.00020405 4.75e-06 6.29e-05 1.65e-06 3.625e-05 3.79e-05 3.825e-05 6.275e-05 1.045e-05 3.2e-06 0.0001401 9.74e-05 4.605e-05 3.755e-05 9.73e-05 3.545e-05 7.62e-05 7.62e-05 0.0001099 6.645e-05 3.455e-05 3.725e-05 4.35e-05 2.9e-06 7.605e-05 4.35e-05 0.00010885 0.00010825 0.0001308 2.4e-06 3.7e-05 3.55e-05 3.745e-05 0.00011685 3.175e-05 2.55e-06 6.98e-05 0.0001089 4.065e-05 1.135e-05 4.215e-05 0.00011575 0.0001354 3.46e-05
