 slim_762217561 slim_762217587 slim_762217581 slim_762217591 slim_762217594 slim_762217562 slim_762217593 slim_762217566 slim_762217574 slim_762217579 slim_762217576 slim_762217563 slim_762217584 slim_762217572 slim_762217590 slim_762217573 slim_762217580 slim_762217570 slim_762217582 slim_762217588 slim_762217578 slim_762217583 slim_762217560 slim_762217568 slim_762217577 slim_762217575 slim_762217559 slim_762217586 slim_762217565 slim_762217592 slim_762217585 slim_762217569 slim_762217571 slim_762217567 slim_762217564 slim_762217589
0 1.1e-06 1.25e-06 7.5e-07 1.3e-06 1.45e-06 1.8e-06 1.9e-06 7e-07 2.05e-06 9e-07 1.3e-06 1.4e-06 2e-06 1.05e-06 7.5e-07 1.35e-06 1.9e-06 1.55e-06 2e-06 1.55e-06 2.1e-06 1.7e-06 1.9e-06 8e-07 1.3e-06 2.25e-06 7.5e-07 1.2e-06 2.15e-06 7e-07 7e-07 1.45e-06 1.5e-06 8.5e-07 1.4e-06 6e-07
1 1.25e-06 1.4e-06 9e-07 1.1e-06 1.2e-06 2.35e-06 1.25e-06 1.15e-06 2.2e-06 1.1e-06 1.05e-06 1.5e-06 2.35e-06 1.75e-06 1.45e-06 1.65e-06 2.45e-06 1.45e-06 1.2e-06 1.3e-06 1.55e-06 1.6e-06 9e-07 1.05e-06 1.25e-06 1.6e-06 1.6e-06 1.1e-06 1.35e-06 1.55e-06 1.45e-06 1.3e-06 1.45e-06 1.6e-06 1.6e-06 1.25e-06
2 7.5e-07 9e-07 5e-07 1.4e-06 1.55e-06 2.15e-06 1.7e-06 7e-07 2.15e-06 1e-06 1.35e-06 1.55e-06 2.25e-06 1.4e-06 1.15e-06 1.55e-06 2.3e-06 1.6e-06 1.75e-06 1.45e-06 1.95e-06 1.8e-06 1.7e-06 7e-07 1.45e-06 2.1e-06 1.2e-06 1.35e-06 1.9e-06 1.25e-06 1.1e-06 1.5e-06 1.6e-06 1.35e-06 1.6e-06 7.5e-07
3 1.3e-06 1.1e-06 1.4e-06 1.8e-06 1.2e-06 2.2e-06 1.45e-06 1.35e-06 2.15e-06 1e-06 1e-06 1.5e-06 2.15e-06 1.55e-06 1e-06 1.65e-06 2.25e-06 1.4e-06 1.45e-06 1.45e-06 1.75e-06 1.6e-06 1.1e-06 1.2e-06 1.25e-06 1.75e-06 1.3e-06 1.1e-06 1.6e-06 1.3e-06 1.2e-06 1.35e-06 1.3e-06 1.35e-06 1.55e-06 1.25e-06
4 1.45e-06 1.2e-06 1.55e-06 1.2e-06 1.9e-06 2.35e-06 1.35e-06 1.45e-06 2.15e-06 1.25e-06 1.2e-06 1.45e-06 2.45e-06 1.35e-06 1.4e-06 1.8e-06 2.45e-06 1.5e-06 1.35e-06 1.5e-06 1.8e-06 1.25e-06 1.1e-06 1.45e-06 1.3e-06 1.65e-06 1.5e-06 1.2e-06 1.5e-06 1.45e-06 1.4e-06 1.05e-06 1.45e-06 1.15e-06 1.55e-06 1.45e-06
5 1.8e-06 2.35e-06 2.15e-06 2.2e-06 2.35e-06 2.7e-06 2.6e-06 1.75e-06 2.1e-06 2e-06 2.2e-06 2.3e-06 1.6e-06 2e-06 1.7e-06 2.1e-06 1.5e-06 2.5e-06 3e-06 2.4e-06 3.05e-06 2.65e-06 2.8e-06 1.9e-06 2.15e-06 3.05e-06 1.65e-06 2.1e-06 3.15e-06 1.55e-06 1.55e-06 2.4e-06 2.45e-06 1.75e-06 2.1e-06 1.8e-06
6 1.9e-06 1.25e-06 1.7e-06 1.45e-06 1.35e-06 2.6e-06 1.6e-06 1.75e-06 1.9e-06 1.55e-06 1.45e-06 1.7e-06 2.65e-06 1.95e-06 1.9e-06 2e-06 2.75e-06 1.7e-06 1.3e-06 1.25e-06 1.7e-06 1.6e-06 1.15e-06 1.7e-06 1.6e-06 1.65e-06 2.05e-06 1.5e-06 1.45e-06 2.05e-06 1.9e-06 1.4e-06 1.65e-06 1.85e-06 1.85e-06 1.9e-06
7 7e-07 1.15e-06 7e-07 1.35e-06 1.45e-06 1.75e-06 1.75e-06 1.1e-06 1.95e-06 1e-06 1.3e-06 1.4e-06 1.95e-06 1.1e-06 8.5e-07 1.35e-06 1.9e-06 1.55e-06 2e-06 1.55e-06 2.1e-06 1.7e-06 1.9e-06 7e-07 1.25e-06 2.25e-06 7.5e-07 1.25e-06 2.15e-06 8e-07 7e-07 1.45e-06 1.55e-06 9e-07 1.4e-06 7e-07
8 2.05e-06 2.2e-06 2.15e-06 2.15e-06 2.15e-06 2.1e-06 1.9e-06 1.95e-06 3e-06 1.95e-06 2.15e-06 2.3e-06 2.2e-06 2e-06 1.85e-06 2.35e-06 2.25e-06 2.35e-06 2.6e-06 2.1e-06 2.85e-06 2.35e-06 2.55e-06 1.95e-06 2.25e-06 2.75e-06 1.95e-06 2.2e-06 2.75e-06 2.05e-06 1.85e-06 2.15e-06 2.3e-06 1.9e-06 2.25e-06 2.05e-06
9 9e-07 1.1e-06 1e-06 1e-06 1.25e-06 2e-06 1.55e-06 1e-06 1.95e-06 1.3e-06 1.05e-06 1.45e-06 2e-06 1.25e-06 7.5e-07 1.55e-06 2.05e-06 1.4e-06 1.7e-06 1.5e-06 1.95e-06 1.6e-06 1.4e-06 9e-07 1.25e-06 1.95e-06 9.5e-07 1.1e-06 1.85e-06 1e-06 9e-07 1.35e-06 1.3e-06 1.05e-06 1.45e-06 8.5e-07
