 slim_762282047 slim_762282014 slim_762282012 slim_762282049 slim_762282003 slim_762282008 slim_762282010 slim_762282027 slim_762282045 slim_762282025 slim_762281996 slim_762282026 slim_762282024 slim_762282030 slim_762282029 slim_762282013 slim_762282011 slim_762282040 slim_762281995 slim_762282041 slim_762282020 slim_762282042 slim_762282015 slim_762282031 slim_762282032 slim_762282017 slim_762282051 slim_762282046 slim_762282004 slim_762282043 slim_762282001 slim_762282034 slim_762281998 slim_762282037 slim_762282009 slim_762282052 slim_762282033 slim_762282000 slim_762281999 slim_762282038 slim_762282002 slim_762282016 slim_762282039 slim_762282035 slim_762282019 slim_762282018 slim_762282021 slim_762282006 slim_762282050 slim_762282022 slim_762282005 slim_762282036 slim_762281994 slim_762282028 slim_762282048 slim_762282023 slim_762282044 slim_762282007 slim_762281997
0 1.3e-06 1.05e-06 1.1e-06 2.1e-06 2.75e-06 9.5e-07 1.85e-06 1.2e-06 1.9e-06 1.8e-06 1.85e-06 2.45e-06 2.35e-06 9e-07 8.5e-07 1.8e-06 1.75e-06 8e-07 2.55e-06 1.7e-06 2.4e-06 9.5e-07 1.05e-06 1.9e-06 7.5e-07 1.15e-06 1.25e-06 9.5e-07 2.8e-06 2.05e-06 1.45e-06 1.8e-06 9e-07 1.2e-06 3e-06 1.7e-06 1e-06 1.9e-06 2.25e-06 1.05e-06 8.5e-07 7e-07 1.15e-06 1.05e-06 1.8e-06 7.5e-07 1.05e-06 8.5e-07 1.8e-06 8e-07 1.85e-06 1.9e-06 1.9e-06 2e-06 9e-07 1.7e-06 9.5e-07 2.8e-06 1.05e-06
1 1.05e-06 1.2e-06 1.1e-06 2.05e-06 2.8e-06 1.15e-06 2.05e-06 1.05e-06 1.8e-06 1.9e-06 1.85e-06 2.4e-06 2.3e-06 7.5e-07 9.5e-07 1.85e-06 1.8e-06 1e-06 2.5e-06 1.75e-06 2.35e-06 9.5e-07 7e-07 2.1e-06 8.5e-07 9.5e-07 1.3e-06 1.35e-06 2.85e-06 2.15e-06 1.6e-06 1.85e-06 1e-06 1.05e-06 3e-06 1.75e-06 9e-07 1.9e-06 2.2e-06 9e-07 9.5e-07 1.1e-06 1e-06 9e-07 1.7e-06 9.5e-07 1.15e-06 8e-07 1.75e-06 8.5e-07 1.85e-06 1.75e-06 2e-06 2.05e-06 1.3e-06 2.05e-06 1e-06 2.85e-06 8.5e-07
2 1.1e-06 1.1e-06 6e-07 1.7e-06 2.9e-06 7e-07 2.05e-06 9e-07 2e-06 2e-06 1.95e-06 2.45e-06 2.35e-06 6e-07 1.15e-06 2e-06 1.95e-06 1.1e-06 2.55e-06 1.95e-06 2.4e-06 6e-07 1.1e-06 2.1e-06 1e-06 7e-07 1.15e-06 1.1e-06 2.95e-06 1.9e-06 1.75e-06 2e-06 1.1e-06 7.5e-07 3.15e-06 1.7e-06 6.5e-07 1.65e-06 2.25e-06 7.5e-07 1.15e-06 1.1e-06 8e-07 1.25e-06 1.85e-06 1.05e-06 7.5e-07 1.05e-06 1.6e-06 6e-07 1.6e-06 1.75e-06 2.15e-06 1.7e-06 8.5e-07 2.05e-06 7e-07 2.95e-06 7.5e-07
3 2.1e-06 2.05e-06 1.7e-06 7e-07 2.05e-06 2e-06 2.15e-06 1.7e-06 2.05e-06 2.1e-06 2e-06 1.35e-06 1.2e-06 1.8e-06 2.15e-06 2.15e-06 2e-06 2e-06 1.35e-06 2.4e-06 1.25e-06 1.85e-06 2.05e-06 2.2e-06 2.05e-06 1.95e-06 2.2e-06 2.15e-06 2.1e-06 2.1e-06 2.2e-06 2.15e-06 2e-06 2e-06 2.3e-06 2.15e-06 1.9e-06 1.95e-06 1.1e-06 2.05e-06 2.15e-06 2e-06 2.15e-06 2.35e-06 1.75e-06 1.95e-06 1.85e-06 1.95e-06 1.85e-06 1.8e-06 1.9e-06 3.5e-07 2.05e-06 2.05e-06 2.05e-06 2.05e-06 2.05e-06 2.1e-06 2.05e-06
4 2.75e-06 2.8e-06 2.9e-06 2.05e-06 2e-07 2.65e-06 1.35e-06 2.65e-06 1.45e-06 1.3e-06 1.8e-06 1.45e-06 1e-06 2.6e-06 2.8e-06 1.35e-06 1.75e-06 2.75e-06 1.55e-06 2e-06 1e-06 2.7e-06 2.8e-06 1.5e-06 2.7e-06 2.9e-06 2.1e-06 3.05e-06 5.5e-07 1.85e-06 2.1e-06 1.4e-06 2.75e-06 2.95e-06 7e-07 2.15e-06 2.65e-06 1.45e-06 1.15e-06 2.7e-06 2.8e-06 2.85e-06 2.8e-06 2.8e-06 1.75e-06 2.7e-06 3e-06 2.7e-06 1.35e-06 2.7e-06 1.45e-06 1.85e-06 1.75e-06 1.85e-06 2.9e-06 1.5e-06 2.7e-06 2.5e-07 2.75e-06
5 9.5e-07 1.15e-06 7e-07 2e-06 2.65e-06 9e-07 1.6e-06 1.05e-06 1.85e-06 1.7e-06 1.9e-06 2.45e-06 2.35e-06 7e-07 1e-06 1.85e-06 1.95e-06 9.5e-07 2.55e-06 1.8e-06 2.4e-06 7.5e-07 1.15e-06 1.65e-06 1.05e-06 9.5e-07 1.25e-06 1.05e-06 2.7e-06 2e-06 1.7e-06 1.85e-06 9.5e-07 1e-06 2.95e-06 1.6e-06 7e-07 1.65e-06 2.25e-06 8e-07 1e-06 1.05e-06 8.5e-07 1e-06 1.85e-06 9e-07 9e-07 9e-07 1.6e-06 8e-07 1.6e-06 2e-06 2e-06 1.65e-06 8e-07 1.8e-06 7.5e-07 2.7e-06 8.5e-07
6 1.85e-06 2.05e-06 2.05e-06 2.15e-06 1.35e-06 1.6e-06 2.7e-06 2e-06 1.7e-06 1.45e-06 1.9e-06 2e-06 1.7e-06 1.8e-06 1.9e-06 1.6e-06 1.9e-06 1.85e-06 2.1e-06 1.95e-06 1.7e-06 1.9e-06 2.05e-06 1.5e-06 1.95e-06 2.1e-06 1.8e-06 2.1e-06 1.65e-06 2.05e-06 1.95e-06 1.65e-06 1.85e-06 2.15e-06 1.85e-06 1.9e-06 1.85e-06 1.65e-06 1.75e-06 1.9e-06 1.9e-06 1.95e-06 2e-06 1.9e-06 1.85e-06 1.8e-06 2.05e-06 1.8e-06 1.6e-06 1.9e-06 1.65e-06 2e-06 1.85e-06 1.9e-06 1.95e-06 1.6e-06 1.9e-06 1.5e-06 1.95e-06
7 1.2e-06 1.05e-06 9e-07 1.7e-06 2.65e-06 1.05e-06 2e-06 1.5e-06 1.8e-06 1.85e-06 1.9e-06 2.25e-06 2.15e-06 7.5e-07 1.1e-06 1.9e-06 1.9e-06 1.1e-06 2.35e-06 1.95e-06 2.2e-06 9.5e-07 1.05e-06 2.05e-06 1.1e-06 1.15e-06 1.35e-06 1.3e-06 2.7e-06 2e-06 1.8e-06 1.9e-06 1.1e-06 1.2e-06 2.9e-06 1.85e-06 8.5e-07 1.75e-06 2.05e-06 1.05e-06 1.1e-06 1.25e-06 1.15e-06 1.2e-06 1.7e-06 1.05e-06 1.05e-06 9e-07 1.65e-06 9e-07 1.7e-06 1.6e-06 1.95e-06 1.85e-06 1.2e-06 2e-06 1e-06 2.7e-06 1.05e-06
8 1.9e-06 1.8e-06 2e-06 2.05e-06 1.45e-06 1.85e-06 1.7e-06 1.8e-06 2.7e-06 1.55e-06 1.7e-06 1.75e-06 1.65e-06 1.55e-06 1.85e-06 1.6e-06 1.65e-06 1.8e-06 1.85e-06 1.65e-06 1.7e-06 1.85e-06 1.8e-06 1.6e-06 1.8e-06 2.05e-06 1.7e-06 2.15e-06 1.5e-06 1.85e-06 1.7e-06 1.6e-06 1.8e-06 2.1e-06 1.5e-06 1.8e-06 1.65e-06 1.65e-06 1.65e-06 1.85e-06 1.85e-06 2.05e-06 1.95e-06 1.9e-06 1.5e-06 1.75e-06 2.1e-06 1.65e-06 1.5e-06 1.8e-06 1.6e-06 1.8e-06 1.9e-06 1.75e-06 2.1e-06 1.8e-06 1.8e-06 1.35e-06 1.85e-06
9 1.8e-06 1.9e-06 2e-06 2.1e-06 1.3e-06 1.7e-06 1.45e-06 1.85e-06 1.55e-06 2.6e-06 1.85e-06 1.95e-06 1.65e-06 1.65e-06 1.75e-06 1.5e-06 1.85e-06 1.75e-06 2.05e-06 1.8e-06 1.65e-06 1.85e-06 1.9e-06 1.6e-06 1.85e-06 2.05e-06 1.75e-06 2.05e-06 1.6e-06 2e-06 1.85e-06 1.55e-06 1.75e-06 2.1e-06 1.8e-06 1.9e-06 1.7e-06 1.6e-06 1.7e-06 1.85e-06 1.75e-06 1.95e-06 1.95e-06 1.8e-06 1.7e-06 1.7e-06 1.95e-06 1.6e-06 1.55e-06 1.85e-06 1.6e-06 1.95e-06 1.75e-06 1.85e-06 1.95e-06 1.6e-06 1.8e-06 1.45e-06 1.9e-06
