 slim_762150139 slim_762150143 slim_762150124 slim_762150144 slim_762150126 slim_762150142 slim_762150152 slim_762150149 slim_762150120 slim_762150133 slim_762150131 slim_762150129 slim_762150123 slim_762150140 slim_762150135 slim_762150141 slim_762150138 slim_762150156 slim_762150161 slim_762150148 slim_762150137 slim_762150132 slim_762150154 slim_762150150 slim_762150153 slim_762150127 slim_762150160 slim_762150146 slim_762150155 slim_762150128 slim_762150134 slim_762150157 slim_762150158 slim_762150136 slim_762150145 slim_762150125 slim_762150121 slim_762150159 slim_762150147 slim_762150122 slim_762150151 slim_762150130
0 3.5e-06 1.95e-06 1.95e-06 2.1e-06 2.05e-06 2.2e-06 2.25e-06 1.85e-06 1.85e-06 2.2e-06 2.1e-06 1.8e-06 2.2e-06 1.95e-06 2e-06 2.1e-06 1.8e-06 1.9e-06 2e-06 1.95e-06 1.9e-06 1.9e-06 1.95e-06 1.8e-06 1.9e-06 1.8e-06 2e-06 1.9e-06 2e-06 1.75e-06 2.3e-06 2.25e-06 2.15e-06 2e-06 1.95e-06 1.9e-06 2.05e-06 2.45e-06 1.95e-06 2.25e-06 2e-06 1.9e-06
1 1.95e-06 2e-06 1.05e-06 1.25e-06 1.1e-06 1.8e-06 1.85e-06 1.05e-06 1e-06 1.6e-06 1.25e-06 1.9e-06 1.9e-06 2e-06 1.15e-06 1.3e-06 1.85e-06 1e-06 1.05e-06 2e-06 1.85e-06 1.45e-06 1.3e-06 1.05e-06 1.1e-06 1.05e-06 1.05e-06 1.1e-06 1.2e-06 1.85e-06 1.85e-06 1.7e-06 1.9e-06 1.25e-06 1.15e-06 1.1e-06 1.35e-06 1.9e-06 1.15e-06 1.3e-06 1.2e-06 1.05e-06
2 1.95e-06 1.05e-06 2e-07 1.15e-06 2.5e-07 1.35e-06 1.9e-06 5.5e-07 1.5e-07 8.5e-07 1.15e-06 1.8e-06 2e-06 1.55e-06 7e-07 1.6e-06 1.05e-06 1e-06 2e-07 1.2e-06 1.05e-06 6e-07 1.25e-06 1.4e-06 1.05e-06 1e-06 2.5e-07 6e-07 1.7e-06 1.8e-06 1.15e-06 1.25e-06 2e-06 1.6e-06 1.5e-06 6e-07 5.5e-07 1.15e-06 1.4e-06 8.5e-07 1.55e-06 6e-07
3 2.1e-06 1.25e-06 1.15e-06 3e-07 1.25e-06 1.5e-06 1.95e-06 1.5e-06 1e-06 1.75e-06 3e-07 1.95e-06 1.95e-06 1.5e-06 6e-07 7.5e-07 1.9e-06 1.2e-06 1.2e-06 2.05e-06 2.05e-06 1.55e-06 1.4e-06 1.55e-06 1.2e-06 1.15e-06 1.15e-06 1.55e-06 1.05e-06 1.95e-06 1.95e-06 1.3e-06 1.95e-06 7.5e-07 7e-07 1.55e-06 1.4e-06 2.05e-06 6e-07 8.5e-07 7e-07 6.5e-07
4 2.05e-06 1.1e-06 2.5e-07 1.25e-06 4e-07 1.45e-06 2e-06 6.5e-07 2.5e-07 9e-07 1.25e-06 1.9e-06 2.1e-06 1.65e-06 8e-07 1.7e-06 1.15e-06 1.05e-06 2.5e-07 1.3e-06 1.1e-06 7e-07 1.35e-06 1.5e-06 1.15e-06 1.1e-06 3e-07 7e-07 1.8e-06 1.9e-06 1.2e-06 1.35e-06 2.1e-06 1.7e-06 1.6e-06 7e-07 6.5e-07 1.2e-06 1.5e-06 9e-07 1.65e-06 7e-07
5 2.2e-06 1.8e-06 1.35e-06 1.5e-06 1.45e-06 2.3e-06 1.95e-06 1.65e-06 1.2e-06 1.65e-06 1.5e-06 2.05e-06 2.25e-06 1.85e-06 1.35e-06 1.9e-06 1.65e-06 1.75e-06 1.4e-06 1.8e-06 1.8e-06 1.55e-06 1.8e-06 2.05e-06 1.75e-06 1.7e-06 1.35e-06 1.7e-06 2e-06 2.05e-06 1.9e-06 1.75e-06 2.25e-06 1.9e-06 1.8e-06 1.7e-06 1.4e-06 1.7e-06 1.7e-06 1.65e-06 1.85e-06 1.35e-06
6 2.25e-06 1.85e-06 1.9e-06 1.95e-06 2e-06 1.95e-06 3.2e-06 1.8e-06 1.75e-06 2.05e-06 1.95e-06 2.2e-06 2.1e-06 2.35e-06 1.85e-06 1.95e-06 2.2e-06 1.8e-06 1.95e-06 2.35e-06 2.35e-06 2.05e-06 1.85e-06 1.7e-06 1.8e-06 1.75e-06 1.9e-06 1.85e-06 1.85e-06 2.15e-06 2.25e-06 2.1e-06 2.1e-06 1.9e-06 1.8e-06 1.85e-06 1.9e-06 1.85e-06 1.8e-06 2.15e-06 1.85e-06 1.8e-06
7 1.85e-06 1.05e-06 5.5e-07 1.5e-06 6.5e-07 1.65e-06 1.8e-06 9e-07 5e-07 1.2e-06 1.5e-06 1.75e-06 1.9e-06 1.85e-06 1.05e-06 1.55e-06 1.35e-06 1e-06 6e-07 1.5e-06 1.4e-06 9e-07 1.2e-06 9e-07 1e-06 9.5e-07 6.5e-07 5.5e-07 1.5e-06 1.7e-06 1.5e-06 1.6e-06 1.9e-06 1.55e-06 1.45e-06 5e-07 8.5e-07 1.5e-06 1.4e-06 1.25e-06 1.5e-06 9.5e-07
8 1.85e-06 1e-06 1.5e-07 1e-06 2.5e-07 1.2e-06 1.75e-06 5e-07 1e-07 8e-07 1e-06 1.7e-06 1.85e-06 1.45e-06 5.5e-07 1.45e-06 9.5e-07 9.5e-07 2e-07 1.1e-06 1.05e-06 5.5e-07 1.15e-06 1.3e-06 9.5e-07 9e-07 2e-07 5.5e-07 1.55e-06 1.7e-06 1.1e-06 1.2e-06 1.85e-06 1.45e-06 1.35e-06 5.5e-07 4.5e-07 1.1e-06 1.25e-06 8e-07 1.4e-06 5e-07
9 2.2e-06 1.6e-06 8.5e-07 1.75e-06 9e-07 1.65e-06 2.05e-06 1.2e-06 8e-07 1.6e-06 1.75e-06 2.05e-06 1.95e-06 1.85e-06 1.3e-06 2.15e-06 1.35e-06 1.55e-06 8.5e-07 1.5e-06 1.35e-06 1.15e-06 1.75e-06 1.95e-06 1.65e-06 1.6e-06 8.5e-07 1.25e-06 2.25e-06 2.05e-06 1.15e-06 1.3e-06 1.95e-06 2.15e-06 2.05e-06 1.25e-06 1.05e-06 1.35e-06 1.95e-06 1.45e-06 2.1e-06 1.25e-06
10 2.1e-06 1.25e-06 1.15e-06 3e-07 1.25e-06 1.5e-06 1.95e-06 1.5e-06 1e-06 1.75e-06 5e-07 1.95e-06 1.95e-06 1.55e-06 7e-07 7.5e-07 1.9e-06 1.2e-06 1.2e-06 2.05e-06 2.05e-06 1.5e-06 1.4e-06 1.55e-06 1.2e-06 1.15e-06 1.15e-06 1.55e-06 1.05e-06 1.95e-06 1.95e-06 1.4e-06 1.95e-06 7.5e-07 8e-07 1.55e-06 1.4e-06 2.05e-06 7e-07 8.5e-07 7e-07 6e-07
