 slim_762303280 slim_762303254 slim_762303272 slim_762303275 slim_762303251 slim_762303252 slim_762303249 slim_762303245 slim_762303266 slim_762303279 slim_762303278 slim_762303255 slim_762303268 slim_762303273 slim_762303267 slim_762303271 slim_762303261 slim_762303253 slim_762303246 slim_762303282 slim_762303257 slim_762303248 slim_762303247 slim_762303277 slim_762303281 slim_762303263 slim_762303269 slim_762303265 slim_762303285 slim_762303270 slim_762303256 slim_762303284 slim_762303250 slim_762303283 slim_762303260 slim_762303259 slim_762303276 slim_762303264 slim_762303258 slim_762303262 slim_762303274
0 2.2e-06 1.4e-06 1.95e-06 2.4e-06 2.25e-06 2.35e-06 1.85e-06 1.9e-06 2.4e-06 2.5e-06 2.65e-06 2.25e-06 2.35e-06 2.1e-06 2.3e-06 2.65e-06 1.45e-06 2.45e-06 1.95e-06 2.2e-06 1.95e-06 1.3e-06 1.8e-06 2.1e-06 2.4e-06 2.25e-06 2.45e-06 2.5e-06 2.3e-06 2.45e-06 2.35e-06 1.65e-06 2.5e-06 1.8e-06 1.9e-06 1.75e-06 2.35e-06 2.2e-06 1.75e-06 2.55e-06 2.6e-06
1 1.4e-06 2.3e-06 1.85e-06 2.2e-06 2.05e-06 2.15e-06 1.75e-06 1.9e-06 2.25e-06 2.3e-06 2.4e-06 1.9e-06 2.15e-06 2.1e-06 2.25e-06 2.45e-06 1.55e-06 2.25e-06 1.95e-06 2.05e-06 1.9e-06 1.4e-06 1.7e-06 2.05e-06 2.2e-06 2.05e-06 2.25e-06 2.25e-06 2.1e-06 2.25e-06 2.2e-06 1.6e-06 2.3e-06 1.95e-06 2.05e-06 1.85e-06 2.1e-06 1.8e-06 1.85e-06 2.35e-06 2.4e-06
2 1.95e-06 1.85e-06 2.9e-06 2.15e-06 2.5e-06 2.15e-06 1.45e-06 2.4e-06 2.35e-06 2.25e-06 1.9e-06 2.3e-06 2.1e-06 1.95e-06 2.15e-06 2.25e-06 1.8e-06 1.65e-06 2.3e-06 2.05e-06 2e-06 1.75e-06 1.8e-06 2.05e-06 2.15e-06 2e-06 2.15e-06 1.95e-06 1.9e-06 2.1e-06 2.05e-06 1.9e-06 2.7e-06 2.3e-06 2.4e-06 2.4e-06 1.7e-06 2.35e-06 2.05e-06 2.1e-06 2.4e-06
3 2.4e-06 2.2e-06 2.15e-06 2.6e-06 1.75e-06 1.65e-06 2.05e-06 2e-06 1.95e-06 1.45e-06 1.45e-06 2.05e-06 1.65e-06 2.25e-06 1.75e-06 1.8e-06 2.25e-06 1.75e-06 1.75e-06 1.45e-06 2.5e-06 2.4e-06 2.35e-06 1.95e-06 1.35e-06 1.5e-06 1.65e-06 1.7e-06 1.95e-06 1.45e-06 2e-06 1.85e-06 2.1e-06 2.4e-06 2.45e-06 2.05e-06 1.55e-06 2e-06 1.85e-06 1.85e-06 2.15e-06
4 2.25e-06 2.05e-06 2.5e-06 1.75e-06 1.1e-06 1.15e-06 2.85e-06 1.1e-06 1.3e-06 1.7e-06 2.8e-06 1.6e-06 1.6e-06 2.4e-06 1.4e-06 2.15e-06 2.4e-06 2.3e-06 1.15e-06 1.15e-06 2.65e-06 2.15e-06 2.65e-06 2.5e-06 1.75e-06 1.65e-06 1.65e-06 1.7e-06 2e-06 1.7e-06 1.85e-06 1.75e-06 1.05e-06 1.85e-06 1.9e-06 1.3e-06 2.6e-06 1.25e-06 2.1e-06 2.5e-06 1.5e-06
5 2.35e-06 2.15e-06 2.15e-06 1.65e-06 1.15e-06 1.7e-06 2.5e-06 1.4e-06 1.3e-06 1.6e-06 2.3e-06 1.65e-06 1.55e-06 2.3e-06 1.3e-06 1.9e-06 2.25e-06 1.6e-06 1.3e-06 9e-07 2.35e-06 2.05e-06 2.45e-06 2.25e-06 1.65e-06 1.6e-06 1.55e-06 1.6e-06 1.5e-06 1.6e-06 1.5e-06 1.8e-06 1.5e-06 1.85e-06 2.05e-06 1.6e-06 2.1e-06 1.55e-06 2.05e-06 2.05e-06 1.45e-06
6 1.85e-06 1.75e-06 1.45e-06 2.05e-06 2.85e-06 2.5e-06 1.7e-06 2.8e-06 2.75e-06 2.15e-06 1.5e-06 2.65e-06 2e-06 1.9e-06 2.65e-06 2.35e-06 1.7e-06 1.55e-06 2.7e-06 2.45e-06 1.9e-06 1.95e-06 1.5e-06 1.95e-06 2.05e-06 1.9e-06 2.05e-06 1.8e-06 2.1e-06 2.2e-06 2.4e-06 1.8e-06 3.05e-06 2.7e-06 2.75e-06 2.8e-06 1.1e-06 2.8e-06 1.95e-06 2e-06 2.9e-06
7 1.9e-06 1.9e-06 2.4e-06 2e-06 1.1e-06 1.4e-06 2.8e-06 1.7e-06 1.45e-06 1.95e-06 3e-06 1.65e-06 1.85e-06 2.1e-06 1.55e-06 2.1e-06 2.05e-06 2.4e-06 9e-07 1.3e-06 2.5e-06 1.8e-06 2.6e-06 2.4e-06 2e-06 1.9e-06 1.9e-06 2.05e-06 2.1e-06 1.95e-06 1.9e-06 1.75e-06 1.3e-06 1.65e-06 1.75e-06 1.25e-06 2.8e-06 1.45e-06 2e-06 2.6e-06 1.7e-06
8 2.4e-06 2.25e-06 2.35e-06 1.95e-06 1.3e-06 1.3e-06 2.75e-06 1.45e-06 2.1e-06 1.9e-06 2.7e-06 1.75e-06 1.75e-06 2.4e-06 1.55e-06 2.2e-06 2.4e-06 2e-06 1.5e-06 1.2e-06 2.2e-06 2.15e-06 2.3e-06 2.45e-06 1.95e-06 1.8e-06 1.8e-06 1.95e-06 1.45e-06 1.9e-06 1.5e-06 2e-06 1.65e-06 1.55e-06 1.9e-06 1.7e-06 2.45e-06 1.75e-06 2.2e-06 1.95e-06 1.35e-06
9 2.5e-06 2.3e-06 2.25e-06 1.45e-06 1.7e-06 1.6e-06 2.15e-06 1.95e-06 1.9e-06 2.8e-06 1.55e-06 2.15e-06 1.6e-06 2.35e-06 1.85e-06 1.9e-06 2.35e-06 1.85e-06 1.85e-06 1.6e-06 2.6e-06 2.5e-06 2.45e-06 2.05e-06 1.45e-06 1.65e-06 1.6e-06 1.65e-06 2.05e-06 1.6e-06 2.1e-06 1.95e-06 2.05e-06 2.5e-06 2.55e-06 2.15e-06 1.65e-06 2.1e-06 1.95e-06 1.95e-06 2.1e-06
