 slim_762487188 slim_762487183 slim_762487160 slim_762487143 slim_762487180 slim_762487175 slim_762487148 slim_762487187 slim_762487174 slim_762487158 slim_762487189 slim_762487144 slim_762487165 slim_762487153 slim_762487162 slim_762487159 slim_762487146 slim_762487161 slim_762487155 slim_762487176 slim_762487141 slim_762487167 slim_762487182 slim_762487181 slim_762487142 slim_762487184 slim_762487147 slim_762487185 slim_762487172 slim_762487170 slim_762487152 slim_762487168 slim_762487139 slim_762487151 slim_762487154 slim_762487140 slim_762487163 slim_762487173 slim_762487186 slim_762487179 slim_762487169 slim_762487149 slim_762487190 slim_762487177 slim_762487145 slim_762487178 slim_762487166 slim_762487150 slim_762487157 slim_762487171 slim_762487156 slim_762487164
0 1e-06 1.85e-06 1.35e-06 5.5e-07 1.8e-06 1e-06 2.05e-06 1.75e-06 1.05e-06 2.05e-06 1.2e-06 9.5e-07 1.7e-06 2.3e-06 2.1e-06 1.75e-06 2.7e-06 2.65e-06 1.95e-06 1.6e-06 2.45e-06 2.75e-06 1.45e-06 1.65e-06 1.45e-06 2.25e-06 1.8e-06 1.4e-06 1.85e-06 3.2e-06 3.05e-06 1.6e-06 2.1e-06 2.05e-06 2.3e-06 1.9e-06 1.9e-06 1.85e-06 1.75e-06 1.1e-06 1.05e-06 1.8e-06 8.5e-07 2.6e-06 1.55e-06 1.05e-06 2.85e-06 1.75e-06 1.6e-06 1.95e-06 2.2e-06 2.2e-06
1 1.85e-06 2e-06 2.3e-06 1.9e-06 2.05e-06 1.4e-06 2.3e-06 2.15e-06 1.5e-06 2.35e-06 2.25e-06 1.6e-06 2.15e-06 2.1e-06 2.45e-06 2.55e-06 2.55e-06 2.45e-06 2.45e-06 1.95e-06 2.25e-06 2.4e-06 1.55e-06 1.85e-06 2e-06 2.1e-06 2.3e-06 2.4e-06 2.35e-06 2.85e-06 2.7e-06 1.5e-06 1.95e-06 2.35e-06 2.1e-06 1.8e-06 1.25e-06 2.3e-06 1.25e-06 1.6e-06 1.7e-06 2.25e-06 2e-06 2.45e-06 2.45e-06 1.7e-06 2.5e-06 2.3e-06 2.45e-06 2.2e-06 2.45e-06 1.8e-06
2 1.35e-06 2.3e-06 2e-06 1.2e-06 2.05e-06 1.65e-06 2.2e-06 2.05e-06 1.7e-06 1.7e-06 1.7e-06 1.5e-06 2.2e-06 2.7e-06 2.3e-06 1.75e-06 3e-06 2.65e-06 2.15e-06 2e-06 2.75e-06 2.75e-06 2.25e-06 1.9e-06 2e-06 2.55e-06 2.05e-06 1.1e-06 2.1e-06 3e-06 2.95e-06 2.15e-06 2.5e-06 2.1e-06 2.7e-06 2.45e-06 2.3e-06 2.15e-06 2.35e-06 1.8e-06 1.65e-06 1.95e-06 1.3e-06 2.9e-06 1.75e-06 1.85e-06 2.75e-06 2.1e-06 1.75e-06 2.15e-06 1.95e-06 2.45e-06
3 5.5e-07 1.9e-06 1.2e-06 2e-07 1.75e-06 1.15e-06 2.05e-06 1.95e-06 1.15e-06 2.15e-06 1.5e-06 7.5e-07 1.95e-06 2.45e-06 2.35e-06 1.85e-06 2.9e-06 2.75e-06 1.75e-06 1.4e-06 2.65e-06 2.75e-06 1.75e-06 1.7e-06 1.55e-06 2.45e-06 1.65e-06 1.2e-06 1.65e-06 3.3e-06 3.1e-06 1.6e-06 2.25e-06 2.05e-06 2.45e-06 2.1e-06 1.85e-06 1.6e-06 1.95e-06 1.25e-06 8e-07 1.7e-06 9.5e-07 2.8e-06 1.55e-06 1.3e-06 2.9e-06 1.7e-06 1.85e-06 1.95e-06 2.3e-06 2.2e-06
4 1.8e-06 2.05e-06 2.05e-06 1.75e-06 2.7e-06 1.75e-06 2.05e-06 2.05e-06 1.7e-06 2.25e-06 2e-06 1.75e-06 1.75e-06 1.9e-06 2.1e-06 2e-06 2.65e-06 2.2e-06 2.25e-06 2.25e-06 2.4e-06 1.55e-06 2.1e-06 1.9e-06 2e-06 2.3e-06 2.15e-06 2.1e-06 2.15e-06 2.65e-06 2.15e-06 2e-06 1.8e-06 2e-06 1.9e-06 2.1e-06 1.95e-06 1.85e-06 2.05e-06 1.8e-06 1.9e-06 2.05e-06 1.95e-06 2.55e-06 2.05e-06 1.95e-06 1.95e-06 2.1e-06 2.2e-06 2.15e-06 2.3e-06 1.75e-06
5 1e-06 1.4e-06 1.65e-06 1.15e-06 1.75e-06 1.1e-06 1.95e-06 1.55e-06 8e-07 2.05e-06 1.5e-06 1.2e-06 1.7e-06 2e-06 2.1e-06 2e-06 2.4e-06 2.3e-06 2.05e-06 1.7e-06 2.1e-06 2.45e-06 1e-06 1.45e-06 1.5e-06 1.75e-06 1.9e-06 1.75e-06 1.95e-06 2.8e-06 2.7e-06 1.4e-06 1.65e-06 1.95e-06 2e-06 1.65e-06 1.65e-06 1.95e-06 1.5e-06 1.15e-06 1.2e-06 1.85e-06 1.25e-06 2.3e-06 1.85e-06 1e-06 2.5e-06 1.85e-06 1.9e-06 1.9e-06 2.15e-06 1.7e-06
6 2.05e-06 2.3e-06 2.2e-06 2.05e-06 2.05e-06 1.95e-06 3.3e-06 1.8e-06 1.9e-06 2.45e-06 2.2e-06 2.15e-06 2.3e-06 2.55e-06 2.45e-06 2.2e-06 2.4e-06 1.8e-06 1.9e-06 2.35e-06 2.3e-06 2.4e-06 2.1e-06 2.1e-06 2.35e-06 2e-06 2e-06 2.25e-06 2.05e-06 1.9e-06 2.15e-06 2.2e-06 2.25e-06 1.9e-06 2.55e-06 2.5e-06 2.45e-06 2.4e-06 2.4e-06 2.15e-06 2.05e-06 1.95e-06 2.05e-06 2.3e-06 2.3e-06 2.05e-06 2.05e-06 2e-06 2.25e-06 1.9e-06 2.35e-06 2.25e-06
7 1.75e-06 2.15e-06 2.05e-06 1.95e-06 2.05e-06 1.55e-06 1.8e-06 2.7e-06 1.7e-06 2.2e-06 1.85e-06 1.95e-06 1.95e-06 2.2e-06 2.1e-06 2e-06 2.1e-06 1.5e-06 1.85e-06 2.15e-06 1.9e-06 2.2e-06 1.55e-06 2e-06 2.05e-06 1.55e-06 1.8e-06 2.1e-06 1.85e-06 1.7e-06 2e-06 1.9e-06 1.85e-06 1.75e-06 2.2e-06 2.1e-06 2.2e-06 2.25e-06 2e-06 1.85e-06 1.85e-06 1.75e-06 1.75e-06 2e-06 2.15e-06 1.6e-06 1.8e-06 1.75e-06 2e-06 1.65e-06 2.1e-06 2.15e-06
8 1.05e-06 1.5e-06 1.7e-06 1.15e-06 1.7e-06 8e-07 1.9e-06 1.7e-06 1.5e-06 2.15e-06 1.6e-06 1.3e-06 1.8e-06 2.1e-06 2.2e-06 2.1e-06 2.5e-06 2.35e-06 2.1e-06 1.75e-06 2.2e-06 2.55e-06 1.05e-06 1.55e-06 1.55e-06 1.85e-06 1.95e-06 1.8e-06 2e-06 2.9e-06 2.8e-06 1.45e-06 1.75e-06 2e-06 2.1e-06 1.75e-06 1.75e-06 2e-06 1.6e-06 1.2e-06 1.2e-06 1.9e-06 1.3e-06 2.4e-06 1.9e-06 1e-06 2.6e-06 1.9e-06 1.95e-06 2e-06 2.25e-06 1.8e-06
9 2.05e-06 2.35e-06 1.7e-06 2.15e-06 2.25e-06 2.05e-06 2.45e-06 2.2e-06 2.15e-06 2.7e-06 2.1e-06 1.9e-06 2.25e-06 2.35e-06 2.35e-06 2.1e-06 2.7e-06 2.4e-06 2.5e-06 2.3e-06 2.45e-06 2.35e-06 2.3e-06 2.2e-06 1.95e-06 2.45e-06 2.4e-06 1.7e-06 2.45e-06 2.75e-06 2.65e-06 2e-06 2.35e-06 2.1e-06 2.35e-06 1.85e-06 2.25e-06 2.45e-06 2.1e-06 1.95e-06 2.2e-06 2.35e-06 2e-06 2.6e-06 2.1e-06 2.15e-06 2.45e-06 2.4e-06 2.15e-06 2.35e-06 2e-06 2.4e-06
