 slim_762127932 slim_762127926 slim_762127952 slim_762127949 slim_762127938 slim_762127954 slim_762127927 slim_762127956 slim_762127948 slim_762127937 slim_762127961 slim_762127957 slim_762127929 slim_762127953 slim_762127945 slim_762127933 slim_762127930 slim_762127931 slim_762127942 slim_762127955 slim_762127925 slim_762127959 slim_762127946 slim_762127928 slim_762127940 slim_762127936 slim_762127947 slim_762127934 slim_762127962 slim_762127923 slim_762127935 slim_762127941 slim_762127958 slim_762127943 slim_762127944 slim_762127939 slim_762127960 slim_762127951 slim_762127950 slim_762127924
0 1.7e-06 2.1e-06 2.45e-06 2.4e-06 1.75e-06 2.05e-06 2.25e-06 1.4e-06 2.3e-06 1.4e-06 1.75e-06 1.85e-06 2.25e-06 1.75e-06 1.6e-06 1.55e-06 2e-06 2.2e-06 1.8e-06 2.15e-06 1.5e-06 2.2e-06 1.8e-06 1.85e-06 2.5e-06 1.75e-06 1.85e-06 2.45e-06 1.75e-06 2.7e-06 2.45e-06 2.45e-06 1.75e-06 1.6e-06 2e-06 2.6e-06 1.5e-06 2.65e-06 2e-06 2.65e-06
1 2.1e-06 1.8e-06 1.8e-06 1.85e-06 2.2e-06 1.65e-06 1.55e-06 2.1e-06 2.35e-06 2e-06 1.95e-06 2e-06 1.4e-06 2.2e-06 2.2e-06 2.05e-06 2.05e-06 1.5e-06 2.15e-06 2.5e-06 2.15e-06 1.8e-06 1.6e-06 1.9e-06 2.3e-06 1.75e-06 1.95e-06 2.15e-06 2.15e-06 2.35e-06 2.5e-06 2e-06 1.95e-06 1.95e-06 2.35e-06 1.45e-06 2.15e-06 2.3e-06 1.95e-06 2.3e-06
2 2.45e-06 1.8e-06 2.3e-06 2.5e-06 2.55e-06 1.8e-06 1.2e-06 2.65e-06 2.45e-06 2.1e-06 2.45e-06 1.65e-06 2.1e-06 2.55e-06 2e-06 2.6e-06 1.95e-06 1.2e-06 1.95e-06 1.9e-06 1.75e-06 2.25e-06 1.65e-06 2.25e-06 2.85e-06 1.7e-06 2.75e-06 2.45e-06 2.8e-06 2.95e-06 2.6e-06 1.7e-06 2.5e-06 2.45e-06 1.8e-06 1.65e-06 1.85e-06 2.9e-06 2.8e-06 2.9e-06
3 2.4e-06 1.85e-06 2.5e-06 2.3e-06 2.2e-06 2.35e-06 2.3e-06 1.95e-06 2.2e-06 2.6e-06 2.1e-06 2.45e-06 1.8e-06 2.15e-06 2.65e-06 1.8e-06 2.25e-06 2.25e-06 2.6e-06 2.7e-06 2.6e-06 2.05e-06 2.25e-06 2.05e-06 1.6e-06 2.4e-06 1.55e-06 2.25e-06 1.8e-06 1.8e-06 2.35e-06 2e-06 2.05e-06 2.05e-06 2.85e-06 1.6e-06 2.55e-06 1.75e-06 1.7e-06 1.75e-06
4 1.75e-06 2.2e-06 2.55e-06 2.2e-06 2.5e-06 2e-06 2.3e-06 1.5e-06 2.15e-06 1.65e-06 1.75e-06 2e-06 2.1e-06 1.5e-06 2.35e-06 1.55e-06 1.95e-06 2.4e-06 1.95e-06 2.25e-06 1.95e-06 1.85e-06 1.7e-06 1.45e-06 2.25e-06 1.85e-06 1.45e-06 2.35e-06 1.6e-06 2.1e-06 2.3e-06 2.65e-06 1.4e-06 1.4e-06 2.2e-06 2.6e-06 2.25e-06 2.05e-06 1.4e-06 2.05e-06
5 2.05e-06 1.65e-06 1.8e-06 2.35e-06 2e-06 2.3e-06 1.55e-06 2.1e-06 2e-06 1.9e-06 1.7e-06 1.7e-06 1.7e-06 1.75e-06 2.25e-06 2.1e-06 2e-06 1.5e-06 1.8e-06 2.15e-06 1.85e-06 1.9e-06 1.4e-06 1.7e-06 2.55e-06 1.3e-06 2.2e-06 2.2e-06 2.2e-06 2.55e-06 2.05e-06 2.15e-06 1.9e-06 1.85e-06 1.6e-06 1.85e-06 2.15e-06 2.5e-06 2.15e-06 2.5e-06
6 2.25e-06 1.55e-06 1.2e-06 2.3e-06 2.3e-06 1.55e-06 1.9e-06 2.45e-06 2.3e-06 1.9e-06 2.25e-06 1.45e-06 1.85e-06 2.35e-06 1.8e-06 2.4e-06 1.75e-06 1.05e-06 1.8e-06 1.7e-06 1.55e-06 1.95e-06 1.4e-06 2e-06 2.7e-06 1.45e-06 2.55e-06 2.25e-06 2.55e-06 2.75e-06 2.45e-06 1.5e-06 2.2e-06 2.2e-06 1.6e-06 1.6e-06 1.65e-06 2.7e-06 2.55e-06 2.7e-06
7 1.4e-06 2.1e-06 2.65e-06 1.95e-06 1.5e-06 2.1e-06 2.45e-06 1.9e-06 2.15e-06 1.8e-06 1.7e-06 2.15e-06 2.05e-06 1.45e-06 2.35e-06 1.35e-06 2e-06 2.35e-06 2e-06 2.45e-06 1.8e-06 1.85e-06 1.9e-06 1.6e-06 2e-06 1.9e-06 1.1e-06 2.35e-06 1.7e-06 2.05e-06 2.3e-06 2.5e-06 1.45e-06 1.4e-06 2.35e-06 2.35e-06 2.25e-06 2e-06 1.35e-06 2e-06
8 2.3e-06 2.35e-06 2.45e-06 2.2e-06 2.15e-06 2e-06 2.3e-06 2.15e-06 3e-06 2.3e-06 1.9e-06 2.2e-06 2.2e-06 1.95e-06 2.6e-06 2.1e-06 2.3e-06 2.05e-06 2.05e-06 2.3e-06 2.3e-06 2.35e-06 2.05e-06 2.05e-06 1.7e-06 1.95e-06 2.1e-06 2.1e-06 2.2e-06 1.85e-06 1.65e-06 2.45e-06 2.2e-06 2.15e-06 2.25e-06 2.25e-06 2.5e-06 1.8e-06 2.15e-06 1.8e-06
9 1.4e-06 2e-06 2.1e-06 2.6e-06 1.65e-06 1.9e-06 1.9e-06 1.8e-06 2.3e-06 1.4e-06 1.7e-06 1.55e-06 2.3e-06 1.9e-06 1.55e-06 1.85e-06 1.85e-06 2e-06 1.6e-06 1.55e-06 1.4e-06 2.45e-06 1.5e-06 1.85e-06 2.75e-06 1.7e-06 2.2e-06 2.6e-06 2.2e-06 3e-06 2.45e-06 2.2e-06 2e-06 1.85e-06 1.55e-06 2.65e-06 1.5e-06 2.95e-06 2.35e-06 2.95e-06
10 1.75e-06 1.95e-06 2.45e-06 2.1e-06 1.75e-06 1.7e-06 2.25e-06 1.7e-06 1.9e-06 1.7e-06 2e-06 2e-06 1.5e-06 1.65e-06 2.4e-06 1.7e-06 2.2e-06 2.1e-06 1.9e-06 2.2e-06 1.95e-06 2.25e-06 1.65e-06 1.8e-06 2.15e-06 1.65e-06 1.9e-06 2.35e-06 2e-06 2.45e-06 2.05e-06 2.4e-06 1.95e-06 1.85e-06 2e-06 2.2e-06 2.3e-06 2.4e-06 2e-06 2.4e-06
11 1.85e-06 2e-06 1.65e-06 2.45e-06 2e-06 1.7e-06 1.45e-06 2.15e-06 2.2e-06 1.55e-06 2e-06 1.5e-06 2.35e-06 1.9e-06 1.6e-06 2e-06 1.7e-06 1.35e-06 1.85e-06 1.6e-06 1.45e-06 2.2e-06 1.65e-06 1.6e-06 2.85e-06 1.5e-06 2.3e-06 2.5e-06 2.25e-06 2.85e-06 2.35e-06 1.95e-06 2e-06 1.9e-06 1.35e-06 2.4e-06 1.45e-06 2.8e-06 2.35e-06 2.8e-06
12 2.25e-06 1.4e-06 2.1e-06 1.8e-06 2.1e-06 1.7e-06 1.85e-06 2.05e-06 2.2e-06 2.3e-06 1.5e-06 2.35e-06 2.1e-06 2.1e-06 2.7e-06 1.95e-06 2.25e-06 1.8e-06 2.15e-06 2.6e-06 2.3e-06 1.85e-06 1.6e-06 1.95e-06 2.05e-06 1.8e-06 1.95e-06 2.1e-06 2.05e-06 2.2e-06 2.35e-06 2.2e-06 1.95e-06 1.95e-06 2.55e-06 1.5e-06 2.6e-06 2.15e-06 1.9e-06 2.15e-06
13 1.75e-06 2.2e-06 2.55e-06 2.15e-06 1.5e-06 1.75e-06 2.35e-06 1.45e-06 1.95e-06 1.9e-06 1.65e-06 1.9e-06 2.1e-06 1.6e-06 2.4e-06 1.55e-06 1.75e-06 2.25e-06 2.05e-06 2.3e-06 2.05e-06 1.8e-06 1.85e-06 1.15e-06 2.2e-06 1.7e-06 1.1e-06 2.3e-06 1.55e-06 2e-06 2e-06 2.7e-06 1.4e-06 1.1e-06 2.05e-06 2.5e-06 2.3e-06 1.95e-06 1.1e-06 1.95e-06
14 1.6e-06 2.2e-06 2e-06 2.65e-06 2.35e-06 2.25e-06 1.8e-06 2.35e-06 2.6e-06 1.55e-06 2.4e-06 1.6e-06 2.7e-06 2.4e-06 2.3e-06 2.35e-06 1.95e-06 1.85e-06 2.1e-06 1.8e-06 1.65e-06 2.65e-06 2e-06 2.3e-06 2.95e-06 2e-06 2.6e-06 2.8e-06 2.4e-06 3.2e-06 2.75e-06 2e-06 2.45e-06 2.35e-06 1.75e-06 2.6e-06 1.2e-06 3.15e-06 2.8e-06 3.15e-06
15 1.55e-06 2.05e-06 2.6e-06 1.8e-06 1.55e-06 2.1e-06 2.4e-06 1.35e-06 2.1e-06 1.85e-06 1.7e-06 2e-06 1.95e-06 1.55e-06 2.35e-06 2.3e-06 2e-06 2.35e-06 2.1e-06 2.4e-06 1.95e-06 1.85e-06 1.9e-06 1.55e-06 1.95e-06 1.95e-06 1.35e-06 2.25e-06 1.5e-06 1.95e-06 2.25e-06 2.6e-06 1.45e-06 1.4e-06 2.4e-06 2.4e-06 2.25e-06 1.9e-06 1.35e-06 1.9e-06
16 2e-06 2.05e-06 1.95e-06 2.25e-06 1.95e-06 2e-06 1.75e-06 2e-06 2.3e-06 1.85e-06 2.2e-06 1.7e-06 2.25e-06 1.75e-06 1.95e-06 2e-06 3.1e-06 1.8e-06 2.05e-06 1.95e-06 1.8e-06 2.05e-06 1.8e-06 1.65e-06 2.5e-06 1.85e-06 1.8e-06 2.45e-06 2.1e-06 2.45e-06 2.45e-06 2.1e-06 1.9e-06 1.7e-06 1.95e-06 2.25e-06 1.85e-06 2.4e-06 1.8e-06 2.4e-06
17 2.2e-06 1.5e-06 1.2e-06 2.25e-06 2.4e-06 1.5e-06 1.05e-06 2.35e-06 2.05e-06 2e-06 2.1e-06 1.35e-06 1.8e-06 2.25e-06 1.85e-06 2.35e-06 1.8e-06 1.6e-06 1.75e-06 1.8e-06 1.6e-06 2.05e-06 1.5e-06 2e-06 2.45e-06 1.45e-06 2.45e-06 2.15e-06 2.6e-06 2.6e-06 2.2e-06 1.55e-06 2.3e-06 2.25e-06 1.6e-06 1.5e-06 1.7e-06 2.55e-06 2.55e-06 2.55e-06
18 1.8e-06 2.15e-06 1.95e-06 2.6e-06 1.95e-06 1.8e-06 1.8e-06 2e-06 2.05e-06 1.6e-06 1.9e-06 1.85e-06 2.15e-06 2.05e-06 2.1e-06 2.1e-06 2.05e-06 1.75e-06 2.3e-06 1.95e-06 1.55e-06 2.15e-06 1.5e-06 2e-06 2.6e-06 1.45e-06 2.45e-06 2.2e-06 2.45e-06 2.7e-06 2.2e-06 2.1e-06 2.1e-06 1.95e-06 1.8e-06 2.15e-06 2e-06 2.65e-06 2.5e-06 2.65e-06
19 2.15e-06 2.5e-06 1.9e-06 2.7e-06 2.25e-06 2.15e-06 1.7e-06 2.45e-06 2.3e-06 1.55e-06 2.2e-06 1.6e-06 2.6e-06 2.3e-06 1.8e-06 2.4e-06 1.95e-06 1.8e-06 1.95e-06 2.1e-06 1.55e-06 2.7e-06 1.85e-06 2.2e-06 2.75e-06 1.9e-06 2.75e-06 2.6e-06 2.7e-06 3.05e-06 2.45e-06 1.9e-06 2.55e-06 2.45e-06 1.55e-06 2.6e-06 1.65e-06 3e-06 2.9e-06 3e-06
20 1.5e-06 2.15e-06 1.75e-06 2.6e-06 1.95e-06 1.85e-06 1.55e-06 1.8e-06 2.3e-06 1.4e-06 1.95e-06 1.45e-06 2.3e-06 2.05e-06 1.65e-06 1.95e-06 1.8e-06 1.6e-06 1.55e-06 1.55e-06 2.2e-06 2.25e-06 1.55e-06 2e-06 2.8e-06 1.5e-06 2.4e-06 2.5e-06 2.5e-06 3e-06 2.45e-06 1.85e-06 2.1e-06 2e-06 1.45e-06 2.35e-06 1.5e-06 2.95e-06 2.55e-06 2.95e-06
21 2.2e-06 1.8e-06 2.25e-06 2.05e-06 1.85e-06 1.9e-06 1.95e-06 1.85e-06 2.35e-06 2.45e-06 2.25e-06 2.2e-06 1.85e-06 1.8e-06 2.65e-06 1.85e-06 2.05e-06 2.05e-06 2.15e-06 2.7e-06 2.25e-06 2.4e-06 1.8e-06 1.55e-06 2.35e-06 1.65e-06 1.6e-06 2.05e-06 1.75e-06 1.95e-06 2.5e-06 2.5e-06 1.35e-06 1.45e-06 2.6e-06 2e-06 2.55e-06 1.9e-06 1.4e-06 1.9e-06
22 1.8e-06 1.6e-06 1.65e-06 2.25e-06 1.7e-06 1.4e-06 1.4e-06 1.9e-06 2.05e-06 1.5e-06 1.65e-06 1.65e-06 1.6e-06 1.85e-06 2e-06 1.9e-06 1.8e-06 1.5e-06 1.5e-06 1.85e-06 1.55e-06 1.8e-06 2.3e-06 1.65e-06 2.45e-06 1.3e-06 2.1e-06 2.1e-06 2.05e-06 2.5e-06 2.2e-06 1.95e-06 1.75e-06 1.7e-06 1.7e-06 1.8e-06 1.9e-06 2.45e-06 2.05e-06 2.45e-06
