 slim_761980662 slim_761980651 slim_761980654 slim_761980656 slim_761980641 slim_761980660 slim_761980665 slim_761980650 slim_761980652 slim_761980634 slim_761980659 slim_761980647 slim_761980644 slim_761980653 slim_761980645 slim_761980661 slim_761980646 slim_761980658 slim_761980632 slim_761980648 slim_761980664 slim_761980637 slim_761980633 slim_761980635 slim_761980649 slim_761980636 slim_761980640 slim_761980631 slim_761980666 slim_761980663 slim_761980639 slim_761980638 slim_761980657 slim_761980642 slim_761980643 slim_761980655
0 1e-07 6.02e-05 7.705e-05 8.02e-05 9.07e-05 5.085e-05 2.28e-05 4.09e-05 1.51e-05 4.46e-05 7.29e-05 6.72e-05 9.4e-06 6.02e-05 5.48e-05 3.745e-05 8.225e-05 8.185e-05 4.985e-05 7.125e-05 1.485e-05 7.605e-05 8.14e-05 7.23e-05 7.885e-05 7.4e-05 4.17e-05 8.165e-05 6.415e-05 7.075e-05 6.34e-05 5.225e-05 7.235e-05 0.0001 8.17e-05 7.85e-05
1 6.02e-05 4.47e-05 4.7e-05 2.29e-05 6.935e-05 7.79e-05 6.255e-05 4.14e-05 6.255e-05 4.86e-05 2.24e-05 2.27e-05 6.38e-05 2.235e-05 5.445e-05 7.56e-05 5.38e-05 2.26e-05 4.14e-05 2.29e-05 6.36e-05 5.115e-05 2.265e-05 6.02e-05 4.315e-05 2.975e-05 4.145e-05 2.255e-05 2.24e-05 2.94e-05 2.54e-05 4.835e-05 6.195e-05 4.09e-05 2.26e-05 4.685e-05
2 7.705e-05 4.7e-05 6.08e-05 3.065e-05 5.395e-05 6.425e-05 6.395e-05 5.395e-05 6.905e-05 6.2e-05 3.61e-05 4.15e-05 7.155e-05 4.7e-05 5.9e-05 7.23e-05 3.88e-05 3.08e-05 4.88e-05 3.57e-05 6.92e-05 4.7e-05 3.085e-05 4.75e-05 5.57e-05 4.815e-05 5.405e-05 3.08e-05 4.15e-05 5.145e-05 4.42e-05 5.845e-05 5.635e-05 4.13e-05 3.085e-05 3.07e-05
3 8.02e-05 2.29e-05 3.065e-05 5.1e-06 5.5e-05 7.785e-05 6.805e-05 4.165e-05 7.525e-05 5.005e-05 1.185e-05 1.385e-05 7.85e-05 2.29e-05 5.375e-05 8.125e-05 3.96e-05 2.75e-06 3.29e-05 1.135e-05 7.76e-05 4.225e-05 3.15e-06 5.515e-05 3.565e-05 2.09e-05 4.13e-05 3.05e-06 2.085e-05 2.435e-05 1.96e-05 4.28e-05 5.625e-05 2.08e-05 3.1e-06 3.1e-05
4 9.07e-05 6.935e-05 5.395e-05 5.5e-05 5.47e-05 6.05e-05 8.775e-05 7.225e-05 9.06e-05 7.775e-05 5.83e-05 6.615e-05 9.14e-05 6.935e-05 6.385e-05 5.905e-05 5.865e-05 5.355e-05 6.785e-05 5.945e-05 9.14e-05 5.04e-05 5.39e-05 5.92e-05 6.595e-05 7.03e-05 7.23e-05 5.375e-05 6.325e-05 7.24e-05 6.465e-05 7.495e-05 6.055e-05 4.045e-05 5.38e-05 5.27e-05
5 5.085e-05 7.79e-05 6.425e-05 7.785e-05 6.05e-05 8.78e-05 4.665e-05 6.47e-05 4.74e-05 6.895e-05 7.945e-05 7.64e-05 4.775e-05 7.79e-05 6.43e-05 4.74e-05 6.955e-05 7.83e-05 6.38e-05 7.865e-05 4.745e-05 6.745e-05 7.845e-05 6.255e-05 8.055e-05 8.26e-05 6.495e-05 7.85e-05 8.09e-05 8.265e-05 7.53e-05 6.92e-05 6.05e-05 7.765e-05 7.855e-05 6.47e-05
6 2.28e-05 6.255e-05 6.395e-05 6.805e-05 8.775e-05 4.665e-05 2.41e-05 4.645e-05 1.745e-05 4.98e-05 7.535e-05 5.515e-05 1.745e-05 6.255e-05 6e-05 5.205e-05 6.95e-05 7.005e-05 4.075e-05 7.285e-05 1.86e-05 7.71e-05 6.98e-05 5.94e-05 6.675e-05 6.205e-05 4.625e-05 7.005e-05 8.065e-05 6.105e-05 6.01e-05 4.49e-05 5.88e-05 8.785e-05 7.01e-05 6.575e-05
7 4.09e-05 4.14e-05 5.395e-05 4.165e-05 7.225e-05 6.47e-05 4.645e-05 8.17e-05 4.62e-05 4.835e-05 4.115e-05 4.155e-05 4.47e-05 4.14e-05 5.415e-05 5.945e-05 6.07e-05 4.12e-05 4.12e-05 4.17e-05 4.745e-05 5.84e-05 4.095e-05 6.35e-05 5.825e-05 4.845e-05 4.145e-05 4.085e-05 4.115e-05 4.83e-05 4.12e-05 4.855e-05 6.465e-05 5.97e-05 4.09e-05 5.37e-05
8 1.51e-05 6.255e-05 6.905e-05 7.525e-05 9.06e-05 4.74e-05 1.745e-05 4.62e-05 3.01e-05 4.955e-05 7.525e-05 6.245e-05 1.51e-05 6.255e-05 5.975e-05 4.745e-05 7.46e-05 7.725e-05 4.82e-05 7.295e-05 1.625e-05 7.72e-05 7.7e-05 6.46e-05 7.405e-05 6.925e-05 4.665e-05 7.725e-05 7.345e-05 6.735e-05 6.3e-05 5.125e-05 6.39e-05 9.505e-05 7.73e-05 7.085e-05
9 4.46e-05 4.86e-05 6.2e-05 5.005e-05 7.775e-05 6.895e-05 4.98e-05 4.835e-05 4.955e-05 8.91e-05 5.205e-05 4.65e-05 4.84e-05 4.86e-05 6.13e-05 6.405e-05 6.06e-05 5.205e-05 4.83e-05 4.965e-05 5.06e-05 6.83e-05 5.185e-05 7.04e-05 5.475e-05 4.49e-05 4.86e-05 5.205e-05 5.215e-05 4.505e-05 4.855e-05 4.495e-05 6.89e-05 6.775e-05 5.21e-05 6.385e-05
