 slim_762120728 slim_762120709 slim_762120746 slim_762120732 slim_762120752 slim_762120750 slim_762120712 slim_762120741 slim_762120747 slim_762120704 slim_762120749 slim_762120710 slim_762120705 slim_762120717 slim_762120718 slim_762120720 slim_762120708 slim_762120742 slim_762120721 slim_762120743 slim_762120744 slim_762120738 slim_762120711 slim_762120751 slim_762120723 slim_762120736 slim_762120730 slim_762120739 slim_762120735 slim_762120726 slim_762120733 slim_762120725 slim_762120727 slim_762120706 slim_762120701 slim_762120702 slim_762120715 slim_762120731 slim_762120745 slim_762120740 slim_762120748 slim_762120729 slim_762120714 slim_762120734 slim_762120716 slim_762120722 slim_762120707 slim_762120724 slim_762120703 slim_762120737 slim_762120713 slim_762120719
0 2.2e-06 2e-06 2.2e-06 1.85e-06 1.5e-06 2.2e-06 1.85e-06 1.15e-06 2.3e-06 1.4e-06 1.85e-06 2.65e-06 1.35e-06 1.75e-06 1.5e-06 1.8e-06 1.5e-06 2.15e-06 1.1e-06 2.1e-06 1.75e-06 1.9e-06 2e-06 2.05e-06 2.3e-06 2.1e-06 1.65e-06 2.4e-06 1.8e-06 1.65e-06 1.75e-06 2.35e-06 2.2e-06 1.8e-06 2.1e-06 1.9e-06 1.25e-06 1.85e-06 1.8e-06 2.3e-06 1.8e-06 1.8e-06 1.9e-06 2.45e-06 1.85e-06 2.1e-06 1.95e-06 1.4e-06 1.8e-06 2.4e-06 2.05e-06 1.2e-06
1 2e-06 2.7e-06 2e-06 2e-06 1.95e-06 1.8e-06 2.25e-06 1.9e-06 1.9e-06 1.7e-06 1.6e-06 1.4e-06 1.65e-06 1.85e-06 1.9e-06 1.75e-06 1.8e-06 1.75e-06 1.65e-06 2.15e-06 2.05e-06 1.8e-06 1.35e-06 2e-06 1.55e-06 1.45e-06 2e-06 1.55e-06 1.55e-06 1.8e-06 1.7e-06 1.7e-06 2.1e-06 1.8e-06 1.95e-06 1.8e-06 1.65e-06 1.8e-06 1.8e-06 2.05e-06 1.7e-06 1.8e-06 1.75e-06 1.55e-06 1.85e-06 1.8e-06 1.65e-06 1.9e-06 2.15e-06 1.65e-06 2.05e-06 1.7e-06
2 2.2e-06 2e-06 2.2e-06 1.3e-06 1.7e-06 1.4e-06 1.85e-06 2.1e-06 1.35e-06 1.55e-06 1.75e-06 1.75e-06 1.95e-06 1.65e-06 1.8e-06 1.85e-06 1.85e-06 1.35e-06 2.3e-06 1.65e-06 1.55e-06 1.55e-06 2e-06 1.45e-06 1.45e-06 1.85e-06 1.35e-06 1.45e-06 1.9e-06 1.9e-06 1.6e-06 2.15e-06 1.4e-06 1.8e-06 1.45e-06 1.55e-06 1.85e-06 1.6e-06 2e-06 1.9e-06 1.75e-06 2e-06 2e-06 1.6e-06 1.65e-06 1.7e-06 1.65e-06 1.8e-06 1.8e-06 1.6e-06 1.75e-06 2.2e-06
3 1.85e-06 2e-06 1.3e-06 1.1e-06 1.2e-06 1.4e-06 1.8e-06 1.75e-06 1.4e-06 1.2e-06 1.55e-06 2.2e-06 1.55e-06 1.75e-06 1.65e-06 1.55e-06 1.75e-06 1.35e-06 2.15e-06 1.65e-06 1.6e-06 1.3e-06 2e-06 1.05e-06 1.7e-06 2.15e-06 1e-06 1.65e-06 1.85e-06 1.8e-06 1.85e-06 2.2e-06 1.45e-06 1.7e-06 1.2e-06 1.3e-06 1.45e-06 1.55e-06 1.9e-06 1.9e-06 1.55e-06 1.9e-06 1.75e-06 1.8e-06 1.4e-06 1.75e-06 1.7e-06 1.35e-06 1.5e-06 1.8e-06 1.6e-06 2e-06
4 1.5e-06 1.95e-06 1.7e-06 1.2e-06 1.7e-06 1.8e-06 1.6e-06 1.4e-06 1.9e-06 1.1e-06 1.6e-06 2.4e-06 1.55e-06 1.75e-06 1.15e-06 1.75e-06 1.7e-06 1.75e-06 1.55e-06 1.75e-06 1.65e-06 1.7e-06 1.95e-06 1.4e-06 2e-06 1.95e-06 1.2e-06 2.05e-06 1.45e-06 1.6e-06 1.75e-06 2.25e-06 1.75e-06 1.5e-06 1.55e-06 1.7e-06 1.45e-06 1.5e-06 1.75e-06 2.2e-06 1.5e-06 1.8e-06 1.7e-06 2.1e-06 1.6e-06 1.9e-06 1.95e-06 1.2e-06 1.55e-06 2e-06 1.75e-06 1.25e-06
5 2.2e-06 1.8e-06 1.4e-06 1.4e-06 1.8e-06 1.3e-06 1.75e-06 2.1e-06 8.5e-07 1.6e-06 1.35e-06 1.4e-06 2.05e-06 1.9e-06 1.9e-06 1.65e-06 2.2e-06 6.5e-07 2.25e-06 1.4e-06 1.55e-06 1.7e-06 1.8e-06 1.1e-06 1.05e-06 1.8e-06 1.55e-06 1.4e-06 1.85e-06 1.7e-06 1.9e-06 1.8e-06 1.2e-06 1.6e-06 1.2e-06 1.7e-06 1.95e-06 2e-06 1.55e-06 1.9e-06 1.6e-06 1.55e-06 1.8e-06 1e-06 1.5e-06 1.45e-06 1.6e-06 1.9e-06 1.65e-06 1.25e-06 1.55e-06 2.15e-06
6 1.85e-06 2.25e-06 1.85e-06 1.8e-06 1.6e-06 1.75e-06 1.9e-06 1.75e-06 1.8e-06 1.6e-06 1.9e-06 2.3e-06 1.9e-06 1.75e-06 1.5e-06 2.15e-06 1.95e-06 1.7e-06 2.05e-06 1.4e-06 1.2e-06 1.95e-06 2.25e-06 1.75e-06 1.95e-06 2.15e-06 1.55e-06 2.1e-06 1.9e-06 1.9e-06 1.75e-06 2.35e-06 1.5e-06 1.8e-06 1.75e-06 1.95e-06 1.8e-06 2.05e-06 2e-06 2.3e-06 1.9e-06 2e-06 2.1e-06 2e-06 1.8e-06 1.9e-06 1.9e-06 1.85e-06 1.7e-06 2e-06 1.65e-06 1.8e-06
7 1.15e-06 1.9e-06 2.1e-06 1.75e-06 1.4e-06 2.1e-06 1.75e-06 2e-06 2.2e-06 1.3e-06 1.75e-06 2.55e-06 1.25e-06 1.65e-06 1.4e-06 1.7e-06 1.4e-06 2.05e-06 1e-06 2e-06 1.65e-06 1.8e-06 1.9e-06 1.95e-06 2.2e-06 2e-06 1.55e-06 2.3e-06 1.7e-06 1.55e-06 1.65e-06 2.25e-06 2.1e-06 1.7e-06 2e-06 1.8e-06 1.15e-06 1.75e-06 1.7e-06 2.2e-06 1.7e-06 1.7e-06 1.8e-06 2.35e-06 1.75e-06 2e-06 1.85e-06 1.3e-06 1.65e-06 2.3e-06 1.95e-06 1.1e-06
8 2.3e-06 1.9e-06 1.35e-06 1.4e-06 1.9e-06 8.5e-07 1.8e-06 2.2e-06 1.5e-06 1.7e-06 1.45e-06 1.5e-06 2.05e-06 1.8e-06 2e-06 1.65e-06 2.1e-06 8e-07 2.35e-06 1.45e-06 1.5e-06 1.6e-06 1.9e-06 1.25e-06 1.15e-06 1.9e-06 1.55e-06 1.4e-06 1.95e-06 1.8e-06 1.9e-06 1.9e-06 1.2e-06 1.7e-06 1.2e-06 1.6e-06 1.95e-06 2.1e-06 1.65e-06 1.8e-06 1.7e-06 1.6e-06 1.9e-06 1.1e-06 1.5e-06 1.45e-06 1.6e-06 2e-06 1.75e-06 1.35e-06 1.55e-06 2.25e-06
9 1.4e-06 1.7e-06 1.55e-06 1.2e-06 1.1e-06 1.6e-06 1.6e-06 1.3e-06 1.7e-06 1.6e-06 1.35e-06 2.15e-06 1.3e-06 1.5e-06 1.15e-06 1.45e-06 1.45e-06 1.55e-06 1.2e-06 1.55e-06 1.45e-06 1.45e-06 1.7e-06 1.4e-06 1.8e-06 1.7e-06 1.2e-06 1.8e-06 1.45e-06 1.3e-06 1.5e-06 2e-06 1.6e-06 1.25e-06 1.55e-06 1.45e-06 1.2e-06 1.3e-06 1.5e-06 1.95e-06 1.25e-06 1.5e-06 1.45e-06 1.85e-06 1.35e-06 1.65e-06 1.7e-06 1.15e-06 1.5e-06 1.75e-06 1.7e-06 1.15e-06
