 slim_761966889 slim_761966892 slim_761966907 slim_761966924 slim_761966923 slim_761966914 slim_761966886 slim_761966912 slim_761966900 slim_761966911 slim_761966920 slim_761966901 slim_761966922 slim_761966882 slim_761966888 slim_761966926 slim_761966893 slim_761966910 slim_761966898 slim_761966927 slim_761966928 slim_761966905 slim_761966919 slim_761966894 slim_761966887 slim_761966915 slim_761966918 slim_761966909 slim_761966921 slim_761966908 slim_761966895 slim_761966917 slim_761966896 slim_761966897 slim_761966903 slim_761966925 slim_761966929 slim_761966899 slim_761966884 slim_761966906 slim_761966891 slim_761966883 slim_761966916 slim_761966904 slim_761966913 slim_761966890 slim_761966902 slim_761966885
0 6.1e-05 7.735e-05 5.745e-05 9.495e-05 4.98e-05 3.195e-05 6.86e-05 6.165e-05 6.805e-05 5.56e-05 3.12e-05 6.25e-05 0.0001085 6.005e-05 6.805e-05 6.16e-05 3.66e-05 3.355e-05 4.145e-05 8.5e-05 3.185e-05 4.81e-05 7.38e-05 3.36e-05 6.3e-05 3.36e-05 6.65e-05 7.6e-05 8.53e-05 5.24e-05 8.785e-05 4.09e-05 6.165e-05 6.48e-05 9.135e-05 3.12e-05 6.39e-05 3.18e-05 3.165e-05 9.995e-05 9.84e-05 6.16e-05 4.395e-05 6.59e-05 3.185e-05 6.805e-05 6.15e-05 6.165e-05
1 7.735e-05 7.46e-05 6.735e-05 7.615e-05 6.965e-05 6.625e-05 5.215e-05 0.0001009 6.33e-05 9.495e-05 7.735e-05 5.33e-05 4.12e-05 9.015e-05 5.215e-05 0.0001009 6.145e-05 5.855e-05 7.87e-05 0.00010075 6.62e-05 7.73e-05 0.0001206 5.85e-05 5.365e-05 5.855e-05 0.00010775 8.07e-05 0.0001296 5.205e-05 0.0001253 8.36e-05 0.0001003 8.11e-05 0.00013565 6.62e-05 5.155e-05 6.535e-05 6.6e-05 8.845e-05 8.69e-05 0.0001009 5.25e-05 9.63e-05 6.535e-05 5.215e-05 0.00010005 0.0001009
2 5.745e-05 6.735e-05 6.96e-05 9.23e-05 5.73e-05 3.52e-05 5.305e-05 7.015e-05 7.53e-05 6.395e-05 5.73e-05 5.5e-05 7.39e-05 6.855e-05 5.305e-05 6.99e-05 4e-05 4.175e-05 5.88e-05 6.995e-05 3.5e-05 5.055e-05 9.13e-05 4.195e-05 5.545e-05 4.17e-05 7.695e-05 8.255e-05 9.89e-05 5.385e-05 0.00010885 5.56e-05 6.945e-05 5.015e-05 0.00010495 3.505e-05 4.89e-05 3.585e-05 3.5e-05 8.945e-05 8.79e-05 7e-05 5e-05 6.545e-05 3.6e-05 5.305e-05 7.075e-05 7.015e-05
3 9.495e-05 7.615e-05 9.23e-05 0.0001452 8.745e-05 9.38e-05 8.37e-05 9.365e-05 8.52e-05 9.395e-05 9.54e-05 8.34e-05 7.37e-05 9.2e-05 8.325e-05 9.38e-05 9.2e-05 8.61e-05 9.255e-05 9.09e-05 9.39e-05 9.525e-05 0.00010385 8.59e-05 8.36e-05 8.61e-05 9.385e-05 8.63e-05 9.38e-05 8.62e-05 8.32e-05 0.00010165 9.375e-05 9.1e-05 9.375e-05 9.345e-05 8.385e-05 9.305e-05 9.37e-05 8.375e-05 8.365e-05 9.38e-05 8.435e-05 9.11e-05 9.29e-05 8.325e-05 9.295e-05 9.365e-05
4 4.98e-05 6.965e-05 5.73e-05 8.745e-05 5.52e-05 3.3e-05 6.515e-05 6.35e-05 8.185e-05 5.77e-05 4.98e-05 5.905e-05 0.0001003 6.035e-05 6.515e-05 6.365e-05 3.58e-05 3.04e-05 5.96e-05 8.655e-05 3.31e-05 3.03e-05 9.04e-05 3.02e-05 6.275e-05 3.04e-05 7.34e-05 7.385e-05 8.82e-05 4.92e-05 8.595e-05 5.755e-05 6.59e-05 6.195e-05 9.425e-05 3.31e-05 6.045e-05 3.265e-05 3.29e-05 9.73e-05 9.575e-05 6.365e-05 3.755e-05 6.75e-05 3.25e-05 6.515e-05 6.32e-05 6.35e-05
5 3.195e-05 6.625e-05 3.52e-05 9.38e-05 3.3e-05 1.3e-06 5.115e-05 4.2e-05 8.145e-05 3.595e-05 3.115e-05 4.545e-05 0.00010425 4.065e-05 5.165e-05 4.2e-05 5.6e-06 8.2e-06 4.955e-05 7.345e-05 7.5e-07 2.555e-05 7.705e-05 8.25e-06 4.41e-05 8.3e-06 5.53e-05 6.245e-05 7.725e-05 2.725e-05 8.44e-05 3.2e-05 4.78e-05 4.18e-05 8.33e-05 1.35e-06 4.7e-05 1.65e-06 8.5e-07 9.38e-05 9.225e-05 4.21e-05 2.495e-05 5.435e-05 1.5e-06 5.165e-05 4.28e-05 4.2e-05
6 6.86e-05 5.215e-05 5.305e-05 8.37e-05 6.515e-05 5.115e-05 0.0001011 8.59e-05 6.845e-05 7.99e-05 6.87e-05 5.265e-05 5.355e-05 7.965e-05 5.07e-05 8.585e-05 5.115e-05 5.14e-05 6.995e-05 8.57e-05 5.105e-05 6.48e-05 0.00010775 5.14e-05 5.315e-05 5.14e-05 9.275e-05 8.025e-05 0.00011465 5.155e-05 0.0001183 6.965e-05 8.52e-05 6.6e-05 0.0001207 5.095e-05 5.175e-05 5.14e-05 5.075e-05 8.715e-05 8.56e-05 8.585e-05 5.285e-05 8.115e-05 5.145e-05 5.07e-05 8.62e-05 8.59e-05
7 6.165e-05 0.0001009 7.015e-05 9.365e-05 6.35e-05 4.2e-05 8.59e-05 8.32e-05 0.00010525 4.21e-05 6.155e-05 7.945e-05 0.0001298 4.65e-05 8.6e-05 4.195e-05 4.65e-05 4.95e-05 7.295e-05 6.69e-05 4.22e-05 5.62e-05 6.055e-05 4.915e-05 7.71e-05 4.95e-05 4.175e-05 6.795e-05 4.175e-05 6.785e-05 4.925e-05 5.685e-05 4.18e-05 6.145e-05 4.175e-05 4.23e-05 8.17e-05 4.295e-05 4.2e-05 8.58e-05 8.57e-05 4.19e-05 6.205e-05 5.35e-05 4.27e-05 8.6e-05 4.27e-05 4.165e-05
8 6.805e-05 6.33e-05 7.53e-05 8.52e-05 8.185e-05 8.145e-05 6.845e-05 0.00010525 0.000111 9.93e-05 6.85e-05 7e-05 5.86e-05 9.91e-05 6.795e-05 0.00010525 8.14e-05 7.59e-05 6.265e-05 9.785e-05 8.14e-05 8.735e-05 0.0001049 7.585e-05 7.17e-05 7.59e-05 0.0001043 9.375e-05 0.0001231 7.595e-05 0.000122 7.875e-05 9.96e-05 8.9e-05 0.00012915 8.095e-05 6.88e-05 8.095e-05 8.12e-05 9.39e-05 9.235e-05 0.00010525 7.185e-05 9.345e-05 8.095e-05 6.795e-05 0.0001048 0.00010525
9 5.56e-05 9.495e-05 6.395e-05 9.395e-05 5.77e-05 3.595e-05 7.99e-05 4.21e-05 9.93e-05 7.13e-05 5.525e-05 7.49e-05 0.00012675 4.035e-05 7.995e-05 4.18e-05 4.085e-05 4.335e-05 6.84e-05 6.7e-05 3.575e-05 5.01e-05 6.075e-05 4.365e-05 7.14e-05 4.345e-05 4.19e-05 6.185e-05 4.18e-05 6.22e-05 5.57e-05 5.085e-05 3.72e-05 6.145e-05 4.79e-05 3.59e-05 7.575e-05 3.665e-05 3.585e-05 8.735e-05 8.58e-05 4.195e-05 5.615e-05 4.88e-05 3.68e-05 7.995e-05 4.26e-05 4.205e-05
