 slim_337553555 slim_337553620 slim_337553862 slim_337553898 slim_337553807 slim_337553850 slim_337553810 slim_337553907 slim_337553757 slim_337553905 slim_337553893 slim_337553870 slim_337553887 slim_337553901 slim_337553814 slim_337553435 slim_337553883 slim_337553892 slim_337553815 slim_337553891 slim_337553630 slim_337553767 slim_337553886 slim_337553867 slim_337553770 slim_337553790 slim_337553513 slim_337553834 slim_337553906 slim_337553610 slim_337553822 slim_337553895 slim_337553800 slim_337553853 slim_337553902 slim_337553776 slim_337553844 slim_337553874 slim_337553899 slim_337553888 slim_337553769 slim_337553827 slim_337553876 slim_337553884 slim_337553282 slim_337553664 slim_337553782 slim_337553758 slim_337553754 slim_337553863 slim_337553726 slim_337553496 slim_337553703 slim_337553734 slim_337553859 slim_337553849 slim_337553831 slim_337553881 slim_337553900 slim_337553826 slim_337553818 slim_337553761 slim_337553894 slim_337553725 slim_337553880 slim_337553843 slim_337553833 slim_337553783 slim_337553766 slim_337553455 slim_337553908 slim_337553864 slim_337553729 slim_337553909 slim_337553701 slim_337553856 slim_337553669 slim_337553817 slim_337553869 slim_337553890 slim_337553656 slim_337553721 slim_337553495 slim_337553687 slim_337553896 slim_337553819 slim_337553799
0 2.87e-05 6.715e-05 1.47e-05 4.04e-05 2.465e-05 2.445e-05 4.245e-05 6.7e-05 4.1e-05 1.525e-05 5.12e-05 4.135e-05 1.735e-05 6.135e-05 4.07e-05 4.215e-05 2.685e-05 1.455e-05 1.6e-05 4.13e-05 6.575e-05 4.005e-05 2.505e-05 5.155e-05 4.005e-05 1.54e-05 4.165e-05 3.345e-05 5.03e-05 4.075e-05 6.53e-05 4.325e-05 1.495e-05 4.89e-05 4.085e-05 4.315e-05 2.485e-05 6.605e-05 5.06e-05 4.095e-05 2.45e-05 5.095e-05 2.435e-05 4.245e-05 3.405e-05 4.96e-05 4.095e-05 3.705e-05 6.71e-05 4.78e-05 1.69e-05 4.105e-05 4.075e-05 2.495e-05 6.63e-05 6.62e-05 5.205e-05 6.7e-05 3.955e-05 2.515e-05 1.74e-05 4.1e-05 2.5e-05 6.61e-05 6.735e-05 6.855e-05 4.925e-05 4.21e-05 4.19e-05 5.105e-05 5.08e-05 7.74e-05 7.885e-05 4.26e-05 2.475e-05 6.615e-05 1.625e-05 4.09e-05 5.075e-05 2.455e-05 4.3e-05 5.13e-05 4.75e-05 2.65e-05 1.71e-05 4.985e-05 6.155e-05
1 6.715e-05 4.2e-06 7.065e-05 3.79e-05 7.365e-05 7.615e-05 3.88e-05 2.25e-06 3.66e-05 7.14e-05 4.79e-05 3.87e-05 7.23e-05 5.465e-05 3.785e-05 4.265e-05 7.465e-05 6.735e-05 7.09e-05 3.86e-05 8.75e-06 3.83e-05 7.465e-05 4.035e-05 4.235e-05 7.14e-05 4.415e-05 7.85e-05 4.24e-05 3.79e-05 1.21e-05 3.725e-05 6.785e-05 4.415e-05 3.44e-05 3.85e-05 7.015e-05 7.45e-06 3.965e-05 3.3e-05 7.385e-05 4.11e-05 7.375e-05 4.13e-05 7.705e-05 4.415e-05 3.45e-05 4.4e-05 3.5e-06 4.685e-05 6.81e-05 3.855e-05 3.435e-05 7.455e-05 9.2e-06 7.6e-06 4.75e-05 4.95e-06 3.625e-05 7.02e-05 7.235e-05 3.775e-05 7.46e-05 6.55e-06 2.25e-06 1.155e-05 4.305e-05 3.74e-05 3.87e-05 3.92e-05 3.945e-05 1.73e-05 2.515e-05 3.69e-05 7.365e-05 7.5e-06 7.175e-05 3.3e-05 4.19e-05 7.395e-05 3.635e-05 4.05e-05 5.04e-05 7.64e-05 6.825e-05 4.345e-05 5.435e-05
2 1.47e-05 7.065e-05 1.3e-06 5.01e-05 2.22e-05 2.32e-05 3.785e-05 7.05e-05 3.585e-05 2.35e-06 6.09e-05 3.7e-05 8.4e-06 6.855e-05 3.52e-05 4.015e-05 2.83e-05 1.485e-05 2.65e-06 3.6e-05 6.845e-05 4.595e-05 2.395e-05 5.79e-05 3.55e-05 2.3e-06 3.74e-05 4.31e-05 5.64e-05 3.525e-05 6.9e-05 4.175e-05 1.63e-05 5.475e-05 4.94e-05 4.155e-05 3.63e-05 6.895e-05 5.705e-05 4.985e-05 2.225e-05 5.695e-05 2.215e-05 5.125e-05 4.335e-05 5.515e-05 4.95e-05 3.305e-05 7.02e-05 5.26e-05 2.09e-05 3.66e-05 4.935e-05 2.385e-05 6.89e-05 6.91e-05 5.83e-05 6.98e-05 4.725e-05 3.415e-05 8.45e-06 3.525e-05 2.39e-05 6.975e-05 7.075e-05 7.175e-05 5.415e-05 3.78e-05 3.73e-05 5.705e-05 5.715e-05 8.175e-05 8.295e-05 4.1e-05 2.22e-05 6.905e-05 4.25e-06 4.98e-05 5.775e-05 2.235e-05 4.055e-05 5.75e-05 4.54e-05 2.78e-05 2.105e-05 5.585e-05 6.84e-05
3 4.04e-05 3.79e-05 5.01e-05 6.15e-05 5.135e-05 5.095e-05 4.545e-05 3.775e-05 4.415e-05 5.015e-05 4.555e-05 4.455e-05 4.76e-05 5.665e-05 4.44e-05 4.055e-05 4.89e-05 4.06e-05 5.055e-05 4.5e-05 3.71e-05 3.535e-05 5.155e-05 4.585e-05 4.29e-05 5.055e-05 4.475e-05 5.175e-05 4.41e-05 4.445e-05 3.325e-05 4.145e-05 4.05e-05 4.35e-05 3.49e-05 4.07e-05 4.22e-05 3.685e-05 4.52e-05 3.445e-05 5.15e-05 4.595e-05 5.135e-05 3.59e-05 5.165e-05 4.425e-05 3.5e-05 4.395e-05 3.825e-05 4.405e-05 3.8e-05 4.415e-05 3.48e-05 5.145e-05 3.765e-05 3.7e-05 4.675e-05 3.87e-05 3.5e-05 4.41e-05 4.765e-05 4.44e-05 5.15e-05 3.75e-05 3.795e-05 3.875e-05 4.59e-05 4.46e-05 4.495e-05 4.55e-05 4.525e-05 4.9e-05 5.055e-05 4.16e-05 5.175e-05 3.695e-05 5.06e-05 3.44e-05 4.575e-05 5.155e-05 4.13e-05 4.565e-05 5.085e-05 4.855e-05 3.82e-05 4.38e-05 5.685e-05
4 2.465e-05 7.365e-05 2.22e-05 5.135e-05 4.35e-05 2.57e-05 4.825e-05 7.35e-05 4.85e-05 2.295e-05 6.065e-05 4.865e-05 2.685e-05 5.84e-05 4.78e-05 5.175e-05 2.585e-05 2.485e-05 2.24e-05 4.835e-05 7.325e-05 4.915e-05 2.31e-05 4.9e-05 4.865e-05 2.255e-05 5.02e-05 2.48e-05 5.075e-05 4.785e-05 7.435e-05 5.195e-05 2.53e-05 5.03e-05 5.01e-05 5.185e-05 2.53e-05 7.385e-05 4.735e-05 5.065e-05 2.24e-05 4.785e-05 2.215e-05 5.305e-05 2.55e-05 4.825e-05 5.02e-05 4.335e-05 7.36e-05 4.895e-05 2.84e-05 4.875e-05 5.005e-05 2.29e-05 7.37e-05 7.4e-05 5.01e-05 7.31e-05 4.905e-05 2.415e-05 2.69e-05 4.75e-05 2.295e-05 7.3e-05 7.425e-05 7.635e-05 4.675e-05 4.885e-05 4.825e-05 4.875e-05 4.8e-05 8.37e-05 8.64e-05 5.13e-05 2.305e-05 7.395e-05 2.345e-05 5.06e-05 4.895e-05 2.23e-05 5.12e-05 4.915e-05 4.71e-05 2.875e-05 2.855e-05 4.865e-05 5.905e-05
5 2.445e-05 7.615e-05 2.32e-05 5.095e-05 2.57e-05 4.27e-05 5.045e-05 7.6e-05 4.98e-05 2.225e-05 6.115e-05 4.885e-05 2.48e-05 6.255e-05 4.97e-05 5.13e-05 2.81e-05 2.465e-05 2.38e-05 5.015e-05 7.52e-05 4.885e-05 2.49e-05 5.315e-05 4.805e-05 2.295e-05 4.955e-05 2.51e-05 4.89e-05 4.975e-05 7.5e-05 5.195e-05 2.385e-05 5.355e-05 5.115e-05 5.195e-05 2.785e-05 7.53e-05 5.215e-05 5.105e-05 2.585e-05 5.25e-05 2.57e-05 5.265e-05 2.53e-05 5.18e-05 5.125e-05 4.445e-05 7.61e-05 4.61e-05 2.69e-05 4.86e-05 5.105e-05 2.49e-05 7.575e-05 7.545e-05 5.35e-05 7.62e-05 4.875e-05 2.64e-05 2.46e-05 4.97e-05 2.485e-05 7.385e-05 7.615e-05 7.755e-05 5.01e-05 4.965e-05 4.965e-05 5.275e-05 5.215e-05 8.625e-05 8.76e-05 5.12e-05 2.645e-05 7.54e-05 2.295e-05 5.1e-05 5.215e-05 2.59e-05 5.235e-05 5.255e-05 4.725e-05 2.49e-05 2.71e-05 5.185e-05 6.31e-05
6 4.245e-05 3.88e-05 3.785e-05 4.545e-05 4.825e-05 5.045e-05 7.1e-05 3.865e-05 3.9e-05 3.825e-05 5.535e-05 3.755e-05 4.095e-05 6.16e-05 3.705e-05 4.19e-05 5.105e-05 4.265e-05 3.675e-05 3.745e-05 3.805e-05 4.3e-05 4.9e-05 4.735e-05 3.955e-05 3.745e-05 4.105e-05 6.065e-05 5.12e-05 3.685e-05 4.19e-05 4.135e-05 4.275e-05 4.965e-05 4.16e-05 4.165e-05 5.345e-05 4.005e-05 4.835e-05 4.34e-05 4.85e-05 4.73e-05 4.845e-05 4.65e-05 5.985e-05 4.98e-05 4.15e-05 4e-05 3.78e-05 5.07e-05 4.51e-05 3.785e-05 4.155e-05 4.89e-05 3.83e-05 4.02e-05 5.21e-05 3.605e-05 4.31e-05 5.265e-05 4.1e-05 3.685e-05 4.895e-05 3.995e-05 3.97e-05 4.29e-05 4.835e-05 3.84e-05 3.635e-05 4.96e-05 4.925e-05 5.085e-05 5.45e-05 4.08e-05 4.895e-05 4.015e-05 3.735e-05 4.335e-05 4.85e-05 4.865e-05 4.08e-05 4.8e-05 4.825e-05 5.275e-05 4.525e-05 4.915e-05 6.19e-05
7 6.7e-05 2.25e-06 7.05e-05 3.775e-05 7.35e-05 7.6e-05 3.865e-05 3.9e-06 3.645e-05 7.125e-05 4.775e-05 3.855e-05 7.215e-05 5.45e-05 3.77e-05 4.25e-05 7.45e-05 6.72e-05 7.075e-05 3.845e-05 8.6e-06 3.815e-05 7.45e-05 4.02e-05 4.22e-05 7.125e-05 4.4e-05 7.835e-05 4.225e-05 3.775e-05 1.195e-05 3.71e-05 6.77e-05 4.4e-05 3.425e-05 3.835e-05 7.005e-05 7.3e-06 3.94e-05 3.285e-05 7.37e-05 4.095e-05 7.36e-05 4.115e-05 7.69e-05 4.4e-05 3.435e-05 4.39e-05 3.35e-06 4.67e-05 6.795e-05 3.84e-05 3.42e-05 7.44e-05 9.05e-06 7.45e-06 4.735e-05 4.8e-06 3.61e-05 7.01e-05 7.22e-05 3.76e-05 7.445e-05 6.4e-06 2.1e-06 1.14e-05 4.29e-05 3.725e-05 3.855e-05 3.91e-05 3.93e-05 1.7e-05 2.5e-05 3.675e-05 7.355e-05 7.35e-06 7.16e-05 3.285e-05 4.175e-05 7.38e-05 3.62e-05 4.035e-05 5.025e-05 7.625e-05 6.81e-05 4.33e-05 5.425e-05
8 4.1e-05 3.66e-05 3.585e-05 4.415e-05 4.85e-05 4.98e-05 3.9e-05 3.645e-05 7.1e-05 3.72e-05 5.48e-05 3.825e-05 4.04e-05 6.215e-05 3.68e-05 4.15e-05 5.18e-05 4.12e-05 3.735e-05 3.755e-05 3.905e-05 4.23e-05 4.97e-05 4.985e-05 3.91e-05 3.685e-05 4.1e-05 6.12e-05 4.915e-05 3.685e-05 4.065e-05 3.905e-05 4.23e-05 4.99e-05 4.24e-05 3.97e-05 5.38e-05 3.79e-05 4.92e-05 4.115e-05 4.835e-05 4.975e-05 4.82e-05 4.655e-05 6.065e-05 5.01e-05 4.25e-05 3.865e-05 3.675e-05 4.985e-05 4.465e-05 3.755e-05 4.235e-05 4.96e-05 3.95e-05 3.805e-05 5.335e-05 3.805e-05 4.195e-05 5.265e-05 4.045e-05 3.71e-05 4.965e-05 3.8e-05 3.565e-05 4.145e-05 4.89e-05 3.725e-05 3.84e-05 4.81e-05 4.82e-05 5.025e-05 5.44e-05 3.86e-05 4.825e-05 3.795e-05 3.84e-05 4.115e-05 5.055e-05 4.84e-05 3.8e-05 4.94e-05 4.825e-05 5.215e-05 4.48e-05 5.015e-05 6.2e-05
9 1.525e-05 7.14e-05 2.35e-06 5.015e-05 2.295e-05 2.225e-05 3.825e-05 7.125e-05 3.72e-05 4e-06 6.015e-05 3.635e-05 7e-06 6.83e-05 3.66e-05 4e-05 2.775e-05 1.545e-05 3.6e-06 3.72e-05 6.92e-05 4.6e-05 2.3e-05 5.82e-05 3.52e-05 3.25e-06 3.69e-05 4.265e-05 5.695e-05 3.665e-05 6.995e-05 4.15e-05 1.525e-05 5.53e-05 4.94e-05 4.14e-05 3.63e-05 6.98e-05 5.75e-05 4.98e-05 2.33e-05 5.74e-05 2.32e-05 5.09e-05 4.35e-05 5.6e-05 4.95e-05 3.265e-05 7.095e-05 5.315e-05 1.985e-05 3.62e-05 4.93e-05 2.3e-05 6.975e-05 6.995e-05 5.845e-05 7.055e-05 4.695e-05 3.41e-05 6.8e-06 3.63e-05 2.295e-05 7.03e-05 7.15e-05 7.23e-05 5.48e-05 3.805e-05 3.755e-05 5.78e-05 5.76e-05 8.18e-05 8.27e-05 4.07e-05 2.355e-05 6.99e-05 3.6e-06 4.975e-05 5.72e-05 2.34e-05 4.145e-05 5.78e-05 4.575e-05 2.725e-05 2.005e-05 5.64e-05 6.845e-05
