 slim_337490118 slim_337492167 slim_337492165 slim_337492156 slim_337492155 slim_337492297 slim_337492267 slim_337492273 slim_337492308 slim_337492359 slim_337492347 slim_337492327 slim_337492276 slim_337492368 slim_337492466 slim_337492426 slim_337492374 slim_337492421 slim_337492452 slim_337492419 slim_337492437 slim_337492370 slim_337492457 slim_337492322 slim_337492439 slim_337492383 slim_337492382 slim_337492472 slim_337492403 slim_337492513 slim_337492529 slim_337492574 slim_337492587 slim_337492586 slim_337492589 slim_337492585 slim_337492488 slim_337492578 slim_337492538 slim_337492559 slim_337492576 slim_337492485 slim_337492561 slim_337492575 slim_337492502 slim_337492534 slim_337492503 slim_337492552 slim_337492577 slim_337492572 slim_337492548 slim_337492573 slim_337492549 slim_337492516 slim_337492514 slim_337492486 slim_337492568 slim_337492500 slim_337492532 slim_337492579 slim_337492567 slim_337492505 slim_337492582 slim_337492566 slim_337492564 slim_337492506 slim_337492584 slim_337492563 slim_337492570 slim_337492481 slim_337492517 slim_337492553 slim_337492491 slim_337492555 slim_337492551 slim_337492441 slim_337492519 slim_337492492 slim_337492523 slim_337492580 slim_337492537 slim_337492526 slim_337492556 slim_337492487 slim_337492501 slim_337492525 slim_337492524 slim_337492493 slim_337492530 slim_337492588 slim_337492569 slim_337492581
0 0.0009077 0.0008976 0.0009467 0.00087145 0.00091925 0.00087975 0.00064975 0.0008025 0.00066925 0.0009073 0.00089765 0.0006786 0.00086115 0.0008894 0.0009007 0.0009267 0.0006805 0.00066795 0.00084385 0.0009071 0.00082395 0.0008716 0.0009366 0.00086825 0.0009118 0.0009008 0.00089175 0.0008615 0.0008591 0.00087825 0.00086495 0.0006954 0.00090635 0.0008706 0.0008294 0.00091245 0.0008813 0.0006765 0.0009101 0.00080815 0.00086185 0.0006871 0.0009206 0.00088735 0.00091415 0.00088945 0.0009105 0.00090445 0.0008573 0.00088295 0.0008831 0.0008912 0.00072935 0.00087185 0.0008515 0.0006474 0.00091485 0.0008744 0.0007201 0.00089765 0.00090975 0.0009061 0.0006813 0.00079245 0.0008377 0.0009262 0.0008724 0.00088255 0.0008829 0.00090035 0.00068135 0.00078835 0.00088635 0.0008893 0.00068565 0.00088295 0.00090195 0.0008909 0.0009109 0.00089535 0.000903 0.0009231 0.0009096 0.00068195 0.0008696 0.0008032 0.0009017 0.000663 0.0008471 0.000877 0.00087505 0.000914
1 0.0008976 0.0008675 0.0008609 0.00087955 0.00096615 0.0009159 0.0008742 0.00087 0.00068995 0.00086035 0.00063015 0.000872 0.00089535 0.0006557 0.00068125 0.00083995 0.00087275 0.0009238 0.00090255 0.0009082 0.00085215 0.0009071 0.0008794 0.00089395 0.0008357 0.00067125 0.00088425 0.00089985 0.00090915 0.0008741 0.0008914 0.00083665 0.0008737 0.0008704 0.0008857 0.0008708 0.0009156 0.0009193 0.00062845 0.00090015 0.00084525 0.00090065 0.000936 0.0008949 0.00084845 0.0008855 0.00092215 0.0009263 0.0007289 0.00066825 0.0008675 0.00066345 0.000932 0.00089125 0.00086525 0.00091715 0.0008868 0.000844 0.0009096 0.0006418 0.00064135 0.0008718 0.0009176 0.00087425 0.0008949 0.00088835 0.0008677 0.00088725 0.0008673 0.00087945 0.00091765 0.00067365 0.0008454 0.0006556 0.0008991 0.0009129 0.00088005 0.000682 0.0007174 0.00091415 0.000869 0.00090665 0.00087675 0.0008191 0.00089075 0.0008922 0.0008899 0.0009322 0.00091105 0.0008774 0.0008684 0.0008943
2 0.0009467 0.0008609 0.0008703 0.0008468 0.0008311 0.00082875 0.00092245 0.0009235 0.0009016 0.00086005 0.00086015 0.00092835 0.00090665 0.0008603 0.00086945 0.00086635 0.00089985 0.00094425 0.0008926 0.00089965 0.0008871 0.00086535 0.00066635 0.00083695 0.00089905 0.0008333 0.000869 0.0009169 0.0007929 0.00088405 0.00083085 0.00069165 0.0008635 0.0008779 0.00092025 0.00086505 0.00087245 0.0008869 0.0006324 0.0008996 0.0008966 0.00093415 0.0008788 0.00083225 0.0008931 0.0008912 0.00072895 0.0009127 0.00086935 0.00088625 0.00087345 0.0008286 0.00077815 0.00088985 0.0007906 0.0009085 0.00090835 0.00085485 0.0008758 0.00086315 0.00083135 0.00086885 0.0008986 0.0008698 0.0008462 0.00066325 0.00081515 0.00090655 0.00087325 0.000928 0.00089865 0.00089275 0.00068385 0.0008602 0.00091285 0.0008761 0.00083615 0.00085735 0.00088185 0.0008396 0.0008645 0.00069215 0.0009031 0.00094015 0.0008492 0.000887 0.00087215 0.00089365 0.0008745 0.0008719 0.0008822 0.00065015
3 0.00087145 0.00087955 0.0008468 0.0007037 0.00075875 0.0007225 0.00085115 0.0008836 0.0008638 0.00063885 0.00087335 0.00090345 0.0005981 0.0008421 0.00089805 0.00085045 0.0008217 0.0008639 0.0006353 0.0008874 0.0008206 0.000643 0.0008724 0.0008399 0.00088735 0.00086615 0.00087095 0.0009115 0.0004765 0.00062495 0.0006375 0.0008534 0.0008395 0.00087115 0.00086765 0.00076665 0.00083615 0.0008607 0.000869 0.00091265 0.00085505 0.00086285 0.00057255 0.0005842 0.0007875 0.0006017 0.0008582 0.0008389 0.0009025 0.0008678 0.00057175 0.0008643 0.00082645 0.0006497 0.00069175 0.000618 0.00091205 0.00084845 0.00068005 0.0009083 0.0008833 0.00063735 0.0008805 0.00049085 0.0008422 0.0008201 0.0005177 0.0008797 0.00057155 0.00090055 0.00088055 0.00090115 0.0008618 0.000842 0.00077025 0.00088025 0.0008238 0.0008818 0.00084195 0.00082925 0.00092935 0.00086465 0.00092255 0.0008388 0.0005948 0.00086775 0.00085555 0.00085005 0.00083735 0.00087015 0.00088395 0.00085235
4 0.00091925 0.00096615 0.0008311 0.00075875 0.0009451 0.0006918 0.00091435 0.0009297 0.0008989 0.0008171 0.00097765 0.00092805 0.0008878 0.0009421 0.0009838 0.00094795 0.0008678 0.00089735 0.00087785 0.00089775 0.00089325 0.00073945 0.0008713 0.0009026 0.00097125 0.0009481 0.0009595 0.0009116 0.0006687 0.00092205 0.0007219 0.00092735 0.0008778 0.0009494 0.0009151 0.00081145 0.0009279 0.0009123 0.0009457 0.0008881 0.00093385 0.00092585 0.00056935 0.0007957 0.00086885 0.00079485 0.0009056 0.00071225 0.00096365 0.0009517 0.00089345 0.00096635 0.0008726 0.00088285 0.0006727 0.00087435 0.0009774 0.00087665 0.00073305 0.00098645 0.00097775 0.00077355 0.0008741 0.00079185 0.0008645 0.0008277 0.00063335 0.00092295 0.00089325 0.00094995 0.00087415 0.00094395 0.00090785 0.000942 0.00082155 0.00089795 0.0009161 0.00095475 0.00073865 0.0009216 0.00090415 0.00084205 0.0009402 0.00094055 0.00090265 0.00092625 0.00095165 0.000911 0.00092585 0.0009221 0.00094365 0.00086155
5 0.00087975 0.0009159 0.00082875 0.0007225 0.0006918 0.0009132 0.00088245 0.0008887 0.0008834 0.00078075 0.00092135 0.00077165 0.00062915 0.00091075 0.0009512 0.0009124 0.0008735 0.00068035 0.00085155 0.00091385 0.0008535 0.0007348 0.00088195 0.0009052 0.0008984 0.00093145 0.00091725 0.0008672 0.0006293 0.0008644 0.0007196 0.0008386 0.0008701 0.0009067 0.0008715 0.0007848 0.00091755 0.0009151 0.00089005 0.0008754 0.0008904 0.0008598 0.000718 0.00078015 0.00079695 0.00056985 0.00089145 0.00084325 0.00090285 0.00070805 0.0008623 0.0009427 0.00083615 0.00074455 0.00062305 0.00085295 0.00092825 0.0008234 0.0007267 0.0009385 0.0009216 0.00068535 0.0008964 0.0008149 0.00088415 0.00084965 0.00059605 0.00069595 0.0008621 0.0007053 0.00089645 0.0009264 0.0008231 0.00091065 0.00079265 0.00090285 0.00088635 0.00094505 0.0008757 0.00091065 0.0006444 0.00066725 0.0008071 0.0008584 0.000864 0.0009128 0.00090595 0.0009103 0.00091705 0.0009057 0.00090975 0.0008782
6 0.00064975 0.0008742 0.00092245 0.00085115 0.00091435 0.00088245 0.000836 0.00086885 0.0008642 0.0008949 0.000874 0.00065565 0.00085225 0.00085515 0.0008964 0.00089095 0.0008658 0.0008872 0.0008306 0.0008604 0.0007917 0.0008807 0.0009283 0.0008781 0.0008835 0.0008798 0.00087695 0.00087845 0.00084205 0.0008585 0.00085245 0.00065595 0.0008447 0.00082965 0.00077765 0.00086895 0.0008637 0.0009051 0.00088165 0.00087835 0.00087585 0.0008958 0.0009241 0.000873 0.0008864 0.000867 0.00089065 0.0008781 0.0008222 0.0008813 0.000854 0.0008989 0.0008786 0.00085265 0.0008594 0.0008469 0.0009059 0.0008723 0.00088475 0.00088415 0.00088385 0.0008934 0.00086765 0.00085 0.00082785 0.00089615 0.0008758 0.00082775 0.0008538 0.00087685 0.0008677 0.0008642 0.0008561 0.00085505 0.00088345 0.0008701 0.00086435 0.0008764 0.0009133 0.00087305 0.0008997 0.00090845 0.0008993 0.00064975 0.00087005 0.0008469 0.0008808 0.00086845 0.00079585 0.00086665 0.0008112 0.000906
7 0.0008025 0.00087 0.0009235 0.0008836 0.0009297 0.0008887 0.00086885 0.0007783 0.0007728 0.00085875 0.0006391 0.0008731 0.0009056 0.00089465 0.00084365 0.0008824 0.0007814 0.00080855 0.0008785 0.0007319 0.00085375 0.00081195 0.0008848 0.0009052 0.0005668 0.00089885 0.00089405 0.00084615 0.00089 0.00088975 0.0008627 0.0009216 0.0008724 0.0008974 0.0008693 0.00083795 0.00089935 0.00083055 0.00091975 0.00058945 0.0008136 0.00075895 0.00090745 0.0008961 0.00078465 0.0009042 0.00092465 0.0009285 0.000913 0.00089695 0.00090455 0.00091865 0.0008124 0.00088025 0.0008664 0.0008098 0.00077135 0.00082485 0.0008228 0.0008729 0.00067275 0.00083425 0.00078195 0.00092075 0.0008622 0.0008986 0.0008438 0.0009129 0.00090435 0.0008295 0.00078185 0.00063915 0.00092055 0.00089455 0.00076905 0.0008797 0.000904 0.0009023 0.00092155 0.00092045 0.00087425 0.00090585 0.0008631 0.0009126 0.0009275 0.00090745 0.00084865 0.00082215 0.0008895 0.00086755 0.0008551 0.00089455
8 0.00066925 0.00068995 0.0009016 0.0008638 0.0008989 0.0008834 0.0008642 0.0007728 0.0009254 0.0008666 0.00086025 0.0008833 0.00088415 0.0008696 0.00087585 0.0008904 0.0006604 0.0006802 0.00086035 0.0008815 0.00083155 0.0008434 0.00090415 0.00084015 0.00088375 0.0008586 0.00087465 0.0008328 0.0008701 0.0008775 0.00083655 0.0008778 0.0008872 0.0008945 0.00086475 0.000877 0.0008868 0.00066375 0.00085895 0.0007806 0.00082895 0.0006794 0.00088435 0.0008653 0.00087715 0.00089255 0.00090895 0.0009082 0.00086005 0.0008682 0.00088105 0.00085145 0.0007595 0.00088075 0.0008455 0.0006667 0.00089935 0.0008599 0.00070465 0.0008572 0.00086805 0.0008768 0.00067405 0.00077885 0.00081585 0.00091245 0.00084285 0.0009044 0.00088085 0.0008932 0.0006738 0.0007509 0.0008837 0.0008695 0.000666 0.00086465 0.00086615 0.00085925 0.0008749 0.0008765 0.00088205 0.00091265 0.0008874 0.0008478 0.0008676 0.00080615 0.00088325 0.0006682 0.0008573 0.00085015 0.0008654 0.0009042
9 0.0009073 0.00086035 0.00086005 0.00063885 0.0008171 0.00078075 0.0008949 0.00085875 0.0008666 0.0008991 0.0008519 0.0008952 0.0008474 0.00086335 0.00089005 0.0006874 0.00084745 0.000882 0.0008819 0.00085515 0.0008604 0.0006982 0.00065945 0.0008766 0.00067365 0.0008592 0.000652 0.00090105 0.00076175 0.00063895 0.00070415 0.00088435 0.00081225 0.0008651 0.0008653 0.00062415 0.0008621 0.00089065 0.0008699 0.00077035 0.0006364 0.00087645 0.00063355 0.000652 0.0004908 0.000767 0.0008751 0.0008555 0.00088585 0.0008778 0.0008469 0.00088615 0.00089415 0.0008507 0.00077445 0.0008631 0.0007118 0.0007463 0.0007139 0.00066915 0.00087075 0.00069695 0.00084825 0.00076525 0.0008696 0.0008537 0.0006088 0.00089315 0.0008467 0.00071035 0.0008483 0.00089545 0.0008573 0.00086325 0.0006739 0.0008829 0.00081475 0.00088135 0.00085295 0.0008425 0.00088835 0.00087905 0.00066125 0.0008651 0.00085595 0.00087595 0.00084545 0.00087605 0.0008606 0.0006597 0.0006881 0.00085305
