 slim_762381551 slim_762381536 slim_762381552 slim_762381539 slim_762381575 slim_762381565 slim_762381550 slim_762381553 slim_762381573 slim_762381555 slim_762381548 slim_762381568 slim_762381540 slim_762381563 slim_762381576 slim_762381566 slim_762381547 slim_762381562 slim_762381542 slim_762381559 slim_762381538 slim_762381569 slim_762381546 slim_762381560 slim_762381564 slim_762381544 slim_762381554 slim_762381571 slim_762381570 slim_762381557 slim_762381567 slim_762381574 slim_762381543 slim_762381558 slim_762381545 slim_762381541 slim_762381556 slim_762381561 slim_762381534 slim_762381572 slim_762381549 slim_762381535 slim_762381537
0 1.9e-06 2.35e-06 1e-06 1.95e-06 1.35e-06 1.95e-06 1.2e-06 1.3e-06 1.8e-06 2.05e-06 2.2e-06 2.35e-06 1.5e-06 1.3e-06 1.6e-06 2.1e-06 2.35e-06 2.05e-06 2.25e-06 1.9e-06 2.05e-06 1.6e-06 1.9e-06 2.35e-06 2.05e-06 2.95e-06 1.15e-06 2.8e-06 2.15e-06 2e-06 1.8e-06 2.3e-06 2.1e-06 2.15e-06 1.8e-06 2.5e-06 1.35e-06 1.45e-06 1.65e-06 2.15e-06 2.15e-06 1.9e-06 1.2e-06
1 2.35e-06 3.1e-06 2.55e-06 2.15e-06 2.2e-06 2.25e-06 2.55e-06 2.05e-06 2.05e-06 2.2e-06 2.2e-06 2.1e-06 2.45e-06 2.4e-06 2.35e-06 1.7e-06 2.25e-06 2.25e-06 2.2e-06 2e-06 2.45e-06 2.05e-06 2.15e-06 1.8e-06 2.1e-06 1.8e-06 2.2e-06 1.85e-06 2.4e-06 2.2e-06 2.05e-06 2.4e-06 2.15e-06 2.35e-06 1.85e-06 1.85e-06 2.05e-06 2.35e-06 2.45e-06 2.25e-06 1.95e-06 2e-06 2.15e-06
2 1e-06 2.55e-06 4e-07 2.15e-06 1.05e-06 1.95e-06 6e-07 1.85e-06 1.75e-06 2e-06 2.15e-06 2.55e-06 1.5e-06 9e-07 1.95e-06 2.3e-06 2.15e-06 1.95e-06 2.2e-06 1.65e-06 2.3e-06 1.35e-06 1.9e-06 2.7e-06 1.95e-06 3.6e-06 2e-06 3.2e-06 1.85e-06 1.65e-06 1.75e-06 2.3e-06 2.4e-06 2.3e-06 1.8e-06 2.9e-06 8.5e-07 1.35e-06 1.15e-06 2.05e-06 2.45e-06 1.8e-06 6.5e-07
3 1.95e-06 2.15e-06 2.15e-06 1.3e-06 1.8e-06 1.2e-06 2e-06 1.15e-06 1.2e-06 2.25e-06 1.35e-06 2.45e-06 2.2e-06 2.15e-06 1.75e-06 2.2e-06 2.15e-06 2.6e-06 2.25e-06 1.45e-06 2e-06 1.3e-06 1.3e-06 2.5e-06 2.45e-06 2.9e-06 1.75e-06 2.25e-06 1.65e-06 2.35e-06 1.2e-06 1.75e-06 2.5e-06 2.4e-06 1.2e-06 1.85e-06 1.65e-06 1.75e-06 1.9e-06 2e-06 2.1e-06 1.65e-06 1.9e-06
4 1.35e-06 2.2e-06 1.05e-06 1.8e-06 1.3e-06 1.6e-06 8.5e-07 1.55e-06 1.35e-06 2.2e-06 1.95e-06 2.3e-06 1.3e-06 1.15e-06 1.65e-06 1.95e-06 1.9e-06 2.05e-06 1.95e-06 1.3e-06 2e-06 1.45e-06 1.6e-06 2.6e-06 2.2e-06 3.2e-06 1.65e-06 2.95e-06 1.7e-06 1.9e-06 1.35e-06 1.8e-06 2.3e-06 1.95e-06 1.4e-06 2.5e-06 1e-06 1.55e-06 1.3e-06 1.85e-06 2.2e-06 1.55e-06 8e-07
5 1.95e-06 2.25e-06 1.95e-06 1.2e-06 1.6e-06 1.9e-06 1.75e-06 1.4e-06 1.55e-06 2.55e-06 1.6e-06 2.25e-06 2.1e-06 1.9e-06 1.9e-06 2.3e-06 1.75e-06 2.4e-06 1.95e-06 1.05e-06 1.75e-06 1.35e-06 1.05e-06 2.6e-06 2.5e-06 2.95e-06 1.95e-06 2.55e-06 1.35e-06 2.2e-06 1.55e-06 1.5e-06 2.2e-06 2.2e-06 1.25e-06 2.25e-06 1.5e-06 1.8e-06 1.45e-06 1.65e-06 2.35e-06 1.45e-06 1.75e-06
6 1.2e-06 2.55e-06 6e-07 2e-06 8.5e-07 1.75e-06 8e-07 1.7e-06 1.75e-06 2.05e-06 2.1e-06 2.45e-06 1.3e-06 7.5e-07 1.9e-06 2.3e-06 1.95e-06 1.9e-06 2e-06 1.5e-06 2.2e-06 1.55e-06 1.75e-06 2.7e-06 2.05e-06 3.35e-06 1.8e-06 3.1e-06 1.85e-06 1.7e-06 1.75e-06 1.9e-06 2.35e-06 2.15e-06 1.75e-06 2.85e-06 9e-07 1.4e-06 1.1e-06 1.95e-06 2.3e-06 1.7e-06 8.5e-07
7 1.3e-06 2.05e-06 1.85e-06 1.15e-06 1.55e-06 1.4e-06 1.7e-06 1.3e-06 1.6e-06 2.1e-06 1.8e-06 2.15e-06 1.65e-06 1.7e-06 1.25e-06 1.95e-06 2.05e-06 2.15e-06 2.05e-06 1.75e-06 1.8e-06 1.5e-06 1.3e-06 2.15e-06 2.15e-06 2.45e-06 8e-07 2.2e-06 2.15e-06 2.15e-06 1.6e-06 1.7e-06 1.85e-06 1.95e-06 1.25e-06 2e-06 1.6e-06 1.35e-06 1.95e-06 2.1e-06 1.85e-06 1.6e-06 1.65e-06
8 1.8e-06 2.05e-06 1.75e-06 1.2e-06 1.35e-06 1.55e-06 1.75e-06 1.6e-06 1.9e-06 2.25e-06 1.55e-06 2.45e-06 1.95e-06 2e-06 1.8e-06 1.95e-06 2.35e-06 2.55e-06 2.35e-06 1.35e-06 2e-06 1.25e-06 1.7e-06 2.55e-06 2.4e-06 3.2e-06 1.9e-06 2.65e-06 1.45e-06 2.25e-06 9.5e-07 2.2e-06 2.65e-06 2.35e-06 1.35e-06 1.95e-06 1.4e-06 1.9e-06 1.65e-06 1.9e-06 2.25e-06 1.75e-06 1.3e-06
9 2.05e-06 2.2e-06 2e-06 2.25e-06 2.2e-06 2.55e-06 2.05e-06 2.1e-06 2.25e-06 3.6e-06 2.4e-06 2.4e-06 2.3e-06 2e-06 2.35e-06 2.1e-06 2.6e-06 2.2e-06 2.45e-06 2.45e-06 2.8e-06 2.2e-06 2.5e-06 2.1e-06 2.05e-06 2.25e-06 2.15e-06 2.3e-06 2.7e-06 2.2e-06 2.25e-06 2.65e-06 2.45e-06 2.6e-06 2.35e-06 2.3e-06 1.95e-06 2.1e-06 2.4e-06 2.55e-06 2.05e-06 2.4e-06 2.05e-06
10 2.2e-06 2.2e-06 2.15e-06 1.35e-06 1.95e-06 1.6e-06 2.1e-06 1.8e-06 1.55e-06 2.4e-06 2.5e-06 2.4e-06 2.45e-06 2.25e-06 2.3e-06 2.25e-06 1.65e-06 2.6e-06 2.15e-06 1.55e-06 2.2e-06 1.5e-06 1.65e-06 2.5e-06 2.45e-06 2.9e-06 2.3e-06 2.25e-06 1.7e-06 2.2e-06 1.55e-06 1.9e-06 1.95e-06 2.4e-06 1.65e-06 2.1e-06 1.75e-06 2.15e-06 1.9e-06 2.05e-06 2.3e-06 1.5e-06 1.95e-06
11 2.35e-06 2.1e-06 2.55e-06 2.45e-06 2.3e-06 2.25e-06 2.45e-06 2.15e-06 2.45e-06 2.4e-06 2.4e-06 3.5e-06 2.5e-06 2.4e-06 2.45e-06 2e-06 2.15e-06 2.25e-06 2.25e-06 2.15e-06 2.4e-06 2.4e-06 2.1e-06 2.05e-06 2.2e-06 1.9e-06 2.2e-06 2e-06 2.5e-06 2.5e-06 2.45e-06 2.35e-06 2.05e-06 2.4e-06 2.4e-06 2.3e-06 2.3e-06 2.4e-06 2.35e-06 2.3e-06 2.1e-06 2.2e-06 2.35e-06
12 1.5e-06 2.45e-06 1.5e-06 2.2e-06 1.3e-06 2.1e-06 1.3e-06 1.65e-06 1.95e-06 2.3e-06 2.45e-06 2.5e-06 2.4e-06 1.35e-06 1.5e-06 2.2e-06 2.45e-06 2.15e-06 2.25e-06 1.95e-06 2.3e-06 1.95e-06 2.1e-06 2.5e-06 2.3e-06 2.95e-06 1.5e-06 3e-06 2.35e-06 2.15e-06 1.95e-06 2.25e-06 2.35e-06 1.9e-06 1.95e-06 2.65e-06 1.55e-06 1.7e-06 1.85e-06 2.2e-06 2.25e-06 2.15e-06 1.4e-06
13 1.3e-06 2.4e-06 9e-07 2.15e-06 1.15e-06 1.9e-06 7.5e-07 1.7e-06 2e-06 2e-06 2.25e-06 2.4e-06 1.35e-06 1.4e-06 1.95e-06 2.25e-06 2.05e-06 1.85e-06 1.85e-06 1.65e-06 2.1e-06 1.7e-06 1.85e-06 2.3e-06 2e-06 2.95e-06 1.7e-06 2.95e-06 2.05e-06 1.6e-06 2e-06 2e-06 1.95e-06 2.1e-06 1.85e-06 2.75e-06 1.1e-06 1.35e-06 1.4e-06 1.85e-06 2.25e-06 1.8e-06 1.15e-06
14 1.6e-06 2.35e-06 1.95e-06 1.75e-06 1.65e-06 1.9e-06 1.9e-06 1.25e-06 1.8e-06 2.35e-06 2.3e-06 2.45e-06 1.5e-06 1.95e-06 2.1e-06 2.1e-06 2.6e-06 2.4e-06 2.45e-06 2.15e-06 2.3e-06 1.85e-06 1.85e-06 2.45e-06 2.4e-06 2.85e-06 1.3e-06 2.7e-06 2.5e-06 2.4e-06 1.8e-06 2.25e-06 2.35e-06 1.95e-06 1.65e-06 2.35e-06 1.85e-06 1.65e-06 2.2e-06 2.4e-06 2.15e-06 2.2e-06 1.65e-06
15 2.1e-06 1.7e-06 2.3e-06 2.2e-06 1.95e-06 2.3e-06 2.3e-06 1.95e-06 1.95e-06 2.1e-06 2.25e-06 2e-06 2.2e-06 2.25e-06 2.1e-06 3.2e-06 2.3e-06 2.15e-06 2.25e-06 2.1e-06 2.45e-06 2.1e-06 2.25e-06 1.85e-06 2e-06 1.85e-06 1.95e-06 1.9e-06 2.45e-06 2.25e-06 1.95e-06 2.45e-06 2.15e-06 2.25e-06 2e-06 1.9e-06 2e-06 2.2e-06 2.35e-06 2.3e-06 1.85e-06 2.1e-06 1.9e-06
16 2.35e-06 2.25e-06 2.15e-06 2.15e-06 1.9e-06 1.75e-06 1.95e-06 2.05e-06 2.35e-06 2.6e-06 1.65e-06 2.15e-06 2.45e-06 2.05e-06 2.6e-06 2.3e-06 1.1e-06 2.25e-06 1.45e-06 1.65e-06 2.4e-06 1.9e-06 1.55e-06 2.5e-06 2.4e-06 2.5e-06 2.55e-06 2.05e-06 2.15e-06 1.9e-06 2.35e-06 1.1e-06 1.25e-06 1.8e-06 1.85e-06 2.6e-06 1.8e-06 2.25e-06 1.95e-06 2.2e-06 2.35e-06 1.2e-06 2.05e-06
17 2.05e-06 2.25e-06 1.95e-06 2.6e-06 2.05e-06 2.4e-06 1.9e-06 2.15e-06 2.55e-06 2.2e-06 2.6e-06 2.25e-06 2.15e-06 1.85e-06 2.4e-06 2.15e-06 2.25e-06 3.6e-06 2.25e-06 2.2e-06 2.6e-06 2.25e-06 2.35e-06 2.2e-06 2.05e-06 2e-06 2.1e-06 2.4e-06 2.6e-06 2.25e-06 2.55e-06 2.3e-06 2.25e-06 2.35e-06 2.4e-06 2.5e-06 1.95e-06 2.05e-06 2.2e-06 2.45e-06 2.1e-06 2.25e-06 2e-06
18 2.25e-06 2.2e-06 2.2e-06 2.25e-06 1.95e-06 1.95e-06 2e-06 2.05e-06 2.35e-06 2.45e-06 2.15e-06 2.25e-06 2.25e-06 1.85e-06 2.45e-06 2.25e-06 1.45e-06 2.25e-06 2.6e-06 1.7e-06 2.35e-06 2.05e-06 1.85e-06 2e-06 2.35e-06 2.4e-06 2.25e-06 2.3e-06 2.2e-06 1.8e-06 2.35e-06 1.6e-06 1.7e-06 1.95e-06 2e-06 2.6e-06 1.8e-06 2.1e-06 2.05e-06 1.75e-06 2.3e-06 1.7e-06 2.1e-06
19 1.9e-06 2e-06 1.65e-06 1.45e-06 1.3e-06 1.05e-06 1.5e-06 1.75e-06 1.35e-06 2.45e-06 1.55e-06 2.15e-06 1.95e-06 1.65e-06 2.15e-06 2.1e-06 1.65e-06 2.2e-06 1.7e-06 1.1e-06 1.6e-06 1.1e-06 1.2e-06 2.4e-06 2.35e-06 2.9e-06 2.1e-06 2.65e-06 9e-07 1.9e-06 1.35e-06 1.6e-06 2.2e-06 2.1e-06 1.3e-06 2.25e-06 1.05e-06 1.9e-06 1.1e-06 1.25e-06 2.3e-06 1.2e-06 1.4e-06
20 2.05e-06 2.45e-06 2.3e-06 2e-06 2e-06 1.75e-06 2.2e-06 1.8e-06 2e-06 2.8e-06 2.2e-06 2.4e-06 2.3e-06 2.1e-06 2.3e-06 2.45e-06 2.4e-06 2.6e-06 2.35e-06 1.6e-06 2.8e-06 1.8e-06 1.75e-06 2.55e-06 2.7e-06 3e-06 1.9e-06 2.95e-06 1.8e-06 2.5e-06 2e-06 2.35e-06 2.1e-06 2.5e-06 1.95e-06 2.5e-06 1.95e-06 2.15e-06 1.9e-06 1.95e-06 2.65e-06 1.9e-06 2.05e-06
21 1.6e-06 2.05e-06 1.35e-06 1.3e-06 1.45e-06 1.35e-06 1.55e-06 1.5e-06 1.25e-06 2.2e-06 1.5e-06 2.4e-06 1.95e-06 1.7e-06 1.85e-06 2.1e-06 1.9e-06 2.25e-06 2.05e-06 1.1e-06 1.8e-06 1.1e-06 1.35e-06 2.45e-06 2.25e-06 3.15e-06 1.95e-06 2.65e-06 1.15e-06 1.8e-06 1.25e-06 1.85e-06 2.25e-06 2.15e-06 1.2e-06 2.15e-06 1.05e-06 1.65e-06 1.35e-06 1.75e-06 2.3e-06 1.4e-06 1.2e-06
22 1.9e-06 2.15e-06 1.9e-06 1.3e-06 1.6e-06 1.05e-06 1.75e-06 1.3e-06 1.7e-06 2.5e-06 1.65e-06 2.1e-06 2.1e-06 1.85e-06 1.85e-06 2.25e-06 1.55e-06 2.35e-06 1.85e-06 1.2e-06 1.75e-06 1.35e-06 1.6e-06 2.5e-06 2.45e-06 2.9e-06 1.95e-06 2.45e-06 1.65e-06 2.05e-06 1.7e-06 1.35e-06 1.95e-06 2.1e-06 1.1e-06 2.35e-06 1.45e-06 1.7e-06 1.6e-06 1.8e-06 2.35e-06 1.3e-06 1.7e-06
23 2.35e-06 1.8e-06 2.7e-06 2.5e-06 2.6e-06 2.6e-06 2.7e-06 2.15e-06 2.55e-06 2.1e-06 2.5e-06 2.05e-06 2.5e-06 2.3e-06 2.45e-06 1.85e-06 2.5e-06 2.2e-06 2e-06 2.4e-06 2.55e-06 2.45e-06 2.5e-06 2.4e-06 2e-06 1.5e-06 2.05e-06 1.7e-06 2.75e-06 2.1e-06 2.55e-06 2.7e-06 1.85e-06 2.45e-06 2.45e-06 2.05e-06 2.35e-06 2.3e-06 2.7e-06 2.05e-06 1.9e-06 2.35e-06 2.55e-06
24 2.05e-06 2.1e-06 1.95e-06 2.45e-06 2.2e-06 2.5e-06 2.05e-06 2.15e-06 2.4e-06 2.05e-06 2.45e-06 2.2e-06 2.3e-06 2e-06 2.4e-06 2e-06 2.4e-06 2.05e-06 2.35e-06 2.35e-06 2.7e-06 2.25e-06 2.45e-06 2e-06 3.6e-06 2.05e-06 2.15e-06 2.1e-06 2.65e-06 2.2e-06 2.4e-06 2.6e-06 2.25e-06 2.5e-06 2.4e-06 2.3e-06 2e-06 2.1e-06 2.3e-06 2.45e-06 2e-06 2.3e-06 2e-06
25 2.95e-06 1.8e-06 3.6e-06 2.9e-06 3.2e-06 2.95e-06 3.35e-06 2.45e-06 3.2e-06 2.25e-06 2.9e-06 1.9e-06 2.95e-06 2.95e-06 2.85e-06 1.85e-06 2.5e-06 2e-06 2.4e-06 2.9e-06 3e-06 3.15e-06 2.9e-06 1.5e-06 2.05e-06 8e-07 2.25e-06 1.3e-06 3.4e-06 2.8e-06 3.2e-06 2.6e-06 2.1e-06 2.55e-06 3e-06 1.9e-06 3.1e-06 2.9e-06 3.35e-06 2.85e-06 1.65e-06 2.75e-06 3.4e-06
26 1.15e-06 2.2e-06 2e-06 1.75e-06 1.65e-06 1.95e-06 1.8e-06 8e-07 1.9e-06 2.15e-06 2.3e-06 2.2e-06 1.5e-06 1.7e-06 1.3e-06 1.95e-06 2.55e-06 2.1e-06 2.25e-06 2.1e-06 1.9e-06 1.95e-06 1.95e-06 2.05e-06 2.15e-06 2.25e-06 2e-07 2.4e-06 2.5e-06 2.4e-06 1.9e-06 2.2e-06 1.9e-06 2e-06 1.85e-06 2.15e-06 1.85e-06 1.55e-06 2.2e-06 2.25e-06 1.8e-06 2e-06 1.8e-06
27 2.8e-06 1.85e-06 3.2e-06 2.25e-06 2.95e-06 2.55e-06 3.1e-06 2.2e-06 2.65e-06 2.3e-06 2.25e-06 2e-06 3e-06 2.95e-06 2.7e-06 1.9e-06 2.05e-06 2.4e-06 2.3e-06 2.65e-06 2.95e-06 2.65e-06 2.45e-06 1.7e-06 2.1e-06 1.3e-06 2.4e-06 1.8e-06 3.05e-06 2.55e-06 2.65e-06 2.3e-06 2.05e-06 2.5e-06 2.5e-06 1.9e-06 2.75e-06 2.7e-06 3.05e-06 2.75e-06 1.75e-06 2.3e-06 3e-06
28 2.15e-06 2.4e-06 1.85e-06 1.65e-06 1.7e-06 1.35e-06 1.85e-06 2.15e-06 1.45e-06 2.7e-06 1.7e-06 2.5e-06 2.35e-06 2.05e-06 2.5e-06 2.45e-06 2.15e-06 2.6e-06 2.2e-06 9e-07 1.8e-06 1.15e-06 1.65e-06 2.75e-06 2.65e-06 3.4e-06 2.5e-06 3.05e-06 1.3e-06 2.25e-06 1.45e-06 2.2e-06 2.6e-06 2.55e-06 1.75e-06 2.4e-06 1.45e-06 2.25e-06 1.25e-06 1.3e-06 2.75e-06 1.7e-06 1.65e-06
29 2e-06 2.2e-06 1.65e-06 2.35e-06 1.9e-06 2.2e-06 1.7e-06 2.15e-06 2.25e-06 2.2e-06 2.2e-06 2.5e-06 2.15e-06 1.6e-06 2.4e-06 2.25e-06 1.9e-06 2.25e-06 1.8e-06 1.9e-06 2.5e-06 1.8e-06 2.05e-06 2.1e-06 2.2e-06 2.8e-06 2.4e-06 2.55e-06 2.25e-06 2.5e-06 2.25e-06 2.2e-06 1.85e-06 2.25e-06 1.95e-06 2.65e-06 1.55e-06 1.9e-06 1.9e-06 1.95e-06 2.45e-06 1.8e-06 1.7e-06
30 1.8e-06 2.05e-06 1.75e-06 1.2e-06 1.35e-06 1.55e-06 1.75e-06 1.6e-06 9.5e-07 2.25e-06 1.55e-06 2.45e-06 1.95e-06 2e-06 1.8e-06 1.95e-06 2.35e-06 2.55e-06 2.35e-06 1.35e-06 2e-06 1.25e-06 1.7e-06 2.55e-06 2.4e-06 3.2e-06 1.9e-06 2.65e-06 1.45e-06 2.25e-06 1.9e-06 2.2e-06 2.65e-06 2.35e-06 1.35e-06 1.95e-06 1.4e-06 1.9e-06 1.65e-06 1.9e-06 2.25e-06 1.75e-06 1.3e-06
31 2.3e-06 2.4e-06 2.3e-06 1.75e-06 1.8e-06 1.5e-06 1.9e-06 1.7e-06 2.2e-06 2.65e-06 1.9e-06 2.35e-06 2.25e-06 2e-06 2.25e-06 2.45e-06 1.1e-06 2.3e-06 1.6e-06 1.6e-06 2.35e-06 1.85e-06 1.35e-06 2.7e-06 2.6e-06 2.6e-06 2.2e-06 2.3e-06 2.2e-06 2.2e-06 2.2e-06 1.6e-06 2e-06 1.85e-06 1.6e-06 2.6e-06 1.8e-06 2.1e-06 2.05e-06 2.25e-06 2.3e-06 1.5e-06 2.15e-06
32 2.1e-06 2.15e-06 2.4e-06 2.5e-06 2.3e-06 2.2e-06 2.35e-06 1.85e-06 2.65e-06 2.45e-06 1.95e-06 2.05e-06 2.35e-06 1.95e-06 2.35e-06 2.15e-06 1.25e-06 2.25e-06 1.7e-06 2.2e-06 2.1e-06 2.25e-06 1.95e-06 1.85e-06 2.25e-06 2.1e-06 1.9e-06 2.05e-06 2.6e-06 1.85e-06 2.65e-06 2e-06 6e-07 2e-06 2.2e-06 2.45e-06 2.2e-06 2e-06 2.35e-06 2.15e-06 2.3e-06 1.45e-06 2.3e-06
33 2.15e-06 2.35e-06 2.3e-06 2.4e-06 1.95e-06 2.2e-06 2.15e-06 1.95e-06 2.35e-06 2.6e-06 2.4e-06 2.4e-06 1.9e-06 2.1e-06 1.95e-06 2.25e-06 1.8e-06 2.35e-06 1.95e-06 2.1e-06 2.5e-06 2.15e-06 2.1e-06 2.45e-06 2.5e-06 2.55e-06 2e-06 2.5e-06 2.55e-06 2.25e-06 2.35e-06 1.85e-06 2e-06 3.4e-06 2.1e-06 2.6e-06 2.05e-06 2.2e-06 2.3e-06 2.4e-06 2.35e-06 2.05e-06 2.05e-06
34 1.8e-06 1.85e-06 1.8e-06 1.2e-06 1.4e-06 1.25e-06 1.75e-06 1.25e-06 1.35e-06 2.35e-06 1.65e-06 2.4e-06 1.95e-06 1.85e-06 1.65e-06 2e-06 1.85e-06 2.4e-06 2e-06 1.3e-06 1.95e-06 1.2e-06 1.1e-06 2.45e-06 2.4e-06 3e-06 1.85e-06 2.5e-06 1.75e-06 1.95e-06 1.35e-06 1.6e-06 2.2e-06 2.1e-06 1.6e-06 2.1e-06 1.3e-06 1.65e-06 1.75e-06 1.95e-06 2.25e-06 1.35e-06 1.4e-06
