 slim_762416332 slim_762416314 slim_762416303 slim_762416311 slim_762416316 slim_762416327 slim_762416308 slim_762416295 slim_762416307 slim_762416306 slim_762416326 slim_762416330 slim_762416329 slim_762416328 slim_762416318 slim_762416300 slim_762416319 slim_762416294 slim_762416298 slim_762416302 slim_762416313 slim_762416310 slim_762416304 slim_762416301 slim_762416315 slim_762416317 slim_762416321 slim_762416299 slim_762416331 slim_762416293 slim_762416323 slim_762416324 slim_762416325 slim_762416312 slim_762416305 slim_762416297 slim_762416292 slim_762416296 slim_762416322 slim_762416309 slim_762416320
0 1.7e-06 2.5e-06 1.9e-06 1.9e-06 2.5e-06 2e-06 2.05e-06 1.65e-06 3.05e-06 2.45e-06 2.6e-06 1.95e-06 2.05e-06 2.65e-06 2.1e-06 1.35e-06 1.9e-06 8.5e-07 2.1e-06 2.05e-06 2.55e-06 1.4e-06 2e-06 2.45e-06 2e-06 3.3e-06 1.95e-06 1.9e-06 1.95e-06 2.2e-06 2.65e-06 2.4e-06 2.7e-06 2.45e-06 2e-06 2e-06 2.1e-06 3.05e-06 1.95e-06 2.05e-06 2.5e-06
1 2.5e-06 2.2e-06 1.8e-06 1.65e-06 1.15e-06 1.75e-06 1.85e-06 1.8e-06 1.45e-06 1.35e-06 1.55e-06 1.8e-06 1.7e-06 1.7e-06 2.1e-06 1.6e-06 1.6e-06 2.5e-06 1.3e-06 2.35e-06 1.4e-06 2.1e-06 1.7e-06 1.45e-06 1.15e-06 1.45e-06 1.8e-06 2.05e-06 1.6e-06 1.3e-06 1.95e-06 1.7e-06 1.75e-06 1.6e-06 1.65e-06 1.3e-06 1.5e-06 1.4e-06 1.8e-06 1.4e-06 1.35e-06
2 1.9e-06 1.8e-06 2.5e-06 1.5e-06 1.8e-06 1.6e-06 1.6e-06 1.65e-06 1.95e-06 1.7e-06 1.85e-06 1.65e-06 1.8e-06 1.7e-06 1.75e-06 1.4e-06 1.6e-06 1.9e-06 1.75e-06 1.9e-06 1.8e-06 1.5e-06 1.65e-06 1.9e-06 1.6e-06 2.3e-06 1.65e-06 2.15e-06 1.7e-06 1.6e-06 2.2e-06 1.65e-06 1.75e-06 1.7e-06 1.6e-06 1.65e-06 1.5e-06 1.95e-06 1.35e-06 1.45e-06 1.6e-06
3 1.9e-06 1.65e-06 1.5e-06 2.6e-06 1.65e-06 1.45e-06 1.55e-06 1.6e-06 1.7e-06 1.6e-06 1.7e-06 1.6e-06 1.7e-06 1.85e-06 2.2e-06 1.4e-06 1.45e-06 1.9e-06 1.7e-06 2.05e-06 1.7e-06 1.45e-06 1.55e-06 1.75e-06 1.55e-06 2.05e-06 1.6e-06 2e-06 1.6e-06 1.55e-06 2.3e-06 1.55e-06 1.9e-06 1.6e-06 1.5e-06 1.55e-06 1.7e-06 1.75e-06 1.5e-06 1.65e-06 1.7e-06
4 2.5e-06 1.15e-06 1.8e-06 1.65e-06 2.2e-06 1.75e-06 1.85e-06 1.8e-06 1.45e-06 1.35e-06 1.55e-06 1.8e-06 1.7e-06 1.7e-06 2.1e-06 1.6e-06 1.6e-06 2.5e-06 1.3e-06 2.35e-06 1.4e-06 2.1e-06 1.7e-06 1.45e-06 1.15e-06 1.45e-06 1.8e-06 2.05e-06 1.6e-06 1.3e-06 1.95e-06 1.7e-06 1.75e-06 1.65e-06 1.65e-06 1.3e-06 1.5e-06 1.4e-06 1.8e-06 1.4e-06 1.35e-06
5 2e-06 1.75e-06 1.6e-06 1.45e-06 1.75e-06 2.8e-06 1.6e-06 1.7e-06 1.8e-06 1.7e-06 1.75e-06 1.7e-06 1.8e-06 1.95e-06 2.3e-06 1.5e-06 1.55e-06 2e-06 1.8e-06 2.15e-06 1.8e-06 1.55e-06 1.65e-06 1.85e-06 1.65e-06 2.15e-06 1.7e-06 2.1e-06 1.7e-06 1.65e-06 2.4e-06 1.65e-06 2e-06 1.7e-06 1.6e-06 1.65e-06 1.8e-06 1.85e-06 1.6e-06 1.75e-06 1.8e-06
6 2.05e-06 1.85e-06 1.6e-06 1.55e-06 1.85e-06 1.6e-06 2.4e-06 1.7e-06 1.8e-06 1.7e-06 1.45e-06 1.65e-06 1.85e-06 1.95e-06 2.5e-06 1.65e-06 1.7e-06 2.05e-06 1.9e-06 2.25e-06 1.8e-06 1.6e-06 1.75e-06 1.9e-06 1.85e-06 2.15e-06 1.65e-06 2.2e-06 1.75e-06 1.55e-06 2.5e-06 1.55e-06 2e-06 1.55e-06 1.7e-06 1.75e-06 2e-06 1.85e-06 1.7e-06 1.95e-06 1.9e-06
7 1.65e-06 1.8e-06 1.65e-06 1.6e-06 1.8e-06 1.7e-06 1.7e-06 1.9e-06 2e-06 1.5e-06 1.6e-06 1.4e-06 1.75e-06 1.75e-06 1.95e-06 1.05e-06 1.5e-06 1.65e-06 1.4e-06 2.3e-06 1.6e-06 1.55e-06 1.75e-06 1.75e-06 1.3e-06 2.6e-06 1.4e-06 2.25e-06 1.65e-06 1.55e-06 2.45e-06 2e-06 1.8e-06 2.15e-06 1.75e-06 1.25e-06 1.45e-06 2.05e-06 1.75e-06 1.4e-06 1.85e-06
8 3.05e-06 1.45e-06 1.95e-06 1.7e-06 1.45e-06 1.8e-06 1.8e-06 2e-06 1.1e-06 1.15e-06 1.1e-06 1.55e-06 1.9e-06 1.4e-06 2.65e-06 2.15e-06 1.55e-06 3.05e-06 2.05e-06 2.5e-06 1.25e-06 2.25e-06 1.95e-06 1.55e-06 1.9e-06 1.3e-06 1.55e-06 2.15e-06 1.8e-06 1.45e-06 2.15e-06 1.25e-06 1.45e-06 1.45e-06 1.9e-06 1.85e-06 2.1e-06 7e-07 1.95e-06 2.05e-06 1.55e-06
9 2.45e-06 1.35e-06 1.7e-06 1.6e-06 1.35e-06 1.7e-06 1.7e-06 1.5e-06 1.15e-06 1.9e-06 1.1e-06 1.4e-06 1.85e-06 1.25e-06 1.95e-06 1.45e-06 1.55e-06 2.45e-06 1.3e-06 2.35e-06 1.05e-06 2.1e-06 1.75e-06 1.5e-06 1.1e-06 1.9e-06 1.4e-06 2.15e-06 1.75e-06 1.25e-06 2.1e-06 1.55e-06 1.3e-06 1.85e-06 1.7e-06 1.2e-06 1.35e-06 1.15e-06 1.8e-06 1.3e-06 1.5e-06
10 2.6e-06 1.55e-06 1.85e-06 1.7e-06 1.55e-06 1.75e-06 1.45e-06 1.6e-06 1.1e-06 1.1e-06 1.6e-06 1.45e-06 1.95e-06 1.35e-06 2.3e-06 1.75e-06 1.7e-06 2.6e-06 1.6e-06 2.5e-06 1.2e-06 2.2e-06 1.95e-06 1.6e-06 1.55e-06 1.85e-06 1.45e-06 2.3e-06 1.85e-06 1.3e-06 2.25e-06 1.55e-06 1.4e-06 1.8e-06 1.9e-06 1.4e-06 1.75e-06 1.2e-06 1.95e-06 1.7e-06 1.65e-06
11 1.95e-06 1.8e-06 1.65e-06 1.6e-06 1.8e-06 1.7e-06 1.65e-06 1.4e-06 1.55e-06 1.4e-06 1.45e-06 2.6e-06 1.75e-06 1.6e-06 2.3e-06 1.4e-06 1.5e-06 1.95e-06 1.75e-06 2.3e-06 1.5e-06 1.55e-06 1.75e-06 1.75e-06 1.65e-06 2.25e-06 1.3e-06 2.2e-06 1.65e-06 1.5e-06 2.45e-06 1.55e-06 1.65e-06 1.8e-06 1.75e-06 1.6e-06 1.8e-06 1.6e-06 1.75e-06 1.75e-06 1.85e-06
