 slim_762427985 slim_762427967 slim_762427988 slim_762427995 slim_762427978 slim_762428003 slim_762427991 slim_762427996 slim_762427980 slim_762427969 slim_762427981 slim_762427975 slim_762427987 slim_762427970 slim_762427971 slim_762427977 slim_762427983 slim_762427993 slim_762427999 slim_762427972 slim_762427974 slim_762427966 slim_762427984 slim_762427992 slim_762427982 slim_762427986 slim_762427990 slim_762428002 slim_762427994 slim_762427973 slim_762427968 slim_762428001 slim_762427997 slim_762427965 slim_762427979 slim_762428000 slim_762427998 slim_762427976 slim_762427989
0 1.7e-06 1.85e-06 1.75e-06 1.85e-06 1.95e-06 1.85e-06 1.5e-06 1.85e-06 1.6e-06 1.45e-06 1.2e-06 1.8e-06 1.65e-06 1.5e-06 1.75e-06 1.9e-06 1.15e-06 1.75e-06 1.85e-06 1.35e-06 1.55e-06 1.75e-06 2e-06 1.5e-06 8.5e-07 1.7e-06 1.75e-06 1.95e-06 1.65e-06 2e-06 1.85e-06 1.95e-06 1.4e-06 1.6e-06 1.9e-06 1.85e-06 1.2e-06 1.7e-06 1.6e-06
1 1.85e-06 1.8e-06 1.45e-06 1.5e-06 1.45e-06 1.9e-06 1.7e-06 1.75e-06 1.85e-06 1.9e-06 1.8e-06 1.45e-06 1.4e-06 1.45e-06 1.9e-06 1.05e-06 1.75e-06 1.4e-06 1.55e-06 1.4e-06 1.5e-06 1.15e-06 1.05e-06 1.65e-06 1.8e-06 1.45e-06 1.5e-06 1.95e-06 1.9e-06 1.1e-06 1.2e-06 1.55e-06 1.45e-06 1.55e-06 1e-06 1e-06 1.85e-06 1.35e-06 1.95e-06
2 1.75e-06 1.45e-06 2.2e-06 1.5e-06 1.45e-06 2e-06 1.75e-06 2.1e-06 1.65e-06 1.85e-06 1.65e-06 1.7e-06 1.7e-06 1.4e-06 1.9e-06 1.15e-06 1.85e-06 1.7e-06 1.75e-06 1.4e-06 1.45e-06 1.25e-06 1.25e-06 1.9e-06 1.7e-06 1.2e-06 1.9e-06 1.8e-06 1.65e-06 1.4e-06 1.45e-06 1.45e-06 1.45e-06 1.2e-06 1.35e-06 1.3e-06 1.7e-06 1.55e-06 2.2e-06
3 1.85e-06 1.5e-06 1.5e-06 1.9e-06 1.2e-06 1.7e-06 1.65e-06 1.9e-06 1.7e-06 1.85e-06 1.7e-06 1.85e-06 1.7e-06 1.3e-06 1.55e-06 1.45e-06 1.8e-06 1.55e-06 1.85e-06 1.6e-06 1.35e-06 1.2e-06 1.5e-06 1.65e-06 1.8e-06 1.2e-06 1.65e-06 1.5e-06 1.75e-06 1.25e-06 1.5e-06 1.35e-06 1.7e-06 1.25e-06 1.2e-06 1.25e-06 1.8e-06 1.65e-06 2.05e-06
4 1.95e-06 1.45e-06 1.45e-06 1.2e-06 2.1e-06 1.7e-06 1.75e-06 1.9e-06 1.8e-06 1.95e-06 1.8e-06 1.75e-06 1.75e-06 1.4e-06 1.55e-06 1.25e-06 1.85e-06 1.55e-06 1.75e-06 1.55e-06 1.45e-06 1.15e-06 1.25e-06 1.75e-06 1.9e-06 1.35e-06 1.7e-06 1.55e-06 1.8e-06 1.2e-06 1.4e-06 1.25e-06 1.65e-06 1.35e-06 1.15e-06 1.2e-06 1.9e-06 1.6e-06 2.1e-06
5 1.85e-06 1.9e-06 2e-06 1.7e-06 1.7e-06 1.6e-06 1.55e-06 1.1e-06 1.75e-06 1.8e-06 1.7e-06 1.85e-06 1.65e-06 1.55e-06 1.1e-06 2.4e-06 1.25e-06 1.6e-06 1.8e-06 2.1e-06 1.6e-06 1.9e-06 2.4e-06 1.5e-06 1.8e-06 1.8e-06 1.3e-06 1.55e-06 1.3e-06 2.25e-06 1.7e-06 1.9e-06 2.15e-06 1.5e-06 1.9e-06 1.9e-06 1.85e-06 2e-06 1.15e-06
6 1.5e-06 1.7e-06 1.75e-06 1.65e-06 1.75e-06 1.55e-06 1.9e-06 1.35e-06 1.1e-06 1.6e-06 1.15e-06 1.6e-06 1.55e-06 1.25e-06 1.5e-06 1.95e-06 1.25e-06 1.5e-06 1.75e-06 1.7e-06 1.2e-06 1.65e-06 2e-06 1.4e-06 1.45e-06 1.5e-06 1.5e-06 1.75e-06 1.4e-06 1.8e-06 1.55e-06 1.9e-06 1.75e-06 1.45e-06 1.7e-06 1.75e-06 1.3e-06 1.55e-06 1.3e-06
7 1.85e-06 1.75e-06 2.1e-06 1.9e-06 1.9e-06 1.1e-06 1.35e-06 1e-06 1.75e-06 1.8e-06 1.7e-06 1.7e-06 1.55e-06 1.55e-06 1.25e-06 2.4e-06 1.1e-06 1.4e-06 1.7e-06 2.1e-06 1.6e-06 1.9e-06 2.35e-06 1.3e-06 1.8e-06 1.85e-06 1.15e-06 1.8e-06 1.25e-06 2.15e-06 1.5e-06 2.15e-06 2.15e-06 1.6e-06 1.8e-06 1.85e-06 1.85e-06 1.8e-06 9e-07
8 1.6e-06 1.85e-06 1.65e-06 1.7e-06 1.8e-06 1.75e-06 1.1e-06 1.75e-06 5e-07 1.4e-06 7e-07 1.85e-06 1.85e-06 7.5e-07 1.65e-06 2.15e-06 1.4e-06 1.9e-06 2.1e-06 2e-06 7.5e-07 1.65e-06 2.25e-06 1.95e-06 1.55e-06 1.45e-06 1.7e-06 1.55e-06 1.45e-06 2.1e-06 1.8e-06 1.9e-06 1.75e-06 1.15e-06 1.85e-06 1.85e-06 1.15e-06 2.15e-06 1.75e-06
9 1.45e-06 1.9e-06 1.85e-06 1.85e-06 1.95e-06 1.8e-06 1.6e-06 1.8e-06 1.4e-06 1.7e-06 1.1e-06 2.05e-06 1.9e-06 1.3e-06 1.75e-06 2.15e-06 1.2e-06 1.85e-06 2.05e-06 2e-06 1.35e-06 1.7e-06 2.25e-06 1.75e-06 1.4e-06 1.65e-06 1.65e-06 1.35e-06 1.6e-06 2.1e-06 1.9e-06 2.05e-06 1.6e-06 1.4e-06 1.8e-06 1.8e-06 1.7e-06 2.1e-06 1.7e-06
10 1.2e-06 1.8e-06 1.65e-06 1.7e-06 1.8e-06 1.7e-06 1.15e-06 1.7e-06 7e-07 1.1e-06 1.1e-06 1.8e-06 1.75e-06 9.5e-07 1.6e-06 2.05e-06 1e-06 1.75e-06 1.95e-06 1.85e-06 9e-07 1.6e-06 2.15e-06 1.65e-06 1.15e-06 1.45e-06 1.55e-06 1.6e-06 1.4e-06 2e-06 1.8e-06 1.9e-06 1.4e-06 1.2e-06 1.75e-06 1.75e-06 1.2e-06 2e-06 1.55e-06
11 1.8e-06 1.45e-06 1.7e-06 1.85e-06 1.75e-06 1.85e-06 1.6e-06 1.7e-06 1.85e-06 2.05e-06 1.8e-06 2.7e-06 1.5e-06 1.65e-06 1.85e-06 1.4e-06 1.65e-06 1.55e-06 1.6e-06 1.5e-06 1.65e-06 1.5e-06 1.45e-06 1.6e-06 1.75e-06 1.8e-06 1.65e-06 2.15e-06 1.85e-06 1.6e-06 1.45e-06 1.8e-06 1.65e-06 1.8e-06 1.5e-06 1.45e-06 1.75e-06 1.45e-06 1.7e-06
12 1.65e-06 1.4e-06 1.7e-06 1.7e-06 1.75e-06 1.65e-06 1.55e-06 1.55e-06 1.85e-06 1.9e-06 1.75e-06 1.5e-06 2.4e-06 1.55e-06 1.55e-06 1.55e-06 1.5e-06 1.5e-06 1.45e-06 1.5e-06 1.6e-06 1.5e-06 1.6e-06 1.35e-06 1.6e-06 1.65e-06 1.35e-06 2e-06 1.7e-06 1.6e-06 1.45e-06 1.8e-06 1.65e-06 1.65e-06 1.5e-06 1.45e-06 1.7e-06 1.45e-06 1.3e-06
13 1.5e-06 1.45e-06 1.4e-06 1.3e-06 1.4e-06 1.55e-06 1.25e-06 1.55e-06 7.5e-07 1.3e-06 9.5e-07 1.65e-06 1.55e-06 1.1e-06 1.4e-06 1.65e-06 1.3e-06 1.55e-06 1.75e-06 1.65e-06 6.5e-07 1.05e-06 1.75e-06 1.65e-06 1.45e-06 1.2e-06 1.4e-06 1.3e-06 1.35e-06 1.6e-06 1.45e-06 1.5e-06 1.5e-06 8e-07 1.35e-06 1.35e-06 1.3e-06 1.8e-06 1.6e-06
14 1.75e-06 1.9e-06 1.9e-06 1.55e-06 1.55e-06 1.1e-06 1.5e-06 1.25e-06 1.65e-06 1.75e-06 1.6e-06 1.85e-06 1.55e-06 1.4e-06 1.8e-06 2.3e-06 1.3e-06 1.65e-06 1.7e-06 2e-06 1.45e-06 1.75e-06 2.35e-06 1.45e-06 1.7e-06 1.7e-06 1.3e-06 1.4e-06 1.3e-06 2.2e-06 1.7e-06 1.7e-06 2.05e-06 1.35e-06 1.9e-06 1.9e-06 1.75e-06 1.95e-06 1e-06
15 1.9e-06 1.05e-06 1.15e-06 1.45e-06 1.25e-06 2.4e-06 1.95e-06 2.4e-06 2.15e-06 2.15e-06 2.05e-06 1.4e-06 1.55e-06 1.65e-06 2.3e-06 4e-07 2.15e-06 1.45e-06 1.45e-06 9.5e-07 1.7e-06 7.5e-07 3.5e-07 1.8e-06 1.85e-06 1.4e-06 1.95e-06 2.2e-06 2.3e-06 6.5e-07 1.15e-06 1.25e-06 1.15e-06 1.7e-06 8e-07 7.5e-07 1.95e-06 1.05e-06 2.5e-06
16 1.15e-06 1.75e-06 1.85e-06 1.8e-06 1.85e-06 1.25e-06 1.25e-06 1.1e-06 1.4e-06 1.2e-06 1e-06 1.65e-06 1.5e-06 1.3e-06 1.3e-06 2.15e-06 1.3e-06 1.4e-06 1.65e-06 1.8e-06 1.35e-06 1.7e-06 2.2e-06 1.15e-06 1.1e-06 1.65e-06 1.2e-06 1.7e-06 1.2e-06 2.05e-06 1.65e-06 2e-06 1.5e-06 1.4e-06 1.75e-06 1.75e-06 1.5e-06 1.75e-06 9.5e-07
17 1.75e-06 1.4e-06 1.7e-06 1.55e-06 1.55e-06 1.6e-06 1.5e-06 1.4e-06 1.9e-06 1.85e-06 1.75e-06 1.55e-06 1.5e-06 1.55e-06 1.65e-06 1.45e-06 1.4e-06 2.3e-06 1.55e-06 1.55e-06 1.6e-06 1.35e-06 1.4e-06 1.25e-06 1.7e-06 1.5e-06 1.35e-06 1.95e-06 1.65e-06 1.3e-06 1.35e-06 1.75e-06 1.65e-06 1.6e-06 1.2e-06 1.25e-06 1.85e-06 1.4e-06 1.5e-06
18 1.85e-06 1.55e-06 1.75e-06 1.85e-06 1.75e-06 1.8e-06 1.75e-06 1.7e-06 2.1e-06 2.05e-06 1.95e-06 1.6e-06 1.45e-06 1.75e-06 1.7e-06 1.45e-06 1.65e-06 1.55e-06 2.7e-06 1.6e-06 1.8e-06 1.5e-06 1.5e-06 1.5e-06 1.8e-06 1.8e-06 1.5e-06 2.15e-06 1.85e-06 1.6e-06 1.45e-06 1.7e-06 1.7e-06 1.8e-06 1.5e-06 1.5e-06 1.95e-06 1.5e-06 1.45e-06
19 1.35e-06 1.4e-06 1.4e-06 1.6e-06 1.55e-06 2.1e-06 1.7e-06 2.1e-06 2e-06 2e-06 1.85e-06 1.5e-06 1.5e-06 1.65e-06 2e-06 9.5e-07 1.8e-06 1.55e-06 1.6e-06 1.7e-06 1.7e-06 1.25e-06 1.05e-06 1.6e-06 1.3e-06 1.55e-06 1.9e-06 2.1e-06 2e-06 1.25e-06 1.45e-06 1.55e-06 1.35e-06 1.7e-06 1.35e-06 1.25e-06 1.45e-06 1.2e-06 2.05e-06
20 1.55e-06 1.5e-06 1.45e-06 1.35e-06 1.45e-06 1.6e-06 1.2e-06 1.6e-06 7.5e-07 1.35e-06 9e-07 1.65e-06 1.6e-06 6.5e-07 1.45e-06 1.7e-06 1.35e-06 1.6e-06 1.8e-06 1.7e-06 1.2e-06 1.1e-06 1.8e-06 1.7e-06 1.5e-06 1.25e-06 1.45e-06 1.35e-06 1.4e-06 1.65e-06 1.5e-06 1.55e-06 1.55e-06 8.5e-07 1.4e-06 1.4e-06 1.25e-06 1.85e-06 1.65e-06
21 1.75e-06 1.15e-06 1.25e-06 1.2e-06 1.15e-06 1.9e-06 1.65e-06 1.9e-06 1.65e-06 1.7e-06 1.6e-06 1.5e-06 1.5e-06 1.05e-06 1.75e-06 7.5e-07 1.7e-06 1.35e-06 1.5e-06 1.25e-06 1.1e-06 1.2e-06 9e-07 1.6e-06 1.7e-06 1.2e-06 1.55e-06 1.65e-06 1.8e-06 9e-07 1.2e-06 1.25e-06 1.3e-06 1.1e-06 8.5e-07 8.5e-07 1.75e-06 1.35e-06 2e-06
22 2e-06 1.05e-06 1.25e-06 1.5e-06 1.25e-06 2.4e-06 2e-06 2.35e-06 2.25e-06 2.25e-06 2.15e-06 1.45e-06 1.6e-06 1.75e-06 2.35e-06 3.5e-07 2.2e-06 1.4e-06 1.5e-06 1.05e-06 1.8e-06 9e-07 6e-07 1.8e-06 1.95e-06 1.45e-06 1.9e-06 2.3e-06 2.35e-06 6e-07 1.15e-06 1.35e-06 1.25e-06 1.8e-06 7.5e-07 7.5e-07 2.05e-06 1.1e-06 2.55e-06
23 1.5e-06 1.65e-06 1.9e-06 1.65e-06 1.75e-06 1.5e-06 1.4e-06 1.3e-06 1.95e-06 1.75e-06 1.65e-06 1.6e-06 1.35e-06 1.65e-06 1.45e-06 1.8e-06 1.15e-06 1.25e-06 1.5e-06 1.6e-06 1.7e-06 1.6e-06 1.8e-06 1.8e-06 1.45e-06 1.6e-06 1.2e-06 2e-06 1.55e-06 1.55e-06 1.55e-06 1.95e-06 1.7e-06 1.7e-06 1.45e-06 1.5e-06 1.75e-06 1.45e-06 1.05e-06
24 8.5e-07 1.8e-06 1.7e-06 1.8e-06 1.9e-06 1.8e-06 1.45e-06 1.8e-06 1.55e-06 1.4e-06 1.15e-06 1.75e-06 1.6e-06 1.45e-06 1.7e-06 1.85e-06 1.1e-06 1.7e-06 1.8e-06 1.3e-06 1.5e-06 1.7e-06 1.95e-06 1.45e-06 1.6e-06 1.65e-06 1.7e-06 1.9e-06 1.6e-06 1.95e-06 1.8e-06 1.9e-06 1.35e-06 1.55e-06 1.85e-06 1.8e-06 1.2e-06 1.65e-06 1.55e-06
25 1.7e-06 1.45e-06 1.2e-06 1.2e-06 1.35e-06 1.8e-06 1.5e-06 1.85e-06 1.45e-06 1.65e-06 1.45e-06 1.8e-06 1.65e-06 1.2e-06 1.7e-06 1.4e-06 1.65e-06 1.5e-06 1.8e-06 1.55e-06 1.25e-06 1.2e-06 1.45e-06 1.6e-06 1.65e-06 1.8e-06 1.6e-06 1.6e-06 1.45e-06 1.2e-06 1.45e-06 1.5e-06 1.55e-06 1e-06 1.15e-06 1.2e-06 1.65e-06 1.6e-06 2e-06
26 1.75e-06 1.5e-06 1.9e-06 1.65e-06 1.7e-06 1.3e-06 1.5e-06 1.15e-06 1.7e-06 1.65e-06 1.55e-06 1.65e-06 1.35e-06 1.4e-06 1.3e-06 1.95e-06 1.2e-06 1.35e-06 1.5e-06 1.9e-06 1.45e-06 1.55e-06 1.9e-06 1.2e-06 1.7e-06 1.6e-06 1.7e-06 1.8e-06 1.45e-06 1.65e-06 1.45e-06 1.95e-06 1.8e-06 1.5e-06 1.3e-06 1.35e-06 1.85e-06 1.75e-06 9.5e-07
