 slim_762143987 slim_762143985 slim_762143960 slim_762143995 slim_762144006 slim_762144005 slim_762143992 slim_762143969 slim_762144001 slim_762143968 slim_762143994 slim_762143981 slim_762143962 slim_762144004 slim_762143977 slim_762143970 slim_762144008 slim_762143963 slim_762143975 slim_762143989 slim_762143980 slim_762143967 slim_762143982 slim_762143965 slim_762143984 slim_762143972 slim_762143971 slim_762144000 slim_762143973 slim_762143976 slim_762143964 slim_762143978 slim_762143998 slim_762143961 slim_762143979 slim_762144007 slim_762143986 slim_762143990 slim_762143991 slim_762143993 slim_762143999 slim_762143988 slim_762144003 slim_762143966 slim_762143983 slim_762144002 slim_762143997 slim_762143996 slim_762143974
0 9e-07 1.15e-06 9e-07 1e-06 8.5e-07 1.85e-06 1.55e-06 6e-07 8e-07 1.5e-06 1.4e-06 1.45e-06 9e-07 1e-06 1.35e-06 1.15e-06 7e-07 7e-07 9.5e-07 1.45e-06 1.65e-06 1.35e-06 1.45e-06 7.5e-07 9.5e-07 1.5e-06 1.05e-06 1e-06 1.15e-06 1.55e-06 1.2e-06 1.8e-06 9e-07 4.5e-07 1.4e-06 1.15e-06 8e-07 1.05e-06 1.95e-06 1.3e-06 1e-06 1.2e-06 1.1e-06 1.3e-06 1.15e-06 7.5e-07 1.05e-06 1e-06 9.5e-07
1 1.15e-06 1.1e-06 1.35e-06 1.5e-06 1.4e-06 1.95e-06 1.8e-06 1.1e-06 1.15e-06 1.75e-06 1.7e-06 1.85e-06 9.5e-07 8.5e-07 1.75e-06 1e-06 1.3e-06 9e-07 1.05e-06 1.75e-06 1.9e-06 1.15e-06 1.8e-06 7e-07 1.05e-06 1.85e-06 1.3e-06 1.25e-06 1.65e-06 1.75e-06 1.5e-06 2.15e-06 6e-07 1.1e-06 1.25e-06 1.5e-06 1.05e-06 1.35e-06 1.5e-06 1.35e-06 1.25e-06 1.5e-06 9.5e-07 1.35e-06 1.1e-06 1.35e-06 1.35e-06 1.3e-06 9.5e-07
2 9e-07 1.35e-06 1.3e-06 1.3e-06 1.1e-06 1.55e-06 1.5e-06 1e-06 7.5e-07 1.55e-06 1.05e-06 1.5e-06 9e-07 1.2e-06 1.4e-06 1.15e-06 8.5e-07 1.1e-06 1.15e-06 1.1e-06 1.6e-06 1.45e-06 1.05e-06 9.5e-07 1.2e-06 1.45e-06 8e-07 7.5e-07 1e-06 1.2e-06 9.5e-07 1.5e-06 1.1e-06 8.5e-07 1.45e-06 1.2e-06 1e-06 8e-07 1.8e-06 1.35e-06 7.5e-07 9.5e-07 1.3e-06 1.05e-06 9e-07 1.2e-06 1.25e-06 7.5e-07 1.15e-06
3 1e-06 1.5e-06 1.3e-06 1.4e-06 1e-06 1.6e-06 1.35e-06 7e-07 1.3e-06 1.25e-06 1.05e-06 1.1e-06 1.25e-06 1.45e-06 1.35e-06 1.35e-06 1.1e-06 1.05e-06 1.4e-06 1.1e-06 1.45e-06 1.05e-06 1.25e-06 1.2e-06 1.5e-06 9e-07 1.3e-06 1.25e-06 1.45e-06 1.6e-06 1.25e-06 1.55e-06 1.4e-06 9.5e-07 1.6e-06 1.5e-06 1.05e-06 1.1e-06 1.7e-06 1.1e-06 1.25e-06 1.25e-06 1.35e-06 1.55e-06 1.45e-06 1.15e-06 1.15e-06 1.05e-06 1.45e-06
4 8.5e-07 1.4e-06 1.1e-06 1e-06 1.2e-06 1.45e-06 1.4e-06 7e-07 1.15e-06 1.4e-06 1.3e-06 1.4e-06 1e-06 1.2e-06 1.2e-06 1.3e-06 9e-07 9e-07 1.2e-06 1.35e-06 1.55e-06 1.4e-06 1.3e-06 1e-06 1.25e-06 1.4e-06 1.1e-06 1.05e-06 1.2e-06 1.45e-06 1.2e-06 1.45e-06 1.2e-06 8e-07 1.45e-06 1.35e-06 1e-06 1.05e-06 1.9e-06 1.25e-06 1.05e-06 1.2e-06 1.3e-06 1.35e-06 1.25e-06 1e-06 1.2e-06 1e-06 1.25e-06
5 1.85e-06 1.95e-06 1.55e-06 1.6e-06 1.45e-06 2.1e-06 1.6e-06 1.7e-06 1.7e-06 1.45e-06 1.3e-06 1.5e-06 1.6e-06 1.8e-06 1.5e-06 1.75e-06 1.7e-06 1.8e-06 1.9e-06 1.35e-06 1.75e-06 1.6e-06 1.3e-06 1.7e-06 2e-06 1.35e-06 1.5e-06 1.45e-06 1.7e-06 1.7e-06 1.6e-06 1.4e-06 1.85e-06 1.8e-06 1.95e-06 1.95e-06 1.75e-06 1.45e-06 1.55e-06 1.5e-06 1.45e-06 1.6e-06 1.85e-06 1.65e-06 1.6e-06 1.95e-06 1.7e-06 1.4e-06 1.95e-06
6 1.55e-06 1.8e-06 1.5e-06 1.35e-06 1.4e-06 1.6e-06 1.9e-06 1.4e-06 1.65e-06 1.7e-06 1.3e-06 1.25e-06 1.45e-06 1.75e-06 1.5e-06 1.7e-06 1.45e-06 1.6e-06 1.75e-06 1.35e-06 1.1e-06 1.4e-06 1.3e-06 1.55e-06 1.8e-06 1.15e-06 1.5e-06 1.45e-06 1.65e-06 1.25e-06 1.55e-06 1.35e-06 1.75e-06 1.5e-06 1.45e-06 1.35e-06 1.5e-06 1.4e-06 1.85e-06 1.35e-06 1.45e-06 1.55e-06 1.8e-06 1.75e-06 1.65e-06 1.7e-06 1.45e-06 1.35e-06 1.8e-06
7 6e-07 1.1e-06 1e-06 7e-07 7e-07 1.7e-06 1.4e-06 6e-07 9e-07 1.25e-06 1.15e-06 1.4e-06 9.5e-07 1.05e-06 1.35e-06 9.5e-07 8e-07 6.5e-07 1e-06 1.2e-06 1.5e-06 1.05e-06 1.35e-06 8e-07 1.1e-06 1.3e-06 1e-06 9.5e-07 1.15e-06 1.35e-06 9.5e-07 1.65e-06 1e-06 5.5e-07 1.3e-06 1.2e-06 6.5e-07 8e-07 1.7e-06 1.1e-06 9.5e-07 9.5e-07 9.5e-07 1.25e-06 1.15e-06 7.5e-07 1.05e-06 7.5e-07 1.05e-06
8 8e-07 1.15e-06 7.5e-07 1.3e-06 1.15e-06 1.7e-06 1.65e-06 9e-07 1.1e-06 1.55e-06 1.25e-06 1.55e-06 9.5e-07 1e-06 1.45e-06 1e-06 9.5e-07 9.5e-07 1e-06 1.3e-06 1.75e-06 1.4e-06 1.3e-06 7.5e-07 1.05e-06 1.6e-06 8.5e-07 8e-07 1.1e-06 1.4e-06 1.05e-06 1.7e-06 9e-07 7.5e-07 1.45e-06 1.25e-06 8.5e-07 9e-07 1.75e-06 1.35e-06 8e-07 1.05e-06 1.1e-06 1.1e-06 9.5e-07 1.1e-06 1.1e-06 8.5e-07 1e-06
9 1.5e-06 1.75e-06 1.55e-06 1.25e-06 1.4e-06 1.45e-06 1.7e-06 1.25e-06 1.55e-06 2.4e-06 1.35e-06 1.55e-06 1.6e-06 1.7e-06 1.7e-06 1.5e-06 1.55e-06 1.45e-06 1.75e-06 1.4e-06 1.8e-06 1.45e-06 1.45e-06 1.55e-06 1.9e-06 1.4e-06 1.5e-06 1.45e-06 1.7e-06 1.75e-06 1.55e-06 1.7e-06 1.7e-06 1.45e-06 1.9e-06 1.9e-06 1.55e-06 1.4e-06 1.5e-06 1.5e-06 1.45e-06 1.55e-06 1.65e-06 1.65e-06 1.6e-06 1.6e-06 1.6e-06 1.35e-06 1.8e-06
