 slim_762152438 slim_762152445 slim_762152422 slim_762152420 slim_762152423 slim_762152455 slim_762152419 slim_762152448 slim_762152414 slim_762152443 slim_762152417 slim_762152430 slim_762152416 slim_762152431 slim_762152452 slim_762152440 slim_762152444 slim_762152437 slim_762152450 slim_762152454 slim_762152428 slim_762152429 slim_762152433 slim_762152432 slim_762152442 slim_762152446 slim_762152456 slim_762152425 slim_762152426 slim_762152439 slim_762152421 slim_762152415 slim_762152453 slim_762152427 slim_762152441 slim_762152449 slim_762152424 slim_762152451 slim_762152435 slim_762152447 slim_762152434 slim_762152436 slim_762152418
0 2.1e-06 1.65e-06 2.35e-06 1.95e-06 1.8e-06 1.95e-06 1.9e-06 2e-06 1.7e-06 1.8e-06 2.1e-06 1.65e-06 1.9e-06 1.8e-06 1.65e-06 2.25e-06 2e-06 1.95e-06 2.05e-06 2.3e-06 2.35e-06 1.85e-06 1.95e-06 1.85e-06 2.7e-06 1.6e-06 1.9e-06 1.65e-06 1.55e-06 2.5e-06 2.2e-06 2e-06 1.95e-06 2.25e-06 1.95e-06 2.2e-06 2.1e-06 1.9e-06 1.4e-06 2.3e-06 1.7e-06 1.4e-06 1.9e-06
1 1.65e-06 0.0 1.8e-06 1.35e-06 1.95e-06 8.5e-07 1.65e-06 1.75e-06 1.3e-06 4e-07 1.9e-06 1.1e-06 1.35e-06 1.55e-06 1.65e-06 1.05e-06 8e-07 1.55e-06 1.3e-06 1.1e-06 1.7e-06 1.8e-06 5.5e-07 4.5e-07 1.75e-06 7.5e-07 1.4e-06 1.95e-06 1.6e-06 1.55e-06 1.3e-06 1.45e-06 9.5e-07 1.15e-06 3e-07 1.25e-06 9e-07 1.35e-06 1.4e-06 1.55e-06 1.45e-06 8.5e-07 1.8e-06
2 2.35e-06 1.8e-06 3.2e-06 2.1e-06 1.8e-06 1.85e-06 1.95e-06 1.8e-06 2.55e-06 2.05e-06 2.15e-06 2.5e-06 2.15e-06 1.95e-06 2.25e-06 1.8e-06 1.8e-06 1.85e-06 1.65e-06 2.3e-06 1.9e-06 2.05e-06 2e-06 1.9e-06 2e-06 1.85e-06 2.2e-06 2.2e-06 2.3e-06 2e-06 2.25e-06 2.25e-06 1.85e-06 2.25e-06 1.9e-06 1.85e-06 1.8e-06 2e-06 2.45e-06 2.1e-06 2.5e-06 2.25e-06 2.25e-06
3 1.95e-06 1.35e-06 2.1e-06 2.1e-06 2.1e-06 1.65e-06 1.55e-06 1.8e-06 1.95e-06 1.65e-06 1.85e-06 1.95e-06 1.85e-06 1.45e-06 1.95e-06 1.7e-06 1.5e-06 1.4e-06 1.35e-06 2.05e-06 1.85e-06 2e-06 1.4e-06 1.3e-06 1.8e-06 1.3e-06 1.8e-06 1.85e-06 1.9e-06 1.5e-06 1.9e-06 1.95e-06 1.65e-06 1.6e-06 1.6e-06 1.5e-06 1.6e-06 1.8e-06 1.9e-06 1.9e-06 1.9e-06 1.7e-06 1.85e-06
4 1.8e-06 1.95e-06 1.8e-06 2.1e-06 1.1e-06 2.4e-06 2.4e-06 1.6e-06 2.55e-06 2.25e-06 2.55e-06 2.5e-06 1.5e-06 2.3e-06 2.65e-06 2.5e-06 2.3e-06 2.2e-06 2.4e-06 2.75e-06 2.8e-06 2.1e-06 2.15e-06 2.05e-06 2.8e-06 1.9e-06 2.35e-06 1.85e-06 2.6e-06 2.65e-06 2.7e-06 1.6e-06 2.4e-06 2.5e-06 2.2e-06 2.45e-06 2.4e-06 2.65e-06 2.55e-06 1.9e-06 2.6e-06 2.25e-06 2.5e-06
5 1.95e-06 8.5e-07 1.85e-06 1.65e-06 2.4e-06 1.7e-06 1.35e-06 1.7e-06 1.65e-06 1e-06 1.7e-06 1.6e-06 1.85e-06 1.35e-06 1.35e-06 1.2e-06 1e-06 1.4e-06 1.05e-06 1.25e-06 1.2e-06 1.75e-06 1.15e-06 1.1e-06 1.4e-06 1.25e-06 1.4e-06 2.1e-06 1.4e-06 1.4e-06 1.3e-06 1.95e-06 9e-07 1.5e-06 1.1e-06 1.2e-06 1.05e-06 9.5e-07 1.45e-06 1.85e-06 1.65e-06 1.35e-06 1.65e-06
6 1.9e-06 1.65e-06 1.95e-06 1.55e-06 2.4e-06 1.35e-06 1.9e-06 1.7e-06 1.95e-06 1.75e-06 1.55e-06 1.95e-06 2.2e-06 1e-06 1.35e-06 1.5e-06 1.4e-06 1.2e-06 1e-06 1.8e-06 1.15e-06 1.75e-06 1.85e-06 1.75e-06 1.65e-06 1.4e-06 1.5e-06 1.75e-06 1.35e-06 1.6e-06 1.65e-06 2.3e-06 1.35e-06 1.85e-06 1.85e-06 1.4e-06 1.4e-06 1.05e-06 1.45e-06 2.3e-06 1.7e-06 1.7e-06 1.55e-06
7 2e-06 1.75e-06 1.8e-06 1.8e-06 1.6e-06 1.7e-06 1.7e-06 2.5e-06 2.25e-06 1.95e-06 1.8e-06 2.3e-06 1.65e-06 1.7e-06 1.95e-06 1.85e-06 1.7e-06 1.5e-06 1.45e-06 2.05e-06 1.7e-06 1.75e-06 1.85e-06 1.75e-06 1.6e-06 1.7e-06 1.85e-06 2e-06 2e-06 1.75e-06 2e-06 1.75e-06 1.7e-06 2.05e-06 2e-06 1.7e-06 1.7e-06 1.7e-06 2.1e-06 1.8e-06 2.25e-06 2.05e-06 1.85e-06
8 1.7e-06 1.3e-06 2.55e-06 1.95e-06 2.55e-06 1.65e-06 1.95e-06 2.25e-06 2.2e-06 1.2e-06 2.1e-06 1.45e-06 1.75e-06 1.95e-06 1.5e-06 1.95e-06 1.8e-06 2.05e-06 1.9e-06 1.8e-06 2.2e-06 2.35e-06 1.65e-06 1.55e-06 2.25e-06 1.6e-06 1.7e-06 2.05e-06 1.55e-06 2.1e-06 1.65e-06 1.85e-06 1.7e-06 2e-06 1.55e-06 1.95e-06 1.8e-06 1.7e-06 1.3e-06 2.2e-06 1.55e-06 1.2e-06 2e-06
9 1.8e-06 4e-07 2.05e-06 1.65e-06 2.25e-06 1e-06 1.75e-06 1.95e-06 1.2e-06 8e-07 2.1e-06 1.3e-06 1.4e-06 1.75e-06 1.6e-06 1.3e-06 1.15e-06 1.85e-06 1.5e-06 1.2e-06 1.85e-06 2e-06 9e-07 8e-07 1.85e-06 1.1e-06 1.45e-06 2.15e-06 1.65e-06 1.65e-06 1.25e-06 1.5e-06 1.1e-06 1.45e-06 6.5e-07 1.45e-06 1.15e-06 1.35e-06 1.45e-06 1.7e-06 1.6e-06 1.05e-06 2.05e-06
10 2.1e-06 1.9e-06 2.15e-06 1.85e-06 2.55e-06 1.7e-06 1.55e-06 1.8e-06 2.1e-06 2.1e-06 2.4e-06 2.15e-06 2.3e-06 1.55e-06 1.65e-06 1.75e-06 1.6e-06 1.35e-06 1.3e-06 2e-06 1.45e-06 2e-06 2.05e-06 1.95e-06 1.65e-06 1.7e-06 1.85e-06 1.95e-06 1.7e-06 1.75e-06 2e-06 2.4e-06 1.7e-06 2.1e-06 2.1e-06 1.6e-06 1.6e-06 1.55e-06 1.8e-06 2.35e-06 1.95e-06 1.9e-06 1.4e-06
11 1.65e-06 1.1e-06 2.5e-06 1.95e-06 2.5e-06 1.6e-06 1.95e-06 2.3e-06 1.45e-06 1.3e-06 2.15e-06 2.2e-06 2.05e-06 1.85e-06 1.55e-06 1.9e-06 1.65e-06 2e-06 1.9e-06 1.85e-06 2.2e-06 2.3e-06 1.55e-06 1.45e-06 2.5e-06 1.45e-06 1.85e-06 2e-06 1.5e-06 2.3e-06 1.9e-06 2.15e-06 1.65e-06 1.95e-06 1.4e-06 2e-06 1.75e-06 1.7e-06 1.25e-06 2.35e-06 1.5e-06 1.1e-06 1.95e-06
12 1.9e-06 1.35e-06 2.15e-06 1.85e-06 1.5e-06 1.85e-06 2.2e-06 1.65e-06 1.75e-06 1.4e-06 2.3e-06 2.05e-06 2.3e-06 2.2e-06 2.25e-06 2.05e-06 1.9e-06 2.05e-06 2.05e-06 2e-06 2.45e-06 2.1e-06 1.6e-06 1.5e-06 2.1e-06 1.65e-06 1.85e-06 2.15e-06 2.3e-06 2.05e-06 1.9e-06 1.25e-06 1.9e-06 2.05e-06 1.6e-06 2e-06 1.9e-06 2.15e-06 2.15e-06 1.7e-06 2.25e-06 1.8e-06 2.3e-06
13 1.8e-06 1.55e-06 1.95e-06 1.45e-06 2.3e-06 1.35e-06 1e-06 1.7e-06 1.95e-06 1.75e-06 1.55e-06 1.85e-06 2.2e-06 1.7e-06 1.35e-06 1.5e-06 1.3e-06 1.1e-06 1e-06 1.8e-06 1.1e-06 1.75e-06 1.75e-06 1.65e-06 1.75e-06 1.3e-06 1.5e-06 1.65e-06 1.2e-06 1.7e-06 1.6e-06 2.3e-06 1.35e-06 1.75e-06 1.8e-06 1.4e-06 1.4e-06 1.05e-06 1.35e-06 2.3e-06 1.6e-06 1.6e-06 1.4e-06
14 1.65e-06 1.65e-06 2.25e-06 1.95e-06 2.65e-06 1.35e-06 1.35e-06 1.95e-06 1.5e-06 1.6e-06 1.65e-06 1.55e-06 2.25e-06 1.35e-06 1.9e-06 1.75e-06 1.6e-06 1.6e-06 1.35e-06 1.75e-06 1.4e-06 2e-06 1.9e-06 1.8e-06 1.85e-06 1.65e-06 1.55e-06 1.85e-06 1e-06 1.85e-06 1.6e-06 2.35e-06 1.35e-06 2.05e-06 1.9e-06 1.65e-06 1.6e-06 1e-06 1e-06 2.35e-06 1.45e-06 1.3e-06 1.5e-06
