 slim_762398376 slim_762398385 slim_762398381 slim_762398391 slim_762398386 slim_762398422 slim_762398399 slim_762398403 slim_762398406 slim_762398404 slim_762398405 slim_762398411 slim_762398414 slim_762398388 slim_762398400 slim_762398392 slim_762398363 slim_762398384 slim_762398380 slim_762398367 slim_762398368 slim_762398383 slim_762398373 slim_762398375 slim_762398412 slim_762398394 slim_762398420 slim_762398409 slim_762398390 slim_762398365 slim_762398387 slim_762398407 slim_762398425 slim_762398408 slim_762398371 slim_762398410 slim_762398369 slim_762398370 slim_762398401 slim_762398416 slim_762398423 slim_762398398 slim_762398378 slim_762398377 slim_762398418 slim_762398389 slim_762398379 slim_762398372 slim_762398421 slim_762398413 slim_762398366 slim_762398424 slim_762398419 slim_762398364 slim_762398374 slim_762398397 slim_762398417 slim_762398393 slim_762398402 slim_762398415 slim_762398396 slim_762398382 slim_762398395
0 5e-07 2.35e-06 2.05e-06 1.9e-06 2.45e-06 2.35e-06 1.85e-06 2.2e-06 9e-07 1.65e-06 2.35e-06 1.9e-06 2.1e-06 2.35e-06 3e-06 2.7e-06 1.65e-06 1.25e-06 2.75e-06 1.95e-06 2.7e-06 2.05e-06 2.75e-06 1.85e-06 2.35e-06 2.2e-06 2.35e-06 1.95e-06 2.45e-06 1.35e-06 3.2e-06 2.35e-06 4e-07 2.25e-06 2.05e-06 1.75e-06 2.15e-06 2.65e-06 1.85e-06 6e-07 3.05e-06 1.05e-06 2.5e-06 2.35e-06 1.95e-06 2.35e-06 2.1e-06 1.85e-06 2.2e-06 1.35e-06 9.5e-07 1.25e-06 1.45e-06 2.4e-06 2.1e-06 2e-06 1.25e-06 2.75e-06 2.45e-06 1.35e-06 2.1e-06 1.85e-06 1.9e-06
1 2.35e-06 2.4e-06 2.1e-06 1.75e-06 1.7e-06 2.25e-06 2.15e-06 1.75e-06 1.8e-06 1.25e-06 1.85e-06 1.3e-06 2e-06 1.2e-06 1.9e-06 1.85e-06 1.75e-06 1.9e-06 1.85e-06 1.3e-06 1.6e-06 1.6e-06 1.6e-06 2.15e-06 1.55e-06 1.95e-06 2.25e-06 2.1e-06 1.55e-06 1.95e-06 1.55e-06 1.5e-06 2.55e-06 1.4e-06 1.3e-06 1.25e-06 1.35e-06 1.65e-06 1.3e-06 2.3e-06 2.05e-06 2.25e-06 2.15e-06 1.9e-06 1.85e-06 2.2e-06 1.8e-06 2.1e-06 2.15e-06 1.65e-06 1.75e-06 1.85e-06 2.45e-06 1.55e-06 1.9e-06 1.9e-06 2.55e-06 2e-06 1.9e-06 1.9e-06 1.3e-06 1.4e-06 1.3e-06
2 2.05e-06 2.1e-06 2.8e-06 2.1e-06 2.1e-06 2.55e-06 2.25e-06 2.1e-06 2e-06 1.95e-06 2.15e-06 1.85e-06 2.25e-06 2.05e-06 2.6e-06 2.4e-06 1.65e-06 1.95e-06 1.65e-06 1.85e-06 2.25e-06 1.95e-06 2.25e-06 2.25e-06 1.95e-06 2.05e-06 2.5e-06 2e-06 2.35e-06 2e-06 2.5e-06 1.9e-06 2.2e-06 1.8e-06 1.8e-06 2e-06 1.85e-06 2.25e-06 1.85e-06 1.95e-06 2.85e-06 2.3e-06 1.95e-06 1.85e-06 1.9e-06 2.75e-06 2.2e-06 1.95e-06 2.25e-06 1.7e-06 1.95e-06 1.9e-06 2.35e-06 1.95e-06 2.05e-06 1.95e-06 2.25e-06 2.55e-06 2.3e-06 1.55e-06 1.8e-06 1.9e-06 1.85e-06
3 1.9e-06 1.75e-06 2.1e-06 2.3e-06 1.95e-06 2.15e-06 1.9e-06 1.45e-06 1.75e-06 1.6e-06 2e-06 1.35e-06 1.85e-06 1.7e-06 2.3e-06 1.85e-06 1.55e-06 1.6e-06 1.9e-06 1.4e-06 1.6e-06 1.3e-06 1.65e-06 1.65e-06 1.35e-06 1.75e-06 2.35e-06 1.95e-06 1.85e-06 1.65e-06 2e-06 1.35e-06 2.1e-06 1.25e-06 1.55e-06 1.65e-06 1.6e-06 1.6e-06 1.35e-06 1.8e-06 2.35e-06 1.85e-06 1.9e-06 2e-06 1.6e-06 2.2e-06 1.55e-06 1.95e-06 2.15e-06 1.7e-06 1.7e-06 1.55e-06 2.2e-06 1.4e-06 1.9e-06 1.65e-06 2.25e-06 2e-06 2.05e-06 1.65e-06 1.55e-06 1.4e-06 1.35e-06
4 2.45e-06 1.7e-06 2.1e-06 1.95e-06 2.3e-06 2.05e-06 1.8e-06 1.95e-06 2.3e-06 2.2e-06 1.7e-06 1.75e-06 1.85e-06 1.65e-06 2.15e-06 1.55e-06 1.75e-06 1.9e-06 1.8e-06 1.75e-06 1.4e-06 1.8e-06 1.4e-06 1.85e-06 1.5e-06 1.4e-06 2.05e-06 1.2e-06 1.85e-06 2e-06 1.35e-06 1.45e-06 2.6e-06 1.35e-06 1.75e-06 2.25e-06 1.8e-06 1.45e-06 1.75e-06 2.35e-06 2.2e-06 2.45e-06 2.35e-06 2.2e-06 1.3e-06 2.7e-06 1.95e-06 1.15e-06 1.9e-06 2.15e-06 2.3e-06 1.9e-06 1.9e-06 1.5e-06 1.75e-06 1.35e-06 2e-06 1.7e-06 2.2e-06 1.65e-06 1.75e-06 1.85e-06 1.75e-06
5 2.35e-06 2.25e-06 2.55e-06 2.15e-06 2.05e-06 2.3e-06 2.25e-06 2.3e-06 2.3e-06 2.25e-06 1.65e-06 2.1e-06 1.55e-06 2.15e-06 1.95e-06 1.85e-06 2e-06 2.15e-06 2.6e-06 2.05e-06 1.6e-06 2.15e-06 1.55e-06 2.15e-06 2.15e-06 2.1e-06 2e-06 1.8e-06 1.75e-06 2.25e-06 1.7e-06 2.05e-06 2.6e-06 1.95e-06 2.25e-06 2.25e-06 2.25e-06 1.6e-06 2.15e-06 2.15e-06 1.6e-06 2.45e-06 2.75e-06 2.7e-06 2e-06 2.3e-06 2.3e-06 1.85e-06 1.85e-06 2.1e-06 2.25e-06 2.15e-06 2.4e-06 2.1e-06 1.55e-06 2.05e-06 2.45e-06 2.25e-06 2.6e-06 1.9e-06 2.2e-06 2.2e-06 2.1e-06
6 1.85e-06 2.15e-06 2.25e-06 1.9e-06 1.8e-06 2.25e-06 2.5e-06 2.1e-06 1.8e-06 1.95e-06 2.1e-06 1.8e-06 2.05e-06 2.15e-06 2.55e-06 1.95e-06 1.85e-06 1.75e-06 2.25e-06 1.85e-06 1.95e-06 1.95e-06 2e-06 1.7e-06 1.85e-06 1.65e-06 2e-06 1.5e-06 2.1e-06 1.95e-06 2.35e-06 1.85e-06 1.95e-06 1.75e-06 1.95e-06 2.05e-06 2.05e-06 2e-06 1.75e-06 1.75e-06 2.5e-06 1.5e-06 2.4e-06 2.15e-06 1.5e-06 2e-06 1.55e-06 1.35e-06 2.05e-06 1.95e-06 1.95e-06 1.85e-06 1.55e-06 1.9e-06 2.05e-06 1.55e-06 1.65e-06 1.95e-06 2.2e-06 1.75e-06 2e-06 1.85e-06 1.8e-06
7 2.2e-06 1.75e-06 2.1e-06 1.45e-06 1.95e-06 2.3e-06 2.1e-06 2.5e-06 2e-06 1.75e-06 2e-06 1.55e-06 2e-06 1.65e-06 2.3e-06 2.05e-06 1.6e-06 1.8e-06 1.95e-06 1.5e-06 1.8e-06 1.25e-06 1.75e-06 1.85e-06 1.55e-06 1.95e-06 2.5e-06 2.1e-06 2e-06 1.85e-06 1.95e-06 1.45e-06 2.4e-06 1.35e-06 1.55e-06 1.75e-06 1.5e-06 1.85e-06 1.6e-06 2.05e-06 2.45e-06 2.1e-06 1.85e-06 2.1e-06 1.9e-06 2.35e-06 1.7e-06 2.15e-06 2.25e-06 1.75e-06 1.9e-06 1.75e-06 2.4e-06 1.5e-06 1.95e-06 1.95e-06 2.5e-06 2.25e-06 2.15e-06 1.7e-06 1.5e-06 1.7e-06 1.55e-06
8 9e-07 1.8e-06 2e-06 1.75e-06 2.3e-06 2.3e-06 1.8e-06 2e-06 1.6e-06 9e-07 2.2e-06 1.35e-06 2.1e-06 1.8e-06 2.45e-06 2.4e-06 1.65e-06 1.35e-06 2.35e-06 1.4e-06 2.35e-06 1.85e-06 2.4e-06 1.85e-06 2e-06 2.05e-06 2e-06 2e-06 1.9e-06 1.55e-06 2.85e-06 2e-06 1.15e-06 1.9e-06 1.5e-06 1e-06 1.6e-06 2.35e-06 1.3e-06 1.05e-06 2.5e-06 1.25e-06 2.25e-06 1.95e-06 1.85e-06 1.9e-06 1.85e-06 1.9e-06 2.2e-06 1.15e-06 9.5e-07 1.45e-06 1.75e-06 2.05e-06 2.1e-06 1.9e-06 1.65e-06 2.45e-06 1.95e-06 1.55e-06 1.55e-06 1.35e-06 1.35e-06
9 1.65e-06 1.25e-06 1.95e-06 1.6e-06 2.2e-06 2.25e-06 1.95e-06 1.75e-06 9e-07 2e-07 1.95e-06 8e-07 2e-06 1.2e-06 1.85e-06 2.2e-06 1.55e-06 1.6e-06 2e-06 8e-07 2e-06 1.6e-06 2e-06 1.9e-06 1.65e-06 1.95e-06 1.7e-06 2e-06 1.35e-06 1.65e-06 2.45e-06 1.6e-06 1.85e-06 1.5e-06 9.5e-07 2e-07 1e-06 2.05e-06 8e-07 1.6e-06 1.9e-06 1.75e-06 2.05e-06 1.7e-06 1.85e-06 1.55e-06 1.7e-06 2e-06 2.25e-06 8.5e-07 8.5e-07 1.55e-06 2.2e-06 1.65e-06 2e-06 1.9e-06 2.15e-06 2.4e-06 1.55e-06 1.6e-06 9.5e-07 9e-07 8e-07
