 slim_762365197 slim_762365208 slim_762365193 slim_762365222 slim_762365203 slim_762365228 slim_762365206 slim_762365194 slim_762365200 slim_762365219 slim_762365195 slim_762365217 slim_762365220 slim_762365192 slim_762365221 slim_762365212 slim_762365223 slim_762365205 slim_762365225 slim_762365199 slim_762365216 slim_762365201 slim_762365227 slim_762365213 slim_762365230 slim_762365210 slim_762365209 slim_762365214 slim_762365198 slim_762365218 slim_762365224 slim_762365204 slim_762365229 slim_762365211 slim_762365207 slim_762365196 slim_762365226 slim_762365215 slim_762365202
0 1.4e-06 2.5e-06 2.25e-06 2.05e-06 2.8e-06 1.5e-06 1.15e-06 1.3e-06 2.65e-06 1.7e-06 1.4e-06 1.75e-06 1.8e-06 1.05e-06 2.1e-06 1.45e-06 1.3e-06 1.3e-06 1.8e-06 1.75e-06 1e-06 1.4e-06 1.55e-06 1.8e-06 7e-07 1.9e-06 1.1e-06 1.65e-06 1.25e-06 2.6e-06 1.95e-06 1.75e-06 8e-07 1.45e-06 1.1e-06 2.2e-06 1.1e-06 1e-06 1.55e-06
1 2.5e-06 2.9e-06 2.35e-06 2.4e-06 2.25e-06 2.7e-06 2.6e-06 3e-06 1.95e-06 3.25e-06 2.9e-06 2.7e-06 2.3e-06 3.05e-06 1.95e-06 2.7e-06 2.7e-06 2.55e-06 2.25e-06 3.15e-06 2.75e-06 2.65e-06 2.8e-06 2.6e-06 2.15e-06 2.25e-06 3.15e-06 3.2e-06 2.25e-06 2.1e-06 2e-06 2.7e-06 2.9e-06 2.9e-06 3.15e-06 2.3e-06 2.8e-06 2.75e-06 2.9e-06
2 2.25e-06 2.35e-06 3.3e-06 2.75e-06 2.6e-06 2.55e-06 2.1e-06 2.6e-06 2.3e-06 2.85e-06 2.5e-06 2.55e-06 2.4e-06 2.6e-06 2.35e-06 2.5e-06 2.5e-06 2.05e-06 2.4e-06 2.85e-06 2.5e-06 2.3e-06 2.05e-06 2.7e-06 2.05e-06 2.5e-06 2.75e-06 2.9e-06 2.35e-06 2.55e-06 2.5e-06 2.25e-06 2.5e-06 1.7e-06 2.75e-06 1.7e-06 2.2e-06 2.5e-06 2.55e-06
3 2.05e-06 2.4e-06 2.75e-06 3.5e-06 2.7e-06 2.8e-06 2.2e-06 2.15e-06 2.2e-06 2.55e-06 2.25e-06 2.65e-06 2.65e-06 1.95e-06 2.3e-06 2.65e-06 2.55e-06 2.25e-06 2.3e-06 2.8e-06 2.2e-06 2.45e-06 2.75e-06 2.25e-06 2.25e-06 1.85e-06 2e-06 2.5e-06 2.05e-06 2.6e-06 2.1e-06 2.6e-06 1.8e-06 2.8e-06 1.95e-06 2.7e-06 2.25e-06 2.2e-06 2.5e-06
4 2.8e-06 2.25e-06 2.6e-06 2.7e-06 3.1e-06 3.1e-06 2.6e-06 2.8e-06 2.8e-06 3.1e-06 2.5e-06 2.45e-06 2.9e-06 3e-06 2.35e-06 3.05e-06 2.8e-06 2.65e-06 3e-06 2.85e-06 3.05e-06 2.7e-06 3.05e-06 3.2e-06 2.85e-06 2.45e-06 3.05e-06 3.15e-06 2.9e-06 2.3e-06 2.7e-06 2.15e-06 2.8e-06 3.2e-06 3.05e-06 2.55e-06 2.95e-06 3.05e-06 2.75e-06
5 1.5e-06 2.7e-06 2.55e-06 2.8e-06 3.1e-06 1.8e-06 1.65e-06 2.1e-06 2.95e-06 2.05e-06 2.15e-06 2.1e-06 1.55e-06 2.25e-06 2.35e-06 1.25e-06 1.55e-06 1.5e-06 2.15e-06 2.2e-06 1.75e-06 1.65e-06 1.65e-06 2.6e-06 9e-07 2.75e-06 2.4e-06 2e-06 1.95e-06 2.65e-06 2.15e-06 1.9e-06 2.15e-06 1.85e-06 2.4e-06 2.5e-06 1.85e-06 1.75e-06 2.05e-06
6 1.15e-06 2.6e-06 2.1e-06 2.2e-06 2.6e-06 1.65e-06 1.1e-06 1.4e-06 2.65e-06 1.5e-06 1.5e-06 1.65e-06 1.65e-06 1.35e-06 2.2e-06 1.5e-06 1.45e-06 5.5e-07 2.1e-06 1.85e-06 1.4e-06 1.2e-06 1.35e-06 2.25e-06 1.15e-06 1.9e-06 1.4e-06 1.65e-06 1.65e-06 2.3e-06 2.15e-06 1.25e-06 1.2e-06 1.5e-06 1.45e-06 2.05e-06 1.25e-06 1.4e-06 1.55e-06
7 1.3e-06 3e-06 2.6e-06 2.15e-06 2.8e-06 2.1e-06 1.4e-06 1.6e-06 3.05e-06 1.6e-06 1.05e-06 2.15e-06 2.15e-06 9.5e-07 2.65e-06 1.95e-06 1.6e-06 1.6e-06 2.45e-06 1.95e-06 1.4e-06 1.85e-06 2.1e-06 2.05e-06 1.6e-06 1.95e-06 1e-06 1.5e-06 1.55e-06 3e-06 2.6e-06 1.85e-06 9e-07 1.95e-06 1e-06 2.55e-06 1.3e-06 1.25e-06 1.8e-06
8 2.65e-06 1.95e-06 2.3e-06 2.2e-06 2.8e-06 2.95e-06 2.65e-06 3.05e-06 7e-07 3.2e-06 3.15e-06 3.2e-06 2.45e-06 3e-06 2.35e-06 2.8e-06 3e-06 2.55e-06 1.55e-06 3.3e-06 2.9e-06 2.8e-06 3.05e-06 2.05e-06 2.55e-06 2.2e-06 3.05e-06 3.05e-06 2.35e-06 2.5e-06 2.05e-06 2.9e-06 2.8e-06 3.3e-06 3.05e-06 2.25e-06 3e-06 2.9e-06 3.1e-06
9 1.7e-06 3.25e-06 2.85e-06 2.55e-06 3.1e-06 2.05e-06 1.5e-06 1.6e-06 3.2e-06 2.7e-06 1.6e-06 2.3e-06 2e-06 1.45e-06 2.9e-06 2e-06 2e-06 1.35e-06 2.7e-06 2.35e-06 1.8e-06 1.95e-06 2.2e-06 2.55e-06 1.95e-06 2.3e-06 1.4e-06 1.85e-06 2.05e-06 3e-06 2.85e-06 1.85e-06 1.4e-06 2.3e-06 1.4e-06 2.8e-06 1.7e-06 1.9e-06 1.95e-06
