 slim_762442856 slim_762442878 slim_762442882 slim_762442865 slim_762442883 slim_762442866 slim_762442879 slim_762442873 slim_762442843 slim_762442845 slim_762442872 slim_762442860 slim_762442874 slim_762442863 slim_762442849 slim_762442859 slim_762442880 slim_762442877 slim_762442869 slim_762442870 slim_762442864 slim_762442862 slim_762442875 slim_762442844 slim_762442852 slim_762442884 slim_762442840 slim_762442841 slim_762442842 slim_762442881 slim_762442876 slim_762442854 slim_762442855 slim_762442846 slim_762442858 slim_762442850 slim_762442861 slim_762442867 slim_762442853 slim_762442847 slim_762442848 slim_762442857 slim_762442868 slim_762442851 slim_762442871
0 9e-07 2.1e-06 7.5e-07 1.65e-06 1.95e-06 1.55e-06 2e-06 1.5e-06 1.6e-06 1.6e-06 5e-07 1.65e-06 9e-07 1.4e-06 1.35e-06 1.45e-06 1.45e-06 1.7e-06 1.65e-06 6e-07 5e-07 2.05e-06 1.75e-06 1e-06 1.05e-06 1.35e-06 1.15e-06 1.3e-06 6.5e-07 1.05e-06 1.5e-06 7e-07 6.5e-07 1.55e-06 2.15e-06 2.1e-06 1.8e-06 1.65e-06 1.7e-06 8.5e-07 1.9e-06 2.2e-06 1.05e-06 1.95e-06 1.4e-06
1 2.1e-06 1.9e-06 2.1e-06 1.8e-06 1.95e-06 2.4e-06 1.7e-06 1.8e-06 1.75e-06 2.45e-06 2.35e-06 1.65e-06 1.85e-06 1.95e-06 1.75e-06 1.6e-06 1.85e-06 1.8e-06 1.9e-06 2e-06 2.3e-06 1.65e-06 1.85e-06 2.1e-06 2.45e-06 2.15e-06 2.3e-06 1.9e-06 2.05e-06 1.85e-06 1.65e-06 2.05e-06 2.05e-06 2.4e-06 2.1e-06 1.05e-06 2.4e-06 1.65e-06 1.9e-06 2e-06 1.45e-06 1.05e-06 1.95e-06 1.65e-06 1.6e-06
2 7.5e-07 2.1e-06 1.3e-06 1.75e-06 2.15e-06 1.75e-06 2.05e-06 1.7e-06 1.6e-06 1.8e-06 8e-07 1.75e-06 1.1e-06 1.5e-06 1.45e-06 1.65e-06 1.55e-06 1.7e-06 1.85e-06 1e-06 7e-07 2.15e-06 1.95e-06 1.1e-06 1.25e-06 1.45e-06 1.15e-06 1.5e-06 1.05e-06 1.25e-06 1.7e-06 1.1e-06 1.05e-06 1.75e-06 2.35e-06 2.1e-06 2e-06 1.75e-06 1.7e-06 1.05e-06 1.9e-06 2.2e-06 1.35e-06 1.95e-06 1.6e-06
3 1.65e-06 1.8e-06 1.75e-06 2.7e-06 2.15e-06 1.55e-06 1.8e-06 1.65e-06 1.6e-06 1.6e-06 1.8e-06 1.55e-06 1.6e-06 1.65e-06 1.55e-06 2e-06 1.5e-06 1.85e-06 1.9e-06 1.7e-06 1.75e-06 1.5e-06 1.8e-06 1.95e-06 1.35e-06 1.8e-06 1.75e-06 1.6e-06 1.75e-06 1.9e-06 1.65e-06 1.8e-06 1.75e-06 1.55e-06 1.9e-06 1.65e-06 2.3e-06 1.55e-06 2.3e-06 1.7e-06 1.8e-06 1.45e-06 1.8e-06 1.85e-06 1.95e-06
4 1.95e-06 1.95e-06 2.15e-06 2.15e-06 2.8e-06 2e-06 1.8e-06 2.1e-06 1.95e-06 2.05e-06 2.1e-06 1.85e-06 1.95e-06 2.25e-06 2.25e-06 1.75e-06 1.85e-06 1.65e-06 1.8e-06 1.85e-06 2.2e-06 2.05e-06 2.05e-06 2.05e-06 2e-06 1.95e-06 2.1e-06 1.95e-06 1.9e-06 1.8e-06 2.15e-06 1.9e-06 1.9e-06 2e-06 1.9e-06 1.85e-06 1.65e-06 1.85e-06 1.95e-06 2.05e-06 2.05e-06 2.35e-06 2e-06 2.05e-06 1.75e-06
5 1.55e-06 2.4e-06 1.75e-06 1.55e-06 2e-06 1.3e-06 1.55e-06 1.85e-06 1.65e-06 7e-07 1.6e-06 1.25e-06 1.6e-06 1.85e-06 2.05e-06 2.1e-06 1.4e-06 1.9e-06 1.6e-06 1.6e-06 1.7e-06 1.5e-06 1.95e-06 1.9e-06 6.5e-07 1.4e-06 1.35e-06 1.4e-06 1.65e-06 1.8e-06 2.1e-06 1.7e-06 1.65e-06 6.5e-07 2.15e-06 2.35e-06 1.95e-06 1.25e-06 2.2e-06 1.6e-06 2.25e-06 2.45e-06 1.7e-06 2.05e-06 2.05e-06
6 2e-06 1.7e-06 2.05e-06 1.8e-06 1.8e-06 1.55e-06 2.4e-06 2.1e-06 1.7e-06 1.6e-06 2.15e-06 1.5e-06 1.85e-06 2.1e-06 2.05e-06 1.75e-06 1.65e-06 1.85e-06 1.65e-06 2.05e-06 2.1e-06 1.65e-06 2.05e-06 1.95e-06 1.6e-06 1.6e-06 2e-06 1.8e-06 2.1e-06 1.75e-06 2.1e-06 2.1e-06 2.1e-06 1.55e-06 2.25e-06 1.6e-06 2e-06 1.5e-06 1.65e-06 1.95e-06 1.75e-06 2.05e-06 2.05e-06 1.8e-06 1.75e-06
7 1.5e-06 1.8e-06 1.7e-06 1.65e-06 2.1e-06 1.85e-06 2.1e-06 2.5e-06 1.85e-06 1.9e-06 1.65e-06 1.6e-06 1.35e-06 1.55e-06 1.65e-06 1.9e-06 1.7e-06 1.8e-06 2e-06 1.25e-06 1.75e-06 1.65e-06 1.65e-06 2e-06 1.75e-06 2.1e-06 1.75e-06 1.6e-06 1.3e-06 1.85e-06 1.4e-06 1.35e-06 1.3e-06 1.85e-06 1.9e-06 1.8e-06 2.3e-06 1.6e-06 2.5e-06 1.55e-06 1.95e-06 1.5e-06 1.5e-06 1.85e-06 1.7e-06
8 1.6e-06 1.75e-06 1.6e-06 1.6e-06 1.95e-06 1.65e-06 1.7e-06 1.85e-06 1.9e-06 1.65e-06 1.75e-06 1.5e-06 1.75e-06 1.8e-06 1.7e-06 1.75e-06 1.55e-06 1.5e-06 1.65e-06 1.7e-06 1.65e-06 1.75e-06 2e-06 1.55e-06 1.45e-06 1.55e-06 1.65e-06 1.5e-06 1.75e-06 1.6e-06 1.85e-06 1.8e-06 1.75e-06 1.65e-06 2.15e-06 1.6e-06 2.05e-06 1.5e-06 1.7e-06 1.7e-06 1.7e-06 1.85e-06 1.85e-06 1.75e-06 1.7e-06
9 1.6e-06 2.45e-06 1.8e-06 1.6e-06 2.05e-06 7e-07 1.6e-06 1.9e-06 1.65e-06 1.4e-06 1.65e-06 1.3e-06 1.65e-06 1.9e-06 2.1e-06 2.15e-06 1.45e-06 1.95e-06 1.65e-06 1.65e-06 1.75e-06 1.55e-06 2e-06 1.95e-06 7e-07 1.45e-06 1.4e-06 1.45e-06 1.7e-06 1.85e-06 2.15e-06 1.75e-06 1.7e-06 7e-07 2.2e-06 2.4e-06 2e-06 1.3e-06 2.25e-06 1.65e-06 2.3e-06 2.5e-06 1.75e-06 2.1e-06 2.1e-06
10 5e-07 2.35e-06 8e-07 1.8e-06 2.1e-06 1.6e-06 2.15e-06 1.65e-06 1.75e-06 1.65e-06 6e-07 1.8e-06 1.15e-06 1.3e-06 1.4e-06 1.7e-06 1.6e-06 1.85e-06 1.8e-06 8.5e-07 4e-07 2.2e-06 1.9e-06 1e-06 1.1e-06 1.5e-06 1.3e-06 1.45e-06 9e-07 1.3e-06 1.75e-06 9.5e-07 9e-07 1.6e-06 2.3e-06 2.35e-06 1.95e-06 1.8e-06 1.95e-06 9e-07 2.15e-06 2.45e-06 1.3e-06 2.1e-06 1.65e-06
11 1.65e-06 1.65e-06 1.75e-06 1.55e-06 1.85e-06 1.25e-06 1.5e-06 1.6e-06 1.5e-06 1.3e-06 1.8e-06 2e-06 1.45e-06 1.75e-06 1.75e-06 1.75e-06 1.4e-06 1.55e-06 1.65e-06 1.55e-06 1.9e-06 1.25e-06 1.75e-06 1.9e-06 1.5e-06 1.75e-06 1.6e-06 1.35e-06 1.6e-06 1.7e-06 1.65e-06 1.65e-06 1.6e-06 1.25e-06 1.9e-06 1.6e-06 2.05e-06 1e-06 2.05e-06 1.5e-06 1.75e-06 1.6e-06 1.45e-06 1.75e-06 1.7e-06
12 9e-07 1.85e-06 1.1e-06 1.6e-06 1.95e-06 1.6e-06 1.85e-06 1.35e-06 1.75e-06 1.65e-06 1.15e-06 1.45e-06 1.2e-06 1.65e-06 1.5e-06 1.5e-06 1.45e-06 1.7e-06 1.8e-06 6.5e-07 1.15e-06 1.7e-06 1.7e-06 1.45e-06 1.4e-06 1.6e-06 1.3e-06 1.4e-06 7e-07 1.2e-06 1.25e-06 7.5e-07 7e-07 1.6e-06 1.95e-06 1.85e-06 1.9e-06 1.45e-06 1.85e-06 1e-06 1.75e-06 1.75e-06 9e-07 1.9e-06 1.35e-06
