 slim_337512302 slim_337512296 slim_337512085 slim_337512240 slim_337512185 slim_337512326 slim_337512260 slim_337512267 slim_337512340 slim_337512318 slim_337512292 slim_337512214 slim_337512147 slim_337512281 slim_337512252 slim_337512290 slim_337511917 slim_337512329 slim_337512204 slim_337512321 slim_337511801 slim_337512343 slim_337512324 slim_337512337 slim_337512319 slim_337512241 slim_337512335 slim_337512213 slim_337511841 slim_337512223 slim_337512228 slim_337512284 slim_337512293 slim_337512291 slim_337512310 slim_337512224 slim_337512250 slim_337512351 slim_337512308 slim_337512258 slim_337512295 slim_337512349 slim_337512229 slim_337512265 slim_337512342 slim_337512142 slim_337512316 slim_337512218 slim_337512021 slim_337512251 slim_337512348 slim_337512333 slim_337512221 slim_337512255 slim_337512305 slim_337512263 slim_337512113 slim_337512165 slim_337512322 slim_337512243 slim_337512346 slim_337512148 slim_337512309 slim_337512088 slim_337512163 slim_337512327 slim_337512131 slim_337512323 slim_337512279 slim_337512311 slim_337512005 slim_337512306 slim_337512257 slim_337512248 slim_337512239 slim_337512122 slim_337512139 slim_337512331 slim_337512283 slim_337512313 slim_337512330 slim_337512104
0 0.0007481 0.0007605 0.0006606 0.00073625 0.0007263 0.0007072 0.00066585 0.0007907 0.0007039 0.00081805 0.0007624 0.00077345 0.00067285 0.00084715 0.0007265 0.0008099 0.00073095 0.0006965 0.00074165 0.00079625 0.0007369 0.00073755 0.0006991 0.00074185 0.0007679 0.0006804 0.00080985 0.00060135 0.00082975 0.00084935 0.00065175 0.00057175 0.0006945 0.00076065 0.0007028 0.00066075 0.00066955 0.0008158 0.0008422 0.0006581 0.00066605 0.00073255 0.00076085 0.0006985 0.0007282 0.00073575 0.0007734 0.00073085 0.00066595 0.00073545 0.0007385 0.00055195 0.00073605 0.00073055 0.00069325 0.00075705 0.0007693 0.00075455 0.00072765 0.0006644 0.000818 0.00076875 0.0007604 0.0006984 0.00072745 0.00073375 0.00075195 0.0007523 0.0006608 0.00074295 0.0008192 0.0007606 0.00066575 0.0007305 0.00067095 0.00073665 0.0006243 0.0005525 0.000676 0.00060625 0.00066105 0.00052
1 0.0007605 0.0008734 0.00061865 0.00062025 0.0004708 0.00083855 0.00043695 0.00080645 0.00060875 0.0008262 0.0008192 0.0008268 0.00061635 0.0008636 0.00061485 0.00080735 0.0008017 0.0006129 0.0006553 0.00077955 0.00081975 0.0006181 0.0006092 0.0006195 0.0008065 0.0006132 0.00077685 0.0008446 0.0008492 0.0006492 0.00080065 0.00074995 0.00061 0.00065405 0.00060235 0.0006188 0.00083515 0.0007949 0.0006391 0.00044025 0.00043735 0.0005497 0.00065405 0.0006046 0.0006203 0.000617 0.00082675 0.00079885 0.00043705 0.00056685 0.0006015 0.00078125 0.00062005 0.0006181 0.0007863 0.00079075 0.0008095 0.0006492 0.00074995 0.00061895 0.0008234 0.00068475 0.00043705 0.00060465 0.0007801 0.00078335 0.00064645 0.0006466 0.0008275 0.00071465 0.0008283 0.000654 0.00043705 0.0006181 0.000653 0.00080125 0.0006465 0.00079305 0.00047125 0.00083485 0.0006189 0.0006251
2 0.0006606 0.00061865 0.0007594 0.00056945 0.00042435 0.0008627 0.0003803 0.00075985 0.00054045 0.0008015 0.00083185 0.0008262 0.00060215 0.00086565 0.0006067 0.0008527 0.00056885 0.0005411 0.0006392 0.0007798 0.0008372 0.0004616 0.00058245 0.0006219 0.0007769 0.00059935 0.00072355 0.00084645 0.0008449 0.00085 0.00077045 0.000625 0.00058225 0.0006148 0.00055865 0.0003799 0.0007176 0.0007951 0.00086805 0.0003826 0.00038045 0.000499 0.00061525 0.0006055 0.0006226 0.00062005 0.00082615 0.00061985 0.00038065 0.00051655 0.00059845 0.0007556 0.00056925 0.0004601 0.000605 0.0007671 0.0007795 0.00061145 0.00060205 0.0005965 0.00085255 0.0006524 0.00061835 0.0006055 0.0006968 0.0005986 0.0006306 0.00063115 0.0007333 0.0006682 0.0008329 0.0006148 0.00038025 0.00046 0.00042575 0.00062145 0.0008504 0.0008276 0.00042615 0.0008531 0.00038045 0.0006025
3 0.00073625 0.00062025 0.00056945 0.0007212 0.00041005 0.0007805 0.00036105 0.00071645 0.0005719 0.00053725 0.0006974 0.0006756 0.0005282 0.0007583 0.00055605 0.00081215 0.00056925 0.00057015 0.0006178 0.0006799 0.00082325 0.00057995 0.00051215 0.0005947 0.0007813 0.0005211 0.0004345 0.00081285 0.0007138 0.00075565 0.00077285 0.00056715 0.0005346 0.00054135 0.0005156 0.0005696 0.00070495 0.00068005 0.0008699 0.0003682 0.00036115 0.00047385 0.0005413 0.000549 0.0006074 0.00059995 0.00067555 0.0008088 0.0003608 0.00049625 0.000574 0.00077385 0.0003606 0.0005784 0.0007574 0.0007653 0.00080445 0.00049635 0.000621 0.00058895 0.00077685 0.00055275 0.00062035 0.0005489 0.0007794 0.00078265 0.00057785 0.00057795 0.0007414 0.00050265 0.00071045 0.0005413 0.00036085 0.00057825 0.0006069 0.00080315 0.00084055 0.0007608 0.0003983 0.0007897 0.00056965 0.0005725
4 0.0007263 0.0004708 0.00042435 0.00041005 0.0001884 0.0008369 9.505e-05 0.0007998 0.0004392 0.00077495 0.000811 0.0008194 0.0004579 0.0008764 0.0004623 0.00082685 0.00073945 0.00043755 0.0005185 0.00071475 0.000833 0.00043705 0.00043115 0.0004445 0.00081865 0.0004466 0.00066335 0.000829 0.0008243 0.00084075 0.0007828 0.00069925 0.0004288 0.0004821 0.00040775 0.0004245 0.0008198 0.0007312 0.00083135 0.0001067 9.51e-05 0.0002792 0.00048175 0.00043425 0.00045855 0.00044655 0.00081935 0.00077635 9.445e-05 0.00031415 0.0004066 0.00077545 0.00040985 0.0004331 0.00076355 0.00080525 0.0008238 0.00046495 0.0006997 0.0004442 0.0008119 0.0005403 0.00047115 0.00043415 0.0007755 0.00073585 0.0004895 0.0004893 0.00082715 0.00054945 0.0008353 0.00048205 9.48e-05 0.0004329 0.00049675 0.00077385 0.00082235 0.00078295 0.00016725 0.00083795 0.00042425 0.0004431
5 0.0007072 0.00083855 0.0008627 0.0007805 0.0008369 0.000716 0.00081135 0.00078845 0.00074995 0.00075255 0.00066015 0.00071375 0.0006903 0.0005692 0.00079135 0.0007448 0.0008318 0.00074505 0.0008223 0.00070185 0.0007867 0.0008252 0.00080165 0.0006989 0.0007189 0.00068785 0.0008081 0.00065245 0.0007558 0.00079505 0.00051615 0.0007879 0.00078965 0.00079555 0.00082875 0.00086285 0.00081835 0.0007156 0.00073955 0.00081355 0.00081155 0.0007126 0.00079585 0.00071395 0.0007089 0.0007065 0.0007137 0.0007582 0.00081155 0.0007209 0.00072 0.0006425 0.0007803 0.00081835 0.0007653 0.0007248 0.0007451 0.0007677 0.00077215 0.00078455 0.000679 0.0008292 0.0008384 0.0007139 0.0006742 0.0007719 0.00058445 0.000585 0.0006072 0.0008252 0.0008168 0.0007955 0.00081125 0.00081825 0.0008552 0.0007503 0.00072385 0.00059355 0.0008037 0.0004644 0.00086325 0.00069095
6 0.00066585 0.00043695 0.0003803 0.00036105 9.505e-05 0.00081135 1.3e-06 0.0007846 0.0003967 0.000773 0.00080905 0.00081465 0.00040825 0.0008667 0.00039405 0.00082205 0.00074025 0.00039185 0.00045845 0.0007196 0.00081985 0.00039655 0.00038155 0.00041395 0.0008113 0.000397 0.0006586 0.0008153 0.00082515 0.0008516 0.0007706 0.0006497 0.0003871 0.00043735 0.00031335 0.00038045 0.0008199 0.00074545 0.00086115 1.22e-05 1.25e-06 0.00022035 0.00043735 0.0003658 0.00042785 0.0004165 0.0008146 0.0007961 9.5e-07 0.00025495 0.00037595 0.00074925 0.00036085 0.0003894 0.00074535 0.00078505 0.00081215 0.00041535 0.0006557 0.00039725 0.0008289 0.00049105 0.00043715 0.0003659 0.00077785 0.0007556 0.00043005 0.00043025 0.0008126 0.0005447 0.00081155 0.00043725 9e-07 0.00038945 0.00045305 0.0007936 0.000832 0.0007482 7.35e-05 0.0008124 0.00038055 0.00038285
7 0.0007907 0.00080645 0.00075985 0.00071645 0.0007998 0.00078845 0.0007846 0.0008021 0.00062935 0.00074925 0.0007336 0.0005092 0.0006968 0.00080375 0.0007785 0.0007626 0.00069165 0.00064095 0.0007207 0.00063495 0.00076855 0.00073205 0.00075745 0.00077415 0.00063195 0.00070055 0.00058535 0.0008322 0.00085055 0.0006609 0.0006136 0.00067805 0.00077915 0.0007825 0.00064545 0.00076 0.00071595 0.00067225 0.00077935 0.0007806 0.0007848 0.00080475 0.0007828 0.00078455 0.0007649 0.0007687 0.00050915 0.0007443 0.0007848 0.00078945 0.00079415 0.00061805 0.00071625 0.00073375 0.0007598 0.0006346 0.0005818 0.0006389 0.0006938 0.00081765 0.00080195 0.00061655 0.0008063 0.0007845 0.00047685 0.00076995 0.0008054 0.00080585 0.0007388 0.0006201 0.0005867 0.00078245 0.0007845 0.00073365 0.0007837 0.00074945 0.00083745 0.00080965 0.0008083 0.00083085 0.0007604 0.0008097
8 0.0007039 0.00060875 0.00054045 0.0005719 0.0004392 0.00074995 0.0003967 0.00062935 0.0007778 0.0007707 0.0007345 0.0007421 0.00053955 0.0008181 0.000607 0.00081515 0.0007155 0.00040225 0.00062135 0.0007084 0.0007761 0.0005148 0.00058855 0.0005576 0.00059965 0.0005358 0.0007191 0.00078585 0.0007944 0.0008039 0.00053325 0.00068645 0.0005638 0.0006052 0.0005703 0.0005406 0.0007562 0.0007495 0.0007773 0.00040065 0.000397 0.00050785 0.000605 0.0005886 0.0005584 0.00055435 0.00074205 0.00069835 0.0003965 0.00052775 0.0005548 0.00061155 0.0005717 0.00051855 0.00073235 0.00061285 0.00059755 0.0005918 0.0006574 0.00057145 0.0007536 0.00065505 0.00060895 0.0005885 0.000389 0.00069865 0.0006096 0.00060955 0.00076055 0.00066665 0.00081335 0.00060515 0.0003967 0.0005186 0.0005926 0.0007014 0.0008079 0.0007772 0.00044865 0.0007981 0.0005405 0.0005848
9 0.00081805 0.0008262 0.0008015 0.00053725 0.00077495 0.00075255 0.000773 0.00074925 0.0007707 0.0006021 0.0004777 0.0006725 0.0007131 0.000605 0.0007679 0.00081365 0.0005657 0.00078005 0.00081775 0.0007461 0.00083195 0.00078405 0.00073175 0.00079455 0.0007653 0.00071355 0.00048605 0.00080195 0.00030115 0.00076755 0.00077145 0.00064235 0.00074545 0.0006236 0.00077975 0.00080165 0.00060095 0.00074545 0.00085965 0.0007723 0.0007732 0.00076955 0.0006239 0.00079175 0.00079385 0.00079435 0.00067245 0.0008232 0.0007732 0.0007767 0.00079995 0.0008128 0.00053705 0.0007867 0.00082025 0.0007747 0.0008103 0.0007142 0.00067875 0.00079485 0.0005587 0.0007259 0.00082605 0.0007917 0.00077305 0.000829 0.00075395 0.0007544 0.00073125 0.00065405 0.0007264 0.00062355 0.0007729 0.0007866 0.000796 0.0008231 0.0008534 0.00081385 0.00076735 0.0007764 0.00080205 0.0007951
