 slim_762381496 slim_762381486 slim_762381490 slim_762381498 slim_762381494 slim_762381471 slim_762381488 slim_762381483 slim_762381466 slim_762381469 slim_762381500 slim_762381495 slim_762381491 slim_762381482 slim_762381477 slim_762381485 slim_762381489 slim_762381467 slim_762381497 slim_762381472 slim_762381475 slim_762381481 slim_762381474 slim_762381465 slim_762381499 slim_762381492 slim_762381468 slim_762381470 slim_762381478 slim_762381487 slim_762381493 slim_762381480 slim_762381484 slim_762381473 slim_762381476 slim_762381479
0 4e-07 2e-06 1.75e-06 1.15e-06 1.85e-06 1.3e-06 1.9e-06 1.3e-06 1.1e-06 1.05e-06 1.35e-06 1.9e-06 1.95e-06 1.3e-06 1.7e-06 1.2e-06 1.05e-06 1.3e-06 1.65e-06 3e-07 2e-06 1.75e-06 1.75e-06 3e-07 1.3e-06 2e-06 5.5e-07 1.25e-06 1.15e-06 2e-06 1.2e-06 1.9e-06 1.85e-06 1.85e-06 2.2e-06 1.9e-06
1 2e-06 6e-07 9.5e-07 1.8e-06 1.5e-06 1.5e-06 9e-07 1.9e-06 1.2e-06 1.25e-06 1.4e-06 1.3e-06 3e-07 1.35e-06 1.35e-06 2e-06 1.05e-06 1.9e-06 1.65e-06 1.95e-06 7.5e-07 1.35e-06 9e-07 1.9e-06 1.7e-06 9e-07 2.2e-06 1.3e-06 1.8e-06 9e-07 1.2e-06 1.15e-06 9e-07 3e-07 5e-07 7e-07
2 1.75e-06 9.5e-07 1.5e-06 1.6e-06 1.35e-06 1.3e-06 1.15e-06 1.55e-06 1.3e-06 1.3e-06 1.6e-06 1.7e-06 9.5e-07 1.55e-06 1.25e-06 1.3e-06 1.25e-06 1.5e-06 9e-07 1.7e-06 1e-06 1.55e-06 1.1e-06 1.65e-06 1.6e-06 1.35e-06 1.95e-06 1.5e-06 1.6e-06 1.2e-06 1.4e-06 1.3e-06 1.05e-06 8.5e-07 1.2e-06 1.2e-06
3 1.15e-06 1.8e-06 1.6e-06 1.9e-06 1.6e-06 1.45e-06 1.45e-06 1.5e-06 1.45e-06 1.35e-06 1.6e-06 2e-06 1.75e-06 1.6e-06 1.5e-06 1.4e-06 1.35e-06 1.2e-06 1.5e-06 1.1e-06 1.75e-06 1.8e-06 1.65e-06 1.05e-06 1.05e-06 1.75e-06 1.35e-06 1.3e-06 1.15e-06 1.5e-06 1.5e-06 1.4e-06 1.4e-06 1.7e-06 1.95e-06 1.75e-06
4 1.85e-06 1.5e-06 1.35e-06 1.6e-06 1.5e-06 1.65e-06 1.4e-06 1.35e-06 1.6e-06 1.5e-06 1.95e-06 1.9e-06 1.45e-06 1.8e-06 1.3e-06 1.7e-06 1.55e-06 1.65e-06 1.4e-06 1.8e-06 1.3e-06 1.65e-06 1.55e-06 1.75e-06 1.5e-06 1.75e-06 2.05e-06 1.6e-06 1.65e-06 1.5e-06 1.7e-06 1.5e-06 1.3e-06 1.35e-06 1.7e-06 1.6e-06
5 1.3e-06 1.5e-06 1.3e-06 1.45e-06 1.65e-06 2.2e-06 1.55e-06 1.5e-06 1.35e-06 1.2e-06 1.45e-06 1.9e-06 1.45e-06 1.6e-06 1.5e-06 1.25e-06 1.25e-06 1.45e-06 1.25e-06 1.25e-06 1.45e-06 1.65e-06 1.45e-06 1.2e-06 1.5e-06 1.5e-06 1.5e-06 1.25e-06 1.55e-06 1.65e-06 1.4e-06 1.55e-06 1.5e-06 1.35e-06 1.75e-06 1.45e-06
6 1.9e-06 9e-07 1.15e-06 1.45e-06 1.4e-06 1.55e-06 1.6e-06 1.75e-06 1.4e-06 1.4e-06 1.6e-06 1.65e-06 8.5e-07 1.55e-06 1.3e-06 1.75e-06 1.25e-06 1.45e-06 1.45e-06 1.85e-06 1.05e-06 1.55e-06 1.2e-06 1.8e-06 1.35e-06 1.2e-06 2.1e-06 1.4e-06 1.45e-06 9e-07 1.35e-06 1e-06 8.5e-07 8e-07 1.05e-06 1.15e-06
7 1.3e-06 1.9e-06 1.55e-06 1.5e-06 1.35e-06 1.5e-06 1.75e-06 2.2e-06 1.5e-06 1.45e-06 1.75e-06 1.95e-06 1.85e-06 1.7e-06 1.65e-06 1.25e-06 1.45e-06 1.4e-06 1.35e-06 1.2e-06 1.8e-06 1.75e-06 1.75e-06 1.2e-06 1.55e-06 2e-06 1.45e-06 1.6e-06 1.5e-06 1.85e-06 1.6e-06 1.8e-06 1.7e-06 1.75e-06 2.1e-06 1.9e-06
8 1.1e-06 1.2e-06 1.3e-06 1.45e-06 1.6e-06 1.35e-06 1.4e-06 1.5e-06 1.9e-06 1.1e-06 1.3e-06 1.6e-06 1.15e-06 1.3e-06 1.5e-06 1.5e-06 1.05e-06 1.5e-06 1.6e-06 1e-06 1.3e-06 1.5e-06 1.3e-06 1.05e-06 1.45e-06 1.45e-06 1.25e-06 1.25e-06 1.35e-06 1.5e-06 1.2e-06 1.5e-06 1.3e-06 1.05e-06 1.5e-06 1.3e-06
9 1.05e-06 1.25e-06 1.3e-06 1.35e-06 1.5e-06 1.2e-06 1.4e-06 1.45e-06 1.1e-06 1.7e-06 1.2e-06 1.65e-06 1.2e-06 1.35e-06 1.3e-06 1.45e-06 1e-06 1.5e-06 1.5e-06 9.5e-07 1.25e-06 1.4e-06 1.25e-06 9.5e-07 1.4e-06 1.25e-06 1.25e-06 1.1e-06 1.4e-06 1.5e-06 1.15e-06 1.4e-06 1.35e-06 1.1e-06 1.5e-06 1.2e-06
