 slim_762460720 slim_762460712 slim_762460740 slim_762460719 slim_762460743 slim_762460757 slim_762460759 slim_762460754 slim_762460713 slim_762460751 slim_762460753 slim_762460725 slim_762460737 slim_762460717 slim_762460739 slim_762460747 slim_762460711 slim_762460730 slim_762460748 slim_762460736 slim_762460721 slim_762460715 slim_762460755 slim_762460734 slim_762460710 slim_762460758 slim_762460752 slim_762460716 slim_762460726 slim_762460746 slim_762460756 slim_762460709 slim_762460741 slim_762460722 slim_762460732 slim_762460728 slim_762460745 slim_762460733 slim_762460723 slim_762460742 slim_762460727 slim_762460744 slim_762460738 slim_762460714 slim_762460749 slim_762460750 slim_762460729 slim_762460724 slim_762460731 slim_762460735 slim_762460760 slim_762460718
0 6e-07 8e-07 2.05e-06 5e-07 1.15e-06 2.05e-06 8.5e-07 7e-07 6e-07 9.5e-07 1.45e-06 2.45e-06 9e-07 8e-07 4.5e-07 4e-07 4.5e-07 1e-06 9e-07 1.3e-06 1.85e-06 9.5e-07 9e-07 5e-07 1.45e-06 2.3e-06 7e-07 5.5e-07 5.5e-07 4.5e-07 2.35e-06 2.8e-06 5.5e-07 1.3e-06 8.5e-07 5.5e-07 3.5e-07 6.5e-07 1.8e-06 1.25e-06 1.15e-06 1.1e-06 8.5e-07 5.5e-07 1e-06 1.4e-06 1.25e-06 1.95e-06 1.3e-06 1.6e-06 1.15e-06 2.2e-06
1 8e-07 1.3e-06 2.4e-06 8.5e-07 1.35e-06 2.25e-06 1.25e-06 1.1e-06 8e-07 1.2e-06 1.8e-06 2.55e-06 8.5e-07 7e-07 8e-07 9.5e-07 8.5e-07 1.1e-06 1.2e-06 9.5e-07 2.15e-06 9e-07 1.05e-06 7.5e-07 1.65e-06 2.15e-06 7.5e-07 9e-07 8.5e-07 8.5e-07 2.2e-06 3.05e-06 7e-07 1.75e-06 7e-07 8.5e-07 8.5e-07 1e-06 1.9e-06 1.2e-06 1.2e-06 1.25e-06 7.5e-07 9e-07 1.25e-06 1.3e-06 1.35e-06 2.25e-06 1.3e-06 1.65e-06 1.15e-06 2.3e-06
2 2.05e-06 2.4e-06 3.6e-06 2e-06 2.1e-06 2.15e-06 2.05e-06 2.05e-06 2.15e-06 2.2e-06 2.1e-06 2.55e-06 2.35e-06 2.4e-06 1.95e-06 2e-06 2e-06 2.35e-06 2.6e-06 2.8e-06 1.85e-06 2.4e-06 2.35e-06 2.1e-06 2.2e-06 2.35e-06 2.15e-06 2.05e-06 2.15e-06 2e-06 2.25e-06 2.1e-06 2.1e-06 2.2e-06 2.4e-06 2e-06 2.1e-06 2.1e-06 2.6e-06 2.4e-06 2.4e-06 2.55e-06 2.45e-06 1.95e-06 2.4e-06 2.25e-06 2.4e-06 1.95e-06 2.6e-06 2.5e-06 2.4e-06 2.55e-06
3 5e-07 8.5e-07 2e-06 7e-07 1.15e-06 1.9e-06 8e-07 6.5e-07 6e-07 8.5e-07 1.5e-06 2.5e-06 8e-07 8.5e-07 3.5e-07 4.5e-07 5.5e-07 1.1e-06 1.05e-06 1.25e-06 1.8e-06 8.5e-07 9e-07 3.5e-07 1.35e-06 2.2e-06 6e-07 5e-07 7.5e-07 5.5e-07 2.25e-06 2.75e-06 4.5e-07 1.35e-06 8e-07 6e-07 5.5e-07 5.5e-07 1.85e-06 1.15e-06 1.2e-06 1.1e-06 9e-07 6e-07 1.05e-06 1.2e-06 1.15e-06 2.05e-06 1.35e-06 1.55e-06 1.05e-06 2.25e-06
4 1.15e-06 1.35e-06 2.1e-06 1.15e-06 2e-06 1.35e-06 1.35e-06 1.3e-06 1.15e-06 1.35e-06 1.4e-06 2.5e-06 1.5e-06 1.4e-06 1.1e-06 1.25e-06 1.15e-06 1.5e-06 1.75e-06 1.85e-06 1.85e-06 1.55e-06 1.55e-06 1.1e-06 1.4e-06 2.25e-06 1.3e-06 1.2e-06 1.1e-06 1.15e-06 2.35e-06 2.2e-06 1.05e-06 1.5e-06 1.4e-06 1.05e-06 1.2e-06 1.3e-06 1.85e-06 1.5e-06 1.5e-06 1.75e-06 1.45e-06 1.05e-06 1.65e-06 1.25e-06 1.6e-06 2.05e-06 1.6e-06 1.75e-06 1.55e-06 2.4e-06
5 2.05e-06 2.25e-06 2.15e-06 1.9e-06 1.35e-06 1e-06 1.95e-06 2.05e-06 1.95e-06 1.9e-06 1.2e-06 2.4e-06 2.25e-06 2.25e-06 1.85e-06 2.05e-06 2.05e-06 2.25e-06 2.45e-06 2.4e-06 1.85e-06 2.3e-06 2.15e-06 1.8e-06 1.2e-06 2.2e-06 2.05e-06 2.05e-06 1.95e-06 2.05e-06 2.35e-06 1.25e-06 1.9e-06 1.35e-06 2.25e-06 1.8e-06 2.1e-06 2.05e-06 1.6e-06 1.9e-06 2.1e-06 2.35e-06 2.3e-06 1.75e-06 2.3e-06 1.35e-06 2.1e-06 2.2e-06 2.25e-06 2e-06 2.1e-06 2.4e-06
6 8.5e-07 1.25e-06 2.05e-06 8e-07 1.35e-06 1.95e-06 1.1e-06 7e-07 9.5e-07 7.5e-07 1.6e-06 2.6e-06 1.15e-06 1.25e-06 7.5e-07 7.5e-07 8e-07 1.2e-06 1.4e-06 1.7e-06 1.85e-06 1.2e-06 1.2e-06 9.5e-07 1.6e-06 2.4e-06 9.5e-07 8e-07 1.1e-06 8e-07 2.45e-06 2.7e-06 9e-07 1.55e-06 1.15e-06 9e-07 9e-07 8e-07 2e-06 1.3e-06 1.35e-06 1.4e-06 1.3e-06 9e-07 1.2e-06 1.5e-06 1.4e-06 2.15e-06 1.65e-06 1.1e-06 9.5e-07 2.25e-06
7 7e-07 1.1e-06 2.05e-06 6.5e-07 1.3e-06 2.05e-06 7e-07 7e-07 8e-07 9.5e-07 1.6e-06 2.65e-06 1e-06 1.1e-06 6e-07 6e-07 5.5e-07 1e-06 1.3e-06 1.6e-06 1.85e-06 1e-06 1.05e-06 8.5e-07 1.6e-06 2.45e-06 8e-07 5.5e-07 9e-07 5.5e-07 2.5e-06 2.85e-06 7.5e-07 1.55e-06 1.05e-06 7e-07 7.5e-07 8e-07 2e-06 1.3e-06 1.15e-06 1.2e-06 1.15e-06 7e-07 1.05e-06 1.5e-06 1.25e-06 2.15e-06 1.5e-06 1.4e-06 1.15e-06 2.3e-06
8 6e-07 8e-07 2.15e-06 6e-07 1.15e-06 1.95e-06 9.5e-07 8e-07 7e-07 8e-07 1.6e-06 2.5e-06 9.5e-07 8e-07 5.5e-07 7.5e-07 6.5e-07 1.05e-06 1.2e-06 1.2e-06 1.9e-06 1e-06 1e-06 4.5e-07 1.3e-06 2.2e-06 7.5e-07 7e-07 6e-07 6.5e-07 2.25e-06 2.75e-06 4.5e-07 1.5e-06 8.5e-07 6e-07 6.5e-07 7.5e-07 1.85e-06 1e-06 1.1e-06 1.2e-06 8.5e-07 6.5e-07 1.2e-06 1.25e-06 1.35e-06 2e-06 1.35e-06 1.45e-06 1.05e-06 2.15e-06
9 9.5e-07 1.2e-06 2.2e-06 8.5e-07 1.35e-06 1.9e-06 7.5e-07 9.5e-07 8e-07 1.3e-06 1.65e-06 2.6e-06 1.2e-06 1.2e-06 8e-07 9.5e-07 1e-06 1.3e-06 1.45e-06 1.55e-06 1.95e-06 1.25e-06 1.3e-06 7.5e-07 1.45e-06 2.3e-06 1e-06 9.5e-07 1.15e-06 1e-06 2.35e-06 2.7e-06 7.5e-07 1.6e-06 1.1e-06 1e-06 1e-06 8.5e-07 2e-06 1.15e-06 1.4e-06 1.5e-06 1.25e-06 1.05e-06 1.3e-06 1.35e-06 1.55e-06 2.2e-06 1.7e-06 1.15e-06 9e-07 2.25e-06
10 1.45e-06 1.8e-06 2.1e-06 1.5e-06 1.4e-06 1.2e-06 1.6e-06 1.6e-06 1.6e-06 1.65e-06 1.4e-06 2.35e-06 1.85e-06 1.8e-06 1.45e-06 1.5e-06 1.5e-06 1.75e-06 1.8e-06 2.05e-06 1.9e-06 1.9e-06 1.7e-06 1.5e-06 1.35e-06 2.35e-06 1.65e-06 1.55e-06 1.65e-06 1.5e-06 2.4e-06 1.85e-06 1.5e-06 1.35e-06 1.8e-06 1.55e-06 1.5e-06 1.65e-06 1.55e-06 1.75e-06 1.9e-06 1.9e-06 1.85e-06 1.6e-06 1.8e-06 1.55e-06 2e-06 2.1e-06 2.1e-06 1.9e-06 1.85e-06 2.1e-06
11 2.45e-06 2.55e-06 2.55e-06 2.5e-06 2.5e-06 2.4e-06 2.6e-06 2.65e-06 2.5e-06 2.6e-06 2.35e-06 4.3e-06 2.65e-06 2.55e-06 2.45e-06 2.55e-06 2.5e-06 2.65e-06 2.4e-06 2.45e-06 2.25e-06 2.7e-06 2.35e-06 2.45e-06 2.4e-06 2.4e-06 2.45e-06 2.6e-06 2.45e-06 2.5e-06 2.55e-06 2.2e-06 2.5e-06 2.45e-06 2.6e-06 2.4e-06 2.5e-06 2.6e-06 2.2e-06 2.6e-06 2.65e-06 2.55e-06 2.6e-06 2.4e-06 2.75e-06 2.45e-06 2.75e-06 2.45e-06 2.8e-06 2.75e-06 2.6e-06 2.4e-06
