 slim_762407679 slim_762407660 slim_762407678 slim_762407676 slim_762407698 slim_762407699 slim_762407691 slim_762407662 slim_762407675 slim_762407693 slim_762407683 slim_762407689 slim_762407695 slim_762407696 slim_762407661 slim_762407669 slim_762407670 slim_762407682 slim_762407694 slim_762407674 slim_762407664 slim_762407684 slim_762407690 slim_762407677 slim_762407685 slim_762407673 slim_762407688 slim_762407697 slim_762407666 slim_762407663 slim_762407686 slim_762407671 slim_762407665 slim_762407680 slim_762407692 slim_762407667 slim_762407681 slim_762407672 slim_762407668 slim_762407687 slim_762407700 slim_762407701
0 3.4e-06 2.7e-06 2.5e-06 2.15e-06 2.15e-06 1.95e-06 1.8e-06 2.15e-06 2.4e-06 1.75e-06 2.9e-06 1.9e-06 1.7e-06 2.2e-06 2.65e-06 2.3e-06 2.6e-06 2.05e-06 2.25e-06 2.95e-06 2e-06 2e-06 1.75e-06 2.45e-06 1.9e-06 2.15e-06 2.4e-06 2.1e-06 1.8e-06 1.75e-06 2.05e-06 2.6e-06 2.65e-06 1.8e-06 1.8e-06 2.05e-06 1.8e-06 2.45e-06 2.05e-06 2.65e-06 2.65e-06 2.45e-06
1 2.7e-06 2.5e-06 1.65e-06 1.65e-06 1.8e-06 1.95e-06 2.6e-06 2.35e-06 2.25e-06 2.2e-06 1.45e-06 2.15e-06 2.85e-06 1.6e-06 2.45e-06 1.35e-06 1.5e-06 2.15e-06 1.5e-06 1.45e-06 1.5e-06 2.2e-06 1.5e-06 1.7e-06 1.4e-06 1.55e-06 1.7e-06 1.75e-06 1.75e-06 2.25e-06 2.25e-06 2.1e-06 1.55e-06 1.75e-06 2.85e-06 1.6e-06 2.35e-06 1.65e-06 2.2e-06 1.55e-06 1.6e-06 1.6e-06
2 2.5e-06 1.65e-06 1.6e-06 1.15e-06 1.2e-06 1.45e-06 2.5e-06 2.55e-06 2.05e-06 2.15e-06 1.5e-06 2.05e-06 3.1e-06 1.25e-06 2.55e-06 1.5e-06 1.3e-06 2.35e-06 8.5e-07 1.25e-06 1.5e-06 2.35e-06 1.15e-06 1e-06 1.25e-06 1.45e-06 1.15e-06 1.15e-06 1.3e-06 2.15e-06 2.05e-06 2.2e-06 8.5e-07 1.3e-06 3.15e-06 1.05e-06 2.25e-06 1.1e-06 2e-06 9e-07 1.05e-06 1.3e-06
3 2.15e-06 1.65e-06 1.15e-06 1.1e-06 8.5e-07 1e-06 2.05e-06 2.15e-06 2.15e-06 1.65e-06 1.6e-06 1.65e-06 2.65e-06 9e-07 2.6e-06 1.15e-06 1.3e-06 1.95e-06 6e-07 1.7e-06 1.15e-06 2e-06 6e-07 7.5e-07 9e-07 1e-06 1.25e-06 8e-07 8.5e-07 1.7e-06 1.7e-06 2.25e-06 1.05e-06 8.5e-07 2.6e-06 7e-07 1.85e-06 1.2e-06 1.8e-06 1.1e-06 1.1e-06 1.05e-06
4 2.15e-06 1.8e-06 1.2e-06 8.5e-07 1.3e-06 1.05e-06 2.05e-06 2.4e-06 2.3e-06 1.8e-06 1.8e-06 1.7e-06 2.75e-06 1.1e-06 2.75e-06 1.45e-06 1.4e-06 2.2e-06 7e-07 1.8e-06 1.2e-06 2.2e-06 7e-07 8.5e-07 9.5e-07 1.2e-06 1.2e-06 6.5e-07 7.5e-07 1.7e-06 1.85e-06 2.4e-06 1.15e-06 7.5e-07 2.9e-06 7.5e-07 1.8e-06 1.25e-06 1.95e-06 1.2e-06 1.2e-06 1.25e-06
5 1.95e-06 1.95e-06 1.45e-06 1e-06 1.05e-06 1.6e-06 1.9e-06 2.2e-06 2.2e-06 1.7e-06 1.95e-06 1.8e-06 2.5e-06 1.25e-06 2.55e-06 1.6e-06 1.55e-06 2.1e-06 8.5e-07 1.95e-06 1.45e-06 2.05e-06 8.5e-07 1.05e-06 1.1e-06 1.35e-06 1.4e-06 1e-06 1e-06 1.75e-06 1.75e-06 2.4e-06 1.35e-06 1e-06 2.65e-06 9.5e-07 1.8e-06 1.45e-06 1.85e-06 1.35e-06 1.35e-06 1.4e-06
6 1.8e-06 2.6e-06 2.5e-06 2.05e-06 2.05e-06 1.9e-06 3.2e-06 2.05e-06 2.3e-06 1.65e-06 2.8e-06 1.8e-06 1.6e-06 2.1e-06 2.5e-06 2.2e-06 2.5e-06 1.95e-06 2.15e-06 2.85e-06 1.9e-06 1.9e-06 1.65e-06 2.35e-06 1.8e-06 2.05e-06 2.3e-06 2e-06 1.7e-06 1.65e-06 1.95e-06 2.5e-06 2.55e-06 1.65e-06 1.7e-06 1.95e-06 1.7e-06 2.35e-06 1.95e-06 2.55e-06 2.55e-06 2.35e-06
7 2.15e-06 2.35e-06 2.55e-06 2.15e-06 2.4e-06 2.2e-06 2.05e-06 2.7e-06 2.1e-06 1.75e-06 2.3e-06 1.85e-06 1.45e-06 2.05e-06 2.45e-06 1.35e-06 2.65e-06 1.4e-06 2.1e-06 2.9e-06 2e-06 1.4e-06 2.1e-06 2.3e-06 1.75e-06 1.85e-06 2.6e-06 2.35e-06 2.35e-06 1.9e-06 1.8e-06 2.3e-06 2.45e-06 2.35e-06 1.4e-06 2.2e-06 1.95e-06 2.55e-06 1.75e-06 2.45e-06 2.5e-06 1.9e-06
8 2.4e-06 2.25e-06 2.05e-06 2.15e-06 2.3e-06 2.2e-06 2.3e-06 2.1e-06 3.5e-06 1.9e-06 2.2e-06 2e-06 1.85e-06 2.05e-06 2.35e-06 1.95e-06 2.2e-06 1.9e-06 2e-06 2.05e-06 2.2e-06 1.85e-06 2e-06 2.2e-06 1.9e-06 2.1e-06 2.05e-06 2.25e-06 2.25e-06 2.05e-06 1.95e-06 2.1e-06 1.9e-06 2.25e-06 1.9e-06 2.1e-06 2.1e-06 2e-06 1.8e-06 1.9e-06 2.1e-06 2.1e-06
9 1.75e-06 2.2e-06 2.15e-06 1.65e-06 1.8e-06 1.7e-06 1.65e-06 1.75e-06 1.9e-06 2.4e-06 2.4e-06 1.45e-06 1.3e-06 1.7e-06 2.35e-06 1.8e-06 2.1e-06 1.5e-06 1.75e-06 2.45e-06 1.6e-06 1.5e-06 1.25e-06 1.95e-06 1.45e-06 1.65e-06 2.05e-06 1.75e-06 1.5e-06 1.4e-06 1.55e-06 2.1e-06 2.15e-06 1.5e-06 1.35e-06 1.6e-06 1.45e-06 2e-06 1.55e-06 2.15e-06 2.15e-06 1.95e-06
