 slim_337519179 slim_337519173 slim_337519373 slim_337519322 slim_337519369 slim_337519070 slim_337519389 slim_337519401 slim_337519150 slim_337519293 slim_337519266 slim_337519412 slim_337519124 slim_337519404 slim_337519310 slim_337519385 slim_337519381 slim_337519252 slim_337519366 slim_337519264 slim_337519177 slim_337519407 slim_337519413 slim_337519235 slim_337519363 slim_337519313 slim_337519387 slim_337519393 slim_337519400 slim_337519258 slim_337518998 slim_337519411 slim_337519395 slim_337519409 slim_337519350 slim_337519375 slim_337519146 slim_337519388 slim_337519112 slim_337519279 slim_337519290 slim_337519337 slim_337519333 slim_337519349 slim_337519380 slim_337519406 slim_337519351 slim_337519364 slim_337519285 slim_337519019 slim_337519403 slim_337519354 slim_337519221 slim_337519340 slim_337519329 slim_337519141 slim_337519396 slim_337519327 slim_337519345 slim_337519115 slim_337519408 slim_337519410 slim_337519326 slim_337519384 slim_337519379 slim_337519230 slim_337519166 slim_337519394 slim_337518915 slim_337519344 slim_337519365 slim_337519324 slim_337519314 slim_337519321 slim_337519362 slim_337519302 slim_337519402 slim_337519392 slim_337519358 slim_337519356 slim_337519372 slim_337519360 slim_337519376 slim_337519361 slim_337519243 slim_337519255 slim_337519331 slim_337519347 slim_337519320 slim_337519357 slim_337519383 slim_337519223 slim_337519405 slim_337519377 slim_337519278
0 7.72e-05 9.59e-05 7.19e-05 6.995e-05 8.835e-05 9.945e-05 7.27e-05 5.925e-05 0.0001675 6.95e-05 0.00010195 9.61e-05 4.055e-05 7.57e-05 5.855e-05 8.84e-05 6.715e-05 4.045e-05 0.0001703 0.00013825 0.0001385 9.615e-05 4.09e-05 9.78e-05 9.95e-05 6.96e-05 3.91e-05 0.0001019 6.985e-05 3.975e-05 7.74e-05 9.35e-05 4.045e-05 3.965e-05 8.535e-05 4.005e-05 0.00014625 0.00010535 6.985e-05 9.94e-05 3.97e-05 0.0001052 0.000117 0.00017 9.62e-05 0.0001378 4.005e-05 0.0001676 6.975e-05 3.98e-05 4.42e-05 7.35e-05 9.62e-05 0.0001466 6.905e-05 0.0001202 0.00013095 3.92e-05 3.94e-05 0.00013785 8.84e-05 6.94e-05 4e-05 5.835e-05 8.14e-05 3.88e-05 6.92e-05 6.63e-05 0.0001458 0.00011695 6.975e-05 5.92e-05 6.96e-05 9.605e-05 4.005e-05 6.985e-05 4.005e-05 4.055e-05 4.055e-05 7.26e-05 7e-05 9.855e-05 7.015e-05 7.235e-05 5.925e-05 0.0001701 6.67e-05 0.00013835 9.11e-05 4.075e-05 5.925e-05 0.00014585 6.65e-05 8.62e-05 6.93e-05
1 9.59e-05 3.68e-05 0.0001382 5.21e-05 8.775e-05 1.93e-05 0.00012695 0.00013625 9.65e-05 6.34e-05 9.48e-05 1.93e-05 0.00011195 0.0001272 0.00013105 8.73e-05 8.52e-05 9.505e-05 0.0001717 0.0001448 0.00013995 2.015e-05 9.9e-05 9.51e-05 1.99e-05 6.89e-05 0.0001072 9.485e-05 6.925e-05 0.00010655 0.00015565 3.64e-05 0.0001067 9.525e-05 8.705e-05 9.555e-05 0.0001416 0.0001138 6.25e-05 1.99e-05 9.53e-05 9.545e-05 7.095e-05 9.71e-05 1.955e-05 0.00014015 9.505e-05 9.585e-05 6.84e-05 0.00010055 0.0001005 6.74e-05 1.94e-05 0.00014615 6.335e-05 6.99e-05 0.0001272 0.0001123 0.0001071 0.0001402 8.78e-05 6.9e-05 9.52e-05 0.00013115 4.04e-05 0.0001069 6.31e-05 6.47e-05 0.0001411 7.175e-05 6.37e-05 0.00013105 6.32e-05 1.93e-05 0.00011695 6.88e-05 0.0001011 0.00011205 0.00010695 0.0001268 6.815e-05 9.52e-05 5.165e-05 7.1e-05 0.00013095 9.72e-05 5.175e-05 0.0001398 9.52e-05 9.91e-05 0.0001307 0.00014115 6.835e-05 0.00010485 6.365e-05
2 7.19e-05 0.0001382 6.77e-05 0.00010575 0.0001072 0.0001286 7.235e-05 6.825e-05 0.0001586 8.225e-05 8.135e-05 0.00012565 4.23e-05 7.545e-05 6.015e-05 0.0001074 7.015e-05 5.91e-05 0.00011115 0.00011905 0.00011295 0.00012555 7.75e-05 0.00011005 0.00012905 8.89e-05 3.655e-05 8.12e-05 8.875e-05 3.475e-05 8.6e-05 0.0001065 3.635e-05 7.265e-05 0.00010435 7.165e-05 0.0001277 0.00011925 8.26e-05 0.00012895 7.275e-05 8.545e-05 0.000147 0.0001678 0.0001252 0.00011175 7.165e-05 0.0001583 8.825e-05 7.875e-05 6.945e-05 9.21e-05 0.00012575 0.0001349 8.255e-05 0.00014995 7.7e-05 4.23e-05 3.575e-05 0.00011215 0.00010725 8.83e-05 7.195e-05 6.045e-05 0.0001302 3.625e-05 8.155e-05 7.94e-05 0.0001271 0.0001469 8.25e-05 6.13e-05 8.185e-05 0.0001256 4.905e-05 8.895e-05 7.86e-05 4.3e-05 3.63e-05 7.15e-05 8.925e-05 9.165e-05 0.00010555 8.57e-05 6.16e-05 0.0001679 0.0001155 0.0001121 0.0001109 7.73e-05 6.09e-05 0.00012715 9.945e-05 8.935e-05 8.28e-05
3 6.995e-05 5.21e-05 0.00010575 7.73e-05 7.49e-05 3.92e-05 0.00010165 9.17e-05 0.00011595 5.675e-05 8.82e-05 3.925e-05 7.36e-05 0.0001019 9.235e-05 7.485e-05 7.295e-05 5.625e-05 0.0001653 0.0001326 0.0001335 3.95e-05 6.975e-05 8.865e-05 3.915e-05 5.605e-05 7.435e-05 8.825e-05 5.64e-05 7.41e-05 0.00011065 5.65e-05 7.41e-05 6.98e-05 7.53e-05 6.97e-05 0.0001359 0.00010155 5.64e-05 3.915e-05 6.99e-05 8.88e-05 7.9e-05 0.0001181 3.955e-05 0.00013365 6.975e-05 0.00011595 5.62e-05 6.905e-05 5.54e-05 5.565e-05 3.935e-05 0.00013475 5.655e-05 7.85e-05 0.0001208 7.34e-05 7.435e-05 0.00013375 7.495e-05 5.625e-05 6.99e-05 9.24e-05 5.215e-05 7.405e-05 5.65e-05 5.81e-05 0.0001355 7.96e-05 5.705e-05 9.23e-05 5.66e-05 3.925e-05 7.245e-05 5.64e-05 6.91e-05 7.375e-05 7.435e-05 0.00010155 5.575e-05 0.00010175 3.885e-05 6.54e-05 9.22e-05 0.0001182 5.255e-05 0.0001333 8.345e-05 6.99e-05 9.23e-05 0.00013555 6.91e-05 9.21e-05 5.685e-05
4 8.835e-05 8.775e-05 0.0001072 7.49e-05 0.0001466 7.39e-05 0.0001207 7.46e-05 0.00012665 7.46e-05 0.0001063 7.47e-05 7.505e-05 0.00012115 7.445e-05 7.38e-05 7.52e-05 7.585e-05 0.0001593 0.0001273 0.0001278 7.385e-05 8.895e-05 8.755e-05 7.4e-05 7.4e-05 7.54e-05 0.00010625 7.38e-05 7.5e-05 7.375e-05 7.515e-05 7.565e-05 8.865e-05 7.485e-05 8.855e-05 0.0001354 9.505e-05 7.54e-05 7.36e-05 8.875e-05 0.00010705 9.415e-05 0.00013495 7.39e-05 0.00012765 8.865e-05 0.00012675 7.405e-05 8.84e-05 7.525e-05 7.41e-05 7.48e-05 0.00013495 7.445e-05 9.415e-05 0.0001384 7.495e-05 7.55e-05 0.0001276 7.365e-05 7.405e-05 8.885e-05 7.45e-05 8.78e-05 7.51e-05 7.44e-05 7.565e-05 0.0001349 9.45e-05 7.45e-05 7.47e-05 7.445e-05 7.465e-05 7.48e-05 7.385e-05 8.835e-05 7.555e-05 7.59e-05 0.00012055 7.435e-05 0.00012035 7.51e-05 8.305e-05 7.465e-05 0.00013505 8.885e-05 0.0001277 8.2e-05 8.885e-05 7.485e-05 0.00013495 8.835e-05 7.51e-05 7.435e-05
5 9.945e-05 1.93e-05 0.0001286 3.92e-05 7.39e-05 2.1e-06 0.00013085 0.0001272 8.215e-05 4.935e-05 8.06e-05 6.3e-06 0.0001027 0.00012855 0.0001218 7.36e-05 7.57e-05 8.7e-05 0.0001615 0.00013545 0.0001295 5.55e-06 0.0001032 8.51e-05 1.55e-06 5.53e-05 9.635e-05 8.065e-05 5.54e-05 9.73e-05 0.00014615 2.665e-05 9.68e-05 9.925e-05 7.87e-05 0.00010015 0.00013025 0.00010425 4.99e-05 1.5e-06 9.935e-05 7.82e-05 6.225e-05 8.95e-05 5.4e-06 0.00013035 9.975e-05 8.195e-05 5.505e-05 0.0001056 8.83e-05 5.02e-05 6.4e-06 0.00013525 4.875e-05 5.795e-05 0.0001169 0.0001025 9.705e-05 0.00013015 7.365e-05 5.52e-05 0.00010005 0.00012165 4.045e-05 9.605e-05 4.93e-05 5.455e-05 0.00012975 6.325e-05 4.96e-05 0.0001212 4.94e-05 6.3e-06 0.0001084 5.505e-05 0.00010595 0.000103 9.705e-05 0.0001312 5.445e-05 9.87e-05 3.925e-05 6.295e-05 0.00012105 8.96e-05 5.715e-05 0.0001299 8.715e-05 0.0001032 0.00012145 0.0001298 7.27e-05 9.43e-05 4.9e-05
6 7.27e-05 0.00012695 7.235e-05 0.00010165 0.0001207 0.00013085 0.0001421 9.12e-05 0.00016685 0.00010165 0.00010115 0.0001274 7.295e-05 7.42e-05 9.16e-05 0.0001205 9.87e-05 7.22e-05 0.00013735 0.00013755 0.0001378 0.00012835 7.235e-05 0.0001301 0.00013115 0.00010215 7.325e-05 0.00010125 0.0001022 7.28e-05 0.0001101 0.00012475 7.3e-05 7.215e-05 0.0001171 7.25e-05 0.00014625 0.00013795 0.0001012 0.00013105 7.23e-05 0.0001041 0.0001499 0.000169 0.00012815 0.0001381 7.2e-05 0.0001667 0.00010185 7.22e-05 7.565e-05 0.00010465 0.0001275 0.0001456 0.00010195 0.0001523 9.8e-05 7.305e-05 7.325e-05 0.0001377 0.00012075 0.0001018 7.23e-05 9.125e-05 0.0001131 7.295e-05 0.00010175 0.0001 0.0001456 0.0001499 0.0001019 9.155e-05 0.00010195 0.00012735 7.26e-05 0.0001019 7.265e-05 7.265e-05 7.31e-05 7.135e-05 0.0001016 9.775e-05 0.0001016 0.00010565 9.155e-05 0.0001691 9.805e-05 0.00013805 0.00012415 7.245e-05 9.17e-05 0.00014565 9.815e-05 0.0001178 0.0001022
7 5.925e-05 0.00013625 6.825e-05 9.17e-05 7.46e-05 0.0001272 9.12e-05 4.19e-05 0.00017145 8.13e-05 0.00011385 0.0001236 2.915e-05 9.42e-05 2.885e-05 7.435e-05 5.47e-05 4.595e-05 0.0001581 0.0001183 0.00012625 0.00012395 5.525e-05 9.07e-05 0.00012755 7.485e-05 3.685e-05 0.0001138 7.495e-05 3.575e-05 2.13e-05 0.0001042 3.645e-05 5.92e-05 7.075e-05 5.905e-05 0.00014105 8.585e-05 8.16e-05 0.00012745 5.93e-05 0.00011705 0.0001275 0.00018 0.0001237 0.00012605 5.88e-05 0.00017125 7.455e-05 5.185e-05 4.285e-05 7.815e-05 0.0001237 0.00013335 8.195e-05 0.00013065 0.0001425 2.93e-05 3.66e-05 0.00012555 7.465e-05 7.505e-05 5.905e-05 2.83e-05 0.00011635 3.655e-05 8.155e-05 7.915e-05 0.00014055 0.00012745 8.155e-05 2.93e-05 8.16e-05 0.00012355 2.14e-05 7.455e-05 5.22e-05 2.86e-05 3.67e-05 9.115e-05 7.43e-05 0.0001235 9.16e-05 8.595e-05 2.915e-05 0.0001801 0.0001011 0.0001262 7.86e-05 5.525e-05 2.91e-05 0.0001406 8.385e-05 5.58e-05 8.22e-05
8 0.0001675 9.65e-05 0.0001586 0.00011595 0.00012665 8.215e-05 0.00016685 0.00017145 0.000163 0.00012085 0.0001197 8.345e-05 0.0001652 0.00016695 0.00016535 0.0001267 0.00013875 0.0001548 0.0001197 0.0001264 0.0001204 8.28e-05 0.0001714 0.0001217 8.22e-05 0.00012675 0.0001597 0.0001198 0.0001268 0.0001594 0.0001713 9.51e-05 0.0001594 0.00016765 0.0001283 0.0001676 0.00012915 0.00012765 0.0001214 8.21e-05 0.00016775 0.0001199 0.0001042 9.105e-05 8.285e-05 0.0001208 0.00016755 8.185e-05 0.0001267 0.0001735 0.00015985 0.00012585 8.355e-05 0.00013465 0.0001207 0.00010345 0.00012 0.00016535 0.0001598 0.00012075 0.0001267 0.0001265 0.00016785 0.0001654 0.0001171 0.0001594 0.00012065 0.00012265 0.00012865 0.00010495 0.0001211 0.00016515 0.00012075 8.34e-05 0.00017115 0.0001268 0.0001735 0.0001658 0.00015965 0.0001667 0.0001266 0.00013435 0.00011615 0.00013045 0.00016505 9.115e-05 0.00013035 0.0001203 0.00013605 0.00017135 0.00016525 0.0001287 0.00014115 0.0001387 0.00012095
9 6.95e-05 6.34e-05 8.225e-05 5.675e-05 7.46e-05 4.935e-05 0.00010165 8.13e-05 0.00012085 9.7e-05 8.14e-05 5.01e-05 5.685e-05 0.0001021 7.525e-05 7.445e-05 5.68e-05 5.75e-05 0.00015345 0.0001281 0.0001214 4.935e-05 7.43e-05 8.13e-05 4.91e-05 5.625e-05 4.95e-05 8.135e-05 5.615e-05 5.03e-05 9.95e-05 5.04e-05 5.03e-05 6.97e-05 7.58e-05 7.04e-05 0.00012895 9.505e-05 5.04e-05 4.905e-05 6.98e-05 8.16e-05 8.865e-05 0.00012945 4.965e-05 0.00012175 7.01e-05 0.00012115 5.625e-05 7.67e-05 6.37e-05 5.605e-05 5.02e-05 0.0001352 4.9e-05 8.85e-05 0.000114 5.63e-05 5.005e-05 0.0001206 7.465e-05 5.57e-05 7.035e-05 7.435e-05 6.95e-05 4.92e-05 4.91e-05 5.07e-05 0.0001284 8.895e-05 4.885e-05 7.51e-05 4.965e-05 5e-05 6.33e-05 5.595e-05 7.685e-05 5.615e-05 5.04e-05 0.0001021 5.62e-05 9.53e-05 5.72e-05 5.86e-05 7.505e-05 0.00012955 7.09e-05 0.0001219 8.33e-05 7.415e-05 7.555e-05 0.00012845 6.995e-05 7.515e-05 4.935e-05
