 slim_762510121 slim_762510120 slim_762510161 slim_762510119 slim_762510169 slim_762510142 slim_762510133 slim_762510144 slim_762510114 slim_762510159 slim_762510118 slim_762510111 slim_762510153 slim_762510150 slim_762510109 slim_762510147 slim_762510113 slim_762510125 slim_762510158 slim_762510148 slim_762510112 slim_762510165 slim_762510155 slim_762510160 slim_762510154 slim_762510123 slim_762510115 slim_762510139 slim_762510166 slim_762510106 slim_762510105 slim_762510146 slim_762510110 slim_762510102 slim_762510149 slim_762510145 slim_762510117 slim_762510130 slim_762510104 slim_762510131 slim_762510138 slim_762510141 slim_762510127 slim_762510129 slim_762510135 slim_762510140 slim_762510151 slim_762510168 slim_762510134 slim_762510116 slim_762510107 slim_762510143 slim_762510126 slim_762510137 slim_762510163 slim_762510136 slim_762510152 slim_762510162 slim_762510156 slim_762510124 slim_762510103 slim_762510164 slim_762510108 slim_762510122 slim_762510157 slim_762510128 slim_762510167 slim_762510132
0 1.7e-06 1.55e-06 2.2e-06 2.25e-06 1.7e-06 1.9e-06 2.1e-06 3.3e-06 1.4e-06 1.55e-06 2.35e-06 2.1e-06 1.7e-06 2.4e-06 2.75e-06 2e-06 2.25e-06 1.9e-06 2.3e-06 3.15e-06 2.4e-06 2.25e-06 1.95e-06 1.8e-06 2.75e-06 2.35e-06 2e-06 2.4e-06 2.45e-06 1.75e-06 2.4e-06 2.6e-06 2.2e-06 2.3e-06 1.85e-06 2.05e-06 2.45e-06 2.05e-06 1.4e-06 1.95e-06 2.15e-06 2.8e-06 1.55e-06 2.2e-06 2.25e-06 2.7e-06 1.6e-06 2.85e-06 2.45e-06 2.25e-06 2.4e-06 2.5e-06 2.35e-06 2.2e-06 3.3e-06 2.15e-06 2.8e-06 1.85e-06 2.65e-06 2.2e-06 1.45e-06 2.35e-06 2.3e-06 1.4e-06 1.25e-06 2.75e-06 2.8e-06 1.45e-06
1 1.55e-06 2e-06 2.2e-06 2.6e-06 1.85e-06 2.1e-06 1.7e-06 3.25e-06 1.45e-06 2.05e-06 2.7e-06 2e-06 2e-06 2e-06 2.7e-06 1.25e-06 2.1e-06 1.6e-06 2.05e-06 3.15e-06 2e-06 2e-06 2.15e-06 1.7e-06 2.5e-06 2.5e-06 2.35e-06 2.05e-06 1.9e-06 1.7e-06 2.7e-06 2.6e-06 1.85e-06 1.85e-06 1.4e-06 2.05e-06 2.5e-06 1.8e-06 1.2e-06 1.85e-06 2.25e-06 2.6e-06 1.2e-06 2.05e-06 1.9e-06 2.7e-06 1.4e-06 2.7e-06 2.45e-06 2.7e-06 2.55e-06 2.65e-06 1.95e-06 1.85e-06 3.25e-06 1.95e-06 2.75e-06 1.85e-06 2.65e-06 2.05e-06 1.55e-06 2.15e-06 1.9e-06 2.2e-06 1.4e-06 2.55e-06 2.65e-06 1.95e-06
2 2.2e-06 2.2e-06 2.8e-06 1.9e-06 2e-06 2.15e-06 1.95e-06 2.5e-06 2.2e-06 2.1e-06 1.9e-06 2.1e-06 2.1e-06 1.95e-06 2.35e-06 2.15e-06 2e-06 2.25e-06 2.05e-06 2.5e-06 2.05e-06 2e-06 1.85e-06 1.8e-06 1.75e-06 1.6e-06 1.55e-06 2e-06 2.05e-06 2.25e-06 2e-06 2.35e-06 1.8e-06 2.4e-06 2.25e-06 2.1e-06 1.65e-06 2.4e-06 2.15e-06 1.75e-06 2e-06 1.8e-06 2.2e-06 2.5e-06 1.95e-06 2e-06 2.2e-06 1.9e-06 1.75e-06 2.5e-06 1.75e-06 2.65e-06 2.45e-06 1.8e-06 2.4e-06 2.05e-06 2.4e-06 1.9e-06 1.85e-06 2.55e-06 2.15e-06 1.9e-06 2.4e-06 2.05e-06 2e-06 2.3e-06 2.3e-06 2e-06
3 2.25e-06 2.6e-06 1.9e-06 1.4e-06 2.35e-06 1.65e-06 2.25e-06 1.85e-06 2.15e-06 2e-06 8e-07 1.35e-06 1.8e-06 1.95e-06 1.9e-06 2.55e-06 1.65e-06 2.25e-06 1.8e-06 1.65e-06 1.85e-06 1.8e-06 1.8e-06 2.4e-06 1.25e-06 1.45e-06 1.65e-06 1.9e-06 1.9e-06 1.95e-06 1e-06 1.5e-06 1.8e-06 2.35e-06 2.2e-06 1.85e-06 1.2e-06 2.4e-06 2.4e-06 1.95e-06 1.6e-06 1.25e-06 2.55e-06 2.1e-06 1.75e-06 1e-06 2.5e-06 1.35e-06 1.45e-06 2.15e-06 1.4e-06 2.5e-06 2.4e-06 1.8e-06 2e-06 1.55e-06 1.75e-06 1.55e-06 1.2e-06 2.3e-06 2.2e-06 1.8e-06 2.35e-06 1.4e-06 2.05e-06 1.7e-06 1.95e-06 1.55e-06
4 1.7e-06 1.85e-06 2e-06 2.35e-06 2.6e-06 2e-06 2.25e-06 3e-06 1.55e-06 2e-06 2.45e-06 1.9e-06 2.25e-06 2.25e-06 2.45e-06 2.05e-06 2e-06 2e-06 2.05e-06 2.85e-06 2.3e-06 2e-06 2.3e-06 1.75e-06 2.5e-06 2.35e-06 2.35e-06 2.2e-06 2.4e-06 1.75e-06 2.5e-06 2.3e-06 2.05e-06 2.2e-06 1.75e-06 2.2e-06 2.55e-06 2.15e-06 1.6e-06 2.05e-06 2.1e-06 2.55e-06 1.9e-06 1.95e-06 2.15e-06 2.45e-06 1.85e-06 2.5e-06 2.55e-06 2.6e-06 2.45e-06 2.55e-06 2.2e-06 2.05e-06 3e-06 1.9e-06 2.5e-06 2.1e-06 2.45e-06 1.9e-06 1.95e-06 2.3e-06 2.2e-06 2.1e-06 1.75e-06 2.5e-06 2.45e-06 1.9e-06
5 1.9e-06 2.1e-06 2.15e-06 1.65e-06 2e-06 2.9e-06 2.3e-06 2.55e-06 1.55e-06 1.95e-06 1.8e-06 1.55e-06 2e-06 2.15e-06 2.35e-06 2.2e-06 1.85e-06 2.05e-06 2e-06 2.3e-06 2.1e-06 1.95e-06 2.15e-06 2.1e-06 2e-06 2.1e-06 2.2e-06 2.1e-06 2.2e-06 1.75e-06 1.85e-06 2e-06 1.95e-06 2.3e-06 1.85e-06 1.8e-06 2.1e-06 2.2e-06 1.9e-06 1.9e-06 1.9e-06 2.1e-06 2.1e-06 2.05e-06 1.95e-06 1.8e-06 1.9e-06 2.15e-06 2.2e-06 2.4e-06 2.1e-06 2.25e-06 2.35e-06 1.95e-06 2.65e-06 1.7e-06 2.3e-06 1.85e-06 1.95e-06 2.2e-06 2e-06 2.15e-06 2.3e-06 1.7e-06 1.8e-06 2.3e-06 2.45e-06 1.55e-06
6 2.1e-06 1.7e-06 1.95e-06 2.25e-06 2.25e-06 2.3e-06 3.3e-06 2.85e-06 2.15e-06 2.25e-06 2.25e-06 2.25e-06 2.1e-06 2.05e-06 2.5e-06 1.9e-06 2.2e-06 2.2e-06 2.1e-06 2.85e-06 2.1e-06 2.05e-06 2.05e-06 2.1e-06 2.05e-06 1.9e-06 1.7e-06 2.1e-06 2e-06 2.3e-06 2.35e-06 2.5e-06 1.9e-06 2.25e-06 2.1e-06 2.15e-06 1.95e-06 2.35e-06 1.9e-06 1.85e-06 2.25e-06 2.1e-06 1.9e-06 2.45e-06 2e-06 2.35e-06 2.05e-06 2.15e-06 1.85e-06 2.75e-06 2e-06 2.8e-06 2.3e-06 1.9e-06 2.8e-06 2.15e-06 2.55e-06 1.95e-06 2.2e-06 2.4e-06 2.1e-06 2.1e-06 2.25e-06 2.3e-06 1.95e-06 2.35e-06 2.35e-06 2.15e-06
7 3.3e-06 3.25e-06 2.5e-06 1.85e-06 3e-06 2.55e-06 2.85e-06 2.4e-06 2.9e-06 3.25e-06 1.75e-06 2e-06 3.05e-06 2.1e-06 1.95e-06 2.85e-06 1.9e-06 2.65e-06 2.15e-06 1.65e-06 2.05e-06 2.15e-06 2.5e-06 3.05e-06 1.75e-06 1.9e-06 2.55e-06 2.05e-06 2.35e-06 2.45e-06 1.85e-06 2e-06 1.95e-06 2.6e-06 2.6e-06 2.65e-06 2e-06 2.8e-06 3.05e-06 2.55e-06 1.8e-06 1.55e-06 3.2e-06 2.45e-06 1.95e-06 1.4e-06 3.15e-06 1.45e-06 2.2e-06 2.1e-06 1.9e-06 2.6e-06 2.65e-06 1.95e-06 1.35e-06 2.1e-06 1.9e-06 2.4e-06 1.45e-06 2.55e-06 2.95e-06 2.15e-06 2.6e-06 2.8e-06 2.8e-06 2.1e-06 2.15e-06 2.8e-06
8 1.4e-06 1.45e-06 2.2e-06 2.15e-06 1.55e-06 1.55e-06 2.15e-06 2.9e-06 1.6e-06 1.9e-06 2.25e-06 1.4e-06 1.8e-06 2.05e-06 2.5e-06 1.65e-06 1.6e-06 1.5e-06 1.75e-06 2.7e-06 2.05e-06 1.7e-06 2.15e-06 1.7e-06 2.45e-06 2.45e-06 2.55e-06 2e-06 2.15e-06 1.15e-06 2.35e-06 2.3e-06 1.85e-06 2e-06 1.15e-06 1.8e-06 2.5e-06 1.75e-06 1.2e-06 1.75e-06 1.85e-06 2.5e-06 1.5e-06 1.65e-06 1.9e-06 2.3e-06 1.3e-06 2.55e-06 2.6e-06 2.35e-06 2.5e-06 2.15e-06 2.1e-06 1.85e-06 2.95e-06 1.6e-06 2.55e-06 1.8e-06 2.3e-06 1.9e-06 1.55e-06 2.05e-06 2.05e-06 1.8e-06 1.35e-06 2.55e-06 2.65e-06 1.45e-06
9 1.55e-06 2.05e-06 2.1e-06 2e-06 2e-06 1.95e-06 2.25e-06 3.25e-06 1.9e-06 2.3e-06 2.15e-06 2.35e-06 1.7e-06 2.75e-06 3e-06 2.7e-06 2.6e-06 2.7e-06 2.65e-06 3.1e-06 2.7e-06 2.55e-06 2.35e-06 2.05e-06 2.65e-06 2.15e-06 1.6e-06 2.75e-06 2.75e-06 2.55e-06 2.15e-06 2.7e-06 2.5e-06 2.85e-06 2.55e-06 2.15e-06 2.3e-06 2.85e-06 1.9e-06 2.1e-06 2.65e-06 2.75e-06 2.05e-06 2.75e-06 2.5e-06 2.55e-06 2.1e-06 2.8e-06 2.2e-06 2.65e-06 2.15e-06 2.7e-06 2.9e-06 2.5e-06 3.3e-06 2.4e-06 2.95e-06 2e-06 2.6e-06 2.75e-06 2.2e-06 2.8e-06 2.85e-06 1.5e-06 1.95e-06 2.9e-06 3e-06 1.45e-06
10 2.35e-06 2.7e-06 1.9e-06 8e-07 2.45e-06 1.8e-06 2.25e-06 1.75e-06 2.25e-06 2.15e-06 1.2e-06 1.5e-06 1.8e-06 1.95e-06 1.9e-06 2.65e-06 1.65e-06 2.35e-06 1.8e-06 1.75e-06 1.85e-06 1.8e-06 1.8e-06 2.5e-06 1.3e-06 1.35e-06 1.55e-06 1.9e-06 1.9e-06 2.05e-06 1.05e-06 1.65e-06 1.8e-06 2.45e-06 2.3e-06 1.85e-06 1.1e-06 2.5e-06 2.5e-06 1.95e-06 1.6e-06 1.15e-06 2.65e-06 2.2e-06 1.75e-06 1e-06 2.6e-06 1.2e-06 1.35e-06 2.2e-06 1.3e-06 2.55e-06 2.5e-06 1.8e-06 1.95e-06 1.7e-06 1.75e-06 1.55e-06 1.1e-06 2.4e-06 2.3e-06 1.8e-06 2.45e-06 1.55e-06 2.15e-06 1.7e-06 1.95e-06 1.65e-06
