 slim_761942966 slim_761942940 slim_761942938 slim_761942933 slim_761942947 slim_761942977 slim_761942937 slim_761942942 slim_761942919 slim_761942927 slim_761942957 slim_761942950 slim_761942914 slim_761942922 slim_761942941 slim_761942943 slim_761942924 slim_761942946 slim_761942916 slim_761942915 slim_761942923 slim_761942939 slim_761942934 slim_761942961 slim_761942978 slim_761942976 slim_761942972 slim_761942960 slim_761942945 slim_761942958 slim_761942935 slim_761942932 slim_761942964 slim_761942920 slim_761942967 slim_761942913 slim_761942974 slim_761942953 slim_761942975 slim_761942979 slim_761942918 slim_761942925 slim_761942930 slim_761942973 slim_761942912 slim_761942951 slim_761942955 slim_761942965 slim_761942921 slim_761942956 slim_761942944 slim_761942926 slim_761942949 slim_761942929 slim_761942971 slim_761942952 slim_761942931 slim_761942959 slim_761942954 slim_761942969 slim_761942968 slim_761942936 slim_761942970 slim_761942963 slim_761942948 slim_761942928 slim_761942962 slim_761942917
0 8.34e-05 6.76e-05 5.495e-05 6.02e-05 6.02e-05 7.05e-05 7.84e-05 4.59e-05 5.71e-05 4.83e-05 4.65e-05 4.415e-05 5.845e-05 4.645e-05 7.265e-05 4.64e-05 8.145e-05 6.835e-05 4.41e-05 4.73e-05 5.825e-05 6.67e-05 6.755e-05 6.585e-05 4.415e-05 4.41e-05 5.25e-05 7.635e-05 7.295e-05 4.635e-05 5.33e-05 4.64e-05 6.01e-05 4.88e-05 6.425e-05 5.98e-05 4.545e-05 4.415e-05 5.72e-05 4.415e-05 4.555e-05 5.76e-05 4.655e-05 5.02e-05 4.655e-05 5.395e-05 4.745e-05 4.975e-05 4.415e-05 4.74e-05 4.815e-05 4.74e-05 4.175e-05 4.4e-05 5.775e-05 4.735e-05 6.41e-05 4.73e-05 4.65e-05 4.635e-05 4.83e-05 8.67e-05 4.645e-05 4.205e-05 5.8e-05 4.735e-05 5.84e-05 4.65e-05
1 6.76e-05 8.92e-05 6.79e-05 6.685e-05 6.14e-05 4.645e-05 4.7e-05 8.345e-05 4.485e-05 8.025e-05 4.49e-05 8.095e-05 5.985e-05 4.485e-05 6.445e-05 5.825e-05 4.8e-05 6.065e-05 8.67e-05 4.465e-05 4.62e-05 5.825e-05 4.46e-05 6.755e-05 8.095e-05 6.73e-05 7.81e-05 4.485e-05 4.645e-05 4.48e-05 6.44e-05 6.405e-05 4.93e-05 6.54e-05 8.51e-05 6.7e-05 8.79e-05 6.75e-05 6.29e-05 8.08e-05 6.575e-05 6.275e-05 6.42e-05 6.785e-05 5.845e-05 6.745e-05 4.485e-05 8.17e-05 6.085e-05 6.4e-05 5.98e-05 5.82e-05 6.765e-05 6.735e-05 7.635e-05 4.475e-05 6.755e-05 4.475e-05 5.84e-05 6.4e-05 7.445e-05 4.545e-05 6.41e-05 5.15e-05 6.005e-05 4.47e-05 5.98e-05 6.415e-05
2 5.495e-05 6.79e-05 7.44e-05 5.805e-05 6.485e-05 6.7e-05 6.365e-05 4.765e-05 7.085e-05 6.135e-05 6.655e-05 5.105e-05 6.815e-05 6.435e-05 6.58e-05 6.44e-05 7.32e-05 5.685e-05 5.11e-05 6.175e-05 6.795e-05 7.055e-05 6.785e-05 5.475e-05 5.105e-05 5.08e-05 5.98e-05 7.95e-05 6.315e-05 6.645e-05 5.705e-05 6.445e-05 6.39e-05 5.485e-05 5.71e-05 6.11e-05 4.38e-05 5.1e-05 6.065e-05 5.105e-05 6.15e-05 6.14e-05 6.46e-05 4.615e-05 6.665e-05 5.225e-05 6.4e-05 5.43e-05 6.82e-05 6.195e-05 6.11e-05 6.185e-05 5.5e-05 5.09e-05 6.155e-05 6.18e-05 5.715e-05 6.745e-05 6.66e-05 6.445e-05 6.125e-05 6.61e-05 6.45e-05 3.74e-05 7.025e-05 6.18e-05 6.81e-05 6.455e-05
3 6.02e-05 6.685e-05 5.805e-05 6.18e-05 4.67e-05 6.665e-05 5.66e-05 4.985e-05 7.685e-05 6.12e-05 7.705e-05 6.745e-05 6.42e-05 7.845e-05 5.85e-05 7.85e-05 5.395e-05 5.365e-05 6.745e-05 7.67e-05 6.4e-05 6.865e-05 6.68e-05 5.605e-05 6.745e-05 6.72e-05 6.85e-05 6.865e-05 5.845e-05 7.695e-05 6.66e-05 7.85e-05 6.89e-05 5.3e-05 5.745e-05 4.035e-05 4.34e-05 6.74e-05 5.4e-05 6.745e-05 4.765e-05 6.57e-05 7.865e-05 5.64e-05 7.715e-05 4.905e-05 7.535e-05 3.74e-05 7.115e-05 7.685e-05 6.1e-05 7.68e-05 6.025e-05 6.73e-05 6.585e-05 7.675e-05 5.755e-05 7.87e-05 7.71e-05 7.85e-05 6.115e-05 6.11e-05 7.855e-05 5.535e-05 6.12e-05 7.675e-05 6.415e-05 7.86e-05
4 6.02e-05 6.14e-05 6.485e-05 4.67e-05 5.29e-05 6.605e-05 4.73e-05 4.975e-05 7.135e-05 5.21e-05 6.52e-05 7.03e-05 4.795e-05 6.71e-05 5.565e-05 6.82e-05 4.175e-05 4.735e-05 7.34e-05 7.1e-05 4.67e-05 5.86e-05 6.135e-05 6.44e-05 7.03e-05 6.9e-05 6.645e-05 5.775e-05 5.22e-05 6.51e-05 6.915e-05 7.13e-05 6.045e-05 6.15e-05 6.265e-05 3.725e-05 5.94e-05 6.92e-05 5.035e-05 7.015e-05 4.87e-05 6.34e-05 7.145e-05 6.295e-05 6.635e-05 4.885e-05 6.915e-05 3.835e-05 5.89e-05 7.53e-05 4.67e-05 7.215e-05 6.025e-05 6.91e-05 6.46e-05 7.105e-05 5.96e-05 6.53e-05 6.63e-05 7.13e-05 4.895e-05 5.8e-05 7.135e-05 6.255e-05 4.71e-05 7.105e-05 4.79e-05 7.14e-05
5 7.05e-05 4.645e-05 6.7e-05 6.665e-05 6.605e-05 7.98e-05 4.78e-05 8.64e-05 4.635e-05 8.7e-05 5.12e-05 8.3e-05 6.36e-05 5.095e-05 6.85e-05 6.43e-05 4.46e-05 6.46e-05 8.86e-05 4.535e-05 5e-05 6.54e-05 4.64e-05 6.41e-05 8.3e-05 6.94e-05 8.095e-05 5.285e-05 4.535e-05 5.11e-05 6.19e-05 6.995e-05 4.895e-05 6.285e-05 8.805e-05 6.755e-05 8.675e-05 6.96e-05 6.52e-05 8.285e-05 6.94e-05 6.565e-05 7.01e-05 6.77e-05 6.47e-05 7.115e-05 4.575e-05 8.54e-05 6.78e-05 6.45e-05 6.675e-05 5.885e-05 7.055e-05 6.945e-05 7.92e-05 4.545e-05 7.055e-05 4.94e-05 6.465e-05 6.995e-05 8.135e-05 4.965e-05 7.005e-05 5.06e-05 6.78e-05 4.54e-05 6.355e-05 7.005e-05
6 7.84e-05 4.7e-05 6.365e-05 5.66e-05 4.73e-05 4.78e-05 4.85e-05 8.325e-05 6.365e-05 8.995e-05 6.86e-05 9.495e-05 5.995e-05 6.84e-05 5.58e-05 8.195e-05 2.525e-05 4.735e-05 0.00010085 6.88e-05 4.625e-05 6.015e-05 4.695e-05 6.06e-05 9.495e-05 8.12e-05 9.125e-05 4.135e-05 3.745e-05 6.85e-05 7.8e-05 8.785e-05 5.725e-05 7.655e-05 7.74e-05 5.405e-05 8.885e-05 8.14e-05 6.53e-05 9.48e-05 7.325e-05 7.235e-05 8.8e-05 7.105e-05 8.22e-05 5.93e-05 6.905e-05 7.82e-05 8.145e-05 8.835e-05 6.93e-05 8.24e-05 7.845e-05 8.13e-05 8.6e-05 6.885e-05 5.965e-05 6.88e-05 8.215e-05 8.785e-05 8.4e-05 2.45e-05 8.79e-05 5.54e-05 6.42e-05 6.885e-05 5.99e-05 8.795e-05
7 4.59e-05 8.345e-05 4.765e-05 4.985e-05 4.975e-05 8.64e-05 8.325e-05 4.45e-05 8.31e-05 3.165e-05 7.34e-05 3.45e-05 6.085e-05 7.33e-05 6.635e-05 5.985e-05 8.635e-05 5.79e-05 3.175e-05 7.42e-05 7.415e-05 6.91e-05 8.34e-05 5.86e-05 3.45e-05 4.78e-05 4.375e-05 9.135e-05 7.905e-05 7.33e-05 5.8e-05 5.71e-05 7.605e-05 4.9e-05 4.24e-05 4.9e-05 2.25e-05 4.795e-05 5.465e-05 3.465e-05 4.615e-05 6.14e-05 5.725e-05 4.785e-05 6e-05 4.65e-05 7.435e-05 2.26e-05 5.485e-05 5.81e-05 4.875e-05 6.08e-05 4.595e-05 4.785e-05 4.805e-05 7.425e-05 5.715e-05 7.42e-05 5.995e-05 5.71e-05 3.435e-05 9.155e-05 5.715e-05 5.48e-05 5.77e-05 7.425e-05 6.08e-05 5.72e-05
8 5.71e-05 4.485e-05 7.085e-05 7.685e-05 7.135e-05 4.635e-05 6.365e-05 8.31e-05 5.58e-05 7.35e-05 2.84e-05 7.075e-05 5.995e-05 2.845e-05 7.11e-05 4.175e-05 6.46e-05 7.055e-05 7.64e-05 2.805e-05 4.63e-05 5.855e-05 4.48e-05 7.385e-05 7.075e-05 5.715e-05 6.79e-05 4.48e-05 5.63e-05 2.825e-05 5.41e-05 4.75e-05 4.26e-05 5.86e-05 9.155e-05 7.69e-05 8.75e-05 5.735e-05 6.25e-05 7.06e-05 5.875e-05 5.605e-05 4.765e-05 6.405e-05 4.19e-05 7.39e-05 2.82e-05 8.485e-05 4.43e-05 4.73e-05 5.315e-05 4.16e-05 5.715e-05 5.715e-05 6.965e-05 2.815e-05 7.375e-05 2.815e-05 4.185e-05 4.74e-05 6.78e-05 6.23e-05 4.755e-05 4.775e-05 5.305e-05 2.81e-05 5.99e-05 4.76e-05
9 4.83e-05 8.025e-05 6.135e-05 6.12e-05 5.21e-05 8.7e-05 8.995e-05 3.165e-05 7.35e-05 4.75e-05 5.66e-05 3.48e-05 5.41e-05 5.66e-05 7.155e-05 4.31e-05 9.255e-05 6.375e-05 3.18e-05 6.175e-05 6.735e-05 6.155e-05 8.02e-05 7.19e-05 3.48e-05 4.805e-05 3.98e-05 8.655e-05 8.16e-05 5.645e-05 5.84e-05 4.02e-05 7.28e-05 5.07e-05 5.175e-05 5.63e-05 3.68e-05 4.825e-05 5.815e-05 3.495e-05 4.56e-05 5.73e-05 4.025e-05 6.005e-05 4.32e-05 5.5e-05 6.19e-05 2.905e-05 4.01e-05 4.545e-05 4.11e-05 4.845e-05 4.835e-05 4.81e-05 4.4e-05 6.18e-05 6.66e-05 5.81e-05 4.315e-05 4.015e-05 2.675e-05 9.745e-05 4.025e-05 7.115e-05 5.285e-05 6.185e-05 5.405e-05 4.025e-05
