 slim_762129617 slim_762129626 slim_762129624 slim_762129637 slim_762129596 slim_762129599 slim_762129601 slim_762129614 slim_762129612 slim_762129636 slim_762129593 slim_762129610 slim_762129613 slim_762129627 slim_762129621 slim_762129633 slim_762129634 slim_762129603 slim_762129606 slim_762129625 slim_762129620 slim_762129607 slim_762129605 slim_762129615 slim_762129611 slim_762129600 slim_762129604 slim_762129608 slim_762129602 slim_762129598 slim_762129622 slim_762129618 slim_762129595 slim_762129594 slim_762129628 slim_762129632 slim_762129597 slim_762129635 slim_762129629 slim_762129616 slim_762129619 slim_762129630 slim_762129609 slim_762129623 slim_762129631
0 3.3e-06 2.1e-06 2.4e-06 2.25e-06 2.15e-06 2.15e-06 2.5e-06 2.5e-06 1.95e-06 2.45e-06 1.85e-06 1.9e-06 2.5e-06 1.9e-06 2.55e-06 2.25e-06 2.3e-06 2.45e-06 2.25e-06 2.05e-06 2.3e-06 2.15e-06 2.4e-06 2.45e-06 2.6e-06 1.95e-06 2.15e-06 2.15e-06 1.95e-06 2.15e-06 2e-06 2.05e-06 2.05e-06 1.9e-06 1.8e-06 2.5e-06 2.3e-06 2.55e-06 1.7e-06 2.45e-06 2.35e-06 1.85e-06 2.15e-06 2.15e-06 2.2e-06
1 2.1e-06 1.3e-06 1.1e-06 1.6e-06 1.2e-06 8e-07 1.2e-06 1.85e-06 1.75e-06 1.15e-06 1.4e-06 1.3e-06 1.85e-06 1.35e-06 1.45e-06 1.95e-06 1.95e-06 1.1e-06 1.85e-06 7.5e-07 2.05e-06 1.25e-06 1.45e-06 1.15e-06 1.45e-06 2.1e-06 1.45e-06 1.5e-06 2.15e-06 1.4e-06 2.25e-06 7.5e-07 1.4e-06 8.5e-07 1.95e-06 1.2e-06 2.2e-06 1.9e-06 1.5e-06 2.15e-06 1.6e-06 8.5e-07 7.5e-07 7.5e-07 1.15e-06
2 2.4e-06 1.1e-06 1.9e-06 1.95e-06 1.45e-06 1.1e-06 1.15e-06 2.15e-06 2e-06 1.45e-06 1.7e-06 1.75e-06 2.1e-06 1.65e-06 1.75e-06 2.25e-06 2.25e-06 1.05e-06 2.15e-06 1.05e-06 2.25e-06 1.55e-06 1.8e-06 1.1e-06 1.75e-06 2.4e-06 1.75e-06 1.8e-06 2.45e-06 1.85e-06 2.5e-06 1.05e-06 1.7e-06 1.15e-06 2.25e-06 1.5e-06 2.5e-06 1.8e-06 1.8e-06 2.45e-06 2e-06 1.25e-06 1.25e-06 1.2e-06 1.45e-06
3 2.25e-06 1.6e-06 1.95e-06 2.2e-06 1.6e-06 1.8e-06 2e-06 1.75e-06 2.05e-06 2.1e-06 1.8e-06 1.65e-06 2.25e-06 1.75e-06 2.1e-06 1.55e-06 2e-06 1.95e-06 2.25e-06 1.7e-06 1.85e-06 2e-06 2.05e-06 1.95e-06 2.15e-06 1.5e-06 1.85e-06 1.45e-06 1.95e-06 1.3e-06 2.1e-06 1.7e-06 1.4e-06 1.55e-06 2.2e-06 2.15e-06 2.65e-06 2.15e-06 2.05e-06 2.05e-06 1.75e-06 1.45e-06 1.45e-06 1.65e-06 1.85e-06
4 2.15e-06 1.2e-06 1.45e-06 1.6e-06 1.8e-06 1.05e-06 1.55e-06 1.8e-06 1.6e-06 1.35e-06 1.35e-06 1.55e-06 1.6e-06 1.35e-06 1.7e-06 1.95e-06 2.05e-06 1.5e-06 1.85e-06 9.5e-07 1.3e-06 1.65e-06 1.85e-06 1.5e-06 1.75e-06 1.8e-06 1.45e-06 1.4e-06 2.2e-06 1.6e-06 1.75e-06 9.5e-07 1.3e-06 1.15e-06 2.1e-06 1.45e-06 2.6e-06 1.75e-06 1.95e-06 2.15e-06 1.5e-06 1.3e-06 1.4e-06 1.25e-06 1.5e-06
5 2.15e-06 8e-07 1.1e-06 1.8e-06 1.05e-06 4e-07 1.25e-06 1.65e-06 1.85e-06 6.5e-07 1.25e-06 1.8e-06 1.75e-06 1.25e-06 1.05e-06 2.15e-06 2.25e-06 1.15e-06 1.75e-06 2.5e-07 2.3e-06 1.15e-06 1.55e-06 1.2e-06 1.05e-06 2.25e-06 1.3e-06 1.25e-06 2.15e-06 1.8e-06 2.5e-06 2.5e-07 1.15e-06 7e-07 2.05e-06 7.5e-07 2.35e-06 2.3e-06 1.6e-06 2.1e-06 2e-06 1.05e-06 1.4e-06 9e-07 1.05e-06
6 2.5e-06 1.2e-06 1.15e-06 2e-06 1.55e-06 1.25e-06 2.1e-06 2.25e-06 2.1e-06 1.55e-06 1.8e-06 1.8e-06 2.2e-06 1.75e-06 1.85e-06 2.3e-06 2.3e-06 1.1e-06 2.25e-06 1.15e-06 2.35e-06 1.7e-06 1.85e-06 1.1e-06 1.9e-06 2.5e-06 1.85e-06 1.9e-06 2.55e-06 1.9e-06 2.6e-06 1.15e-06 1.8e-06 1.25e-06 2.35e-06 1.55e-06 2.55e-06 1.8e-06 1.9e-06 2.55e-06 2.05e-06 1.35e-06 1.25e-06 1.25e-06 1.55e-06
7 2.5e-06 1.85e-06 2.15e-06 1.75e-06 1.8e-06 1.65e-06 2.25e-06 2.9e-06 2.35e-06 1.55e-06 1.9e-06 2.15e-06 2.05e-06 1.8e-06 1.6e-06 2.1e-06 2.55e-06 2.2e-06 1.95e-06 1.5e-06 2.4e-06 2.1e-06 2.4e-06 2.15e-06 1.7e-06 1.85e-06 1.95e-06 1.55e-06 2.15e-06 1.8e-06 2.55e-06 1.5e-06 1.5e-06 1.65e-06 2.4e-06 1.6e-06 3.05e-06 2.75e-06 2.25e-06 1.9e-06 2.45e-06 1.75e-06 2.15e-06 1.85e-06 1.6e-06
8 1.95e-06 1.75e-06 2e-06 2.05e-06 1.6e-06 1.85e-06 2.1e-06 2.35e-06 2.9e-06 2.15e-06 1.95e-06 1.9e-06 1.95e-06 1.9e-06 2.3e-06 2.1e-06 2.2e-06 2.05e-06 2.25e-06 1.75e-06 1.5e-06 2e-06 2.2e-06 2.05e-06 2.35e-06 2.15e-06 2.05e-06 2e-06 1.95e-06 1.95e-06 1.75e-06 1.75e-06 1.9e-06 1.75e-06 1.85e-06 2.2e-06 2.15e-06 1.9e-06 1.7e-06 2.35e-06 1.75e-06 1.75e-06 1.75e-06 1.8e-06 2.05e-06
9 2.45e-06 1.15e-06 1.45e-06 2.1e-06 1.35e-06 6.5e-07 1.55e-06 1.55e-06 2.15e-06 1e-06 1.55e-06 2.1e-06 1.65e-06 1.5e-06 9.5e-07 2.45e-06 2.55e-06 1.5e-06 1.65e-06 5e-07 2.6e-06 1.5e-06 1.85e-06 1.45e-06 1.05e-06 2.55e-06 1.6e-06 1.55e-06 2.45e-06 2.1e-06 2.8e-06 5e-07 1.45e-06 1e-06 2.35e-06 6e-07 2.65e-06 2.6e-06 1.9e-06 2.05e-06 2.3e-06 1.35e-06 1.7e-06 1.15e-06 1e-06
10 1.85e-06 1.4e-06 1.7e-06 1.8e-06 1.35e-06 1.25e-06 1.8e-06 1.9e-06 1.95e-06 1.55e-06 2.2e-06 1.35e-06 2.05e-06 1.2e-06 1.9e-06 2.15e-06 2.1e-06 1.75e-06 1.7e-06 1.15e-06 2e-06 1.65e-06 1.95e-06 1.75e-06 1.95e-06 1.5e-06 1.4e-06 1.5e-06 2.2e-06 1.7e-06 1.85e-06 1.15e-06 1.4e-06 1.15e-06 1.95e-06 1.65e-06 2.8e-06 2.25e-06 1.85e-06 2.15e-06 2.05e-06 1.25e-06 1.6e-06 1.45e-06 1.5e-06
11 1.9e-06 1.3e-06 1.75e-06 1.65e-06 1.55e-06 1.8e-06 1.8e-06 2.15e-06 1.9e-06 2.1e-06 1.35e-06 1.8e-06 2.2e-06 1.35e-06 2.35e-06 2e-06 1.85e-06 1.75e-06 1.85e-06 1.7e-06 1.8e-06 1.8e-06 1.9e-06 1.75e-06 2.4e-06 1.45e-06 1.6e-06 1.8e-06 2.25e-06 1.35e-06 1.65e-06 1.7e-06 1.7e-06 1.35e-06 1.9e-06 2.15e-06 2.7e-06 1.9e-06 1.8e-06 2.25e-06 1.7e-06 1.15e-06 1e-06 1.35e-06 1.65e-06
12 2.5e-06 1.85e-06 2.1e-06 2.25e-06 1.6e-06 1.75e-06 2.2e-06 2.05e-06 1.95e-06 1.65e-06 2.05e-06 2.2e-06 3.1e-06 1.95e-06 1.95e-06 2.3e-06 2.4e-06 2.15e-06 1.95e-06 1.6e-06 1.6e-06 2.1e-06 2.3e-06 2.1e-06 2.05e-06 2.45e-06 2.15e-06 2.1e-06 2.55e-06 2.25e-06 1.95e-06 1.6e-06 2e-06 1.85e-06 2.45e-06 1.7e-06 2.65e-06 2.1e-06 2.3e-06 2.25e-06 1.85e-06 1.95e-06 2.05e-06 1.85e-06 1.8e-06
13 1.9e-06 1.35e-06 1.65e-06 1.75e-06 1.35e-06 1.25e-06 1.75e-06 1.8e-06 1.9e-06 1.5e-06 1.2e-06 1.35e-06 1.95e-06 2.1e-06 1.8e-06 2.1e-06 2.05e-06 1.7e-06 1.6e-06 1.1e-06 1.95e-06 1.6e-06 1.9e-06 1.65e-06 1.9e-06 1.5e-06 1.4e-06 1.5e-06 2.15e-06 1.65e-06 1.8e-06 1.1e-06 1.4e-06 1.15e-06 1.9e-06 1.55e-06 2.75e-06 2.2e-06 1.8e-06 2.15e-06 2e-06 1.25e-06 1.55e-06 1.35e-06 1.45e-06
14 2.55e-06 1.45e-06 1.75e-06 2.1e-06 1.7e-06 1.05e-06 1.85e-06 1.6e-06 2.3e-06 9.5e-07 1.9e-06 2.35e-06 1.95e-06 1.8e-06 1.7e-06 2.4e-06 2.75e-06 1.8e-06 1.95e-06 9e-07 2.8e-06 1.8e-06 2.15e-06 1.75e-06 9.5e-07 2.55e-06 1.95e-06 1.65e-06 2.3e-06 2.1e-06 3.05e-06 9e-07 1.6e-06 1.35e-06 2.45e-06 1e-06 2.7e-06 2.85e-06 2e-06 2.05e-06 2.55e-06 1.6e-06 1.95e-06 1.45e-06 1.3e-06
15 2.25e-06 1.95e-06 2.25e-06 1.55e-06 1.95e-06 2.15e-06 2.3e-06 2.1e-06 2.1e-06 2.45e-06 2.15e-06 2e-06 2.3e-06 2.1e-06 2.4e-06 2.7e-06 1.85e-06 2.25e-06 2.45e-06 2.05e-06 1.85e-06 2.15e-06 2.15e-06 2.25e-06 2.45e-06 1.8e-06 2.2e-06 1.75e-06 1.9e-06 1.6e-06 2e-06 2.05e-06 1.7e-06 1.9e-06 2.2e-06 2.5e-06 2.15e-06 2.15e-06 2.05e-06 2.15e-06 1.85e-06 1.8e-06 1.85e-06 2e-06 2.2e-06
