 slim_337460928 slim_337468496 slim_337468768 slim_337468748 slim_337468749 slim_337468765 slim_337468747 slim_337468845 slim_337468892 slim_337468794 slim_337468797 slim_337468854 slim_337468827 slim_337468830 slim_337468868 slim_337468883 slim_337468835 slim_337468881 slim_337468884 slim_337468833 slim_337468844 slim_337468886 slim_337468807 slim_337468885 slim_337468869 slim_337468865 slim_337468891 slim_337468789 slim_337468874 slim_337468816 slim_337468810 slim_337468814 slim_337468913 slim_337468973 slim_337468949 slim_337469010 slim_337469016 slim_337468955 slim_337468976 slim_337468904 slim_337469023 slim_337468989 slim_337468925 slim_337469014 slim_337469006 slim_337469020 slim_337468944 slim_337469022 slim_337469011 slim_337468968 slim_337468948 slim_337468965 slim_337468984 slim_337469001 slim_337468941 slim_337468977 slim_337468972 slim_337468910 slim_337469000 slim_337468954 slim_337468896 slim_337468898 slim_337468946 slim_337468931 slim_337468966 slim_337468902 slim_337468934 slim_337468997 slim_337468958 slim_337468945 slim_337468957 slim_337469012 slim_337469002 slim_337468987 slim_337468998 slim_337468991 slim_337468947 slim_337469004 slim_337468923 slim_337468899 slim_337468920 slim_337468970 slim_337469009 slim_337468924 slim_337468963 slim_337468982 slim_337468962 slim_337469008 slim_337468996 slim_337469003 slim_337468986 slim_337468953 slim_337469018 slim_337469013 slim_337468988 slim_337468994 slim_337468999 slim_337469005 slim_337468939 slim_337468980 slim_337468929 slim_337468993 slim_337469007 slim_337468908
0 0.0008128 0.00083525 0.0008605 0.00079965 0.00089765 0.00087415 0.0008812 0.0008145 0.00081445 0.0007933 0.000891 0.00086075 0.0008916 0.00088925 0.0008702 0.0007555 0.00080215 0.0006538 0.0006774 0.00089495 0.0008505 0.00063645 0.000856 0.0008837 0.00062185 0.00089175 0.0006954 0.00067195 0.00085205 0.0008415 0.00088485 0.00062635 0.0008624 0.0008599 0.0008618 0.00087425 0.00040675 0.0006307 0.0007 0.0008585 0.0008706 0.00087015 0.0004848 0.00080565 0.00088065 0.0008679 0.00065095 0.00086845 0.00057835 0.0008888 0.00087065 0.0006269 0.00087625 0.0008641 0.0008696 0.00089765 0.0006309 0.00067975 0.00084445 0.0008564 0.00090015 0.0007912 0.0006535 0.0008571 0.0008273 0.0007909 0.0004066 0.00087605 0.00088345 0.00062775 0.0008181 0.0008457 0.00084625 0.00090705 0.00087695 0.0008835 0.0008614 0.0008678 0.000848 0.00089175 0.0006508 0.00080565 0.00086195 0.0008454 0.00040665 0.00084395 0.0008309 0.0008891 0.00073 0.0008876 0.00064185 0.0008452 0.00082475 0.0008813 0.00065085 0.00061205 0.0008583 0.00086 0.0006838 0.0008561 0.00082715 0.00088545 0.00082405 0.00085595
1 0.00083525 0.0008992 0.00082625 0.0008458 0.00089445 0.00081825 0.0008704 0.00088385 0.0008838 0.0005978 0.00088605 0.0008502 0.00085495 0.0008395 0.000815 0.00085715 0.00080545 0.0008632 0.0007058 0.00089035 0.00085735 0.0008003 0.0008183 0.00087655 0.00063145 0.00088465 0.0008142 0.0006549 0.00066385 0.00078895 0.0008308 0.0008313 0.00065815 0.00067535 0.00078895 0.0007546 0.00081325 0.00086145 0.00068125 0.00083585 0.00086545 0.0008581 0.0008853 0.00083795 0.0006713 0.00067935 0.0008607 0.0008737 0.00077975 0.00083945 0.000882 0.0008467 0.00088645 0.0008403 0.0008576 0.00089445 0.0008393 0.0007076 0.00065755 0.0008424 0.0008729 0.00085755 0.00062585 0.00084685 0.00087525 0.00067265 0.0008578 0.0006445 0.0008761 0.00085065 0.00084805 0.00062025 0.00087105 0.00089825 0.00071975 0.0008447 0.0008112 0.00067925 0.00082035 0.00089535 0.00083995 0.00083795 0.00083895 0.00085745 0.00081315 0.00067305 0.0006621 0.00088235 0.0007463 0.00084525 0.0008373 0.0007998 0.00082995 0.0008485 0.00081765 0.0007952 0.00086385 0.00084175 0.0008468 0.00085255 0.00083615 0.000861 0.00083205 0.00086165
2 0.0008605 0.00082625 0.0005441 0.0008197 0.0008689 0.00084565 0.00087445 0.00086335 0.0008633 0.00076255 0.00091765 0.00059545 0.00089205 0.00071465 0.0007884 0.000887 0.00046805 0.00084655 0.000885 0.0008554 0.0005458 0.0005633 0.00054555 0.00057435 0.0008576 0.0008434 0.00090475 0.0008561 0.00083675 0.00053595 0.0008557 0.0008365 0.0008343 0.0008612 0.0003744 0.00071245 0.0008542 0.00056975 0.0008898 0.0008634 0.00084455 0.00086845 0.00089295 0.00084505 0.00083285 0.00086805 0.00086185 0.00056965 0.0007593 0.0008724 0.00087095 0.00085515 0.0009053 0.00089775 0.000814 0.0008689 0.0005633 0.0008844 0.000532 0.00086885 0.00093475 0.00091235 0.00082795 0.00076765 0.0008822 0.00069435 0.00086735 0.0008324 0.0008745 0.00085435 0.00067815 0.00063415 0.00092485 0.0009103 0.00080335 0.0009218 0.0004599 0.00086795 0.0007769 0.00090555 0.0008488 0.00084505 0.0008375 0.0006814 0.0008541 0.00081805 0.0008409 0.0008589 0.00071475 0.00094615 0.00089755 0.000757 0.00083875 0.00087295 0.0008422 0.00075685 0.00085055 0.00055835 0.00086855 0.00084905 0.00086295 0.0008732 0.0008253 0.00058
3 0.00079965 0.0008458 0.0008197 0.0009036 0.00092225 0.0009129 0.0007659 0.00088905 0.000889 0.00085395 0.0009403 0.0008264 0.0008962 0.0008729 0.0008674 0.0008727 0.0008317 0.0008599 0.0007904 0.0009464 0.00062665 0.00084525 0.00064465 0.00085775 0.00084935 0.00095155 0.0008781 0.00080035 0.0008603 0.00077745 0.00068595 0.0006522 0.0007852 0.00088835 0.0008349 0.00067345 0.00085275 0.00077435 0.00080135 0.0006652 0.00071335 0.0008786 0.0007519 0.0006667 0.00087065 0.0008567 0.00080935 0.00083865 0.0008575 0.00087205 0.0006977 0.00074915 0.0009248 0.0008924 0.000845 0.00092225 0.0008273 0.00080765 0.00082385 0.0006514 0.000935 0.00088705 0.0008614 0.0007235 0.0006595 0.00083265 0.0007471 0.0008616 0.00088885 0.00089415 0.00064655 0.00083905 0.0009017 0.0008905 0.00087085 0.0008992 0.00068925 0.0008566 0.00085225 0.00087135 0.00082775 0.0006667 0.0008962 0.00090685 0.00085265 0.00087425 0.0008465 0.0009012 0.00084665 0.0008839 0.0008987 0.00066265 0.00067545 0.00094885 0.00088055 0.0008326 0.0006633 0.0008701 0.00083285 0.0007715 0.0008673 0.00089775 0.00068015 0.0008537
4 0.00089765 0.00089445 0.0008689 0.00092225 0.0008535 0.00088235 0.0008658 0.00088075 0.0008807 0.00086475 0.0008532 0.0008779 0.00068555 0.00064275 0.0008092 0.0009376 0.0008538 0.0008648 0.00093985 0.0008932 0.0009034 0.0008789 0.00088855 0.0006552 0.00090445 0.00063195 0.0009307 0.0009142 0.00091945 0.00084925 0.0009451 0.0009133 0.00082565 0.0006661 0.00085605 0.00080655 0.0009036 0.0008879 0.0009404 0.00093385 0.00066405 0.0008484 0.00093385 0.0008439 0.0006641 0.0009138 0.00088935 0.0009069 0.00086405 0.00092765 0.00086815 0.00089995 0.000847 0.0009127 0.0008946 0.0004268 0.0008937 0.00091245 0.0008837 0.0008977 0.0008796 0.0009447 0.00089585 0.0008965 0.0009324 0.00088155 0.00089225 0.0009225 0.00091315 0.0008971 0.00089105 0.00087095 0.0009244 0.0006852 0.00086335 0.00085495 0.00088305 0.0009137 0.00080615 0.00093685 0.00092615 0.0008439 0.0008248 0.000848 0.0009035 0.00086695 0.00081555 0.0006567 0.00088895 0.00090765 0.00089745 0.00083755 0.0009421 0.0008279 0.0009318 0.00082195 0.00093935 0.00085215 0.0008676 0.0009238 0.0008109 0.00059675 0.00094065 0.0008821
5 0.00087415 0.00081825 0.00084565 0.0009129 0.00088235 0.0008426 0.0008435 0.0008587 0.00085865 0.00083855 0.00090085 0.000875 0.0008668 0.00087695 0.0008283 0.0008595 0.0008485 0.00090805 0.0008775 0.00089735 0.00087605 0.0008384 0.0008577 0.0008604 0.00084655 0.00091205 0.00079875 0.0008487 0.00084095 0.00081605 0.0009066 0.0008687 0.00085995 0.0008758 0.0008106 0.00086355 0.00084935 0.00088165 0.000888 0.00088255 0.00088205 0.0008776 0.00091585 0.00090845 0.00083195 0.0008652 0.0006604 0.0008698 0.0008415 0.0006584 0.0008986 0.0008475 0.00090725 0.0008912 0.0008648 0.00088235 0.0008567 0.00084975 0.0008284 0.0008872 0.0008332 0.00088495 0.0008095 0.0008879 0.00093735 0.00085195 0.0008995 0.0008443 0.00091105 0.0008994 0.0008847 0.00079345 0.0007978 0.0008971 0.0008533 0.00080835 0.00084875 0.0008651 0.00083595 0.00090645 0.00086695 0.00090845 0.0008823 0.00089875 0.00084925 0.00083175 0.0008259 0.0006646 0.0008599 0.0008116 0.00085565 0.0008705 0.0008888 0.0006653 0.00084185 0.0008457 0.0008888 0.000849 0.0009218 0.0008892 0.00092155 0.00086825 0.00088595 0.00088455
6 0.0008812 0.0008704 0.00087445 0.0007659 0.0008658 0.0008435 0.000485 0.00086695 0.0008669 0.00091735 0.000859 0.0007027 0.0008564 0.0008892 0.00083935 0.00081645 0.00086035 0.00090295 0.0008725 0.00093215 0.0007204 0.0009401 0.00080325 0.00080155 0.000914 0.0009427 0.000872 0.00088685 0.000852 0.0008752 0.00088985 0.00078595 0.00081195 0.00091265 0.0009162 0.00079855 0.00092275 0.0008158 0.00087815 0.00077535 0.0007398 0.0008527 0.0008456 0.00085555 0.0008284 0.0008365 0.0008298 0.00083405 0.00092625 0.0008418 0.0007684 0.0005826 0.00087595 0.0008829 0.0008583 0.0008658 0.0008572 0.0008856 0.00081365 0.00063165 0.0009024 0.00085485 0.0008671 0.0007987 0.00085965 0.0008743 0.0008402 0.000872 0.0008459 0.00091755 0.000752 0.00085545 0.00084035 0.0008243 0.0005812 0.0008248 0.0008451 0.0008364 0.00085425 0.00085675 0.00085145 0.00085555 0.00084195 0.00091005 0.00092265 0.00085615 0.00086015 0.00086975 0.00089235 0.0007173 0.00085945 0.00086395 0.0008727 0.00088965 0.0008927 0.00090625 0.00075895 0.00091695 0.00087735 0.0008259 0.00085755 0.00082025 0.00087255 0.0008278
7 0.0008145 0.00088385 0.00086335 0.00088905 0.00088075 0.0008587 0.00086695 0.0009063 0.0004532 0.0008723 0.00085475 0.0008484 0.0008918 0.00085985 0.00086475 0.0008665 0.00086045 0.00089765 0.0008909 0.00088205 0.00088845 0.0008028 0.00088445 0.00086595 0.0008184 0.0009042 0.000869 0.00088765 0.00081385 0.00087005 0.0008429 0.0008278 0.0009178 0.0008938 0.00086825 0.0009183 0.0007461 0.0008753 0.00090045 0.0009144 0.00087715 0.0008466 0.0008968 0.0008516 0.00088065 0.00087705 0.0008651 0.00086275 0.00080015 0.00086415 0.0008806 0.0008133 0.00085975 0.00089355 0.0008833 0.00088075 0.00080675 0.00087645 0.00087225 0.00086965 0.0009508 0.00074555 0.000799 0.0008875 0.00087245 0.0008704 0.00088345 0.00086135 0.0008831 0.00080865 0.00088945 0.0008772 0.0006898 0.00087065 0.0008676 0.00088625 0.00088315 0.00087695 0.0008625 0.0008674 0.0007605 0.0008516 0.0008624 0.0008904 0.000746 0.00066535 0.00085565 0.00087185 0.0008728 0.0008835 0.00083205 0.00083675 0.00075895 0.00085415 0.0006918 0.0007897 0.00083025 0.0006564 0.0009219 0.00081605 0.0008793 0.00084985 0.00075295 0.00086745
8 0.00081445 0.0008838 0.0008633 0.000889 0.0008807 0.00085865 0.0008669 0.0004532 0.0009062 0.00087225 0.0008547 0.00084835 0.00089175 0.0008598 0.0008647 0.00086645 0.0008604 0.0008976 0.00089085 0.000882 0.0008884 0.00080275 0.0008844 0.0008659 0.00081835 0.00090415 0.00086895 0.0008876 0.0008138 0.00087 0.00084285 0.00082775 0.00091775 0.00089375 0.0008682 0.00091825 0.00074605 0.00087525 0.0009004 0.00091435 0.0008771 0.00084655 0.00089675 0.00085155 0.0008806 0.000877 0.00086505 0.0008627 0.0008001 0.0008641 0.00088055 0.00081325 0.0008597 0.0008935 0.00088325 0.0008807 0.0008067 0.0008764 0.0008722 0.0008696 0.00095075 0.0007455 0.00079895 0.00088745 0.0008724 0.00087035 0.0008834 0.0008613 0.00088305 0.0008086 0.0008894 0.00087715 0.0006898 0.0008706 0.00086755 0.0008862 0.0008831 0.0008769 0.00086245 0.00086735 0.00076045 0.00085155 0.00086235 0.00089035 0.00074595 0.0006653 0.0008556 0.0008718 0.00087275 0.00088345 0.000832 0.0008367 0.0007589 0.0008541 0.00069175 0.00078965 0.0008302 0.0006564 0.00092185 0.000816 0.00087925 0.0008498 0.0007529 0.0008674
9 0.0007933 0.0005978 0.00076255 0.00085395 0.00086475 0.00083855 0.00091735 0.0008723 0.00087225 0.0007269 0.00090155 0.0008938 0.0008753 0.00077525 0.0007754 0.00083865 0.0006293 0.00082395 0.000652 0.00089135 0.0008674 0.00072245 0.0007345 0.00089615 0.00058925 0.00085405 0.00080905 0.0005704 0.0008451 0.00072785 0.0008662 0.0008272 0.000874 0.000598 0.00073155 0.00080605 0.0008151 0.00083365 0.00063095 0.00084665 0.00086615 0.0008828 0.00083525 0.00086985 0.00086095 0.0008675 0.0008178 0.00089475 0.00058945 0.00085935 0.00087095 0.00085985 0.00089225 0.00086795 0.0007889 0.00086475 0.0008553 0.00062615 0.00086385 0.0008659 0.00087205 0.00087115 0.0008112 0.0008628 0.00088535 0.00063815 0.00077205 0.00085935 0.0008875 0.0008327 0.00085515 0.0008329 0.00088195 0.0008997 0.00064705 0.00086795 0.00073655 0.0008674 0.00077345 0.00089825 0.00079145 0.00086985 0.00087215 0.0008732 0.000815 0.0008452 0.00062595 0.0008481 0.00069405 0.0008783 0.00084405 0.00076475 0.0008362 0.00086635 0.00081295 0.00074775 0.00084885 0.0007439 0.0008049 0.00085005 0.00086025 0.00088425 0.0008396 0.00088855
