 slim_337479105 slim_337487020 slim_337490141 slim_337484894 slim_337490194 slim_337490170 slim_337490192 slim_337484121 slim_337490196 slim_337485677 slim_337490204 slim_337490303 slim_337490274 slim_337490277 slim_337490298 slim_337490286 slim_337490280 slim_337490248 slim_337490266 slim_337490208 slim_337490267 slim_337490311 slim_337490299 slim_337490222 slim_337490307 slim_337490317 slim_337490230 slim_337490264 slim_337490276 slim_337486397 slim_337490259 slim_337490246 slim_337490363 slim_337490423 slim_337490436 slim_337490390 slim_337490419 slim_337490434 slim_337490359 slim_337490415 slim_337490331 slim_337490412 slim_337490433 slim_337490364 slim_337490403 slim_337490385 slim_337490356 slim_337490381 slim_337490371 slim_337490413 slim_337490384 slim_337490337 slim_337490440 slim_337490361 slim_337490426 slim_337490432 slim_337490417 slim_337490387 slim_337490435 slim_337490350 slim_337490405 slim_337490322 slim_337490378 slim_337490437 slim_337490380 slim_337490347 slim_337490399 slim_337490365 slim_337490427 slim_337490416 slim_337490383 slim_337490428 slim_337490409 slim_337490411 slim_337490424 slim_337490355 slim_337490397 slim_337490439 slim_337490406 slim_337490341 slim_337490429 slim_337490407 slim_337490343 slim_337490396 slim_337490349 slim_337490319 slim_337490372 slim_337490404 slim_337490422 slim_337490400 slim_337490379 slim_337490326 slim_337490370 slim_337490346 slim_337490420 slim_337490377 slim_337490324 slim_337490348 slim_337490340 slim_337490388 slim_337490438 slim_337490376 slim_337490391 slim_337490375 slim_337490408
0 0.0007387 0.0008294 0.0008501 0.00079465 0.0008308 0.00084495 0.000772 0.00090495 0.0008766 0.00085015 0.0006971 0.0008557 0.00076465 0.0007984 0.0008378 0.0008848 0.0008559 0.00087365 0.00078935 0.00065285 0.0008438 0.00082825 0.00080065 0.00082085 0.00081985 0.0008537 0.000837 0.000797 0.00082615 0.00083745 0.0008675 0.0008307 0.00083385 0.00082185 0.0008223 0.00080605 0.0008201 0.00085505 0.0008471 0.0008263 0.00083225 0.0007858 0.0008589 0.0008315 0.0008658 0.00083405 0.0007969 0.000797 0.0006051 0.00081495 0.0008342 0.00083225 0.0008155 0.00082715 0.00086565 0.00083785 0.0006256 0.00084185 0.00084095 0.0008727 0.00080655 0.0008337 0.0007783 0.00080385 0.00058125 0.00084305 0.0008389 0.0008474 0.00081265 0.0008406 0.0008315 0.0008613 0.00087685 0.00058385 0.00089265 0.000834 0.00084125 0.00082255 0.00084205 0.00083205 0.00085935 0.00082345 0.0008193 0.000809 0.0008578 0.0008041 0.0008716 0.00085565 0.00081475 0.00086575 0.0007934 0.0008129 0.00080955 0.0008194 0.000846 0.00086755 0.00080005 0.00083435 0.00083385 0.0008344 0.0008713 0.00075685 0.00084585 0.00086575 0.00081595
1 0.0008294 0.0009043 0.00087225 0.0008278 0.0007777 0.0008069 0.00084455 0.0009001 0.00084205 0.00079585 0.00083375 0.0008321 0.0008596 0.00086575 0.00081545 0.000858 0.00086285 0.0008546 0.0008258 0.000831 0.00084965 0.0007667 0.0008623 0.0008448 0.000831 0.0008547 0.00078895 0.00081985 0.0007647 0.0008402 0.0008061 0.00082695 0.0008156 0.0008552 0.0008437 0.00084395 0.00085645 0.00080585 0.00083425 0.0008354 0.0008132 0.00075145 0.00084485 0.0008262 0.0008213 0.0006582 0.00082935 0.00084385 0.00087485 0.00076655 0.00081505 0.00083015 0.0008226 0.0008219 0.0008488 0.00066585 0.0008401 0.000828 0.000807 0.00088035 0.000611 0.0008243 0.000849 0.0007763 0.0007767 0.0008658 0.0008422 0.0008253 0.0007933 0.00078255 0.00084065 0.00081795 0.0008637 0.0008128 0.00084825 0.000784 0.0008733 0.0008104 0.0008177 0.00083345 0.0008151 0.0008009 0.00083915 0.000843 0.0008555 0.00083195 0.00085435 0.00086345 0.0008348 0.0008535 0.0008438 0.0007816 0.00078795 0.0006104 0.0008115 0.00084985 0.0007822 0.00083395 0.00081395 0.000834 0.0007428 0.0008603 0.00081795 0.00081 0.00085865
2 0.0008501 0.00087225 0.0008507 0.0008773 0.0008818 0.00090305 0.0008516 0.0008983 0.00081725 0.0009136 0.00088195 0.0008385 0.0008865 0.0009201 0.0008855 0.0007692 0.00090285 0.00087665 0.0008448 0.0008909 0.0009073 0.00091595 0.0008747 0.00087035 0.0008742 0.0008431 0.0008664 0.0008371 0.0009036 0.00092115 0.00082495 0.00087025 0.00087115 0.00086425 0.0008789 0.0008123 0.00087245 0.0008661 0.00084705 0.0008436 0.0008656 0.00087485 0.0008951 0.000912 0.00089535 0.0008822 0.0008402 0.0008592 0.0008773 0.0008603 0.0008778 0.00082395 0.00091535 0.00085175 0.0009093 0.0008811 0.00089055 0.0008761 0.00088775 0.0008844 0.00086675 0.00085465 0.0008764 0.00086645 0.000851 0.00090875 0.0008622 0.0009068 0.00087525 0.0008693 0.00089895 0.0008396 0.0008966 0.0008673 0.0009175 0.00091945 0.00090595 0.0008278 0.0009068 0.00086175 0.0009223 0.00085135 0.00088455 0.00088795 0.00092115 0.0008692 0.0008907 0.00088375 0.00088705 0.0008965 0.0008482 0.00085215 0.00084425 0.00087355 0.00082905 0.00090575 0.0008721 0.0008627 0.00088405 0.00086275 0.00086145 0.0009117 0.0008378 0.00088925 0.0008362
3 0.00079465 0.0008278 0.0008773 0.000877 0.00080585 0.0008492 0.000647 0.00088175 0.0008812 0.00081995 0.00079725 0.0008301 0.0008308 0.00085375 0.000817 0.00083575 0.0008578 0.0008275 0.00085665 0.00082125 0.00074305 0.0008009 0.0008408 0.00081235 0.00080085 0.00084475 0.0007927 0.0008168 0.00080005 0.00083235 0.00084405 0.00079765 0.0008235 0.00061525 0.00083765 0.00083515 0.0008538 0.0008024 0.00064525 0.0008512 0.0008004 0.00077635 0.00083535 0.0008681 0.0008387 0.0008127 0.0007742 0.0008133 0.0008546 0.0007981 0.0008011 0.00083095 0.00083135 0.00086505 0.0008577 0.00086325 0.00079795 0.00084915 0.00069415 0.0008397 0.00081175 0.0008087 0.0007861 0.0007931 0.000762 0.000851 0.0006282 0.0008363 0.0007313 0.00081715 0.0007231 0.00076025 0.00083545 0.0007783 0.0008609 0.0006414 0.00083365 0.0008085 0.0007848 0.0008245 0.0006771 0.00084305 0.00083865 0.00088 0.000785 0.0008408 0.0008367 0.000837 0.0007255 0.00071555 0.00082185 0.0006632 0.0008022 0.0007966 0.0008357 0.0008405 0.00081655 0.0008157 0.00078995 0.00081575 0.00081085 0.00081645 0.0008247 0.00083975 0.0008364
4 0.0008308 0.0007777 0.0008818 0.00080585 0.0007555 0.00078355 0.000809 0.00085725 0.0006931 0.00082825 0.00079535 0.0008071 0.00087695 0.0008586 0.0008374 0.0008771 0.00085905 0.00082985 0.0008312 0.00082565 0.00082775 0.0007645 0.00084835 0.0006447 0.0007524 0.0008478 0.0005757 0.00079765 0.00073235 0.0008039 0.0008736 0.0008116 0.00085025 0.0008083 0.0007857 0.0008313 0.00083715 0.00083395 0.000853 0.0008276 0.00079005 0.000771 0.0008396 0.0007716 0.00085525 0.00081595 0.0007845 0.00083255 0.0008587 0.00085405 0.00082205 0.0008166 0.0007992 0.0008227 0.00077115 0.00079695 0.00084995 0.0008348 0.00060475 0.00087005 0.00082305 0.0008598 0.00081335 0.0005918 0.0007722 0.0008439 0.0008535 0.00072585 0.0008296 0.0008455 0.00084675 0.0008463 0.0008238 0.0008396 0.00073005 0.00078175 0.00082925 0.00083905 0.000637 0.00089275 0.00078935 0.0004929 0.00079145 0.00078345 0.00078375 0.00084335 0.00084945 0.0008839 0.0008388 0.00086365 0.0008868 0.00077385 0.0008178 0.00078885 0.0008514 0.0007957 0.00074865 0.0008396 0.00087125 0.00083965 0.00081295 0.00085485 0.00083685 0.00072185 0.00085635
5 0.00084495 0.0008069 0.00090305 0.0008492 0.00078355 0.0009189 0.00081775 0.00091685 0.0008488 0.00078835 0.00084135 0.00085865 0.00086805 0.00084785 0.00088575 0.00089515 0.0008799 0.00084285 0.00081845 0.0008963 0.0008527 0.0007856 0.0008851 0.0007929 0.0008616 0.00081185 0.0007454 0.0008319 0.00080525 0.0008869 0.00085755 0.00082415 0.0008533 0.0008041 0.00082415 0.00082815 0.0008495 0.00064775 0.00086565 0.00081385 0.0008398 0.0007654 0.0008641 0.00085205 0.00088625 0.00083535 0.0008721 0.00087795 0.00084865 0.0006579 0.00082 0.0008452 0.0008635 0.00080635 0.00064765 0.0008406 0.00086875 0.0008446 0.0007943 0.0008872 0.00083375 0.00083255 0.0007139 0.00081715 0.00085305 0.00070605 0.00085575 0.00087315 0.000861 0.0007211 0.00086935 0.00087545 0.0008466 0.00086175 0.0008924 0.00084 0.0009016 0.00083845 0.00079805 0.00085965 0.00074495 0.00085865 0.00083335 0.00064745 0.00067325 0.00085675 0.0008634 0.00086865 0.00087335 0.00091635 0.00085965 0.0008558 0.00081215 0.00079675 0.00084 0.00086615 0.00082955 0.00086845 0.0006663 0.0008685 0.0008139 0.00085515 0.0008443 0.0007252 0.000824
6 0.000772 0.00084455 0.0008516 0.000647 0.000809 0.00081775 0.0008598 0.00089905 0.00090365 0.00084455 0.00073715 0.0008117 0.00079665 0.00087095 0.0008193 0.0008823 0.00086205 0.00082715 0.00064055 0.00079425 0.0008297 0.0007768 0.00083375 0.0008006 0.00080905 0.00082155 0.0007631 0.0008015 0.0007903 0.00085885 0.0008497 0.00080175 0.0008154 0.0006184 0.0008197 0.00062715 0.00086725 0.0007916 0.0008545 0.0008344 0.00080755 0.00077755 0.00084915 0.0008272 0.00082195 0.00080365 0.000807 0.00073075 0.00083205 0.00077955 0.0007939 0.00083555 0.0008829 0.0008472 0.00083805 0.0008339 0.00068595 0.00084935 0.00081185 0.000848 0.00082015 0.0008009 0.0008249 0.00079765 0.0007525 0.0008323 0.00083225 0.0008818 0.0008045 0.0008015 0.00080645 0.0008435 0.0008501 0.0007769 0.00088225 0.00083645 0.0008711 0.00080595 0.00077995 0.00081625 0.00084925 0.0008831 0.00083385 0.00064715 0.0008451 0.00064275 0.0008575 0.0008504 0.00089605 0.00086565 0.0008106 0.00081825 0.0007731 0.00079135 0.0008311 0.00082595 0.0008067 0.000799 0.00078155 0.00079905 0.0008094 0.0007657 0.00080255 0.00086195 0.00061495
7 0.00090495 0.0009001 0.0008983 0.00088175 0.00085725 0.00091685 0.00089905 0.0008984 0.0009047 0.0008998 0.0008833 0.0008729 0.0009094 0.00087395 0.00090205 0.00080605 0.0008712 0.0009002 0.0009306 0.0009023 0.0007762 0.00091955 0.00092585 0.00088695 0.0008743 0.00094245 0.0008671 0.00086205 0.0009155 0.0008673 0.00085265 0.0009128 0.0009239 0.00087885 0.00087285 0.0009199 0.00089125 0.00089095 0.00087505 0.00090835 0.00091755 0.00087395 0.0008482 0.0009267 0.00091095 0.0008929 0.0008864 0.00091685 0.00091715 0.00091435 0.00092145 0.0008877 0.00086235 0.0009295 0.0009067 0.00090095 0.00093045 0.0008547 0.00089055 0.00092775 0.00090775 0.00088305 0.00089125 0.00089055 0.00091285 0.0009254 0.0009266 0.0008144 0.00087555 0.0009104 0.0008709 0.0008424 0.0009154 0.00091225 0.0008735 0.0009086 0.00086305 0.00091595 0.00088755 0.000953 0.00092475 0.00088155 0.0009043 0.000934 0.0008737 0.00085585 0.00086415 0.00087775 0.0008977 0.00087835 0.00092255 0.0009049 0.0009027 0.00091815 0.00090615 0.0008618 0.00087785 0.0008378 0.00090975 0.00083785 0.00092565 0.00082615 0.0009023 0.00087315 0.0009436
8 0.0008766 0.00084205 0.00081725 0.0008812 0.0006931 0.0008488 0.00090365 0.0009047 0.0008465 0.00088055 0.00087225 0.00088715 0.00091835 0.0009041 0.00089335 0.0008724 0.00087825 0.0008645 0.00088825 0.0008618 0.00088565 0.0008801 0.00085675 0.0008503 0.0008145 0.00088485 0.00081785 0.00083175 0.0008391 0.00087295 0.0009219 0.0008873 0.00086865 0.0009081 0.00086125 0.00086025 0.00087235 0.00088405 0.00090455 0.00082005 0.0008164 0.00083575 0.00085565 0.0008576 0.00088875 0.0008658 0.0008951 0.00091795 0.0008866 0.0008879 0.00085725 0.000817 0.00087945 0.00086235 0.000854 0.0008483 0.0009053 0.00087175 0.00085945 0.0009005 0.00086435 0.0009135 0.0008854 0.000729 0.000818 0.000871 0.00088865 0.00064715 0.0008757 0.00088035 0.0008761 0.00088275 0.00085055 0.00086345 0.000652 0.00088275 0.0008811 0.0008465 0.0008504 0.00090505 0.00082095 0.00050335 0.0008529 0.00087155 0.0008463 0.0008977 0.0008671 0.00089125 0.00088095 0.00089395 0.00089745 0.00082075 0.000865 0.0008639 0.00086115 0.0008616 0.0008073 0.00085095 0.00088835 0.000851 0.00084955 0.0009127 0.0009019 0.00064255 0.0009108
9 0.00085015 0.00079585 0.0009136 0.00081995 0.00082825 0.00078835 0.00084455 0.0008998 0.00088055 0.0008213 0.0007904 0.00080245 0.00086915 0.0008538 0.00084765 0.0008715 0.0008079 0.00084195 0.00083735 0.0008448 0.00078115 0.00083175 0.0008639 0.00081895 0.00081415 0.0008431 0.0007589 0.00084445 0.00083735 0.0008574 0.00081465 0.00077535 0.0008205 0.00079885 0.00080315 0.0008265 0.000831 0.0008047 0.00084685 0.0008207 0.00081995 0.0007433 0.0008371 0.000871 0.00082485 0.00082475 0.00083595 0.0008358 0.00085345 0.00078295 0.0008142 0.0008424 0.00087555 0.00082545 0.0008338 0.00082655 0.0008258 0.00083565 0.0008017 0.0008651 0.0008062 0.00084525 0.00080435 0.00084 0.0008263 0.00079265 0.00083075 0.0008659 0.0008093 0.00080645 0.0008306 0.0007715 0.00082945 0.00085065 0.00086755 0.00083775 0.00085975 0.00080215 0.00081025 0.0008313 0.00082645 0.00087535 0.00064185 0.00083635 0.0007974 0.0008476 0.0007987 0.00084085 0.0008411 0.00083505 0.00083685 0.00079355 0.0007768 0.00079065 0.00081765 0.0007994 0.0007848 0.0008581 0.0008043 0.00085815 0.000836 0.00078835 0.00081245 0.00084185 0.00085505
