 slim_761997538 slim_761997548 slim_761997503 slim_761997515 slim_761997535 slim_761997536 slim_761997524 slim_761997487 slim_761997540 slim_761997518 slim_761997481 slim_761997499 slim_761997509 slim_761997531 slim_761997530 slim_761997496 slim_761997497 slim_761997528 slim_761997547 slim_761997533 slim_761997498 slim_761997517 slim_761997484 slim_761997545 slim_761997542 slim_761997476 slim_761997478 slim_761997512 slim_761997482 slim_761997534 slim_761997543 slim_761997495 slim_761997541 slim_761997480 slim_761997489 slim_761997494 slim_761997475 slim_761997479 slim_761997477 slim_761997525 slim_761997486 slim_761997491 slim_761997492 slim_761997474 slim_761997510 slim_761997546 slim_761997549 slim_761997544 slim_761997516 slim_761997539 slim_761997500 slim_761997513 slim_761997490 slim_761997493 slim_761997527 slim_761997514 slim_761997506 slim_761997508 slim_761997520 slim_761997483 slim_761997485 slim_761997504 slim_761997529 slim_761997522 slim_761997502 slim_761997507 slim_761997532 slim_761997505 slim_761997521 slim_761997519 slim_761997537 slim_761997511 slim_761997523 slim_761997488 slim_761997501 slim_761997526
0 3.1e-06 2.25e-06 1.65e-06 2.45e-06 2.6e-06 2.8e-06 2.1e-06 2.15e-06 2.55e-06 2.4e-06 2.6e-06 2.3e-06 2.35e-06 2.2e-06 2.4e-06 1.65e-06 2.05e-06 2.5e-06 1.65e-06 2.75e-06 2.55e-06 2.2e-06 2.4e-06 2.75e-06 2.6e-06 2.15e-06 2.8e-06 1.8e-06 1.9e-06 2.15e-06 1.75e-06 1.6e-06 1.95e-06 2.65e-06 2.55e-06 2.4e-06 2.7e-06 2.45e-06 2.55e-06 2.2e-06 2.25e-06 2.75e-06 2.1e-06 2.2e-06 2.6e-06 2.55e-06 2.05e-06 2.8e-06 2.55e-06 2.35e-06 2.35e-06 1.95e-06 2.15e-06 2.55e-06 2.55e-06 1.95e-06 2.25e-06 2.3e-06 2.5e-06 2.3e-06 2.6e-06 2.2e-06 2.65e-06 2.15e-06 2.7e-06 2.55e-06 2.45e-06 2.7e-06 2.15e-06 2.7e-06 2.7e-06 2.15e-06 2.1e-06 2.75e-06 2.8e-06 2.3e-06
1 2.25e-06 2e-06 3.25e-06 1.8e-06 2.6e-06 2.4e-06 2.45e-06 2e-06 2.5e-06 2.5e-06 2.15e-06 1.95e-06 2e-06 2.85e-06 3.15e-06 1e-06 1.6e-06 1.85e-06 2.5e-06 2.7e-06 2.05e-06 1.9e-06 2.45e-06 2.25e-06 2.55e-06 2.65e-06 2.35e-06 2.7e-06 2.8e-06 2.2e-06 2.35e-06 3.25e-06 1.5e-06 2.1e-06 1.9e-06 2.95e-06 2.3e-06 1.95e-06 2.6e-06 2.75e-06 2.05e-06 1.8e-06 2.75e-06 2.8e-06 1.75e-06 1.7e-06 2.65e-06 2.3e-06 2.2e-06 2.5e-06 2.15e-06 2.65e-06 1.5e-06 2.25e-06 2.1e-06 2.05e-06 2.65e-06 1.95e-06 2.4e-06 2.75e-06 1.95e-06 2.7e-06 2.1e-06 2e-06 1.45e-06 2.1e-06 2.7e-06 2e-06 2.1e-06 2.05e-06 2.1e-06 2.6e-06 2.05e-06 1.95e-06 2e-06 2.2e-06
2 1.65e-06 3.25e-06 3e-07 2.6e-06 2.45e-06 2.9e-06 1.4e-06 2.15e-06 2.9e-06 2.05e-06 2.8e-06 2.3e-06 2.5e-06 1.85e-06 1.8e-06 2.95e-06 2.9e-06 2.45e-06 1.15e-06 2.7e-06 2.85e-06 2.2e-06 2.15e-06 3.2e-06 2.55e-06 1.6e-06 3e-06 1.25e-06 1.3e-06 2.2e-06 1.65e-06 2e-07 2.9e-06 2.6e-06 2.5e-06 2.2e-06 2.8e-06 2.55e-06 2.55e-06 1.55e-06 1.9e-06 2.8e-06 1.45e-06 1.6e-06 2.95e-06 2.95e-06 1.55e-06 3.25e-06 2.8e-06 2.4e-06 2.45e-06 1.4e-06 2.7e-06 2.7e-06 3.15e-06 2.6e-06 2.05e-06 2.5e-06 2.6e-06 2e-06 2.8e-06 1.95e-06 2.6e-06 2.15e-06 3.45e-06 3.15e-06 2.4e-06 3.1e-06 2.4e-06 3.15e-06 2.75e-06 1.4e-06 2.35e-06 2.95e-06 3.2e-06 1.9e-06
3 2.45e-06 1.8e-06 2.6e-06 2.1e-06 2.3e-06 2.5e-06 1.8e-06 1.5e-06 2.3e-06 2.25e-06 2e-06 1.9e-06 2.2e-06 2.8e-06 2.3e-06 2.05e-06 2.3e-06 1.6e-06 2.55e-06 2.05e-06 1.6e-06 1.6e-06 1.85e-06 2.55e-06 1.9e-06 2.3e-06 2.15e-06 2.65e-06 2.75e-06 2.15e-06 2.4e-06 2.6e-06 1.7e-06 1.95e-06 1.65e-06 2.4e-06 2.45e-06 1.7e-06 2.25e-06 2.7e-06 2e-06 1.45e-06 2.55e-06 2.4e-06 1.6e-06 2.2e-06 2.5e-06 2.6e-06 2.2e-06 2.35e-06 1.45e-06 2.45e-06 1.95e-06 2.6e-06 2.3e-06 2.3e-06 2.45e-06 2.15e-06 2.9e-06 2.5e-06 1.9e-06 2.45e-06 1.95e-06 1.5e-06 1.8e-06 2.3e-06 2.45e-06 1.7e-06 1.7e-06 1.9e-06 1.6e-06 1.9e-06 1.6e-06 1.9e-06 2e-06 1.35e-06
4 2.6e-06 2.6e-06 2.45e-06 2.3e-06 3.6e-06 2.15e-06 2.55e-06 2.4e-06 2.6e-06 2.05e-06 1.95e-06 2.2e-06 2.6e-06 2.4e-06 2e-06 2.5e-06 2.55e-06 2.45e-06 2.35e-06 2.15e-06 2.15e-06 2.15e-06 2.25e-06 2.45e-06 2.15e-06 2.25e-06 2.25e-06 2.45e-06 2.55e-06 2.45e-06 2.45e-06 2.45e-06 2.35e-06 2.25e-06 2.5e-06 2.45e-06 2.05e-06 2.5e-06 2.25e-06 2.2e-06 2.55e-06 2.75e-06 2.5e-06 2.3e-06 2.35e-06 2.65e-06 2.5e-06 2.5e-06 2.35e-06 2.4e-06 1.95e-06 2.4e-06 2.65e-06 2.25e-06 2.6e-06 2.55e-06 2.7e-06 2.55e-06 2.3e-06 2.1e-06 2.5e-06 2.65e-06 2.25e-06 2.4e-06 2.65e-06 2.6e-06 2.3e-06 2.75e-06 2.2e-06 2.6e-06 2.5e-06 2.6e-06 2.15e-06 2.4e-06 2.05e-06 2.4e-06
5 2.8e-06 2.4e-06 2.9e-06 2.5e-06 2.15e-06 2.9e-06 2.9e-06 2.85e-06 2.65e-06 2.1e-06 2e-06 2.15e-06 2.5e-06 2.5e-06 2.7e-06 2.35e-06 2.1e-06 2.6e-06 2.5e-06 2.25e-06 1.8e-06 2.2e-06 2.1e-06 2.15e-06 1.9e-06 2.5e-06 1.85e-06 2.6e-06 2.7e-06 2.7e-06 2.75e-06 2.9e-06 2.4e-06 2.15e-06 2.65e-06 2.8e-06 1.9e-06 2.25e-06 2.45e-06 2.2e-06 2.65e-06 2.65e-06 2.35e-06 2.55e-06 2.25e-06 2.45e-06 2.35e-06 2.2e-06 1.55e-06 2.2e-06 2.55e-06 2.25e-06 2.45e-06 1.7e-06 2.1e-06 2.7e-06 2.8e-06 2.45e-06 2e-06 2.3e-06 2.55e-06 2.75e-06 2.2e-06 2.85e-06 2.45e-06 2.1e-06 2.75e-06 2.75e-06 2.45e-06 2.45e-06 2.2e-06 2.95e-06 2.55e-06 2.2e-06 1.95e-06 2.8e-06
6 2.1e-06 2.45e-06 1.4e-06 1.8e-06 2.55e-06 2.9e-06 2.4e-06 1.45e-06 2.65e-06 2.25e-06 2.45e-06 2.45e-06 2.3e-06 2.5e-06 2.1e-06 2.5e-06 2.55e-06 1.9e-06 2e-06 2.45e-06 2.5e-06 2e-06 2e-06 3.15e-06 2.3e-06 1.85e-06 2.65e-06 2.1e-06 2.2e-06 2.15e-06 2.05e-06 1.45e-06 2.55e-06 2.15e-06 1.95e-06 2.15e-06 2.8e-06 1.8e-06 2.35e-06 2.15e-06 1.75e-06 1.65e-06 1.95e-06 2.05e-06 2.3e-06 2.65e-06 1.85e-06 3.2e-06 2.5e-06 2.25e-06 2.1e-06 1.9e-06 2.15e-06 2.75e-06 2.8e-06 2.4e-06 2.25e-06 2.25e-06 3.05e-06 2.25e-06 2.2e-06 2.35e-06 2.15e-06 1.45e-06 2.65e-06 2.8e-06 2.6e-06 2.25e-06 2.15e-06 2.55e-06 1.95e-06 1.4e-06 2.1e-06 2.25e-06 2.75e-06 1.3e-06
7 2.15e-06 2e-06 2.15e-06 1.5e-06 2.4e-06 2.85e-06 1.45e-06 1.8e-06 2.25e-06 2.4e-06 2.15e-06 2.6e-06 2.25e-06 2.6e-06 1.85e-06 1.95e-06 2.1e-06 1.8e-06 2.4e-06 2.05e-06 2.2e-06 1.9e-06 1.9e-06 3.1e-06 1.9e-06 2.1e-06 2.35e-06 2.55e-06 2.65e-06 1.95e-06 2.05e-06 2.15e-06 2.1e-06 2.1e-06 1.85e-06 1.65e-06 2.75e-06 1.5e-06 1.95e-06 2.65e-06 2e-06 1.35e-06 2.2e-06 2.25e-06 2e-06 2.6e-06 2.1e-06 3.15e-06 2.2e-06 1.85e-06 1.65e-06 2.1e-06 1.85e-06 2.7e-06 2.5e-06 1.85e-06 2.5e-06 2.2e-06 3.25e-06 2.1e-06 1.8e-06 2.55e-06 2.1e-06 9e-07 2.35e-06 2.5e-06 2.45e-06 1.95e-06 1.6e-06 2.3e-06 1.65e-06 1.6e-06 1.55e-06 1.95e-06 2.45e-06 1.2e-06
8 2.55e-06 2.5e-06 2.9e-06 2.3e-06 2.6e-06 2.65e-06 2.65e-06 2.25e-06 3.3e-06 2.7e-06 2.3e-06 2.65e-06 2.45e-06 2.4e-06 2.25e-06 2.05e-06 2.15e-06 2.55e-06 2.7e-06 2.1e-06 2e-06 2.4e-06 2.05e-06 2.45e-06 1.8e-06 2.55e-06 2.15e-06 2.55e-06 2.65e-06 2.3e-06 2.35e-06 2.9e-06 2.1e-06 2.9e-06 2.6e-06 1.7e-06 2.8e-06 2.3e-06 2.05e-06 3e-06 2.8e-06 2.75e-06 2.55e-06 2.7e-06 2.45e-06 2.65e-06 2.45e-06 2.5e-06 2e-06 1.85e-06 2.1e-06 2.45e-06 2.4e-06 2.65e-06 1.85e-06 1.9e-06 2.25e-06 2.4e-06 2.85e-06 2.35e-06 2.25e-06 2.3e-06 2.9e-06 2.25e-06 2.4e-06 1.85e-06 2.3e-06 2.15e-06 2e-06 2e-06 2.3e-06 2.8e-06 2.05e-06 2.6e-06 2.45e-06 2.35e-06
9 2.4e-06 2.5e-06 2.05e-06 2.25e-06 2.05e-06 2.1e-06 2.25e-06 2.4e-06 2.7e-06 3.5e-06 2.2e-06 2.1e-06 2.5e-06 2.45e-06 2.35e-06 2.45e-06 2.5e-06 2.15e-06 2.15e-06 2.45e-06 2.2e-06 2.1e-06 2.05e-06 2.45e-06 2.3e-06 2.15e-06 2.4e-06 2.25e-06 2.35e-06 2.45e-06 2.35e-06 2.1e-06 2.35e-06 2.1e-06 2.2e-06 2.6e-06 2.15e-06 2.4e-06 2.45e-06 1.9e-06 2.25e-06 2.6e-06 2.25e-06 2.25e-06 2.3e-06 2.55e-06 2.25e-06 2.5e-06 2.35e-06 2.45e-06 2.2e-06 2.2e-06 2.45e-06 2.2e-06 2.6e-06 2.6e-06 2.5e-06 2.45e-06 2.2e-06 2.3e-06 2.5e-06 2.5e-06 2.15e-06 2.4e-06 2.55e-06 2.6e-06 2.55e-06 2.7e-06 2.3e-06 2.6e-06 2.45e-06 2.35e-06 2.25e-06 2.45e-06 2.15e-06 2.1e-06
