 slim_761976450 slim_761976386 slim_761976433 slim_761976443 slim_761976403 slim_761976438 slim_761976422 slim_761976384 slim_761976391 slim_761976444 slim_761976447 slim_761976453 slim_761976455 slim_761976397 slim_761976460 slim_761976452 slim_761976387 slim_761976388 slim_761976429 slim_761976446 slim_761976414 slim_761976390 slim_761976428 slim_761976410 slim_761976419 slim_761976379 slim_761976435 slim_761976394 slim_761976432 slim_761976406 slim_761976449 slim_761976408 slim_761976437 slim_761976430 slim_761976400 slim_761976431 slim_761976411 slim_761976382 slim_761976458 slim_761976401 slim_761976448 slim_761976440 slim_761976427 slim_761976409 slim_761976439 slim_761976457 slim_761976389 slim_761976451 slim_761976378 slim_761976417 slim_761976399 slim_761976412 slim_761976385 slim_761976393 slim_761976420 slim_761976418 slim_761976454 slim_761976415 slim_761976398 slim_761976421 slim_761976396 slim_761976383 slim_761976434 slim_761976425 slim_761976436 slim_761976426 slim_761976445 slim_761976392 slim_761976441 slim_761976424 slim_761976381 slim_761976423 slim_761976416 slim_761976456 slim_761976442 slim_761976405 slim_761976407 slim_761976404 slim_761976395 slim_761976413 slim_761976402 slim_761976459 slim_761976380
0 1.3e-05 0.0001002 8.01e-05 5.035e-05 7.57e-05 4.495e-05 7.88e-05 6.75e-05 0.0001223 7.105e-05 8.415e-05 9.845e-05 9.48e-05 6.77e-05 0.0001073 9e-05 9.3e-05 9.305e-05 8.83e-05 5.19e-05 5.195e-05 6.13e-05 8.8e-05 0.0001073 5.015e-05 9.795e-05 9.945e-05 8.19e-05 0.0001022 8.95e-05 6.765e-05 9.48e-05 6.5e-06 9.575e-05 0.00011975 4.235e-05 0.0001134 0.000117 9.48e-05 6.165e-05 0.0001022 9.7e-05 8.4e-05 9.815e-05 8.875e-05 9.86e-05 9.305e-05 8.815e-05 0.0001073 9.69e-05 0.00010375 7.035e-05 0.0001115 3.785e-05 9.1e-05 9.96e-05 9.695e-05 4.445e-05 5.69e-05 3.77e-05 0.0001083 9.72e-05 9.15e-05 9.48e-05 8.675e-05 7.885e-05 2.065e-05 0.00010875 5.69e-05 6.125e-05 6.75e-05 0.000105 5.69e-05 9.385e-05 8.395e-05 0.00011605 9.04e-05 6.725e-05 8.17e-05 8.945e-05 7.555e-05 0.0001105 9.485e-05
1 0.0001002 0.0 5.39e-05 8.38e-05 0.000115 6e-05 0.00010485 6.265e-05 0.0001424 0.00010785 8.415e-05 0.00016535 5.435e-05 0.00012755 9.07e-05 8.685e-05 4.995e-05 0.0001221 4.615e-05 0.0001271 0.0001319 0.00013225 0.00012885 9.04e-05 8.355e-05 8.59e-05 9.615e-05 0.00012105 0.0001139 0.0001072 0.00010095 5.435e-05 9.37e-05 0.00013285 8.885e-05 0.000137 8.51e-05 0.000109 0.0001177 0.0001144 0.0001139 0.0001336 8.54e-05 8.58e-05 4.56e-05 8.215e-05 0.0001221 0.00010965 9.07e-05 8.05e-05 4.55e-05 0.0001134 0.00010555 0.00013075 5.275e-05 8.71e-05 3.74e-05 5.605e-05 9.205e-05 0.00011125 7.455e-05 3.695e-05 9.915e-05 5.435e-05 9.67e-05 0.0001049 0.0001095 0.00012215 9.205e-05 0.0001563 6.265e-05 7.745e-05 9.205e-05 8.25e-05 8.535e-05 8.185e-05 0.0001386 0.00010625 0.00012085 9.41e-05 0.00011485 3.4e-05 5.47e-05
2 8.01e-05 5.39e-05 3.92e-05 4.705e-05 6.735e-05 5.99e-05 5.72e-05 6.885e-05 0.0001006 6.09e-05 8.985e-05 0.0001242 3.69e-05 0.0001061 3.76e-05 8.75e-05 3.31e-05 7.46e-05 2.805e-05 7.975e-05 8.455e-05 9.965e-05 8.22e-05 3.8e-05 4.675e-05 3.805e-05 6.14e-05 7.375e-05 7.18e-05 5.53e-05 7.305e-05 3.7e-05 7.38e-05 8.165e-05 5.88e-05 0.0001066 5.075e-05 5.56e-05 8.785e-05 9.01e-05 7.18e-05 8.155e-05 6.08e-05 3.855e-05 2.86e-05 8.19e-05 7.46e-05 5.685e-05 3.76e-05 2.68e-05 4.555e-05 6.645e-05 5.87e-05 0.00010035 3.46e-05 3.33e-05 3.69e-05 5.485e-05 5.59e-05 7.47e-05 5.68e-05 3.705e-05 7.065e-05 3.69e-05 8.375e-05 5.725e-05 7.88e-05 8.065e-05 5.59e-05 0.00010925 6.885e-05 8.845e-05 5.59e-05 8.235e-05 6.085e-05 4.625e-05 8.57e-05 5.86e-05 7.355e-05 4.755e-05 6.72e-05 5.155e-05 3.655e-05
3 5.035e-05 8.38e-05 4.705e-05 8.82e-05 6.47e-05 6e-05 6.23e-05 6.91e-05 0.0001004 5.8e-05 9.015e-05 0.0001005 6.37e-05 8.335e-05 6.145e-05 8.755e-05 6.02e-05 7.815e-05 5.505e-05 5.785e-05 6.25e-05 7.695e-05 7.935e-05 6.16e-05 4.42e-05 6.23e-05 7.015e-05 7.11e-05 7.495e-05 6.16e-05 7.355e-05 6.375e-05 4.41e-05 7.865e-05 7.895e-05 7.71e-05 7.1e-05 7.625e-05 8.515e-05 7.43e-05 7.495e-05 7.845e-05 7.2e-05 6.265e-05 5.555e-05 8.81e-05 7.815e-05 6.145e-05 6.145e-05 5.075e-05 7.255e-05 6.265e-05 7.935e-05 7.085e-05 6.165e-05 5.74e-05 6.375e-05 5.5e-05 5.285e-05 5.265e-05 8.04e-05 6.4e-05 7.605e-05 6.37e-05 7.95e-05 6.235e-05 4.925e-05 8.365e-05 5.285e-05 7.95e-05 6.91e-05 9.455e-05 5.285e-05 8.52e-05 7.195e-05 7.015e-05 7.7e-05 5.595e-05 7.09e-05 6.275e-05 6.455e-05 7.845e-05 6.36e-05
4 7.57e-05 0.000115 6.735e-05 6.47e-05 8.1e-05 8.745e-05 4.74e-05 8.405e-05 7.995e-05 4.715e-05 0.00010115 7.995e-05 6.905e-05 8.89e-05 4.09e-05 0.0001004 7.155e-05 6.33e-05 7.535e-05 4.695e-05 4.79e-05 8.25e-05 6.46e-05 4.12e-05 6.48e-05 4.735e-05 4.945e-05 7.125e-05 6.95e-05 4.105e-05 8.45e-05 6.91e-05 7.57e-05 5.765e-05 5.82e-05 7.565e-05 5.63e-05 6.32e-05 7.39e-05 5.6e-05 6.95e-05 5.79e-05 6.275e-05 4.78e-05 7.59e-05 9.35e-05 6.33e-05 4.1e-05 4.08e-05 5.275e-05 7.78e-05 4.78e-05 6.455e-05 8.205e-05 7.44e-05 5.18e-05 8.41e-05 8.635e-05 5.845e-05 5.82e-05 8.57e-05 8.435e-05 6.11e-05 6.905e-05 6.485e-05 4.745e-05 6.44e-05 6.325e-05 5.845e-05 6.485e-05 8.405e-05 9.995e-05 5.845e-05 9.66e-05 6.285e-05 4.96e-05 5.675e-05 5.25e-05 7.105e-05 4.795e-05 4.05e-05 8.735e-05 6.88e-05
5 4.495e-05 6e-05 5.99e-05 6e-05 8.745e-05 8.58e-05 8.29e-05 6.745e-05 0.0001242 8.295e-05 8.41e-05 0.00012375 7.515e-05 9.01e-05 9.085e-05 8.83e-05 6.425e-05 9.875e-05 6.825e-05 8.28e-05 8.3e-05 8.925e-05 9.98e-05 9.1e-05 5.975e-05 8.29e-05 8.93e-05 9.325e-05 0.00010055 9.045e-05 7.6e-05 7.52e-05 4.29e-05 0.0001059 9.64e-05 8.05e-05 9.15e-05 0.0001037 9.76e-05 7.955e-05 0.00010055 0.00010725 7.51e-05 8.325e-05 6e-05 9.095e-05 9.875e-05 9.085e-05 9.085e-05 8.005e-05 7.535e-05 8.315e-05 9.99e-05 7.595e-05 7.12e-05 8.3e-05 6.835e-05 5.115e-05 6.695e-05 6.675e-05 9.18e-05 6.855e-05 8.64e-05 7.515e-05 8.27e-05 8.295e-05 5.89e-05 0.0001075 6.695e-05 9.98e-05 6.745e-05 9.185e-05 6.695e-05 8.92e-05 7.505e-05 9.095e-05 0.00010625 7.9e-05 9.305e-05 8.325e-05 8.73e-05 7.325e-05 7.505e-05
6 7.88e-05 0.00010485 5.72e-05 6.23e-05 4.74e-05 8.29e-05 7.89e-05 8.165e-05 8.99e-05 4.93e-05 9.64e-05 9.425e-05 6.345e-05 9.78e-05 3.99e-05 9.685e-05 6.53e-05 6.305e-05 6.52e-05 4.9e-05 4.77e-05 9.14e-05 6.445e-05 4.015e-05 6.24e-05 3.965e-05 4.865e-05 6.655e-05 7.15e-05 4.45e-05 7.98e-05 6.35e-05 8.105e-05 6.445e-05 5.725e-05 8.325e-05 5.47e-05 5.99e-05 7.37e-05 5.6e-05 7.15e-05 6.46e-05 4.82e-05 3.995e-05 6.585e-05 9.545e-05 6.305e-05 3.985e-05 3.99e-05 4.15e-05 7.225e-05 4e-05 6.01e-05 8.51e-05 6.315e-05 3.945e-05 7.39e-05 8.395e-05 6.06e-05 6.025e-05 8.35e-05 7.42e-05 5.35e-05 6.345e-05 5.725e-05 3.95e-05 6.975e-05 6.98e-05 6.06e-05 7.245e-05 8.165e-05 0.0001019 6.06e-05 9.795e-05 4.83e-05 4.86e-05 6.02e-05 4.9e-05 6.635e-05 4.025e-05 4.725e-05 8.17e-05 6.325e-05
7 6.75e-05 6.265e-05 6.885e-05 6.91e-05 8.405e-05 6.745e-05 8.165e-05 0.0001253 0.00012495 7.705e-05 8.4e-05 0.0001244 7.715e-05 0.00010035 9.16e-05 9.19e-05 7.355e-05 9.745e-05 6.905e-05 7.705e-05 8.195e-05 9.95e-05 9.83e-05 9.145e-05 6.89e-05 8.185e-05 9.02e-05 9.055e-05 9.99e-05 9.09e-05 8.415e-05 7.715e-05 6.305e-05 0.00010645 9.655e-05 9.06e-05 9.1e-05 0.00010655 9.595e-05 7.395e-05 9.99e-05 0.0001078 7.18e-05 8.185e-05 6.9e-05 9.295e-05 9.745e-05 9.145e-05 9.16e-05 8.15e-05 7.72e-05 8.165e-05 9.84e-05 8.43e-05 7.54e-05 8.785e-05 6.9e-05 6.3e-05 7.725e-05 7.72e-05 9.4e-05 6.89e-05 8.5e-05 7.715e-05 8.17e-05 8.17e-05 6.285e-05 0.00010805 7.725e-05 9.875e-05 6.265e-05 9.38e-05 7.725e-05 9.02e-05 7.18e-05 9.155e-05 0.00010725 7.53e-05 9.035e-05 8.16e-05 8.39e-05 7.465e-05 7.735e-05
8 0.0001223 0.0001424 0.0001006 0.0001004 7.995e-05 0.0001242 8.99e-05 0.00012495 4.64e-05 8.57e-05 0.00010885 3e-05 9.995e-05 7.66e-05 6.39e-05 9.47e-05 9.875e-05 6.455e-05 0.0001083 9.175e-05 9.305e-05 7.76e-05 6.975e-05 6.39e-05 0.00010075 8.385e-05 7.51e-05 7.84e-05 5.185e-05 6.445e-05 9.79e-05 0.0001 0.0001203 5.23e-05 7.645e-05 9.165e-05 7.65e-05 4.92e-05 7.525e-05 0.000109 5.185e-05 5.035e-05 0.000113 8.405e-05 0.0001033 8.355e-05 6.455e-05 6.995e-05 6.39e-05 7.78e-05 0.00010315 9.62e-05 6.35e-05 9.81e-05 0.0001056 7.51e-05 0.0001112 0.0001282 9.21e-05 9.81e-05 7.96e-05 0.00011145 9.905e-05 9.995e-05 0.0001023 8.995e-05 0.0001139 4.355e-05 9.21e-05 7.3e-05 0.00012495 8.26e-05 9.21e-05 9.145e-05 0.00011295 6.7e-05 5.42e-05 9.135e-05 7.82e-05 9.01e-05 7.98e-05 0.0001086 0.0001
9 7.105e-05 0.00010785 6.09e-05 5.8e-05 4.715e-05 8.295e-05 4.93e-05 7.705e-05 8.57e-05 9.25e-05 9.64e-05 8.555e-05 6.83e-05 8.815e-05 4.66e-05 9.585e-05 6.945e-05 6.51e-05 6.88e-05 4.64e-05 4.955e-05 8.175e-05 6.585e-05 4.63e-05 5.81e-05 4.955e-05 5.53e-05 6.665e-05 6.9e-05 4.69e-05 8e-05 6.83e-05 6.885e-05 6.35e-05 6.37e-05 7.72e-05 6.015e-05 6.555e-05 7.49e-05 5.81e-05 6.9e-05 6.325e-05 6.055e-05 4.935e-05 6.935e-05 9.285e-05 6.51e-05 4.645e-05 4.665e-05 4.885e-05 7.74e-05 4.92e-05 6.605e-05 7.73e-05 7.05e-05 5.055e-05 7.735e-05 7.965e-05 5.76e-05 5.765e-05 8.54e-05 7.75e-05 6.265e-05 6.835e-05 6.645e-05 4.935e-05 5.755e-05 6.86e-05 5.755e-05 6.635e-05 7.705e-05 9.925e-05 5.76e-05 9.415e-05 6.055e-05 5.55e-05 6.235e-05 4.845e-05 6.645e-05 4.905e-05 4.7e-05 8.61e-05 6.87e-05
