 slim_762030896 slim_762030891 slim_762030879 slim_762030890 slim_762030906 slim_762030883 slim_762030898 slim_762030874 slim_762030902 slim_762030882 slim_762030901 slim_762030873 slim_762030861 slim_762030886 slim_762030872 slim_762030892 slim_762030876 slim_762030888 slim_762030863 slim_762030864 slim_762030895 slim_762030903 slim_762030870 slim_762030894 slim_762030860 slim_762030877 slim_762030878 slim_762030868 slim_762030866 slim_762030867 slim_762030865 slim_762030884 slim_762030885 slim_762030897 slim_762030862 slim_762030856 slim_762030857 slim_762030889 slim_762030859 slim_762030881 slim_762030869 slim_762030904 slim_762030880 slim_762030858 slim_762030905 slim_762030899 slim_762030887 slim_762030871 slim_762030875 slim_762030900 slim_762030893
0 7e-07 2.45e-06 2.25e-06 2.2e-06 4.5e-07 1.35e-06 1.9e-06 5.5e-07 9e-07 2.55e-06 7.5e-07 6.5e-07 2.15e-06 1.65e-06 2.3e-06 7e-07 8.5e-07 1.5e-06 1.95e-06 2.65e-06 5e-07 1.9e-06 1.9e-06 1.65e-06 2.45e-06 1.7e-06 2.4e-06 1.2e-06 9.5e-07 1e-06 1.95e-06 1.5e-06 1.5e-06 3.05e-06 1e-06 8.5e-07 1.15e-06 1.75e-06 1.75e-06 1.8e-06 8e-07 9.5e-07 7e-07 2.3e-06 2.6e-06 8e-07 6.5e-07 2.7e-06 1.85e-06 7.5e-07 1.15e-06
1 2.45e-06 3.6e-06 2e-06 2.55e-06 2.45e-06 2.55e-06 2.35e-06 2.7e-06 2.05e-06 2.35e-06 2.35e-06 2.55e-06 2.2e-06 2.4e-06 1.8e-06 2.15e-06 2.2e-06 2.3e-06 2.05e-06 2e-06 2.5e-06 2.35e-06 2.4e-06 2.4e-06 2.25e-06 2.55e-06 1.9e-06 2.35e-06 2.6e-06 2.65e-06 2e-06 2.25e-06 2.3e-06 1.9e-06 2.2e-06 2.75e-06 2.3e-06 2.55e-06 2.2e-06 2.25e-06 2.2e-06 2.65e-06 2.05e-06 2.1e-06 2.3e-06 2.7e-06 2.3e-06 2.25e-06 2.55e-06 2.35e-06 3.1e-06
2 2.25e-06 2e-06 2.7e-06 2.3e-06 2.2e-06 2.15e-06 1.9e-06 2.55e-06 1.8e-06 2.55e-06 2.15e-06 2.45e-06 1.7e-06 2.1e-06 1.8e-06 1.85e-06 2.05e-06 2.1e-06 2.2e-06 2.15e-06 2.25e-06 1.9e-06 2.2e-06 2.3e-06 2.45e-06 2.1e-06 1.9e-06 1.95e-06 2.35e-06 2.45e-06 2.1e-06 1.8e-06 1.85e-06 1.95e-06 1.95e-06 2.5e-06 1.95e-06 2.3e-06 1.8e-06 1.85e-06 2e-06 2.45e-06 1.7e-06 2.25e-06 1.9e-06 2.5e-06 2.1e-06 1.6e-06 2.45e-06 2.15e-06 2.9e-06
3 2.2e-06 2.55e-06 2.3e-06 3.8e-06 2.15e-06 2.4e-06 2.4e-06 2.5e-06 1.95e-06 2.7e-06 2.15e-06 2.4e-06 2.25e-06 1.95e-06 2.35e-06 2.25e-06 2.05e-06 2e-06 2.3e-06 2.45e-06 2.2e-06 2.4e-06 2.15e-06 2.2e-06 2.6e-06 2.35e-06 2.45e-06 2.2e-06 2e-06 2.45e-06 2.2e-06 2.25e-06 2.3e-06 2.5e-06 2.1e-06 2.25e-06 2.2e-06 2.45e-06 2.3e-06 2.35e-06 2.05e-06 2.3e-06 2.1e-06 2.4e-06 2.25e-06 2.3e-06 2.1e-06 2.45e-06 2.35e-06 2.15e-06 2.3e-06
4 4.5e-07 2.45e-06 2.2e-06 2.15e-06 3e-07 1.25e-06 1.85e-06 9.5e-07 8e-07 2.55e-06 6.5e-07 8.5e-07 2.1e-06 1.55e-06 2.25e-06 8.5e-07 7.5e-07 1.4e-06 1.9e-06 2.65e-06 2e-07 1.85e-06 1.85e-06 1.55e-06 2.45e-06 1.7e-06 2.35e-06 1.15e-06 9e-07 1e-06 1.9e-06 1.3e-06 1.4e-06 3.1e-06 7.5e-07 7e-07 1.05e-06 1.8e-06 1.7e-06 1.75e-06 7e-07 1.05e-06 5.5e-07 2.25e-06 2.6e-06 9.5e-07 5e-07 2.6e-06 1.9e-06 6.5e-07 1.3e-06
5 1.35e-06 2.55e-06 2.15e-06 2.4e-06 1.25e-06 2.2e-06 2.3e-06 1.7e-06 1.55e-06 2.8e-06 1.45e-06 1.6e-06 2.2e-06 1.85e-06 2.35e-06 1.45e-06 1.5e-06 2.15e-06 2.25e-06 2.85e-06 1.3e-06 2.3e-06 2.4e-06 2.35e-06 2.7e-06 2.3e-06 2.45e-06 1.1e-06 1.65e-06 1.7e-06 2.2e-06 2.05e-06 2.1e-06 3.15e-06 1.65e-06 1.6e-06 1.65e-06 2.3e-06 2.25e-06 2.3e-06 1.45e-06 1.7e-06 1.25e-06 2.5e-06 3.05e-06 1.65e-06 1.3e-06 3.05e-06 2.5e-06 1.45e-06 2.05e-06
6 1.9e-06 2.35e-06 1.9e-06 2.4e-06 1.85e-06 2.3e-06 2.8e-06 2.2e-06 1.55e-06 2.6e-06 1.75e-06 2.1e-06 1.95e-06 2.2e-06 2.15e-06 1.75e-06 1.6e-06 1.85e-06 2.3e-06 2.35e-06 1.9e-06 1.4e-06 1.65e-06 2.05e-06 2.5e-06 1.9e-06 2.25e-06 2.1e-06 2e-06 2.05e-06 2.2e-06 1.65e-06 1.7e-06 2.25e-06 1.7e-06 2.1e-06 1.75e-06 1.8e-06 1.6e-06 1.65e-06 1.55e-06 1.8e-06 1.6e-06 2.3e-06 1.85e-06 2.15e-06 1.7e-06 1.6e-06 2.2e-06 1.75e-06 2.5e-06
7 5.5e-07 2.7e-06 2.55e-06 2.5e-06 9.5e-07 1.7e-06 2.2e-06 4e-07 1.25e-06 2.8e-06 1.1e-06 6e-07 2.45e-06 2e-06 2.6e-06 8e-07 1.2e-06 1.85e-06 2.25e-06 2.9e-06 1e-06 2.2e-06 2.2e-06 2.05e-06 2.7e-06 1.95e-06 2.7e-06 1.5e-06 1.25e-06 1.25e-06 2.25e-06 1.85e-06 1.9e-06 3.25e-06 1.4e-06 1.3e-06 1.5e-06 1.95e-06 2.05e-06 2.1e-06 1.15e-06 1.1e-06 1.1e-06 2.6e-06 2.85e-06 9e-07 1.05e-06 2.95e-06 2.05e-06 1.1e-06 1.25e-06
8 9e-07 2.05e-06 1.8e-06 1.95e-06 8e-07 1.55e-06 1.55e-06 1.25e-06 1.1e-06 2.25e-06 8.5e-07 1.15e-06 1.8e-06 1.3e-06 1.85e-06 9.5e-07 8.5e-07 1.3e-06 1.8e-06 1.9e-06 8.5e-07 1.55e-06 1.55e-06 1.5e-06 2.15e-06 1.55e-06 1.95e-06 1.35e-06 1.1e-06 1.2e-06 1.7e-06 1.3e-06 1.35e-06 2.4e-06 7e-07 1.15e-06 1.1e-06 1.6e-06 1.4e-06 1.45e-06 7.5e-07 1.25e-06 7.5e-07 1.95e-06 1.95e-06 1.25e-06 8e-07 2e-06 1.7e-06 8.5e-07 1.6e-06
9 2.55e-06 2.35e-06 2.55e-06 2.7e-06 2.55e-06 2.8e-06 2.6e-06 2.8e-06 2.25e-06 4.2e-06 2.2e-06 2.7e-06 2.45e-06 2.55e-06 2.25e-06 2.5e-06 2.2e-06 2.5e-06 2.25e-06 2.15e-06 2.6e-06 2.6e-06 2.55e-06 2.6e-06 2.15e-06 2.75e-06 2.35e-06 2.6e-06 2.7e-06 2.5e-06 2.2e-06 2.55e-06 2.6e-06 2.35e-06 2.4e-06 2.8e-06 2.6e-06 2.75e-06 2.3e-06 2.35e-06 2.2e-06 2.7e-06 2.4e-06 2.1e-06 2.7e-06 2.8e-06 2.35e-06 2.75e-06 2.75e-06 2.2e-06 3.15e-06
10 7.5e-07 2.35e-06 2.15e-06 2.15e-06 6.5e-07 1.45e-06 1.75e-06 1.1e-06 8.5e-07 2.2e-06 8e-07 9.5e-07 1.95e-06 1.55e-06 2.2e-06 9e-07 5e-07 1.55e-06 2.05e-06 2.6e-06 7e-07 1.75e-06 1.75e-06 1.75e-06 2.15e-06 1.7e-06 2.3e-06 1.25e-06 9.5e-07 7.5e-07 1.95e-06 1.55e-06 1.6e-06 3.05e-06 1e-06 9.5e-07 1e-06 1.85e-06 1.4e-06 1.45e-06 5e-07 1.05e-06 7e-07 1.95e-06 2.6e-06 1.1e-06 5.5e-07 2.65e-06 1.95e-06 4e-07 1.4e-06
11 6.5e-07 2.55e-06 2.45e-06 2.4e-06 8.5e-07 1.6e-06 2.1e-06 6e-07 1.15e-06 2.7e-06 9.5e-07 1e-06 2.3e-06 1.9e-06 2.5e-06 9e-07 1e-06 1.75e-06 2.2e-06 2.85e-06 9e-07 2.1e-06 2.1e-06 1.95e-06 2.6e-06 1.9e-06 2.6e-06 1.4e-06 1.1e-06 1.15e-06 2.15e-06 1.75e-06 1.8e-06 3.2e-06 1.3e-06 1.2e-06 1.4e-06 1.9e-06 1.9e-06 1.95e-06 1e-06 1.15e-06 1e-06 2.45e-06 2.75e-06 8.5e-07 9e-07 2.85e-06 2e-06 9.5e-07 1.25e-06
12 2.15e-06 2.2e-06 1.7e-06 2.25e-06 2.1e-06 2.2e-06 1.95e-06 2.45e-06 1.8e-06 2.45e-06 1.95e-06 2.3e-06 3.3e-06 2.05e-06 2.05e-06 2e-06 1.75e-06 2.1e-06 2.2e-06 2.25e-06 2.15e-06 1.95e-06 2.15e-06 2.3e-06 2.35e-06 2.15e-06 2.15e-06 2e-06 2.25e-06 2.25e-06 2.1e-06 1.9e-06 1.95e-06 2.15e-06 1.95e-06 2.35e-06 2.05e-06 2.3e-06 1.8e-06 1.85e-06 1.75e-06 2.3e-06 1.85e-06 2.15e-06 2.1e-06 2.4e-06 1.85e-06 1.9e-06 2.45e-06 1.95e-06 2.75e-06
