 slim_337459679 slim_337459814 slim_337459880 slim_337459865 slim_337459903 slim_337459898 slim_337459665 slim_337459869 slim_337459759 slim_337459775 slim_337459873 slim_337459546 slim_337459549 slim_337459858 slim_337459914 slim_337459915 slim_337459864 slim_337459808 slim_337459812 slim_337459835 slim_337459913 slim_337459897 slim_337459404 slim_337459904 slim_337459901 slim_337459874 slim_337459226 slim_337459902 slim_337459836 slim_337459746 slim_337459911 slim_337459899 slim_337459799 slim_337459752 slim_337459704 slim_337459777 slim_337459743 slim_337459888 slim_337459909 slim_337459908 slim_337459883 slim_337459877 slim_337459853 slim_337459848 slim_337459586 slim_337459811 slim_337459912 slim_337459518 slim_337459794 slim_337459876 slim_337459917 slim_337459916 slim_337459628 slim_337459857 slim_337459886 slim_337459920 slim_337459870 slim_337459918 slim_337459720 slim_337459839 slim_337459686 slim_337459849 slim_337459823 slim_337459910 slim_337459654 slim_337459900 slim_337459852 slim_337459678 slim_337459729 slim_337459834 slim_337459838 slim_337459861 slim_337459889 slim_337459875 slim_337459596 slim_337459885 slim_337459802 slim_337459906
0 8.89e-05 0.00019085 0.00014955 0.00043675 0.00020805 0.0002364 0.0002018 0.0001405 0.00033735 0.0001409 0.0002775 0.00023705 0.00015325 9.085e-05 9.44e-05 0.0003021 0.0002369 0.0002016 0.0003043 4.455e-05 0.00014035 0.0003038 0.00023645 0.0002368 0.00033705 0.00015385 0.00030325 0.00014975 0.00033745 0.00016405 0.0001904 0.0001405 9.46e-05 0.00039585 0.00033675 0.0001496 0.0002362 0.0001057 0.0002361 0.00023685 5.365e-05 0.0002016 0.00019515 0.00021015 0.00032145 0.00023605 0.0002357 0.00019075 0.00021 0.0003371 0.00019035 0.0002016 0.00014065 0.0001409 0.0002082 0.00023685 0.00023595 0.00020155 0.00023635 0.0002364 0.00023595 0.0003364 0.0001561 0.0002363 0.0003364 0.00023675 0.000141 0.0002363 5.37e-05 0.0001495 0.0001516 0.0003866 0.0001955 0.00033665 0.0002359 0.00023635 0.0001437 0.00033665
1 0.00019085 0.0001349 0.00011905 0.00060555 0.0003536 6.88e-05 0.00017785 0.0001179 0.00033655 0.00011725 0.0004459 6.775e-05 0.0001227 0.0002047 0.00014145 0.00044695 6.825e-05 0.00017835 0.0003038 0.00016695 0.00014175 0.00030435 6.845e-05 6.815e-05 0.0003373 0.0001227 0.00030385 0.0001186 0.00033655 0.0002097 6.815e-05 0.0001179 0.00014135 0.0003976 0.0003368 0.0001191 6.8e-05 0.0002276 6.855e-05 6.81e-05 0.00019215 0.0001783 9.215e-05 0.0002104 0.00048745 6.85e-05 6.82e-05 6.75e-05 0.00020995 0.00033695 0.00011465 0.0001783 0.0001176 0.00014215 0.00035375 6.82e-05 6.84e-05 0.00017825 6.82e-05 6.785e-05 6.84e-05 0.0003367 0.0001782 6.87e-05 0.00033705 6.855e-05 0.00011735 6.87e-05 0.0001682 9.18e-05 0.0001215 0.00052495 9.245e-05 0.00033695 6.835e-05 6.875e-05 0.00012 0.0003369
2 0.00014955 0.00011905 0.0001946 0.0005594 0.0003081 9.765e-05 0.0002033 0.0001015 0.0003498 0.00012275 0.00040055 0.00014 0.0001218 0.0001378 0.00014625 0.0004134 0.000119 0.00018285 0.00032545 0.0001053 0.0001456 0.0003041 0.0001183 0.0001189 0.00032865 0.00014295 0.00030415 0.0001185 0.0003499 0.00019415 9.775e-05 0.0001015 0.000146 0.00040985 0.0003493 9.74e-05 0.0001189 0.00020645 9.795e-05 0.00011895 0.00014565 0.00018215 0.00014225 0.00019415 0.0004347 9.78e-05 9.815e-05 0.00011895 0.00019375 0.00034935 0.00012225 0.00018225 0.0001222 0.00016695 0.0003082 0.00011895 9.78e-05 0.0001822 0.0001185 0.0001189 9.77e-05 0.0003286 0.00018285 9.755e-05 0.0003283 0.00011845 0.00012285 9.755e-05 0.0001014 0.0001421 0.00010095 0.0005105 0.000142 0.00032885 9.795e-05 9.75e-05 0.0001447 0.00034925
3 0.00043675 0.00060555 0.0005594 2.8e-06 0.0003505 0.00064595 0.00049995 0.00055055 0.00032925 0.0005558 0.0002583 0.0006563 0.00056065 0.0004273 0.0004865 0.0001728 0.0006513 0.0004952 0.0004511 0.0004551 0.00053215 0.00044575 0.00065075 0.0006512 0.000324 0.0005661 0.0004455 0.00056445 0.00032925 0.00041275 0.00060025 0.00055055 0.00048665 0.0002666 0.00032895 0.00055945 0.0006509 0.00040475 0.00064595 0.00065125 0.00044575 0.0004949 0.0005872 0.00045855 0.00015845 0.0006459 0.00064585 0.00060545 0.0004584 0.0003289 0.00060465 0.0004949 0.0005554 0.0005375 0.00035065 0.00065125 0.0006458 0.00049485 0.0006508 0.0006512 0.0006458 0.00032385 0.0004497 0.00064585 0.00032375 0.00065115 0.0005559 0.00064585 0.00046405 0.00054155 0.00055705 0.00026095 0.00058725 0.000324 0.00064575 0.0006459 0.0005585 0.00032865
4 0.00020805 0.0003536 0.0003081 0.0003505 0.0004069 0.0003948 0.00030805 0.0002992 0.0003776 0.0003038 0.00020425 0.00040385 0.00031235 0.0002127 0.0002579 0.00028185 0.0003995 0.0003038 0.0003037 0.00020355 0.00030365 0.0002992 0.000399 0.0003994 0.0003731 0.00031715 0.0002988 0.0003125 0.0003777 0.00025395 0.00034895 0.0002992 0.000258 0.0003756 0.000377 0.00030815 0.00039895 0.0002124 0.00039465 0.00039945 0.0002171 0.00030365 0.0003585 0.0002999 0.00029435 0.0003946 0.0003944 0.0003535 0.00029975 0.0003773 0.00035295 0.00030365 0.0003035 0.0003084 0.0002037 0.00039945 0.0003945 0.0003036 0.000399 0.00039915 0.0003945 0.0003726 0.0002583 0.0003947 0.00037245 0.00039935 0.0003039 0.0003947 0.00021255 0.00031285 0.00031035 0.0002188 0.0003587 0.00037285 0.00039445 0.00039475 0.0003104 0.00037685
5 0.0002364 6.88e-05 9.765e-05 0.00064595 0.0003948 1e-07 0.0001986 9.645e-05 0.0003451 0.0001182 0.0004871 4.405e-05 0.0001217 0.00022945 0.00018735 0.00049995 2.255e-05 0.00017825 0.00032075 0.00019215 0.00014065 0.0002989 2.14e-05 2.245e-05 0.00032345 0.00014305 0.00029955 0.0001192 0.0003452 0.00023515 4.7e-05 9.625e-05 0.00018715 0.00040665 0.0003443 9.77e-05 2.305e-05 0.00029315 1.6e-06 2.23e-05 0.00023775 0.00017705 8.66e-05 0.00018895 0.0005201 1.55e-06 2.4e-06 6.87e-05 0.0001885 0.00034445 6.765e-05 0.00017705 0.0001174 0.0001622 0.00039485 2.25e-05 1.45e-06 0.000177 2.185e-05 2.305e-05 1.45e-06 0.000324 0.00022385 6e-07 0.0003232 2.18e-05 0.0001183 3e-07 0.00019345 0.00013205 0.00010145 0.0005822 8.575e-05 0.00032425 1.8e-06 6.5e-07 0.00014015 0.0003443
6 0.0002018 0.00017785 0.0002033 0.00049995 0.00030805 0.0001986 0.0003131 0.00019845 0.0003287 0.00017785 0.0003395 0.0001571 0.0001828 0.0002028 0.0002017 0.0003285 0.0001781 0.00017795 0.00028755 0.00019825 0.00020195 0.00030805 0.00017785 0.000178 0.0003494 0.0001624 0.0003077 0.0001823 0.0003288 0.0002298 0.0001984 0.00019845 0.00020195 0.0003288 0.0003285 0.00020335 0.00017745 0.00015745 0.0001985 0.00017805 0.0002068 0.00017755 0.0002019 0.0002301 0.00039055 0.00019845 0.0001983 0.00017775 0.0002298 0.00032865 0.00017805 0.00017755 0.00017775 0.00018195 0.0003082 0.00017805 0.00019835 0.0001775 0.00017755 0.00017805 0.00019835 0.00034895 0.00017805 0.0001985 0.00034915 0.00017795 0.00017795 0.0001985 0.0002032 0.00020185 0.00020565 0.00041765 0.00020205 0.0003492 0.0001983 0.00019855 0.0001614 0.0003286
7 0.0001405 0.0001179 0.0001015 0.00055055 0.0002992 9.645e-05 0.00019845 0.0001922 0.00034495 0.0001176 0.00039195 0.0001388 0.00012555 0.00013805 0.00014105 0.00040475 0.0001178 0.000178 0.0003205 9.62e-05 0.0001406 0.00029915 0.0001171 0.0001177 0.0003238 0.0001467 0.0002992 0.00012255 0.00034505 0.00018935 9.66e-05 9.635e-05 0.00014095 0.000405 0.00034425 0.00010155 0.0001177 0.0001977 9.675e-05 0.00011775 0.0001458 0.0001774 0.00014095 0.0001893 0.0004262 9.67e-05 9.695e-05 0.0001178 0.000189 0.0003445 0.00011725 0.0001773 0.0001171 0.00016185 0.0002993 0.00011775 9.66e-05 0.00017735 0.0001173 0.0001177 9.66e-05 0.00032375 0.00017805 9.635e-05 0.00032335 0.00011735 0.0001177 9.635e-05 0.00010145 0.00014085 0.0001045 0.0005021 0.0001407 0.000324 9.675e-05 9.64e-05 0.0001396 0.0003442
8 0.00033735 0.00033655 0.0003498 0.00032925 0.0003776 0.0003451 0.0003287 0.00034495 0.0006565 0.0003365 0.0003772 0.0003285 0.00034205 0.00034935 0.0003373 0.0003289 0.0003368 0.0003371 0.0003693 0.00034475 0.0003375 0.0003776 0.00033695 0.0003367 0.00033685 0.0003343 0.00037725 0.0003416 0.00032845 0.00034445 0.0003449 0.00034495 0.0003375 0.00032885 0.0003294 0.00034985 0.0003367 0.0003294 0.000345 0.00033675 0.00034235 0.0003369 0.00033745 0.00034475 0.0003517 0.00034495 0.0003448 0.00033645 0.0003445 0.0003287 0.00033715 0.0003369 0.00033685 0.0003301 0.00037775 0.00033675 0.00034485 0.00033685 0.00033675 0.00033665 0.00034485 0.0003366 0.0003372 0.000345 0.0003374 0.0003371 0.00033665 0.000345 0.0003497 0.0003374 0.0003498 0.0004102 0.0003376 0.00033665 0.0003448 0.00034505 0.0003296 0.00032945
9 0.0001409 0.00011725 0.00012275 0.0005558 0.0003038 0.0001182 0.00017785 0.0001176 0.0003365 0.0002337 0.0003964 0.0001171 0.0001264 0.000159 0.0001412 0.0003974 0.00011765 0.00017835 0.0003037 0.00011695 0.0001415 0.00030425 0.00011785 0.00011755 0.0003373 0.0001264 0.00030375 0.0001223 0.00033665 0.00020995 0.00011785 0.0001176 0.00014135 0.0003976 0.0003366 0.0001228 0.0001174 0.00017795 0.00011795 0.0001176 0.0001462 0.0001783 0.00014145 0.0002104 0.00043905 0.0001179 0.0001176 0.00011715 0.0002101 0.00033695 0.0001179 0.0001783 0.00011735 0.0001419 0.00030395 0.0001176 0.0001178 0.00017825 0.0001176 0.0001172 0.0001178 0.0003367 0.00017845 0.0001181 0.00033685 0.00011795 0.00011705 0.0001181 0.0001222 0.0001414 0.00012505 0.0004905 0.00014175 0.00033695 0.00011775 0.00011815 0.0001197 0.0003367
